Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,1850.98,0.0,33.892,0.0,13526.58,0.0,20741.0965088,0.0,2.82910805358e+13,0.0,0.76688217,0.0,2061.394,0.0,33.526,0.0,13299.793,0.0,20715.9318473,0.0,2.79821750026e+13,0.0,0.7812574,0.0,0.0,0.0
1,879.017,161.059,25.501,2.018,4336.416,638.048,6087.22527367,2169.61650192,2.82814445975e+13,71073630033.9,0.87156118,0.1983674,884.43,699.282,26.081,9.693,4181.108,3461.52,6372.33960781,5032.55781271,2.83025950849e+13,1.99349427943e+11,0.8646417,0.15938167,92.0,92.0
2,570.898,590.441,23.108,10.333,2408.712,3040.809,3778.32417527,3934.35133408,2.83081965551e+13,1.17896311619e+11,0.82445026,0.49978683,596.733,384.426,23.299,6.474,2929.872,2210.1,4192.17552633,3046.7586135,2.83723867149e+13,1.66895271756e+11,0.85448004,0.30430509,184.0,184.0
3,44.165,262.928,12.564,8.226,125.548,1285.35,95.61917143,2504.73705464,2.8310405926e+13,1.21859119539e+11,0.61843729,0.46934786,445.061,401.315,21.243,7.313,2010.353,1634.793,2828.7843052,2797.55366666,2.83812416026e+13,1.25723772471e+11,0.81639142,0.20698095,276.0,276.0
4,36.96,23.939,11.649,3.433,121.201,137.555,74.57741644,98.88359761,2.83133896122e+13,1.21859119539e+11,0.46688142,0.36964162,342.106,369.452,19.39,9.214,1444.324,1452.144,2024.5625419,2326.69212286,2.84002545957e+13,1.02905013353e+11,0.811619,0.24816835,368.0,368.0
5,41.498,29.455,11.44,2.152,109.276,148.574,125.99937689,137.34405499,2.83350581801e+13,1.03657226628e+11,0.62606111,0.30331573,309.372,308.705,18.752,8.443,1298.217,1161.751,1678.77384482,2031.81976891,2.84064144373e+13,98679901757.3,0.79065,0.3109428,460.0,460.0
6,33.315,30.141,10.229,2.145,123.476,99.528,103.71183137,131.84736206,2.83518648244e+13,1.2224534999e+11,0.60884981,0.20526713,260.452,248.363,18.257,7.839,1095.81,1011.385,1506.66573017,1666.88305349,2.84064144373e+13,98679901757.3,0.7978557,0.28933917,552.0,552.0
7,27.647,177.573,9.975,6.479,127.824,614.436,82.06024753,943.21033165,2.84169604803e+13,1.18675233347e+11,0.53150194,0.42185337,45.038,214.571,11.495,8.76,214.312,884.445,259.751819,1339.05648705,2.84064144373e+13,82043205182.1,0.69147969,0.38585456,644.0,644.0
8,34.447,221.851,9.975,7.92,143.106,864.859,120.07349471,1232.55052802,2.84412473032e+13,1.23616296332e+11,0.52910496,0.49111295,29.493,153.874,10.309,7.019,135.27,638.493,81.83128819,981.45835001,2.84064159492e+13,82043132023.7,0.62891128,0.30668027,736.0,736.0
9,32.989,129.192,9.467,5.622,123.156,462.455,87.04882508,724.66042235,2.84592958519e+13,1.25606030058e+11,0.52910496,0.44476964,29.493,24.107,9.953,3.035,99.313,212.038,65.94611134,347.12018028,2.84074408181e+13,82043132023.8,0.54523925,0.29855433,828.0,828.0
10,30.448,145.137,9.327,5.868,115.291,591.571,84.38176284,835.65352427,2.8462803532e+13,66897360881.4,0.59462001,0.43954568,29.493,133.722,9.963,6.975,99.313,500.469,65.94611134,759.39438015,2.84207465987e+13,1.02383728483e+11,0.58315228,0.40413307,920.0,920.0
11,29.717,143.423,9.327,5.352,112.529,538.332,78.62210256,780.61852312,2.8462803532e+13,66897360881.4,0.64311031,0.4479664,29.493,126.28,9.963,6.665,86.398,460.325,60.22780034,673.25266426,2.84207465987e+13,1.02015907921e+11,0.62891128,0.35426787,1012.0,1012.0
12,29.717,135.471,9.327,5.195,112.529,513.317,78.62210256,743.07600363,2.8462803532e+13,66897832026.3,0.64311031,0.27483608,23.241,13.752,9.935,4.03,77.632,92.702,50.50113202,37.09885927,2.84207502687e+13,1.00217351272e+11,0.69147969,0.29938062,1104.0,1104.0
