Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,2188.101,0.0,32.926,0.0,12796.187,0.0,19826.9826313,0.0,1.36578819546e+13,0.0,0.75548596,0.0,1694.222,0.0,31.607,0.0,10428.178,0.0,15353.2825937,0.0,1.38035007859e+13,0.0,0.69001475,0.0,0.0,0.0
1,136.449,666.819,16.475,10.086,485.705,3350.027,435.77383593,4862.0789428,1.37213601483e+13,1.13774650207e+11,0.77097249,0.29159867,471.823,948.803,19.437,13.68,2229.462,4555.112,3153.95595844,6463.71500782,1.37086682632e+13,60458736811.0,0.82975793,0.20209483,92.0,92.0
2,100.076,329.272,15.438,7.23,355.446,2102.109,326.01100382,2593.75243876,1.37213601483e+13,1.06089704622e+11,0.80875607,0.22994023,313.628,631.466,18.195,11.158,1386.235,2983.122,2089.41763009,4350.04164989,1.37518844956e+13,74739885827.2,0.84901817,0.15365134,184.0,184.0
3,97.362,363.031,15.458,7.804,524.717,1767.783,416.23923625,2635.56964708,1.3764719755e+13,1.09028522652e+11,0.81750988,0.15007234,256.001,481.378,17.394,9.755,1247.106,2177.574,1675.48769811,3113.30504035,1.37524149643e+13,74916696099.3,0.86534134,0.14421509,276.0,276.0
4,355.292,335.274,19.988,9.083,1452.599,1465.885,2388.43859174,2398.75546135,1.3774704699e+13,61981245424.1,0.86358011,0.42711516,218.52,367.592,16.175,8.477,862.69,1678.095,1411.63062512,2651.0129611,1.37768106303e+13,26472297229.1,0.88628037,0.18781746,368.0,368.0
5,320.116,298.07,19.138,8.833,1249.448,1158.359,1774.7558344,2041.70242838,1.37747054789e+13,59433851610.0,0.79145782,0.2878609,200.702,327.127,15.829,8.485,748.952,1562.432,1123.34484185,2269.48795488,1.37798680746e+13,30990607390.2,0.86038911,0.12461971,460.0,460.0
6,275.424,254.024,18.43,8.042,1130.077,947.428,1460.18652455,1588.4119764,1.37749611852e+13,59433851610.0,0.81414827,0.27040874,174.812,281.765,15.057,8.896,689.949,1299.386,976.63710861,1966.85230418,1.37832425231e+13,34994073353.7,0.85435954,0.19009014,552.0,552.0
7,55.425,230.867,12.602,8.778,292.784,934.802,144.13945646,1344.12624578,1.37822891928e+13,60055844000.4,0.56807159,0.33586671,45.245,247.661,11.536,8.92,136.407,1101.923,120.67001373,1469.1856865,1.37896284127e+13,47909026444.0,0.83514843,0.17596884,644.0,644.0
8,51.059,212.954,10.561,8.242,231.463,854.193,109.98058725,1232.24683034,1.37822891928e+13,60055844000.4,0.55881619,0.36855633,35.785,155.841,9.84,6.68,136.407,603.228,59.70508098,879.38263188,1.37896284127e+13,45436840867.9,0.77273841,0.22849772,736.0,736.0
9,39.084,19.461,8.918,1.643,71.162,102.257,53.96120059,82.44556874,1.37837930983e+13,60416685729.8,0.50304251,0.21001869,34.743,203.165,10.321,7.826,136.407,699.319,52.1372278,1171.97036218,1.37987357391e+13,56253357182.0,0.77273841,0.33914427,828.0,828.0
10,35.091,19.461,8.918,1.643,71.162,102.257,51.96336652,82.44556874,1.37951544805e+13,54544236974.7,0.50304251,0.21526576,37.61,189.755,9.934,7.631,127.168,658.076,50.32524921,1022.88820683,1.37999616194e+13,56253357182.0,0.76885899,0.41822258,920.0,920.0
11,35.091,15.039,8.918,1.631,71.162,63.468,51.96336652,78.60833717,1.37951544805e+13,54544236974.7,0.56343444,0.25658932,27.796,19.575,9.476,1.674,92.834,111.733,39.67240859,42.58644175,1.38009112545e+13,56165574587.3,0.67341436,0.21754689,1012.0,1012.0
12,29.917,17.472,8.925,1.703,64.245,52.099,55.03281533,46.62790127,1.38086109843e+13,59358324079.9,0.47835163,0.31944195,27.796,19.575,9.476,1.674,92.834,111.733,40.55183925,75.74481025,1.38009122422e+13,55932480403.2,0.71753257,0.19797217,1104.0,1104.0
13,32.384,22.297,9.097,1.95,57.868,119.152,60.36255431,210.43091689,1.38086109843e+13,59358347779.3,0.55003689,0.43345199,28.478,17.649,9.291,1.696,105.638,153.024,51.66946007,107.36943467,1.38207506639e+13,44059210092.6,0.77242255,0.15128033,1196.0,1196.0
14,32.384,22.297,9.026,2.166,76.504,126.574,70.70905321,207.65719351,1.38086109843e+13,30417041016.9,0.55003689,0.383267,28.478,17.649,9.598,1.54,105.638,156.207,51.66946007,107.36943467,1.38207506639e+13,44059210092.6,0.77242255,0.19467152,1288.0,1288.0
15,32.384,22.157,9.026,2.668,76.504,125.543,66.96834187,207.65719351,1.38086109843e+13,30417041016.9,0.55003689,0.38086052,29.967,17.649,9.533,1.54,105.638,156.765,56.07080426,107.36943467,1.38207506639e+13,44059210034.1,0.75736291,0.22109995,1380.0,1380.0
