Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,1866.541,0.0,35.46,0.0,10508.191,0.0,17370.1028388,0.0,1.50929925135e+13,0.0,0.86574052,0.0,1795.571,0.0,31.063,0.0,9716.958,0.0,14537.6612381,0.0,1.50987651704e+13,0.0,0.74373847,0.0,0.0,0.0
1,830.857,612.009,25.798,9.435,4737.206,3447.796,6259.41108713,4760.65393432,1.51874261843e+13,48646806460.6,0.89955889,0.3274194,965.734,933.078,26.31,13.344,4037.905,4592.409,5996.69150819,6676.66018873,1.51789016875e+13,47954193572.0,0.87030003,0.0742154,92.0,92.0
2,570.222,402.761,23.259,6.859,2866.966,2077.215,3832.70709637,3232.96935639,1.51997038404e+13,98344677438.8,0.91315754,0.38657778,597.267,510.636,23.398,8.259,3068.883,2481.166,4278.38150588,3561.72458063,1.51943342381e+13,68223411703.7,0.88674317,0.20535017,184.0,184.0
3,58.459,534.491,14.778,12.586,170.694,2260.859,119.66302628,3521.27462007,1.52129070387e+13,80011403300.2,0.71973682,0.23594826,487.622,353.192,21.542,6.547,2195.475,1789.229,3064.8894175,2310.4691636,1.52212090131e+13,1.01915188612e+11,0.92505338,0.2214048,276.0,276.0
4,43.125,42.256,12.252,5.353,117.192,113.413,84.56124642,99.9562789,1.5239459988e+13,66749627319.6,0.68088453,0.10244853,60.945,375.041,11.743,11.327,205.689,1637.266,216.40154229,2171.40144079,1.52530094839e+13,97133552231.8,0.72113159,0.30683634,368.0,368.0
5,43.125,369.998,14.46,9.764,117.192,1565.649,84.56124642,2248.54917504,1.5239459988e+13,63777890506.1,0.73404902,0.33609425,47.471,307.64,11.782,10.044,157.663,1344.53,130.91994617,1699.0882033,1.5277638353e+13,72203232758.1,0.72113159,0.21567011,460.0,460.0
6,43.125,333.797,14.46,9.49,117.192,1394.858,84.56124642,2103.70898257,1.52518330313e+13,61212356430.4,0.67727647,0.42094645,51.455,252.107,11.875,9.621,160.015,1093.038,207.25603308,1466.51384303,1.5277638353e+13,72201665107.2,0.65192332,0.29243509,552.0,552.0
7,43.125,215.407,11.542,7.496,103.616,921.667,76.20530399,1418.72193861,1.52558002064e+13,43284268297.3,0.60469557,0.40034806,51.457,223.523,12.188,8.333,160.015,930.96,180.45258211,1288.96512425,1.52826796611e+13,20313852808.5,0.71797194,0.28438853,644.0,644.0
8,43.125,193.236,11.542,6.88,103.616,844.827,76.20530399,1257.4666438,1.52558002064e+13,43284268297.3,0.60469557,0.37721996,47.617,191.17,11.886,7.935,154.462,879.988,88.18949638,1132.97767725,1.52830775855e+13,20309280080.2,0.77249772,0.1875804,736.0,736.0
9,31.471,22.567,9.932,3.947,104.002,62.038,83.13952357,62.96481341,1.52558002064e+13,42667262340.2,0.60469557,0.2479439,33.607,143.844,11.077,7.121,136.661,588.508,83.59020758,722.69060326,1.52830776033e+13,20854881811.4,0.64839367,0.20291817,828.0,828.0
