Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,316.494,0.0,0.012,0.0,0.0,0.0,292.90506476,0.0,4231.0516,0.0,1.03633791,0.0,150.076,0.0,0.022,0.0,0.0,0.0,136.862052,0.0,4253.1992,0.0,0.77663773,0.0,0.0,0.0
1,183.262,43.937,0.019,0.005,0.0,0.054,171.9427079,31.67487767,4261.19825,46.687225,0.67943731,0.17242044,140.378,17.653,0.027,0.016,0.0,0.062,112.42757588,25.1091,4328.10315,30.803175,0.79814966,0.05542052,92.0,92.0
2,159.863,60.578,0.015,0.008,0.0,0.05,158.75883261,56.74578998,4316.71315,56.145275,0.77772246,0.17629341,128.151,12.369,0.02,0.015,0.0,0.0,93.87278763,23.96407049,4340.027,26.28665,0.8043325,0.101017,184.0,184.0
3,130.391,33.858,0.011,0.006,0.0,0.0,132.0219848,51.65146103,4330.6036,17.046925,0.62432248,0.20254187,120.778,19.529,0.015,0.021,0.0,0.0,87.05915215,19.3212646,4351.3185,30.8309,0.73555185,0.27445357,276.0,276.0
4,119.651,32.172,0.014,0.013,0.0,0.008,124.44195732,58.3553295,4344.7441,16.693275,0.82547875,0.32747583,124.921,31.31,0.016,0.011,0.0,0.054,107.34238131,49.3251374,4372.27,45.8036,0.78865271,0.29405509,368.0,368.0
5,105.109,10.928,0.009,0.006,0.0,0.066,84.44664343,33.6345756,4349.22225,39.124525,0.78255582,0.19221042,113.044,38.219,0.019,0.016,0.0,0.0,77.47962589,53.47074368,4377.38445,37.86025,0.78859078,0.33754207,460.0,460.0
6,91.715,9.994,0.009,0.008,0.0,0.0,78.24809824,26.71201016,4377.57145,20.899575,0.77319221,0.17104486,100.444,27.924,0.013,0.017,0.0,0.0,72.52858733,33.12061822,4379.84165,30.4913,0.6915184,0.32268779,552.0,552.0
7,88.669,19.731,0.008,0.014,0.0,0.0,71.13755895,21.06782921,4378.17125,15.0414,0.66386799,0.20392546,90.242,20.977,0.02,0.02,0.0,0.0,60.60349653,29.81258239,4386.84585,32.6662,0.8023446,0.23105415,644.0,644.0
8,83.642,16.675,0.007,0.005,0.0,0.054,61.78101688,22.43821365,4381.25495,12.9154,0.79329761,0.18351976,89.497,32.548,0.01,0.019,0.0,0.0,52.78135368,27.33947726,4390.04055,35.727375,0.76865891,0.24149585,736.0,736.0
9,71.358,22.741,0.007,0.012,0.0,0.113,46.28774674,36.36222839,4381.25495,13.253,0.8327903,0.23903286,82.732,41.729,0.015,0.028,0.0,0.0,51.27352622,29.66458677,4398.0917,24.491025,0.73979178,0.32943488,828.0,828.0
10,71.253,11.855,0.011,0.012,0.0,0.148,44.44424073,29.33982698,4387.65995,15.247,0.80249097,0.15395542,58.509,58.881,0.024,0.373,0.0,0.0,37.07699346,45.6535458,4403.8266,19.36955,0.73261297,0.48147307,920.0,920.0
11,64.708,19.773,0.01,0.009,0.0,0.063,42.54463757,29.07325057,4388.23365,12.842675,0.84685321,0.07807226,58.101,55.006,0.025,0.371,0.0,0.0,25.59646649,48.75633945,4404.2894,16.30325,0.7932634,0.55349193,1012.0,1012.0
12,63.289,18.863,0.008,0.004,0.0,0.0,39.98797831,30.48140179,4394.20545,9.540325,0.85928212,0.1314186,48.084,43.653,0.025,0.485,0.0,0.0,14.33042788,35.52753128,4409.96445,15.653275,0.58401433,0.53064421,1104.0,1104.0
13,60.969,19.186,0.01,0.006,0.0,0.0,32.32844143,37.87647773,4395.3078,13.7018,0.9033481,0.1612558,42.881,43.653,0.036,0.484,0.0,0.0,12.5367403,27.64832106,4409.96445,18.05515,0.57722953,0.40845172,1196.0,1196.0
14,61.498,21.756,0.009,0.009,0.0,0.0,33.09207552,37.92655108,4395.41975,13.1755,0.90000503,0.15382768,23.177,46.482,0.273,0.477,0.0,0.0,5.8592119,17.17860064,4409.96445,24.52855,0.57317071,0.37465764,1288.0,1288.0
15,61.304,14.353,0.009,0.006,0.0,0.0,33.18964638,26.78464261,4395.5398,13.1782,0.90889483,0.12004934,22.549,47.483,0.284,0.468,0.0,0.0,5.8592119,14.58338537,4411.27045,30.3152,0.64983591,0.47744265,1380.0,1380.0
16,57.182,19.0,0.009,0.008,0.0,0.0,31.25226923,26.03996065,4395.6683,14.787075,0.87439686,0.13438803,22.549,43.493,0.28,0.468,0.0,0.0,5.8592119,12.49861879,4411.27045,30.13255,0.75508094,0.24459447,1472.0,1472.0
17,56.701,14.877,0.01,0.008,0.0,0.0,31.25226923,24.96321298,4395.6811,14.676075,0.90986646,0.14285158,18.774,47.616,0.28,0.843,0.0,0.0,5.8592119,12.49861879,4411.27045,30.13255,0.75508094,0.29994839,1564.0,1564.0
18,54.624,11.153,0.009,0.01,0.0,0.0,24.60462647,28.23229874,4398.60205,15.422,0.89266871,0.17501972,23.978,44.915,0.276,0.847,0.0,0.042,8.96354167,13.51683948,4411.27045,30.13255,0.74338274,0.248176,1656.0,1656.0
19,54.604,10.08,0.008,0.011,0.0,0.0,22.56167887,27.28921289,4401.5245,16.86105,0.8527686,0.16671893,18.774,44.915,0.273,0.842,0.0,0.042,8.96354167,11.72388966,4413.66605,23.98835,0.77532261,0.19708443,1748.0,1748.0
20,54.62,12.931,0.007,0.026,0.0,0.0,22.56167887,29.38862402,4401.5245,15.6097,0.81194933,0.12133181,18.774,40.813,0.273,0.844,0.0,0.042,6.63288482,11.71373019,4413.66605,23.98835,0.75235354,0.13508241,1840.0,1840.0
21,54.815,14.546,0.007,0.025,0.0,0.0,22.62820408,26.40500455,4403.3371,11.762825,0.89850108,0.24718815,18.774,40.813,0.273,0.844,0.0,0.083,6.63288482,11.71373019,4413.66605,23.98835,0.77532261,0.23238242,1932.0,1932.0
22,55.58,16.806,0.009,0.024,0.0,0.0,24.09404196,21.56838888,4403.41675,10.999925,0.91006203,0.15354513,18.774,40.813,0.273,0.851,0.0,0.083,6.63288482,11.71373019,4413.6715,23.98835,0.77532261,0.24440696,2024.0,2024.0
23,52.784,19.292,0.009,0.018,0.0,0.0,24.36590847,19.00537144,4403.4213,8.05335,0.91256511,0.24806388,18.774,40.813,0.273,0.851,0.0,0.083,6.63288482,12.50562268,4413.6715,23.98835,0.77532261,0.24440696,2116.0,2116.0
24,52.204,17.942,0.011,0.017,0.0,0.0,24.36590847,19.4909173,4405.09185,9.843625,0.90422439,0.31538165,18.774,40.813,0.273,0.847,0.0,0.083,6.63288482,12.50562268,4414.0557,23.98835,0.73255543,0.24372259,2208.0,2208.0
25,51.461,12.749,0.011,0.018,0.0,0.0,23.8764148,19.24717334,4405.5955,9.1071,0.71315465,0.2760423,18.774,40.813,0.273,0.846,0.0,0.0,6.63288482,12.50562268,4414.65505,22.075975,0.77532261,0.14049305,2300.0,2300.0
26,50.292,9.539,0.011,0.009,0.0,0.0,18.42239893,15.95826501,4407.89395,7.34315,0.72486108,0.25909579,18.774,40.813,0.273,0.844,0.0,0.0,6.63288482,12.07682351,4414.65505,22.075975,0.73827227,0.1361839,2392.0,2392.0
27,48.102,9.411,0.011,0.009,0.0,0.0,14.9207649,19.74607555,4408.02555,7.3781,0.83450187,0.29353428,10.783,40.813,0.5,0.859,0.0,0.0,6.63288482,10.39909616,4415.9627,21.790325,0.72007973,0.30393396,2484.0,2484.0
28,45.592,7.931,0.011,0.009,0.0,0.0,14.9207649,19.32399483,4408.02555,7.3781,0.819004,0.29353428,10.783,41.969,0.5,0.858,0.0,0.0,6.63288482,10.40909035,4415.9627,21.790325,0.73009243,0.20300775,2576.0,2576.0
29,48.129,10.93,0.01,0.007,0.0,0.0,16.41888777,17.01200193,4408.10055,7.376825,0.82430708,0.32896406,10.783,41.969,0.5,0.858,0.0,0.0,6.63288482,10.40909035,4415.9627,21.790325,0.73009243,0.20300775,2668.0,2668.0
30,46.284,11.513,0.011,0.007,0.0,0.0,16.41888777,17.01093189,4408.53475,7.356125,0.75816288,0.36810122,10.783,43.816,0.5,0.861,0.0,0.0,7.44286857,11.61196084,4415.9627,21.790325,0.70856308,0.29319959,2760.0,2760.0
