Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,488.624,0.0,0.513,0.0,0.305,0.0,120.56074686,0.0,89805.5104,0.0,0.75661777,0.0,486.112,0.0,0.508,0.0,0.073,0.0,74.62033817,0.0,89548.5908,0.0,0.77376601,0.0,0.0,0.0
1,588.315,218.482,0.564,0.033,0.126,0.109,86.37371566,24.2719727,85032.8355,2084.3769,0.52264543,0.3683635,468.364,94.171,0.556,0.021,0.205,0.212,90.06833892,11.32504719,84840.93205,1472.911225,0.71574516,0.36369409,3.4,3.2
2,481.677,116.053,0.56,0.056,0.214,0.139,86.38522699,44.34252586,85191.5541,1645.64355,0.74513633,0.2790848,562.259,234.099,0.558,0.039,0.211,0.108,79.08509981,71.66442701,83485.11665,4266.982875,0.60961539,0.27842684,6.7,6.4
3,611.284,283.9,0.545,0.086,0.189,0.249,77.76096575,60.28580356,83689.22015,2022.334075,0.72891227,0.14186103,512.915,224.313,0.571,0.031,0.174,0.12,63.7592553,24.46328424,83881.72475,3459.8541,0.64818573,0.1867546,9.8,9.5
4,601.946,310.25,0.541,0.063,0.112,0.162,133.17489989,127.11487193,84710.5255,3007.580125,0.77190026,0.28657839,620.559,309.61,0.595,0.026,0.255,0.168,97.81888322,77.5201446,82965.77635,3176.447725,0.63858076,0.29428467,13.2,12.6
5,484.234,262.094,0.562,0.03,0.114,0.063,57.16633411,81.00876136,85026.27515,759.0441,0.56811395,0.33616017,530.041,297.95,0.553,0.025,0.178,0.181,113.71673463,98.82917934,84347.67055,3225.596525,0.85250276,0.25419381,16.8,15.8
6,513.801,188.761,0.558,0.044,0.272,0.19,64.51839372,53.35723571,84805.2134,1909.68205,0.71228691,0.3597271,542.32,221.038,0.567,0.02,0.126,0.163,79.71856024,35.67157047,85171.0208,1702.67,0.6502229,0.36180476,20.3,18.9
7,576.903,108.251,0.57,0.042,0.165,0.176,85.58029835,48.88314656,85024.98275,1909.73485,0.67045539,0.40567412,619.435,204.807,0.59,0.033,0.192,0.165,69.72447175,76.9723684,82918.74795,3570.8613,0.67650831,0.28792621,23.7,22.2
8,697.701,317.663,0.574,0.034,0.094,0.139,78.40791817,72.56692942,83801.03065,4850.9869,0.7891741,0.43605102,563.617,214.111,0.544,0.078,0.267,0.152,75.50998693,63.10774208,83270.5341,2319.052475,0.71127934,0.35016458,26.9,25.3
9,506.353,230.377,0.565,0.034,0.26,0.132,60.56824873,23.72734919,82272.22155,3573.1941,0.75843332,0.25341084,467.313,134.501,0.555,0.041,0.214,0.206,74.15680859,46.44985704,85749.88045,2550.320725,0.66258659,0.27377218,29.9,28.4
10,638.204,610.019,0.537,0.029,0.164,0.125,122.1289123,213.07365079,85296.8286,3639.249875,0.70363374,0.50028139,552.135,159.029,0.555,0.026,0.271,0.205,51.21939338,86.65480498,84793.3444,1714.021875,0.60631661,0.30339254,32.9,31.6
11,587.624,110.974,0.57,0.063,0.152,0.18,47.27094038,22.5887174,82984.8097,2737.550625,0.87974033,0.25299766,611.123,114.479,0.561,0.032,0.171,0.206,72.91877045,15.56536238,83549.18215,5774.486275,0.61420029,0.35259762,36.1,34.7
12,422.151,73.556,0.558,0.054,0.254,0.185,83.93128933,35.53572672,84343.38745,6141.513675,0.85784891,0.1574485,472.179,93.065,0.566,0.07,0.204,0.215,71.27782257,34.9541626,84642.28085,1733.388325,0.67004394,0.34296246,39.4,38.1
13,459.88,114.35,0.57,0.048,0.226,0.237,69.02786411,40.52439181,81779.39685,6424.5699,0.77714057,0.39577543,591.411,79.336,0.557,0.06,0.267,0.166,93.97350802,115.73770167,83600.7748,3193.160375,0.7111049,0.24779375,42.2,41.2
