Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,2188.101,0.0,32.926,0.0,12796.187,0.0,19826.9826313,0.0,1.36578819546e+13,0.0,0.75548596,0.0,1694.222,0.0,31.607,0.0,10428.178,0.0,15353.2825937,0.0,1.38035007859e+13,0.0,0.69001475,0.0,0.0,0.0
1,841.289,620.031,25.933,8.434,4230.742,3417.565,6019.6883474,5690.12217523,1.37117157121e+13,84067987340.9,0.90173957,0.20463191,908.904,194.129,26.34,2.478,4699.389,1514.62,6305.07445319,1642.83477451,1.37164344689e+13,84415204558.5,0.93477433,0.12674901,92.0,92.0
2,284.221,502.141,19.522,9.4,1289.058,2265.303,2132.83064234,4283.96116017,1.37231089872e+13,52289577821.2,0.83464628,0.28539302,347.932,625.606,17.36,12.975,1463.984,3193.55,2250.87894142,4137.20584648,1.37423347137e+13,51873023893.9,0.76173375,0.23385119,184.0,184.0
3,474.076,333.887,21.896,6.479,2015.342,1507.536,3275.44380382,2441.67269609,1.37679387348e+13,56976942156.0,0.93096377,0.06827602,266.935,496.628,17.48,11.292,1145.398,2362.093,1558.04586346,3308.56128024,1.37573457662e+13,43719101973.0,0.8030868,0.21450111,276.0,276.0
4,411.911,363.74,20.123,9.673,1601.089,1622.834,2528.76885873,2576.08350575,1.37679387348e+13,62083224856.1,0.86811585,0.22817004,213.794,386.892,16.555,10.819,1087.578,1776.384,1305.35568089,2418.30633239,1.3765534433e+13,19485840392.6,0.76486915,0.26379574,368.0,368.0
5,367.892,243.893,19.734,7.95,1472.044,1049.743,2017.6717017,1652.8419138,1.37774121526e+13,53249765122.3,0.90870642,0.1378576,315.554,333.188,19.504,8.976,1264.871,1498.252,1656.27699809,2166.63676856,1.37684041283e+13,20568074006.6,0.84113166,0.38550134,460.0,460.0
6,300.432,286.43,18.826,9.809,1252.579,1285.414,1699.19342312,1841.19707785,1.37829292283e+13,59559447350.9,0.8680528,0.28775639,151.645,275.598,15.813,8.362,623.029,1216.459,707.656016,1719.32993393,1.37684041283e+13,37863866019.1,0.72077333,0.33650085,552.0,552.0
7,273.629,282.904,18.344,9.386,1117.202,1179.73,1515.86625155,1710.57041009,1.37935020635e+13,31213129545.5,0.90166116,0.33554454,40.838,216.978,13.157,8.478,213.729,904.31,147.20107646,1307.08129083,1.37732181249e+13,38524576856.1,0.68080609,0.39037166,644.0,644.0
8,241.252,257.752,17.438,8.208,1054.897,1145.546,1275.20081651,1578.35327841,1.37992776568e+13,56941154868.9,0.85856977,0.32721024,34.684,141.159,11.16,7.441,109.834,614.055,57.40771104,763.05785804,1.37751769678e+13,37210923446.0,0.53877815,0.36131801,736.0,736.0
9,247.441,186.268,17.759,5.835,910.081,863.129,1281.15368856,1314.33342861,1.38055663938e+13,58011413600.3,0.93892886,0.17977078,39.509,127.354,10.467,6.57,105.527,583.42,56.04325611,664.15577396,1.37751769678e+13,37203892458.1,0.59216373,0.34556125,828.0,828.0
10,115.503,203.293,12.875,8.303,441.873,765.912,518.09989874,1074.29143512,1.38186347448e+13,54864951817.2,0.8033267,0.19114958,38.043,126.218,10.194,5.646,97.439,542.269,56.13049267,658.36322282,1.37769247939e+13,31910364551.6,0.57479312,0.33100596,920.0,920.0
11,111.669,187.941,12.839,7.879,416.45,699.654,480.216895,1002.86692014,1.38190390831e+13,55188683945.4,0.78632215,0.16152233,37.714,112.73,10.286,5.725,98.408,474.384,56.13049267,589.87803567,1.3776924823e+13,31909971391.9,0.62420747,0.30835083,1012.0,1012.0
12,96.717,170.079,12.608,7.568,366.139,631.261,446.21572575,883.93651616,1.38190390831e+13,55713464761.8,0.82732018,0.24112429,39.095,88.799,10.286,5.403,96.375,408.237,54.62293367,564.57142365,1.3776924823e+13,31372676328.2,0.64272371,0.3079221,1104.0,1104.0
13,96.544,153.731,12.608,7.102,322.449,587.795,436.4633149,802.46222602,1.38190390831e+13,55713464761.8,0.83459731,0.281046,35.749,21.887,9.756,1.829,79.66,163.012,37.31465176,119.5333353,1.3776924823e+13,35524226885.1,0.74424272,0.27778588,1196.0,1196.0
