Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,2245.479,0.0,38.493,0.0,10855.215,0.0,26976.4692439,0.0,6.02594987056e+13,0.0,1.00025795,0.0,1632.264,0.0,34.838,0.0,9787.553,0.0,21426.0806822,0.0,6.03533978736e+13,0.0,0.87500356,0.0,0.0,0.0
1,806.985,796.841,24.652,11.777,3820.913,3975.518,5826.15008715,5848.0020472,6.00761558015e+13,3.74497522056e+11,0.91130491,0.10368786,954.411,137.268,27.192,1.266,4928.807,595.09,7262.13544686,1057.31240556,6.01362995392e+13,3.82862335314e+11,0.92997821,0.09775572,92.0,92.0
2,298.119,565.018,17.906,11.541,1282.731,2356.283,2006.60986178,3907.80935134,6.01388918355e+13,3.56886313238e+11,0.79227783,0.28885725,685.005,91.826,23.762,1.07,3193.156,354.924,4438.68744949,742.60905514,6.02706943251e+13,2.06490503829e+11,0.90521211,0.0977799,184.0,184.0
3,266.708,457.387,17.389,9.481,1139.531,2027.354,1429.36725527,2798.17131516,6.02084237855e+13,3.56899560937e+11,0.73575539,0.23627033,465.086,382.04,21.557,5.245,2127.389,1763.88,2810.38135317,2214.02273853,6.03489910609e+13,1.71593579194e+11,0.91603132,0.12353199,276.0,276.0
4,49.287,41.964,11.6,3.121,141.334,138.114,162.05383085,164.40926605,6.02302304182e+13,3.60290857283e+11,0.71540533,0.26190467,358.551,284.123,19.985,4.278,1444.182,1463.332,2191.33021469,1890.60889194,6.03618366541e+13,2.75089539684e+11,0.90452427,0.1841944,368.0,368.0
5,36.333,29.519,11.32,1.727,118.534,121.242,135.91069565,212.84180293,6.03199244314e+13,2.33205137754e+11,0.7011155,0.19178997,296.694,293.356,18.599,9.188,1100.858,1138.042,1570.13989927,1831.04893058,6.03656969604e+13,2.57582566687e+11,0.80770828,0.26725438,460.0,460.0
6,39.856,194.797,11.65,7.264,149.938,747.743,217.82365741,1035.97229299,6.03204253107e+13,2.51490364058e+11,0.71665041,0.26985488,272.895,267.869,18.008,8.039,924.237,1086.005,1414.22408062,1589.12353015,6.03656969604e+13,2.47182972876e+11,0.86232896,0.26334671,552.0,552.0
7,37.808,188.592,12.871,7.901,178.374,704.508,192.21404057,952.68523221,6.03204253107e+13,2.54994577117e+11,0.72747874,0.39814891,145.612,219.384,15.55,8.609,468.736,818.207,766.74378021,1246.75539408,6.03656969604e+13,2.47184485834e+11,0.8102921,0.36080763,644.0,644.0
8,37.808,240.146,12.871,9.081,178.374,824.91,227.42990486,1271.43034756,6.03737186377e+13,1.50395081048e+11,0.83841162,0.33002057,122.51,203.482,15.124,7.892,446.947,730.902,687.57532681,1129.03206243,6.03667937039e+13,2.47184485834e+11,0.81148625,0.27184795,736.0,736.0
9,133.735,208.184,13.781,8.394,453.211,730.098,597.71566994,1247.3627014,6.03737186377e+13,1.49192581228e+11,0.83998698,0.3833885,120.281,190.904,14.977,7.571,417.267,663.466,624.15219891,1096.60469862,6.03667937039e+13,2.47785635474e+11,0.88212161,0.34625157,828.0,828.0
10,35.796,186.432,10.306,7.619,124.534,703.726,185.70087935,1201.16207971,6.03737186377e+13,1.49192581228e+11,0.87065529,0.35987132,47.711,164.194,11.916,7.617,100.707,647.467,155.41650359,956.95256488,6.03819678777e+13,2.42910020416e+11,0.86139998,0.38882366,920.0,920.0
11,35.796,178.534,10.306,7.419,99.937,665.536,165.15326657,1080.57899584,6.03737186377e+13,1.51803371854e+11,0.87589596,0.31391627,106.318,178.371,14.478,7.365,379.642,728.433,527.3351956,1026.23441567,6.03819678777e+13,2.79541820698e+11,0.87221193,0.30844419,1012.0,1012.0
12,35.796,165.893,10.306,7.28,99.937,641.043,165.15326657,926.93834234,6.03740451102e+13,1.51803371854e+11,0.88116304,0.3230189,35.63,154.032,11.271,7.454,81.365,573.675,155.41650359,849.90070516,6.04467328585e+13,2.79541820698e+11,0.82746979,0.28568642,1104.0,1104.0
13,22.425,121.423,8.653,5.834,89.032,478.103,116.76985975,630.06666164,6.03757187375e+13,1.46217153197e+11,0.75531408,0.27789513,29.739,103.743,9.515,6.501,66.927,416.157,105.66878918,572.8317667,6.04467328585e+13,2.79537249719e+11,0.78388606,0.24399739,1196.0,1196.0
14,22.425,118.619,8.932,5.636,89.032,395.022,108.4171866,574.67039914,6.03763013523e+13,1.46217153197e+11,0.74906311,0.2551979,29.739,102.602,9.515,6.318,66.927,398.456,105.66878918,537.58689018,6.04467328585e+13,2.79537249719e+11,0.84103696,0.14018116,1288.0,1288.0
15,21.345,12.838,8.786,1.475,64.096,73.456,66.6266283,127.93174454,6.03937774247e+13,98746491527.4,0.74692689,0.2264086,36.346,127.35,11.8,6.65,66.927,494.655,105.66878918,661.62666802,6.04467328585e+13,2.78073399247e+11,0.84563104,0.16677839,1380.0,1380.0
16,21.345,12.838,8.786,1.619,64.015,73.456,66.6266283,127.93174454,6.03937774247e+13,98746491527.4,0.73690371,0.24342711,89.817,133.2,14.02,6.973,290.647,484.966,410.43231075,734.95715398,6.04467328585e+13,2.82554480385e+11,0.86407649,0.13087315,1472.0,1472.0
17,21.231,13.44,8.556,1.273,53.95,26.546,55.86654817,61.93696802,6.03939032862e+13,1.12404482619e+11,0.73690371,0.29237822,89.382,125.346,13.499,6.78,308.176,450.467,385.33714985,645.36081013,6.05476136361e+13,2.79463024518e+11,0.86943157,0.16273318,1564.0,1564.0
18,21.355,14.436,8.786,1.056,54.823,60.723,76.36186763,101.17307697,6.03965910713e+13,2.07221829379e+11,0.81093822,0.20684196,74.782,115.659,12.682,6.572,258.628,431.465,336.66531015,634.47080112,6.0603202699e+13,1.6632025495e+11,0.75834837,0.33536589,1656.0,1656.0
19,27.792,82.895,8.621,4.398,67.09,290.706,84.08005685,419.84062722,6.04172719648e+13,1.49707878344e+11,0.85865648,0.23604374,111.577,102.709,13.67,5.827,422.791,402.768,580.03660235,601.96708127,6.0603202699e+13,1.67330015075e+11,0.81739721,0.29701301,1748.0,1748.0
20,29.049,102.035,8.91,5.586,92.93,363.562,90.50803848,510.04639232,6.04757015828e+13,1.37365465051e+11,0.82853701,0.25408965,69.19,104.89,11.359,6.275,244.129,404.065,281.60596005,620.42068803,6.06032272964e+13,1.59474679928e+11,0.68632155,0.28946843,1840.0,1840.0
21,29.049,96.985,8.91,5.28,92.93,350.481,90.50803848,525.58939503,6.04757015828e+13,1.37365465051e+11,0.85865648,0.24416699,68.008,96.364,11.358,5.755,230.055,356.795,250.99060242,587.11135946,6.06032272964e+13,1.59459497713e+11,0.72865766,0.29482622,1932.0,1932.0
22,29.049,91.694,8.91,4.97,92.93,345.597,81.97079045,498.24902568,6.04757038617e+13,1.37365465051e+11,0.86944801,0.23525739,27.886,93.346,9.348,5.553,90.385,308.645,60.04597372,497.37583516,6.06032272964e+13,1.59459497713e+11,0.68522749,0.30029846,2024.0,2024.0
23,21.828,69.399,8.621,4.036,62.965,260.291,61.56418874,346.70834652,6.0475713135e+13,1.37365465051e+11,0.75193272,0.26934452,17.694,72.44,9.14,5.514,53.868,228.828,29.34359964,303.08037686,6.06032272964e+13,1.34838056894e+11,0.68587454,0.31164106,2116.0,2116.0
24,21.828,69.443,8.883,4.092,74.297,245.809,61.56418874,336.93473768,6.0475713135e+13,1.3736545957e+11,0.72099985,0.26934452,17.694,71.636,9.14,5.433,53.868,228.828,29.34359964,303.15984659,6.06032272964e+13,1.34838056894e+11,0.68587454,0.34862875,2208.0,2208.0
25,23.056,67.943,8.735,4.043,74.297,238.376,69.44647688,323.30574638,6.0475713135e+13,1.3736545957e+11,0.76914431,0.33379741,17.694,71.636,9.14,5.381,53.868,228.828,29.34359964,301.22591234,6.06032272964e+13,1.34838056894e+11,0.68587454,0.34108181,2300.0,2300.0
26,23.226,70.859,8.465,4.15,51.28,241.569,43.18349126,279.88319317,6.04963493425e+13,1.42047378517e+11,0.7432329,0.29366628,17.694,71.636,9.14,5.433,59.496,225.634,32.68493806,290.40760924,6.06032272964e+13,1.34838056894e+11,0.68587454,0.31644765,2392.0,2392.0
27,17.145,18.07,8.008,2.099,45.28,60.224,43.18349126,43.72910194,6.05455927075e+13,1.29632169853e+11,0.68162506,0.3131824,17.694,70.567,9.14,5.301,52.848,231.407,29.34359964,297.91452036,6.06032272964e+13,1.34838056894e+11,0.68587454,0.34411848,2484.0,2484.0
28,16.804,18.683,8.165,2.395,45.28,57.726,43.18349126,46.32162659,6.05455927488e+13,1.29651578976e+11,0.68809056,0.30538322,17.694,62.355,9.14,5.188,52.848,223.493,29.34359964,291.23038224,6.06032272964e+13,1.34838056894e+11,0.68587454,0.33655389,2576.0,2576.0
29,16.804,18.683,8.165,2.395,45.28,57.726,43.18349126,46.32162659,6.05455927488e+13,1.29651578976e+11,0.68790959,0.30538322,16.115,60.597,8.778,5.18,42.737,218.743,25.18124089,272.87031081,6.06032272964e+13,1.32501689256e+11,0.68587454,0.34510505,2668.0,2668.0
30,15.256,13.895,7.717,2.164,37.467,18.084,42.96562431,38.2301515,6.05455927488e+13,1.29158709846e+11,0.65831717,0.35914907,16.115,55.082,8.278,5.144,42.737,214.06,22.14220859,263.7977569,6.06032272964e+13,1.3248265353e+11,0.68587454,0.33701394,2760.0,2760.0
31,17.575,14.695,7.593,2.164,46.551,57.726,45.5874729,37.49816175,6.05492138884e+13,1.48479586996e+11,0.65831717,0.33647949,16.115,55.082,8.278,5.144,42.737,212.119,22.14220859,259.92426254,6.06032272964e+13,1.3248265353e+11,0.60543812,0.32493422,2852.0,2852.0
32,17.575,14.524,7.593,2.298,40.839,57.636,45.5874729,35.53480507,6.05492138884e+13,1.48479587019e+11,0.62202377,0.33850684,15.496,5.936,7.643,2.863,34.447,21.903,20.8866088,4.27923437,6.06032313783e+13,1.1478167089e+11,0.54613106,0.3233425,2944.0,2944.0
33,17.145,18.218,7.717,2.298,37.574,57.648,45.5874729,35.53480507,6.05664221049e+13,1.38317741751e+11,0.67495889,0.28481038,15.496,4.216,7.643,2.497,35.464,25.76,22.14220859,8.09273701,6.06097606288e+13,86946598317.0,0.44850839,0.33207996,3036.0,3036.0
34,16.088,18.218,7.717,2.298,37.574,57.648,45.5874729,43.67245675,6.05862669845e+13,1.34430926588e+11,0.64802888,0.36380862,16.029,49.579,7.777,4.427,42.737,187.022,23.5984351,246.20793698,6.06097606288e+13,86946598317.0,0.60543812,0.34822586,3128.0,3128.0
35,16.088,18.218,7.717,2.298,37.574,57.648,45.5874729,43.67245675,6.05862669845e+13,1.34430926588e+11,0.64802888,0.33244095,16.029,48.392,7.777,4.805,47.583,169.719,25.9824679,244.91244853,6.0617674663e+13,86863784833.1,0.60543812,0.34246665,3220.0,3220.0
