Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,1850.98,0.0,33.892,0.0,13526.58,0.0,20741.0965088,0.0,2.82910805358e+13,0.0,0.76688217,0.0,2061.394,0.0,33.526,0.0,13299.793,0.0,20715.9318473,0.0,2.79821750026e+13,0.0,0.7812574,0.0,0.0,0.0
1,513.099,843.743,23.966,13.981,2238.295,3995.577,3187.16839065,5796.9760933,2.82543004936e+13,2.76021684036e+11,0.86340559,0.35409647,218.154,775.918,17.169,12.839,415.894,4134.542,553.83580462,5717.76670202,2.8247674177e+13,1.80400367595e+11,0.90335429,0.2629307,92.0,92.0
2,319.782,613.328,17.343,12.763,1574.83,2955.575,2185.47780421,3935.09365732,2.83326718056e+13,2.46123672595e+11,0.79268066,0.28044413,95.708,643.062,15.229,11.84,447.367,2699.05,523.51918901,3877.14602978,2.83097162834e+13,1.64073838158e+11,0.76917293,0.37499368,184.0,184.0
3,268.154,466.681,16.02,11.591,1140.507,1942.809,1454.17489494,2888.25142208,2.83326718056e+13,2.46123672595e+11,0.80370939,0.31555746,61.941,309.035,13.732,8.546,319.849,1484.414,394.56683378,2031.06201282,2.83247180926e+13,1.63832833612e+11,0.70796628,0.28103365,276.0,276.0
4,381.987,307.421,20.203,7.488,1537.178,1233.457,2206.21182303,1760.84352247,2.83649060824e+13,2.12537114325e+11,0.86130718,0.25478305,73.537,377.869,14.226,8.9,327.806,1701.74,359.92171343,2088.86826349,2.83247180926e+13,1.62967720884e+11,0.70787495,0.34961514,368.0,368.0
5,312.773,239.034,19.131,6.699,1240.923,906.065,1728.58572865,1481.18001081,2.83971207694e+13,1.57471849485e+11,0.88384584,0.25698771,49.656,205.121,11.368,8.742,170.77,964.651,307.34691775,1250.60070886,2.832475045e+13,1.62967720884e+11,0.74620183,0.32418146,460.0,460.0
6,286.094,89.008,19.118,1.578,1219.479,323.756,1686.12018296,428.91297418,2.84449370588e+13,1.264439578e+11,0.90188933,0.107217,31.392,163.915,10.036,8.711,119.366,732.188,230.4106043,1021.88961494,2.83882851748e+13,1.4867317881e+11,0.74620183,0.34991618,552.0,552.0
7,248.585,64.336,18.358,1.607,1046.39,328.61,1468.9473246,338.21236225,2.84449370588e+13,1.264439578e+11,0.89834372,0.13316713,36.734,153.371,10.414,6.922,112.569,632.543,189.61170589,852.73527804,2.83882851748e+13,1.48673899796e+11,0.74620183,0.33529314,644.0,644.0
8,227.158,46.672,17.326,1.54,930.298,338.209,1256.67379275,321.30686294,2.84449370588e+13,1.26369116062e+11,0.94462794,0.13856127,35.86,169.721,9.973,7.648,91.166,728.635,169.0123909,955.79777855,2.84071169871e+13,1.23984741168e+11,0.67789993,0.3463598,736.0,736.0
9,213.277,53.992,17.154,1.095,850.731,316.629,1178.34502974,315.94145881,2.84449370588e+13,1.26369068425e+11,0.92216876,0.13597982,24.641,30.802,9.742,3.168,72.455,70.181,118.79046226,269.20899135,2.84131570587e+13,1.23797245481e+11,0.66120903,0.21611646,828.0,828.0
10,202.201,41.079,16.858,0.996,792.797,213.581,1045.38343264,208.19326877,2.84449370588e+13,1.26369068425e+11,0.83847565,0.20609092,24.641,29.693,9.755,3.096,72.455,78.671,118.79046226,269.20899135,2.84131570587e+13,1.23470317978e+11,0.66120903,0.21076169,920.0,920.0
11,181.151,147.604,16.258,6.001,683.687,576.407,945.71567504,642.47922163,2.84449370588e+13,1.26369068425e+11,0.88294074,0.27390619,24.849,21.499,9.755,3.568,72.455,79.55,112.2274964,222.41885216,2.84131570587e+13,1.23905193973e+11,0.6487111,0.28778403,1012.0,1012.0
12,92.819,156.418,12.533,7.494,325.849,642.22,513.80149746,886.7969454,2.84449370588e+13,1.26365843953e+11,0.72139545,0.34586627,24.849,21.499,9.755,3.568,72.455,79.55,112.2274964,222.41885216,2.84131570587e+13,1.23905193973e+11,0.6487111,0.30217427,1104.0,1104.0
13,90.118,155.283,12.49,7.102,314.86,595.089,435.29752276,862.56342955,2.84464077593e+13,1.34584379826e+11,0.75082073,0.36093168,23.023,22.609,8.836,4.099,59.262,64.615,74.38363835,162.40247583,2.84352430303e+13,83405113766.7,0.6487111,0.29817646,1196.0,1196.0
14,31.128,132.394,9.581,7.929,81.943,479.045,103.86878242,731.46936729,2.84467379914e+13,1.34584379826e+11,0.64627636,0.35722719,24.034,16.08,8.898,3.345,60.102,91.006,69.97467418,167.2244411,2.84361156711e+13,83404141808.6,0.66351502,0.30351793,1288.0,1288.0
15,81.369,128.418,12.06,7.89,258.912,479.222,359.94480532,661.81562306,2.84896793578e+13,1.00964597029e+11,0.74122159,0.35690825,21.716,9.272,8.898,3.345,58.051,22.783,47.62684849,117.1289835,2.84361156711e+13,83404141808.6,0.79033182,0.27641639,1380.0,1380.0
16,79.743,117.144,11.903,7.347,255.435,421.482,355.95917344,591.52135141,2.84896793578e+13,1.00964597029e+11,0.71751013,0.32579557,21.716,9.272,8.898,3.345,58.051,22.783,47.62684849,117.1289835,2.84361156711e+13,83404141808.6,0.79033182,0.28270262,1472.0,1472.0
17,74.28,114.278,11.849,7.151,236.843,410.453,330.42197094,607.24237425,2.84896793578e+13,1.01691430019e+11,0.81499651,0.36322312,24.034,16.08,8.898,3.345,60.102,91.006,69.97467418,167.2244411,2.84379062693e+13,70881799843.9,0.66195714,0.3087054,1564.0,1564.0
18,27.724,99.497,9.25,6.934,57.358,348.094,80.87939142,540.56968814,2.84896793578e+13,88029218092.1,0.6918608,0.31778072,24.034,16.08,8.898,3.345,60.102,91.006,69.97467418,167.2244411,2.84379062693e+13,70881799843.9,0.66195714,0.30308306,1656.0,1656.0
19,27.724,94.284,9.25,6.675,57.358,303.602,80.87939142,503.06093051,2.84896793578e+13,88029218092.1,0.6918608,0.37374069,21.055,12.408,8.497,2.762,55.375,26.469,47.62684849,118.54313532,2.84379062693e+13,70881799843.9,0.66195714,0.3094614,1748.0,1748.0
20,27.724,86.837,9.25,6.576,57.358,292.001,80.87939142,491.87607121,2.84896793578e+13,88029218092.1,0.6918608,0.36012129,20.299,12.408,8.497,2.251,55.445,39.592,57.62655805,118.54313532,2.8449415807e+13,69986500720.1,0.73752033,0.28320066,1840.0,1840.0
21,25.458,76.296,8.88,6.454,57.358,268.402,35.49906989,440.85934527,2.84896793578e+13,83245187306.2,0.78570583,0.33735732,20.299,12.408,8.497,2.22,55.445,39.592,57.62655805,110.36173979,2.8449415807e+13,69986500720.1,0.73752033,0.29579779,1932.0,1932.0
22,87.981,101.241,13.279,6.885,295.556,377.826,409.32669487,461.36305989,2.85000539875e+13,1.37174085883e+11,0.81417124,0.22965312,20.044,11.727,8.34,2.188,55.445,37.615,57.62655805,134.15121784,2.84596949945e+13,94002430565.9,0.78736687,0.1471185,2024.0,2024.0
23,84.074,97.911,13.182,6.761,275.901,352.391,383.87002526,443.50438411,2.85000539875e+13,1.37174085883e+11,0.81881958,0.23197562,20.044,11.727,8.34,2.188,55.445,37.615,57.62655805,134.15121784,2.84596949945e+13,94002430565.9,0.78736687,0.1471185,2116.0,2116.0
