Generation, o25, o50, o75, n25, n50, n75 
0,5117.98683285,6632.89706379,7869.31175873,643.126834939,833.786632265,989.396232315
1,3499.09245674,4081.84280406,4778.87234868,439.380060153,512.722401398,600.44740912
2,2485.85531064,2893.44035113,2921.66465849,311.858583981,363.155406476,366.707591028
3,1903.43731464,2145.5609015,2269.88493256,238.55807098,269.030658105,284.677522244
4,1694.6533647,1725.96921682,1919.5333056,212.281460811,216.222733301,240.583840106
5,1309.29842749,1359.04338948,1475.01067901,163.782419267,170.043096748,184.638218933
6,1037.07342875,1116.61832384,1421.00365799,129.521403644,139.532566858,177.841137844
7,920.810648435,1089.89857756,1168.70081999,114.889092318,136.169739606,146.087435892
8,873.467898275,1131.72460215,1273.51511539,108.930746426,141.433775196,159.278892328
9,841.283196781,1073.64929687,1076.63696727,104.880124456,134.124678123,134.500692901
10,928.663840768,934.875941262,986.643357612,115.877459832,116.659286898,123.174501402
11,803.674444403,814.049193378,873.834702489,100.146855805,101.452575112,108.976910757
12,708.679387056,759.127596018,791.180017906,88.1912045651,94.5403895529,98.5743634057
13,676.346307666,726.060920086,761.181327962,84.1219084196,90.3787662417,94.7988630309
14,595.401648139,620.83805767,681.86856361,73.934577141,77.1358893949,84.8169147491
15,580.425692378,620.946682876,628.217466769,72.0497706146,77.1495604754,78.0646286789
16,554.812441212,557.723105312,568.486939312,68.8262018668,69.1925249769,70.5472127776
17,486.822823931,578.453862659,579.515400895,60.2693340166,71.8016049828,71.9352054171
18,489.266765996,514.16574482,545.639427393,60.5769175878,63.7105912268,67.6717275489
19,461.890028188,504.355469905,527.290212765,57.1314043319,62.4759140895,65.3623778127
20,442.319754622,464.473133752,516.691365038,54.6683776024,57.4565023961,64.0284544434
21,419.972802139,422.704389096,454.038402716,51.855890536,52.1996758012,56.1432340163
22,398.001286743,412.948544703,417.107479615,49.0906542951,50.9718490452,51.495273913
23,339.498158679,370.822302738,399.870234779,41.7277133684,45.6700294448,49.3258717003
24,349.581723859,359.571799836,362.345620862,42.9967855908,44.2540916821,44.6031923376
25,315.37023092,357.040399499,364.696083845,38.6910807531,43.9355010056,44.8990110513
26,288.567589935,355.401942471,357.040399499,35.317820745,43.7292921633,43.9355010056
27,264.894765927,322.897635173,352.77114403,32.3384654437,39.6384460425,43.398191688
28,248.368030557,274.148595011,325.741008649,30.2584847611,33.5031108079,39.9963002569
29,234.845419401,253.302004033,316.553031844,28.556589659,30.8794525015,38.8399427648
30,213.722058553,229.754100414,295.237967531,25.8980983398,27.9158191193,36.1573245087
31,212.319232922,219.82465741,277.465066114,25.7215450068,26.6661440217,33.9205069648
32,202.060750843,215.469381416,280.692222753,24.4304585292,26.1180085471,34.3266624042
33,183.897732547,191.601319191,268.859637707,22.1445426271,23.1140814409,32.8374663974
34,187.182441774,188.706264784,261.700944791,22.5579413769,22.7497228966,31.9365054608
35,206.519768069,208.234281671,261.700944791,24.9916504092,25.2074313904,31.9365054608
36,186.64189601,206.873686758,265.079769163,22.4899107149,25.0361930258,32.36174912
37,186.771201718,210.459903726,250.194759426,22.5061845505,25.4875381856,30.4883886517
38,185.669226078,192.031108982,233.149005143,22.3674948461,23.1681728534,28.3430865801
39,184.883883343,185.953796576,233.149005143,22.2686551369,22.4033096107,28.3430865801
40,182.954102759,184.824419436,226.714761197,22.0257816203,22.2611712766,27.5333015369
41,179.749634692,184.824419436,202.992434255,21.6224816626,22.2611712766,24.5477160187
42,174.394370133,179.749634692,188.097380181,20.9484921188,21.6224816626,22.6730914153
43,150.929081335,171.695520453,187.048012651,17.9952562668,20.6088270202,22.5410227312
44,148.028046661,181.937272184,212.675583121,17.6301450731,21.8978078914,25.7663936423
45,148.028046661,181.937272184,208.153871789,17.6301450731,21.8978078914,25.1973113637
46,151.962402494,181.651242109,205.700802249,18.1253054267,21.8618094308,24.8885790496
47,148.578837292,150.255981507,181.651242109,17.6994651079,17.9105429458,21.8618094308
48,150.994905504,181.651242109,195.834024025,18.0035406011,21.8618094308,23.6467906597
49,144.907882464,158.137269172,180.291459598,17.2374552216,18.9024464118,21.6906733116
50,142.174703903,158.137269172,176.170000238,16.8934696442,18.9024464118,21.1719649483
51,128.10305097,158.023182525,159.414609676,15.1224746101,18.888087979,19.0632067505
52,125.077530733,158.023182525,159.925094474,14.7416962223,18.888087979,19.1274540743
53,120.636400799,148.521899887,157.191413108,14.1827555566,17.6922992219,18.7834052161
54,117.075069158,147.653954751,156.622747296,13.7345423522,17.5830635455,18.7118354911
55,117.075069158,147.653954751,161.988661015,13.7345423522,17.5830635455,19.3871652904
56,118.211841676,147.076482778,162.376041706,13.8776114354,17.5103855168,19.4359192842
57,109.365963002,146.370242988,166.416316377,12.7643088776,17.4215013489,19.9444101071
58,106.029002084,146.104676681,162.331040987,12.3443339646,17.3880783663,19.4302556958
59,106.029002084,145.415049345,147.01337062,12.3443339646,17.3012849673,17.502442504
60,106.029002084,141.038649157,145.76194418,12.3443339646,16.7504908965,17.3449435932
61,116.459558594,141.038649157,146.23906846,13.6570769573,16.7504908965,17.404992312
62,104.368993762,130.716461843,146.006542634,12.1354127732,15.4513867641,17.3757276559
63,119.577118318,128.356576339,142.63230333,14.0494390214,15.1543821743,16.9510610528
64,103.996074103,115.854674353,140.258154717,12.08847878,13.5809489436,16.6522613721
65,95.5306506645,106.973927917,134.255150892,11.0230586091,12.4632580857,15.8967502736
66,95.5306506645,98.4234482717,134.255150892,11.0230586091,11.3871331227,15.8967502736
67,92.7239383757,94.7176473488,141.402939186,10.669818407,10.9207376635,16.7963388034
68,89.9847469041,95.6125639884,131.186139771,10.3250760717,11.0333678522,15.5104983186
69,89.7159282487,100.136671482,130.800454991,10.2912437632,11.602751701,15.4619577645
70,88.6504393624,99.9805678551,130.882020091,10.1571461177,11.5831051996,15.4722231817
71,87.7308226511,99.5118984975,127.867172752,10.0414072889,11.5241205793,15.092788037
72,87.7308226511,99.9699460495,120.449056258,10.0414072889,11.5817683868,14.1591772141
73,84.600669374,104.123690173,118.567987016,9.64746025678,12.1045399654,13.9224342882
74,87.4448863363,104.123690173,117.295464185,10.0054206286,12.1045399654,13.7622802804
75,77.9378040782,83.0141558516,103.566680804,8.80890195744,9.44778879081,12.034437268
76,76.2173831686,83.1065985195,104.087604112,8.59237750917,9.45942320978,12.0999983358
77,75.765707231,83.1065985195,104.087604112,8.53553160441,9.45942320978,12.0999983358
78,73.8260068517,82.162462859,96.9870417359,8.29140962699,9.3405985362,11.2063534479
79,73.8260068517,81.1926830059,96.9870417359,8.29140962699,9.21854639973,11.2063534479
80,69.2595193943,81.1926830059,96.9870417359,7.71669202634,9.21854639973,11.2063534479
81,68.6005987722,80.40481266,91.2089822569,7.63376323643,9.11938857678,10.4791528345
82,70.8197702412,80.4894733718,90.1654163696,7.91305818993,9.13004359371,10.3478143191
83,70.3435624397,80.0099927252,88.8955461027,7.85312481496,9.06969831316,10.1879941511
84,67.9598531095,78.3542260845,85.0702828308,7.55312186528,8.86131096076,9.70656369715
85,67.7450089764,77.4016660759,85.0702828308,7.52608254768,8.74142603658,9.70656369715
86,67.3226048439,75.3838355082,80.3309450153,7.47292066082,8.48747094458,9.11009192681
87,67.3226048439,75.3838355082,78.4487087877,7.47292066082,8.48747094458,8.87320212941
88,67.3226048439,74.9302974584,74.9986514578,7.47292066082,8.43039068274,8.43899341007
89,61.27076127,67.0822949049,74.9302974584,6.71126281095,7.44267633127,8.43039068274
90,58.6542192266,67.0822949049,67.7340010172,6.38195658177,7.44267633127,7.52469713537
91,58.3169923554,66.5907010241,67.0822949049,6.33951472245,7.38080653347,7.44267633127
92,58.0084179605,65.5348666843,66.4996391297,6.3006789351,7.24792396582,7.36934589246
93,54.881676757,55.9983601978,61.0782721067,5.90716133123,6.04770209341,6.68703698944
94,53.1171193384,54.466659913,59.8222714094,5.68508206018,5.85492917532,6.5289623831
95,53.1171193384,53.7330142458,59.8222714094,5.68508206018,5.76259582687,6.5289623831
96,51.8848492845,53.7330142458,59.1973128789,5.52999408602,5.76259582687,6.45030790951
97,48.4196992167,50.7369978918,51.7599578421,5.09388586248,5.38553066541,5.51427581005
98,49.3234621037,50.1283162229,51.0789990739,5.20762940012,5.3089247245,5.42857339806
99,49.265006921,51.7599578421,54.6916319319,5.20027249339,5.51427581005,5.88324314314
