Generation, o25, o50, o75, n25, n50, n75 
0,6297.07301359,6687.3783152,6793.83195244,858.713700231,912.000491467,926.53417246
1,3799.1098438,4359.3410197,4730.96962852,517.676974898,594.163052823,644.899991351
2,2708.81700784,3352.52173812,3374.57424507,368.82374002,456.706121934,459.716860782
3,2120.93296462,2213.02841581,2628.22896853,288.562328882,301.135745285,357.821383635
4,1792.48168438,1953.79487786,1966.38277841,243.720214956,265.743647455,267.462222186
5,1615.18188951,1650.38395189,1850.69829676,219.514196958,224.320190987,251.668291647
6,1340.84684139,1359.60607018,1451.22495869,182.060351526,184.621472536,197.12982578
7,1049.35346761,1163.83796018,1195.36754924,142.26394986,157.894050785,162.198657007
8,968.671496668,987.310921124,1110.18372631,131.248769375,133.793533987,150.568857026
9,897.144361255,1083.88310739,1105.39170257,121.483461251,146.978140775,149.914621566
10,921.525266365,928.105747173,932.035215341,124.812086805,125.710493016,126.246967281
11,759.248644708,873.766487775,883.246194514,102.657121385,118.291775516,119.58600122
12,740.268188789,820.463036971,829.170957998,100.065797137,111.014472739,112.203329688
13,699.222488948,744.339916569,771.106778756,94.4619951144,100.621693527,104.276064071
14,716.41206912,740.030488196,746.987769181,96.8088183993,100.033344844,100.983194047
15,629.756708091,663.433771203,667.133231243,84.9781153228,89.5759074206,90.0809796141
16,553.893342391,599.412202796,617.525375812,74.6207993607,80.8353037542,83.3082214039
17,510.045212132,529.279966992,531.698016284,68.6343929412,71.2604355863,71.5905619958
18,434.468917375,455.847967706,505.010195209,58.3162696042,61.2350641661,67.9469826125
19,384.661671258,437.664224063,498.561729393,51.5162893968,58.7525117965,67.0665998703
20,378.003347219,418.066758807,438.547044244,50.6072555671,56.0769497799,58.8730396359
21,359.084952177,400.490284846,401.163677443,48.0244042378,53.6773054638,53.769241009
22,347.587432365,352.347857555,388.727215121,46.4546947428,47.1046161817,52.0713415219
23,311.817385267,338.832962268,344.532592063,41.5711560761,45.2594826394,46.0376298534
24,302.186008841,305.848856901,309.391853672,40.2562235277,40.7562972369,41.2400081384
25,285.473478398,299.427194118,304.122722838,37.9745298969,39.8795738036,40.5206351921
26,253.877788867,295.272404231,296.55896182,33.6608992468,39.3123372827,39.4879857439
27,248.366201155,287.947908458,364.464376726,32.9084246517,38.3123537427,48.7588351352
28,231.066408307,269.325848016,289.995080963,30.5465544795,35.769959768,38.5918458568
29,226.365934343,249.107936043,280.252494448,29.9048179368,33.0096906912,37.2617302485
30,225.901369377,241.23529434,251.974054823,29.8413927765,31.9348710227,33.4009902008
31,217.884974964,242.989389005,251.974054823,28.7469471367,32.1743504145,33.4009902008
32,213.700475607,224.580382386,248.169796406,28.1756545031,29.6610438093,32.8816103122
33,208.270692812,211.44224715,232.084565123,27.4343483997,27.8673477805,30.6855592777
34,197.143890357,202.156674948,228.849142129,25.9152514337,26.5996264726,30.2438401698
35,190.814437497,205.411404576,228.414345461,25.051117045,27.0439814366,30.1844791538
36,188.491769695,201.510544524,224.951990059,24.7340126814,26.5114129206,29.7117778895
37,186.593520725,200.71360719,236.079505917,24.4748524902,26.4026103162,31.2309722538
38,176.441434831,214.195784492,214.218256052,23.0888296015,28.2432770054,28.2463449558
39,185.254934194,214.828967436,216.149222913,24.2921007298,28.3297228907,28.5099719872
40,168.990301497,207.508918089,215.703527502,22.0715567518,27.3303464033,28.4491230102
41,169.6120521,169.936962573,215.765974585,22.1564418262,22.2008005282,28.4576486559
42,166.711231796,169.504076765,216.622261502,21.7604046592,22.141700394,28.5745540168
43,160.401330133,185.669263646,216.119416706,20.8989395158,24.3486674402,28.5059026674
44,153.803071537,184.246417305,192.482125186,19.9981061761,24.1544120314,25.2787996446
45,149.504050392,153.803071537,183.622184877,19.4111783498,19.9981061761,24.0691881235
46,148.276871953,149.022579211,181.189873194,19.2436366818,19.3454450527,23.737114528
47,146.548159362,149.022579211,172.616465961,19.0076226011,19.3454450527,22.5666221992
48,144.375188553,151.564130075,169.249959054,18.7109557575,19.6924326284,22.1070067393
49,144.318900958,144.375188553,168.729048018,18.7032710416,18.7109557575,22.0358888797
50,141.49996617,155.155643831,164.733668961,18.3184133702,20.1827673558,21.4904160694
51,139.796523081,148.799598702,161.905120253,18.0858492315,19.3150024332,21.1042458487
52,138.66229309,144.288638452,144.993538004,17.9309974361,18.6991394251,18.7953764866
53,132.22445033,138.191645989,144.288638452,17.0520650164,17.8667419065,18.6991394251
54,130.870102214,135.842531543,138.191645989,16.8671613908,17.5460268905,17.8667419065
55,114.407002848,130.870102214,131.720321899,14.619521568,16.8671613908,16.9832384174
56,109.342174487,129.084106531,129.514539965,13.9280412053,16.6233266833,16.6820920048
57,110.242783198,127.011852073,129.936573144,14.0509976401,16.3404102324,16.7397104738
58,111.439056049,118.889578517,123.820652172,14.2143198942,15.2315093449,15.904728723
59,111.439056049,116.414665555,121.393350555,14.2143198942,14.8936195705,15.5733391313
60,110.308813613,116.414665555,121.393350555,14.0600125033,14.8936195705,15.5733391313
61,108.781765413,115.375913882,115.740312982,13.8515308397,14.7518030404,14.8015529635
62,107.739879969,115.101192868,115.375913882,13.7092864686,14.7142965006,14.7518030404
63,105.058835672,107.284887414,114.898120774,13.3432544235,13.6471681905,14.6865718957
64,101.846032529,107.092728659,110.373061247,12.9046235117,13.6209335392,14.0687839709
65,104.678427672,106.216631128,107.270952612,13.2913188705,13.5013235159,13.6452657287
66,103.293333901,104.678427672,106.744571864,13.1022176661,13.2913188705,13.5734011117
67,100.317510035,102.475515062,105.413341619,12.6959405686,12.990564195,13.3916536749
68,103.383486606,104.290718527,105.413341619,13.1145258474,13.2383865219,13.3916536749
69,102.941993167,105.00564775,105.698591218,13.0542505485,13.3359928934,13.4305976394
70,97.408843485,98.0558493931,105.698591218,12.2988321855,12.3871652638,13.4305976394
71,95.7948928344,98.0558493931,105.051713725,12.0784860846,12.3871652638,13.3422820932
72,95.7948928344,98.0558493931,101.236536692,12.0784860846,12.3871652638,12.8214115305
73,93.8592312896,97.5254530555,102.779873407,11.8142181072,12.3147524147,13.0321169987
74,90.6424190753,91.380010327,95.6683037684,11.3750398531,11.475740179,12.0612033956
75,89.9618359984,91.380010327,93.8347753012,11.2821226209,11.475740179,11.8108792308
76,81.0411413495,89.9618359984,93.8347753012,10.0642165575,11.2821226209,11.8108792308
77,79.9324751276,89.9901704171,92.1682687035,9.91285487913,11.2859910036,11.5833578807
78,79.1519082133,86.3069496511,91.3185621227,9.80628726133,10.7831358919,11.4673509062
79,75.4069003867,78.8183385713,88.9608458578,9.29499661422,9.76074635835,11.1454615189
80,75.4069003867,83.2054352761,87.8142672297,9.29499661422,10.3596987817,10.9889238143
81,73.9124592169,82.4910523674,86.9517375702,9.09096665537,10.2621669963,10.8711661571
82,69.0381435195,81.0542177107,83.7226286405,8.42549620978,10.0660018197,10.4303090827
83,69.0381435195,83.0418853543,83.7226286405,8.42549620978,10.3373699778,10.4303090827
