Generation, o25, o50, o75, n25, n50, n75 
0,531.357304317,851.459639649,862.498295517,62.3017456875,100.436229698,101.751288662
1,251.385738631,317.474825411,523.162311849,28.9481271209,36.8214630665,61.3254584983
2,213.864780286,228.993267088,242.832928291,24.4781741461,26.2804635216,27.929212314
3,152.601415436,170.383335798,186.473462383,17.1797368983,19.2981355567,21.2149871609
4,135.178930378,151.62210417,158.350885825,15.1041585456,17.0630694276,17.8646837494
5,116.863774103,120.544749971,145.892001196,12.9222343388,13.3607569608,16.3804298586
6,112.465527747,118.530352347,135.050334152,12.3982617312,13.120777412,15.0888385989
7,91.6132952936,92.4308002834,123.002380784,9.91409014829,10.0114812871,13.6535398386
8,60.8411704503,79.0794873626,116.739320216,6.24814031516,8.42091048237,12.9074078779
9,59.3733338349,84.3195174324,92.7964535651,6.07327376231,9.04516660565,10.0550423539
10,52.551828041,66.0649364678,79.8808401242,5.2606130132,6.87045886669,8.51637737124
11,51.9012183271,52.28487326,55.490524722,5.18310446986,5.22881011236,5.61070630907
12,38.6255821369,41.7704973932,53.2284145373,3.60154919786,3.97620975893,5.34121622685
13,33.3814665629,37.8641363319,45.9577851843,2.97680635962,3.51083651111,4.47505041609
14,33.3814665629,37.8641363319,45.9577851843,2.97680635962,3.51083651111,4.47505041609
15,33.2045582961,37.8641363319,39.8097324629,2.95573089491,3.51083651111,3.74261958907
16,33.0028411099,37.8641363319,39.8097324629,2.93169988994,3.51083651111,3.74261958907
17,26.1079126452,29.1117988601,33.0028411099,2.11029213914,2.46815160528,2.93169988994
18,22.1056557602,23.8853508182,30.1486587398,1.6334946143,1.84551353838,2.59167496685
19,20.5110374822,23.8853508182,30.1486587398,1.44352428758,1.84551353838,2.59167496685
20,19.5891151856,20.5110374822,22.636241827,1.33369368906,1.44352428758,1.69670448079
21,18.0715171178,19.5409214171,20.5110374822,1.15289894669,1.32795226111,1.44352428758
22,18.0715171178,19.5409214171,20.5110374822,1.15289894669,1.32795226111,1.44352428758
23,17.5859619862,18.0715171178,18.8373605904,1.09505371297,1.15289894669,1.2441355371
24,15.9433250697,16.5946871065,18.0715171178,0.899362821914,0.976960991119,1.15289894669
25,11.3845211282,15.9433250697,16.5946871065,0.35626264168,0.899362821914,0.976960991119
