Generation, o25, o50, o75, n25, n50, n75 
0,1203.27583227,1343.48417122,1653.7560339,125.05350032,139.741530633,172.245178834
1,458.200587677,609.756104774,759.380451247,47.000455404,62.8772002953,78.5516384419
2,290.420067829,465.534812936,491.042697159,29.4240018218,47.7687786273,50.4409490523
3,259.568663925,278.222723011,314.378847029,26.1920517173,28.1462249666,31.9338901621
4,184.549447567,235.552114792,236.480462738,18.333143095,23.6761114793,23.7733639172
5,134.070149282,168.812249194,178.203747119,13.0450021119,16.6845361115,17.668376354
6,121.60409554,122.627182686,124.824808808,11.7390756841,11.8462528686,12.0764731204
7,92.4083635094,93.1141200609,110.293618449,8.68057145905,8.75450553245,10.5542058568
8,63.5344631426,93.1141200609,103.103426373,5.65578187089,8.75450553245,9.80097134909
9,63.5344631426,86.4931822647,88.4386935995,5.65578187089,8.06090531026,8.26471436807
10,47.3224460781,64.7114713997,67.9828399242,3.95743354258,5.77908361662,6.12178762703
11,46.4866742096,64.3106667717,67.9828399242,3.86987924566,5.73709588202,6.12178762703
12,46.4866742096,58.3654788929,65.5424005474,3.86987924566,5.11428628001,5.86613059685
13,46.4866742096,48.5028989754,65.6314614986,3.86987924566,4.08109614402,5.87546049806
14,44.4973133643,49.0901396614,58.7480670271,3.6614765742,4.1426146604,5.15436568011
15,30.316353183,39.2994237837,49.0901396614,2.17589893621,3.11695290112,4.1426146604
16,30.316353183,39.2994237837,47.1720753339,2.17589893621,3.11695290112,3.94168091284
17,30.316353183,39.2994237837,45.4232937619,2.17589893621,3.11695290112,3.75848099099
18,30.316353183,37.8635041443,39.6047191898,2.17589893621,2.96652795958,3.14893522266
19,25.2202068973,31.6093730225,35.7369759767,1.642033749,2.31135389373,2.74375583047
20,25.6221387099,28.5912025168,31.6093730225,1.68413956589,1.99517455513,2.31135389373
21,25.6221387099,28.5912025168,31.6093730225,1.68413956589,1.99517455513,2.31135389373
22,24.4976651634,28.5912025168,31.6093730225,1.56634128328,1.99517455513,2.31135389373
23,24.6636499213,28.2203475672,31.6093730225,1.58372961534,1.95632430711,2.31135389373
24,17.5589955516,29.1649223733,31.6093730225,0.839455918611,2.05527664824,2.31135389373
25,17.5589955516,25.8770395077,30.7081810653,0.839455918611,1.71084261846,2.21694627943
26,17.5589955516,25.8482789244,30.7081810653,0.839455918611,1.7078296998,2.21694627943
27,17.5589955516,24.8854504871,28.0315884057,0.839455918611,1.6069651337,1.93655016025
28,17.5589955516,24.8854504871,28.0315884057,0.839455918611,1.6069651337,1.93655016025
29,17.5748035348,25.6322723382,28.0315884057,0.841111940917,1.68520115068,1.93655016025
30,17.5748035348,22.9258689286,25.3785844866,0.841111940917,1.40168209884,1.65862516467
