Generation, o25, o50, o75, n25, n50, n75 
0,6831.38735781,6841.00092172,7619.8882308,812.837961205,813.983245881,906.773776768
1,3855.55614396,4128.14596345,4257.45695055,458.320748065,490.794963231,506.200060994
2,2774.73323956,2863.53484125,2992.74518439,329.559976224,340.139103227,355.532211058
3,2254.16184802,2368.3898286,2392.05388006,267.543179669,281.151406221,283.970555888
4,1836.88051824,1967.05574237,2066.83106123,217.831551725,233.339607915,245.226057597
5,1647.29956125,1677.02942031,1702.82900786,195.246362006,198.78814446,201.861705164
6,1411.41485983,1411.74419931,1429.45279135,167.144906996,167.184141922,169.293804818
7,1074.95495733,1258.94870444,1325.43007031,127.061710607,148.981283921,156.901352923
8,915.864090283,1165.40806527,1173.9775476,108.108871293,137.837585124,138.858486101
9,860.534868162,895.538212402,985.082236902,101.517381312,105.68740547,116.35497891
10,800.883900465,835.118974467,1119.46158692,94.4110324269,98.4895308882,132.363881716
11,793.537732291,805.122331583,833.162921076,93.5358675129,94.9159658992,98.2565020141
12,760.226345996,766.820609279,810.997146122,89.5674099672,90.3529988241,95.6158452702
13,701.94086256,729.979580313,789.589305485,82.6237341774,85.9640473079,93.0654828818
14,608.175801264,620.86054885,645.75809299,71.4532994881,72.9644609219,75.9305592413
15,572.124390066,578.739162161,599.00827276,67.1584168455,67.9464489617,70.3611519761
16,496.611849628,503.22473415,588.901058498,58.1624444703,58.9502517158,69.1570576658
17,441.987004924,482.753357563,525.601958181,51.6548684954,56.5114523164,61.6160988459
18,391.659513738,466.450301549,513.411481189,45.6592455459,54.5692339685,60.1638209378
19,369.643314214,382.114782882,468.57773547,43.0364080466,44.5221611012,54.822679776
20,352.061965903,356.772122937,446.911125587,40.9419039707,41.5030351724,52.2414896473
21,336.118116035,346.086799705,461.914671387,39.0424786285,40.2300694894,54.0288945309
22,288.303445645,349.889991755,423.916286585,33.346213459,40.6831519897,49.5020647089
23,275.515163411,346.415602652,377.778427074,31.8227177185,40.2692404961,44.0055616485
24,271.378721972,271.980357079,346.601568584,31.3299344973,31.4016085897,40.2913950201
25,255.956317586,271.325921465,334.694553488,29.4926300839,31.3236442587,38.8728865412
26,245.684393272,266.399990783,304.378370316,28.2689135087,30.7368074753,35.2612540261
27,221.480468406,265.377421881,297.104487826,25.3854475545,30.6149866288,34.3947006622
28,226.280801848,256.610849737,292.504108436,25.9573216669,29.5706059157,33.8466475088
29,226.280801848,249.936860719,289.797910795,25.9573216669,28.7755191594,33.5242523267
30,210.672207692,215.22590989,266.479326503,24.0978360632,24.6403284618,30.7462589113
31,183.296596526,213.72482365,254.015516288,20.8365202556,24.4615008091,29.2614182248
32,177.016980142,213.72482365,254.015516288,20.0884159647,24.4615008091,29.2614182248
33,166.333139569,216.302612203,238.177863201,18.8156269141,24.7685983386,27.3746443349
34,168.283087914,213.271270427,230.337250768,19.0479284807,24.407468032,26.4405752062
35,163.056231054,205.899182679,212.415436358,18.4252417103,23.5292152631,24.3055106671
36,158.862216745,185.760669431,198.943327029,17.9255997086,21.1300705937,22.7005491248
37,146.196094455,184.339300905,216.466624211,16.4166571467,20.960739885,24.788137444
38,144.911425306,176.965217157,187.95362849,16.2636117305,20.0822493282,21.3913225527
39,145.207296601,174.219747209,180.212937604,16.2988595183,19.7551755513,20.4691572942
40,142.366093958,155.854529418,178.43866284,15.9603808982,17.5672874077,20.2577841015
41,140.329871138,156.730856623,162.191666803,15.7178012666,17.6716861643,18.3222443
42,127.730038124,156.730856623,158.813304033,14.2167558896,17.6716861643,17.9197726313
43,126.304451973,159.516160565,160.632888267,14.0469227261,18.0035054512,18.1365436393
44,126.304451973,149.947426615,153.757343135,14.0469227261,16.863561466,17.3174450668
45,123.916812676,144.765827567,151.646363416,13.762478089,16.2462663568,17.0659594842
46,123.196830921,142.903495061,160.479599196,13.6767051043,16.0244026546,18.1182819805
47,122.693397557,137.334281354,141.203577383,13.616729998,15.3609301722,15.8218877825
48,109.275178858,132.536002902,141.203577383,12.0181885632,14.7893008752,15.8218877825
49,109.275178858,127.097560109,152.434704002,12.0181885632,14.1414074148,17.1598762043
50,108.255290773,121.0973701,138.643602857,11.8966870882,13.4265917927,15.5169124767
51,106.567894961,119.578244944,136.683473405,11.6956639732,13.2456151251,15.2833980127
52,104.869327652,119.807488322,130.288836329,11.4933099733,13.2729253849,14.5215910579
53,104.869327652,113.562941344,128.187505033,11.4933099733,12.5289989883,14.2712549126
54,105.536257237,107.997391964,127.780060802,11.5727627382,11.865963045,14.2227151995
55,104.505783393,106.689619522,128.357383558,11.450000159,11.7101652835,14.291492909
56,103.768922248,104.626594469,119.391442635,11.3622162959,11.4643926439,13.2233609618
57,88.0107488485,102.850085874,105.133387562,9.48491099324,11.2527533301,11.524768002
58,90.811362209,100.993254641,104.184208158,9.81855412428,11.0315450066,11.4116902053
59,71.9903804651,98.6206069123,100.117482718,7.57636983461,10.7488863474,10.9272124018
60,70.3959232214,86.4124597474,96.9024969868,7.38641869226,9.29450335343,10.5442041935
61,69.1804068301,75.3765714591,95.5591048483,7.24161159381,7.97977409651,10.3841629805
62,68.5462138253,69.2684383145,88.4113631603,7.16605880855,7.25209897507,9.53263704326
63,68.5462138253,69.0817243833,87.0860202966,7.16605880855,7.22985534034,9.37474607945
64,56.075391939,73.1419505723,79.1601322484,5.68038280647,7.71355887385,8.43051788216
65,54.198601665,73.1419505723,74.3898888517,5.45679671916,7.71355887385,7.862228462
66,53.1941312845,70.0758563152,75.9609260874,5.33713198873,7.348288429,8.04938952811
67,52.5972681244,70.0758563152,74.2125298347,5.26602638868,7.348288429,7.84109929844
68,51.3991453136,71.2304849664,74.2125298347,5.12329142511,7.4858418392,7.84109929844
69,51.1110313952,70.5729475272,87.3766294902,5.08896779045,7.40750798095,9.40936698165
70,48.8896008939,70.5729475272,87.3766294902,4.82432396695,7.40750798095,9.40936698165
71,52.0658608257,74.256773971,76.4848676601,5.20271868705,7.84637019816,8.11180782164
72,52.0658608257,74.3516423481,75.352392689,5.20271868705,7.85767207325,7.9768936273
73,51.8309987038,72.5800571595,74.7525040659,5.17473905415,7.64661929546,7.90542759728
74,52.7606678101,62.0071771457,72.215460743,5.28549254688,6.38704921639,7.60318413527
75,51.7604135244,56.9393749013,71.8026578336,5.16633008896,5.78331096669,7.55400603123
76,51.2265576447,56.76052944,71.8026578336,5.10273068259,5.76200471982,7.55400603123
77,50.5608177904,59.8293368342,70.4216101599,5.02341965287,6.12759838654,7.38947883284
78,49.6385155503,59.8293368342,69.3691053464,4.91354379085,6.12759838654,7.26409165646
79,49.10012639,60.0674490458,69.0867843209,4.84940432495,6.15596520966,7.23045814166
80,48.9486218329,54.4898237942,66.2147489486,4.83135525916,5.49149064171,6.88830635177
81,48.9486218329,55.2928180723,66.2147489486,4.83135525916,5.58715308799,6.88830635177
82,48.1684499096,54.490798535,64.82095994,4.73841168939,5.49160676468,6.72226125058
83,48.1684499096,54.8261758138,65.9784559989,4.73841168939,5.53156098578,6.86015626127
84,41.7292358066,54.2590147426,65.9784559989,3.97129417682,5.46399385985,6.86015626127
85,40.2036285836,57.5238053373,65.4217980011,3.78954528645,5.85293542943,6.7938403892
86,40.1192891167,57.2314949811,65.8709081124,3.77949774322,5.81811186404,6.84734384878
87,46.88393847,53.2066600806,63.2493594673,4.5853850615,5.33862457133,6.53503308483
88,46.88393847,52.9612293665,68.3692052895,4.5853850615,5.30938587918,7.14497139858
89,46.88393847,50.8512328753,63.3515071473,4.5853850615,5.05801743049,6.54720215903
90,47.183278889,50.8512328753,58.6728282705,4.62104613348,5.05801743049,5.98982101831
91,47.183278889,51.0259635117,58.4833135586,4.62104613348,5.07883346937,5.96724372051
92,46.8511778804,50.9980333902,58.4833135586,4.58148222157,5.07550609355,5.96724372051
93,47.7356883053,50.9980333902,58.4833135586,4.68685586284,5.07550609355,5.96724372051
94,47.4398285474,50.0873013169,58.4833135586,4.65160944955,4.96700861054,5.96724372051
95,47.4756398263,49.2298938978,60.2265849599,4.65587572471,4.86486380901,6.17492341553
96,47.4756398263,48.87338696,59.807379202,4.65587572471,4.82239236591,6.1249825263
97,47.4756398263,52.854477084,65.6614253017,4.65587572471,5.29666824871,6.82238770815
98,47.0346875638,50.4313203191,62.2268170754,4.60334412732,5.00799233884,6.41321539658
99,47.0346875638,50.4313203191,58.4618517979,4.60334412732,5.00799233884,5.9646869345
