Generation, o25, o50, o75, n25, n50, n75 
0,5812.54815277,6420.20034885,7138.21991459,602.812212036,665.935614547,740.52406885
1,3780.03301002,4178.92851654,4391.91932482,391.672892053,433.110480497,455.236138249
2,2696.61752281,2792.28849083,3196.82524044,279.126813347,289.065191028,331.088796374
3,2152.88143508,2155.77093705,2241.42037384,222.643067963,222.943231769,231.840564665
4,1839.9986592,1911.63330283,1945.36113572,190.140551674,197.5820165,201.085691111
5,1559.93994323,1676.71936872,1719.18345342,161.047825327,173.178966674,177.590170201
6,1463.96746302,1507.90231503,1526.80331167,151.078126316,155.642114343,157.605565189
7,1420.77574169,1428.89532406,1527.26384896,146.591335306,147.434804102,157.653406177
8,1147.11865373,1169.46025198,1343.94686966,118.163615263,120.484478593,138.610289824
9,1009.29967012,1064.03959332,1229.57351056,103.846867571,109.533295148,126.729092605
10,933.810346784,979.618887532,1074.19794625,96.0049754934,100.763603825,110.588553083
11,851.377690544,909.593516069,1172.10797095,87.4418043678,93.4893114958,120.759525786
12,798.432075329,848.651265735,956.323898464,81.9417709572,87.1585811494,98.3437014848
13,686.188190896,763.444923464,779.872364642,70.2817852908,78.3072772714,80.0137731721
14,688.181340052,703.395948849,735.624373237,70.4888352402,72.0693411304,75.4172559706
15,625.038356071,638.901678928,682.59836877,63.9294908992,65.3696241111,69.9088716594
16,538.257719287,603.323293888,618.692658733,54.9146480315,61.6737126439,63.2702947178
17,531.893965514,545.633905144,597.063249251,54.253576133,55.6808921953,61.0234141345
18,479.475188328,531.780321647,536.128648082,48.8082710838,54.241770716,54.6934783895
19,467.412645831,485.618782051,508.718938557,47.5552043949,49.4464725779,51.8461355539
20,459.602088303,464.824808985,492.922611058,46.7438373499,47.2863778064,50.2052002534
21,428.101467422,428.383974973,438.216476018,43.4715273278,43.5008744411,44.5222826169
22,332.48666194,397.241062635,420.087606429,33.5389838573,40.2657234722,42.6390409541
23,332.315823813,371.722227943,383.60407795,33.5212370543,37.6148062465,38.8491024531
24,327.74497264,377.990535018,427.679547461,33.0464133306,38.2659630646,43.4276979403
25,323.784993572,390.113917515,394.948212063,32.6350474963,39.525349862,40.0275402969
26,301.25720706,389.193505043,390.060457605,30.2948427791,39.4297366686,39.5197964032
27,272.928817075,333.120655007,384.781539074,27.3520666729,33.6048435709,38.9714180688
28,269.137283063,327.137947915,353.393092841,26.9581990474,32.9833551104,35.7107608399
29,236.680316382,300.061938733,314.70161779,23.5865430486,30.1706773367,31.6914590597
30,237.597425337,239.918456621,293.69985482,23.68181307,23.9229236805,29.5097789047
31,228.510296992,232.987405017,274.167937397,22.7378348142,23.2029204237,27.480787496
32,221.812188197,227.066154697,251.553412224,22.0420298451,22.5878161424,25.1315722964
33,221.568087829,227.066154697,241.162769691,22.016672501,22.5878161424,24.0521839304
34,218.88330705,220.209086762,220.668848185,21.7377752982,21.8754983689,21.9232587581
35,202.387672563,216.777208242,241.249257804,20.0241954213,21.5189920474,24.0611683858
36,201.561019099,212.121531489,219.785598834,19.9383219896,21.0353565739,21.8315060999
37,215.461662454,216.003467219,227.522120029,21.382332085,21.438615203,22.6351821905
38,195.55733586,203.359468815,222.924452776,19.3146545099,20.1251464033,22.1575727907
39,182.308513203,194.668632194,202.385649986,17.9383560767,19.222335253,20.0239853143
40,171.072141606,187.500428687,205.993397614,16.7711126904,18.4776964642,20.3987610612
41,171.072141606,197.669357618,209.220903041,16.7711126904,19.5340530415,20.7340369402
42,171.072141606,193.128348242,197.669357618,16.7711126904,19.0623293079,19.5340530415
43,166.744726704,172.777026004,188.487598875,16.3215773238,16.9482174631,18.5802445033
44,166.621783036,172.707814449,185.405630635,16.3088058359,16.9410277106,18.2600871451
45,165.625604483,166.621783036,182.770905506,16.2053220007,16.3088058359,17.9863897638
46,164.798290106,180.57102644,182.000656885,16.1193799128,17.7578645438,17.9063757129
47,161.872750153,184.22149952,190.020311149,15.8154724519,18.1370786454,18.7394638962
48,164.814585623,179.514430691,184.22149952,16.1210727043,17.6481045213,18.1370786454
49,150.634877221,159.783232307,176.573548903,14.6480731057,15.5984116449,17.3426033382
50,144.790072362,155.391884184,176.102380891,14.0409100408,15.1422348436,17.2936580233
51,121.500231049,154.951791335,176.154119876,11.6215424534,15.0965176418,17.2990327109
52,121.500231049,153.729426242,172.836361651,11.6215424534,14.9695373654,16.9543812981
53,120.491363368,146.275175282,171.325790135,11.5167404612,14.1951837355,16.7974619051
54,132.302902993,141.215439411,170.694126955,12.7437327684,13.6695742734,16.7318442221
55,132.302902993,135.20498347,167.227790316,12.7437327684,13.0452032399,16.3717583632
56,132.302902993,138.112423925,150.288200529,12.7437327684,13.3472305103,14.61206005
57,132.915403887,138.112423925,159.324609327,12.8073598575,13.3472305103,15.5507695182
58,127.261265127,132.338460789,157.206177862,12.2200033416,12.7474265411,15.330705141
59,124.531147454,127.930874416,157.206177862,11.9363965055,12.2895628971,15.330705141
60,124.666472277,132.122030389,154.784643701,11.9504541578,12.7249435758,15.0791542102
61,120.655659614,123.164019144,129.646780274,11.5338076884,11.7943781089,12.4678125881
62,116.261959367,123.164019144,127.548671605,11.0773865465,11.7943781089,12.2498593594
63,107.728334257,114.71061947,127.548671605,10.1909066553,10.9162321009,12.2498593594
64,107.340530507,113.674860334,127.510154503,10.1506212874,10.8086366026,12.2458581716
65,107.340530507,112.797513155,122.064201403,10.1506212874,10.7174970667,11.6801281508
66,104.349583973,112.797513155,114.141801617,9.83991933791,10.7174970667,10.8571428414
67,99.4888628146,112.271189943,115.659961113,9.33498368533,10.662822185,11.01485048
68,99.4888628146,111.475060653,115.659961113,9.33498368533,10.5801196292,11.01485048
69,93.4207630976,110.74752571,115.659961113,8.70462456973,10.5045427098,11.01485048
70,91.7241067587,110.129481499,114.728652672,8.52837453443,10.4403397764,10.9181054046
71,91.1389552937,114.568574146,118.729277373,8.4675885261,10.9014763175,11.3336935402
72,82.9367401535,102.803006823,111.785912371,7.61553577105,9.67925965035,10.6124111576
73,82.9367401535,94.7794678684,111.785912371,7.61553577105,8.84576792228,10.6124111576
74,78.8848252149,94.7794678684,105.856099623,7.19461956395,8.84576792228,9.99641740441
