Generation, o25, o50, o75, n25, n50, n75 
0,6386.46851596,6635.92506938,7093.75749478,668.037546947,694.170268052,742.132155288
1,3876.8364414,4386.91986064,4507.80909546,405.131986118,458.567614697,471.231802568
2,2909.26925477,3242.5105945,3470.33590709,303.770995231,338.680893857,362.5475563
3,2305.23565988,2751.27027001,2773.93277844,240.493277101,287.219241642,289.593334461
4,1879.4370731,1919.74147325,2113.59362317,195.887210183,200.109443009,220.417124245
5,1624.49053239,1631.69017978,1808.42335947,169.179365656,169.93359069,188.447912448
6,1283.46041831,1322.08572491,1394.39085943,133.453525876,137.499859201,145.07444439
7,954.301946894,1123.6557364,1296.0945685,98.971342848,116.712609968,134.777061854
8,996.589266136,1004.16048196,1042.41430341,103.401303516,104.194453541,108.201870598
9,907.378031945,931.998781032,1002.08756447,94.0556588714,96.6348942551,103.977297592
10,859.40188496,979.369474784,1027.49713976,89.0297445323,101.597382157,106.639169309
11,727.140624505,762.648786527,785.05449431,75.1742390946,78.8940246938,81.2412154355
12,596.49553102,724.776727261,745.804030562,61.4880410576,74.9266005116,77.1293915195
13,570.50877252,584.753427007,622.025047728,58.7657044304,60.2579545951,64.1624776716
14,519.65514148,558.377570747,559.009197922,53.4383488692,57.4948566284,57.5610250116
15,493.498852352,509.442807243,540.697155292,50.6982524495,52.3685189579,55.6426809298
16,475.092569804,490.386363578,496.79579125,48.7700359252,50.3721924605,51.0436351766
17,458.722717129,458.787527989,485.256871883,47.0551529581,47.0619424536,49.8348340546
18,438.862236186,452.350977338,508.08499616,44.9745966354,46.3876583719,52.2262765599
19,410.030973799,432.133894637,462.723178939,41.9542737426,44.2697449456,47.4742357657
20,414.443422668,420.422409476,434.523863559,42.4165157406,43.0428660714,44.5201147612
21,342.975614339,379.09680589,402.426751187,34.9296476772,38.7136533961,41.1576659726
22,337.86705047,385.277647353,390.142093786,34.3944816413,39.3611497394,39.8707423727
23,330.96022868,378.623327205,378.932001334,33.67093261,38.6640524285,38.6963887003
24,321.288810373,373.239676799,376.565722386,32.6577682982,38.1000687101,38.4485006134
25,316.767764767,368.678425726,377.075679065,32.1841498572,37.6222384004,38.5019229649
26,313.689472082,333.10594884,343.518307208,31.8616722027,33.8957152656,34.9864994264
27,302.621514112,315.647705257,321.780314782,30.7022083408,32.0668139829,32.7092576154
28,302.4692874,302.621514112,314.005746749,30.6862612824,30.7022083408,31.8948046965
29,297.295999308,298.606126629,314.005746749,30.1443148271,30.2815619406,31.8948046965
30,282.316075514,288.254012691,307.741313018,28.5750388738,29.1970889023,31.2385513436
31,277.676910058,288.254012691,304.018522156,28.0890463618,29.1970889023,30.8485569578
32,274.409226098,278.908368037,300.764650507,27.7467283412,28.2180521845,30.5076858957
33,258.768355981,273.763485638,292.051473827,26.1082125717,27.67908147,29.594905642
34,228.700382788,275.621700082,276.890784322,22.9583335773,27.8737454271,28.0066929246
35,236.183952097,277.430617131,287.484727388,23.7423018754,28.0632450578,29.1164996454
36,251.821729522,264.533661551,267.195566468,25.3804936588,26.7121779535,26.9910354053
37,242.20822401,242.429971486,272.17222139,24.3733962107,24.3966261673,27.5123828436
38,223.745469811,224.634434868,266.5937925,22.4392637948,22.5323905361,26.9279944025
39,193.010533676,233.413937478,249.52696363,19.2195146915,23.4521190018,25.14009718
40,181.802727278,233.258949461,251.656395498,18.045400503,23.435882673,25.3631734967
41,187.249811576,224.95232504,229.839088078,18.6160294677,22.5656922678,23.0776227575
42,188.224122312,219.559660967,224.141487499,18.7180969033,22.0007642901,22.4807500562
43,185.880287507,188.224122312,224.103128253,18.4725600336,18.7180969033,22.476731595
44,184.507184411,188.224122312,223.103976177,18.3287156656,18.7180969033,22.3720618152
45,187.74528811,195.925699337,219.637830431,18.6679348992,19.5249033861,22.0089532144
46,182.941151117,185.064905628,216.174995926,18.1646601988,18.3871417636,21.6461914944
47,182.941151117,185.064905628,190.291362171,18.1646601988,18.3871417636,18.9346580718
48,180.499804102,181.241280654,193.257320126,17.9089080857,17.9865841366,19.2453676964
49,177.26238002,177.293787675,180.17716788,17.5697600478,17.57305027,17.8751091645
50,154.321564689,172.199351337,173.814376361,15.1665121847,17.0393642146,17.2085519868
51,145.238810777,170.203836817,171.902127855,14.2150155349,16.8303168928,17.0082274966
52,141.845976571,170.146385074,170.203836817,13.8595869489,16.8242983281,16.8303168928
53,141.845976571,162.965439468,169.151599438,13.8595869489,16.0720324678,16.7200859704
54,140.704500467,159.929188039,169.151599438,13.7400075021,15.7539589968,16.7200859704
55,138.823921143,147.361221655,164.379622953,13.5430006313,14.4373563425,16.2201803601
56,124.392664382,147.442680063,160.426872925,12.0312022722,14.4458898119,15.8060957723
57,122.668906709,145.854935222,152.002920073,11.8506238191,14.2795598736,14.9236142041
