Generation, o25, o50, o75, n25, n50, n75 
0,902.892881077,958.836316456,1038.44825284,92.7932441033,98.6046935016,106.874845963
1,261.484883496,374.806855759,484.939867289,26.1632615796,37.9352398834,49.3759463623
2,171.745265447,322.811792173,337.598733918,16.8410373404,32.5339505464,34.0700300368
3,107.103268606,136.131424054,284.338680615,10.1259743289,13.1414426384,28.5373325428
4,112.514280481,135.928618816,139.22880366,10.6880746271,13.120375066,13.4632009418
5,93.9990517983,132.745314462,140.735222812,8.76469766854,12.7896908302,13.6196889839
6,63.5368629964,87.0931619125,120.76491847,5.6002608122,8.04730823134,11.5451575869
7,51.6854210037,84.9928267349,88.6113166457,4.36912341472,7.82912371118,8.20501537519
8,34.5666367373,46.8941173734,85.774391726,2.59081023373,3.8713989112,7.91031331577
9,23.2101274707,34.4736695132,73.7532669627,1.4110868489,2.58115272316,6.6615491346
10,25.1282388189,34.5666367373,59.6934378906,1.61034181,2.59081023373,5.20100269786
11,22.2838865213,34.4736695132,49.2758018719,1.31486818854,2.58115272316,4.1188102268
12,22.2838865213,43.4987204149,49.2758018719,1.31486818854,3.51868232385,4.1188102268
13,22.2838865213,43.4987204149,49.2758018719,1.31486818854,3.51868232385,4.1188102268
14,22.2838865213,32.7875141178,49.2758018719,1.31486818854,2.40599353439,4.1188102268
15,22.5343947522,31.9586995786,32.7875141178,1.34089118655,2.31989560847,2.40599353439
16,22.5343947522,28.4328051016,31.1562643347,1.34089118655,1.95362283315,2.23653798511
17,15.784759175,26.9954845047,29.1060235349,0.639733573538,1.80431280487,2.02355730951
18,15.0745014388,26.9954845047,29.1060235349,0.565951424376,1.80431280487,2.02355730951
19,15.0745014388,19.9089146702,25.2239621923,0.565951424376,1.0681541882,1.62028563159
20,14.4586909163,19.9089146702,25.2239621923,0.501980528305,1.0681541882,1.62028563159
21,13.2228845356,20.9047187927,25.2239621923,0.373603960106,1.17159912735,1.62028563159
22,13.2228845356,20.9047187927,25.7630911799,0.373603960106,1.17159912735,1.67629078769
23,14.7733140759,20.9047187927,25.7630911799,0.53466383707,1.17159912735,1.67629078769
24,14.7733140759,17.8127497363,25.7630911799,0.53466383707,0.850402876335,1.67629078769
25,14.7733140759,17.8127497363,25.7630911799,0.53466383707,0.850402876335,1.67629078769
26,14.7733140759,17.8127497363,26.0489250291,0.53466383707,0.850402876335,1.70598343955
27,14.7733140759,17.8127497363,26.0489250291,0.53466383707,0.850402876335,1.70598343955
28,13.0434925829,14.7733140759,26.0489250291,0.354968578694,0.53466383707,1.70598343955
29,11.4070172719,13.0434925829,17.0460494216,0.184970197347,0.354968578694,0.77075742639
30,11.385048013,13.0434925829,17.0460494216,0.182688012929,0.354968578694,0.77075742639
31,11.385048013,13.0434925829,16.6172194614,0.182688012929,0.354968578694,0.726210222632
32,11.385048013,13.0434925829,16.1911496729,0.182688012929,0.354968578694,0.681949747766
33,11.385048013,12.6121904901,16.1911496729,0.182688012929,0.310164567811,0.681949747766
34,11.9308109404,12.6121904901,16.1911496729,0.239382308062,0.310164567811,0.681949747766
35,10.9442042153,12.6121904901,16.1911496729,0.136892802009,0.310164567811,0.681949747766
36,10.9442042153,11.3039313105,16.1911496729,0.136892802009,0.174261544146,0.681949747766
37,10.9442042153,11.4042927366,16.1911496729,0.136892802009,0.184687170409,0.681949747766
38,10.7973185017,11.4042927366,13.390416387,0.121634195062,0.184687170409,0.391007304578
39,10.7973185017,11.4042927366,13.390416387,0.121634195062,0.184687170409,0.391007304578
40,10.1100046906,11.4042927366,11.9555845986,0.0502354794315,0.184687170409,0.241955815755
41,9.37407791539,11.0655870146,11.4042927366,-0.0262131903037,0.149502145555,0.184687170409
42,5.19587414085,7.87759464059,11.0655870146,-0.460248384015,-0.181669085496,0.149502145555
