Generation, o25, o50, o75, n25, n50, n75 
0,5965.10418961,6279.2993866,6379.68607777,748.62948645,788.114125223,800.729633915
1,3940.53642379,4089.53416957,4181.3878198,494.203805636,512.928223534,524.471392347
2,2910.48117705,3034.18056618,3340.93598386,364.757653299,380.302848588,418.852536727
3,2403.14523124,2436.353276,2647.0955592,301.0011836,305.174409876,331.658210411
4,2177.28176909,2326.84840203,2358.7180373,272.61711758,291.413027035,295.418056547
5,1953.12861361,2029.49038765,2074.25523801,244.447984319,254.044302446,259.669862489
6,1546.66347931,1819.93147483,1894.15080023,193.367862297,227.709215043,237.036293501
7,1302.02413013,1438.93224954,1481.80288273,162.624246784,179.829371789,185.216887198
8,1339.7244036,1475.76798683,1746.50669091,167.362007558,184.458487048,218.481985926
9,1275.71239292,1376.90261221,1484.67201399,159.317673517,172.034160892,185.577448444
10,1086.19940041,1100.96121504,1171.70584437,135.501739589,137.356844071,146.247260478
11,999.586079289,1005.36192452,1151.27533205,124.617118404,125.342963881,143.679775658
12,940.093959084,966.320497104,975.522431236,117.140795091,120.436661451,121.593060558
13,895.03576737,908.389532121,993.086376943,111.478371093,113.156527165,123.80030643
14,848.130967627,871.351573056,1003.56524626,105.583885461,108.50199887,125.117176877
15,768.964981878,777.205399724,922.823122776,95.6351644734,96.67073066,114.970384024
16,752.815074566,769.115674959,861.052412205,93.6056195838,95.6541019427,107.20771223
17,685.223964401,719.394125626,726.032317807,85.1115032043,89.4056378241,90.2398536965
18,615.546720158,716.107247218,756.123767962,76.355224159,88.9925786562,94.0214202223
19,606.244635821,690.618790079,764.271762418,75.1862392623,85.7894662832,95.0453716414
20,594.083946901,668.139053979,711.680113242,73.6580159991,82.9644572822,88.4362245569
21,557.993807267,630.918217643,660.172630747,69.1225993526,78.2869469586,81.9633237619
22,521.061017505,591.012044868,668.847737827,64.4812875929,73.2719727265,83.0535169687
23,489.236755821,493.354062109,657.830569248,60.4819601405,60.999378462,81.668998918
24,449.811526133,484.433757891,582.54419958,55.5274256102,59.878371543,72.2078259299
25,440.31909395,477.618691537,560.591317178,54.3345198643,59.0219280461,69.4490261774
26,434.378151697,449.672137981,562.029663606,53.5879267875,55.5099088215,69.6297819296
27,437.592932993,446.304172294,551.633029733,53.9919255737,55.0866594855,68.323245939
28,428.797877058,443.612963081,529.585644274,52.8866584979,54.7484575503,65.5525700692
29,428.054158813,444.64272953,512.440459678,52.7931960691,54.8778674096,63.3979495436
30,387.948722559,439.452358615,499.30549658,47.7531805677,54.225597984,61.7472900868
31,388.06502974,436.354625994,500.221007329,47.7677967906,53.8363086036,61.8623415312
32,366.740227579,424.757640078,459.982381374,45.0879273391,52.3789254097,56.8055881951
33,387.220474593,396.805939057,459.066198074,47.6616622754,48.8662593076,56.6904522319
34,385.711585055,386.01019999,456.947496022,47.4720414316,47.5095681124,56.4241967767
35,373.342423555,387.210470427,432.954484348,45.9176195995,47.6604050605,53.4090157425
36,356.167123947,382.183597994,426.665282749,43.7592145465,47.0286823477,52.6186572149
37,358.311669725,362.135272438,421.342239102,44.0287177604,44.5092266077,51.9497149218
38,334.513873313,362.135272438,414.783417833,41.0380692595,44.5092266077,51.1254735232
39,327.944839086,334.303615204,402.322195342,40.2125444072,41.0116463046,49.5594824659
40,332.014528351,334.303615204,388.142123082,40.7239787389,41.0116463046,47.7774850443
41,327.791858768,331.092537508,371.663313252,40.193319503,40.6081129466,45.7066072595
42,317.146172023,327.595381176,334.116458517,38.8554852533,40.1686283339,40.9881264856
43,316.992898015,324.004828806,334.116458517,38.8362234412,39.7174067216,40.9881264856
44,307.748644094,321.019322431,327.759069766,37.674506043,39.3422207166,40.1891989374
45,302.145921612,316.556005719,320.764595077,36.9704167524,38.7813195641,39.3102093503
46,302.145921612,310.725823637,317.790588534,36.9704167524,38.0486456223,38.9364685192
47,299.786373885,310.364930176,318.013963981,36.6738944295,38.003292453,38.9645399185
48,278.48298338,291.775061738,308.975704947,33.9967157623,35.6671197581,37.8287097195
49,275.439404421,283.317108656,304.498877249,33.6142318258,34.6042161064,37.2661106531
