Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.925,0.0,1.0,0.0,0.834,0.0,0.93716,0.0,1.0,0.0,0.966,0.0,1.0,0.0,1.0,0.0
1,0.485,2.297,0.642,3.71,0.421,7.468,0.0,9e-05,0.451,14.05,0.621,5.582,0.426,9.839,0.0,5e-05
2,0.345,5.946,0.534,6.836,0.294,5.143,0.0,6e-05,0.335,6.345,0.502,1.368,0.261,3.078,0.0,3e-05
3,0.264,4.175,0.465,5.847,0.191,2.738,0.0,0.00012,0.25,3.676,0.434,3.85,0.2,2.789,0.0,4e-05
4,0.204,5.549,0.405,3.948,0.141,2.517,0.0,0.00013,0.204,1.985,0.394,3.668,0.16,1.13,0.0,5e-05
5,0.164,4.409,0.369,4.253,0.113,3.057,0.0,0.00014,0.188,3.478,0.367,5.969,0.129,3.643,0.0,6e-05
6,0.139,4.179,0.348,5.087,0.104,3.041,0.0,0.00014,0.147,3.674,0.329,5.507,0.107,3.127,0.0,9e-05
7,0.121,3.432,0.318,4.542,0.087,3.086,0.0,0.00016,0.129,2.11,0.305,4.098,0.095,2.428,0.0,5e-05
8,0.112,2.006,0.291,5.515,0.084,2.227,0.0,0.00013,0.109,2.035,0.286,1.124,0.079,2.144,0.0,4e-05
9,0.106,2.314,0.273,4.235,0.076,2.161,0.0,0.00014,0.101,2.465,0.267,4.481,0.073,2.182,0.0,5e-05
10,0.097,1.988,0.263,4.7,0.067,1.31,0.0,0.00015,0.092,2.756,0.257,5.271,0.065,1.983,0.0,4e-05
11,0.087,2.496,0.251,3.267,0.061,1.368,0.0,0.00014,0.082,2.449,0.233,4.885,0.053,0.474,0.0,4e-05
12,0.082,1.7,0.242,2.129,0.056,0.657,0.0,0.0001,0.074,2.421,0.227,3.58,0.047,0.455,0.0,7e-05
13,0.078,1.183,0.229,3.259,0.053,0.89,0.0,0.00012,0.072,1.29,0.214,3.458,0.042,1.119,0.0,6e-05
14,0.073,1.167,0.22,3.081,0.047,0.918,0.0,0.00015,0.066,1.025,0.2,2.97,0.037,1.26,0.0,8e-05
15,0.066,1.055,0.215,2.158,0.044,0.825,0.0,0.00011,0.063,0.678,0.193,3.0,0.033,1.038,0.0,6e-05
16,0.063,0.861,0.202,2.641,0.039,1.033,0.0,0.00016,0.055,1.109,0.179,2.492,0.031,1.186,0.0,6e-05
17,0.056,0.909,0.186,1.781,0.035,1.105,0.0,0.00014,0.05,1.187,0.178,2.047,0.031,1.14,0.0,7e-05
18,0.054,0.734,0.179,1.815,0.035,0.635,0.0,0.00016,0.049,1.041,0.168,2.185,0.03,1.123,0.0,8e-05
19,0.052,1.179,0.173,1.952,0.034,0.583,0.0,0.00017,0.047,1.105,0.166,2.93,0.027,0.686,0.0,0.00011
20,0.049,0.683,0.17,2.858,0.032,0.594,0.0,0.0002,0.045,1.08,0.159,3.163,0.027,0.71,0.0,9e-05
21,0.047,0.827,0.165,2.384,0.03,0.55,0.0,0.00019,0.042,0.882,0.15,3.13,0.025,0.566,0.0,0.0001
22,0.044,1.142,0.158,2.68,0.029,0.494,0.0,0.00016,0.041,0.812,0.146,2.803,0.024,0.584,0.0,9e-05
23,0.043,1.179,0.156,2.553,0.026,0.513,0.0,0.00013,0.036,0.794,0.139,2.11,0.022,0.738,0.0,0.00011
24,0.04,1.313,0.143,3.656,0.025,0.372,0.0,0.00017,0.035,0.936,0.134,1.611,0.022,0.704,0.0,0.00012
25,0.04,1.182,0.144,3.222,0.024,0.531,0.0,0.00015,0.033,0.921,0.134,1.689,0.021,0.681,0.0,0.00011
26,0.037,0.85,0.139,3.018,0.023,0.32,0.0,0.00016,0.03,0.981,0.129,2.485,0.02,0.677,0.0,0.0001
27,0.035,0.968,0.126,1.671,0.022,0.367,0.0,0.00017,0.029,1.089,0.124,2.8,0.02,0.669,0.0,0.00011
28,0.034,0.607,0.116,1.946,0.022,0.446,0.0,0.00019,0.027,1.15,0.118,2.415,0.019,0.691,0.0,8e-05
29,0.032,0.631,0.112,1.522,0.021,0.498,0.0,0.00019,0.027,1.124,0.11,2.576,0.018,0.609,0.0,7e-05
30,0.03,0.773,0.11,2.107,0.019,0.662,0.0,0.00021,0.026,1.022,0.113,2.913,0.018,0.595,0.0,7e-05
31,0.028,1.0,0.109,2.205,0.019,0.712,0.0,0.00021,0.025,0.931,0.106,3.418,0.017,0.523,0.0,6e-05
32,0.028,1.029,0.101,1.848,0.019,0.648,0.0,0.00023,0.023,0.797,0.103,3.637,0.017,0.422,0.0,8e-05
33,0.028,0.918,0.097,2.21,0.018,0.559,0.0,0.00021,0.023,0.832,0.099,2.791,0.016,0.396,0.0,6e-05
34,0.026,1.025,0.092,1.929,0.017,0.606,0.0,0.0002,0.022,0.663,0.096,2.957,0.015,0.414,0.0,5e-05
35,0.025,0.881,0.091,2.495,0.015,0.527,0.0,0.00017,0.02,0.648,0.096,3.064,0.014,0.451,0.0,8e-05
36,0.025,1.003,0.09,2.318,0.015,0.51,0.0,0.00015,0.02,0.592,0.09,2.607,0.014,0.386,0.0,6e-05
37,0.025,0.803,0.089,1.736,0.014,0.435,0.0,0.00015,0.018,0.707,0.083,2.35,0.013,0.444,0.0,6e-05
38,0.023,0.867,0.085,1.389,0.013,0.411,0.0,0.00013,0.017,0.71,0.085,2.651,0.013,0.43,0.0,6e-05
39,0.022,0.959,0.082,2.044,0.013,0.385,0.0,0.00013,0.017,0.516,0.084,2.813,0.012,0.517,0.0,8e-05
40,0.022,1.046,0.078,2.413,0.012,0.402,0.0,0.00015,0.016,0.415,0.083,3.106,0.011,0.493,0.0,7e-05
41,0.021,0.998,0.073,2.441,0.012,0.393,0.0,0.00012,0.016,0.368,0.08,3.151,0.011,0.476,0.0,7e-05
42,0.019,0.956,0.069,2.333,0.011,0.449,0.0,0.00011,0.016,0.402,0.078,2.829,0.011,0.535,0.0,6e-05
43,0.019,0.913,0.065,2.279,0.011,0.44,0.0,0.00013,0.016,0.437,0.075,3.107,0.01,0.542,0.0,7e-05
44,0.018,0.956,0.063,2.533,0.011,0.462,0.0,0.00012,0.015,0.566,0.07,2.763,0.01,0.59,0.0,7e-05
45,0.018,0.88,0.063,2.562,0.011,0.458,0.0,0.00014,0.015,0.471,0.069,3.43,0.009,0.605,0.0,7e-05
46,0.018,0.884,0.063,2.562,0.011,0.442,0.0,0.00013,0.014,0.465,0.063,3.176,0.009,0.475,0.0,6e-05
47,0.018,0.738,0.062,2.833,0.01,0.392,0.0,0.00015,0.014,0.442,0.063,3.439,0.009,0.522,0.0,6e-05
48,0.017,0.589,0.059,2.603,0.01,0.256,0.0,0.00018,0.013,0.411,0.059,2.985,0.009,0.522,0.0,6e-05
49,0.017,0.461,0.058,2.502,0.009,0.292,0.0,0.0002,0.014,0.431,0.059,2.985,0.009,0.412,0.0,7e-05
50,0.016,0.401,0.056,2.481,0.008,0.274,0.0,0.00018,0.012,0.46,0.059,3.029,0.009,0.365,0.0,7e-05
51,0.015,0.437,0.056,2.027,0.008,0.239,0.0,0.00018,0.012,0.521,0.055,2.996,0.008,0.358,0.0,7e-05
52,0.014,0.445,0.055,2.097,0.008,0.271,0.0,0.0002,0.012,0.552,0.051,2.613,0.008,0.338,0.0,7e-05
53,0.014,0.436,0.052,1.883,0.008,0.263,0.0,0.0002,0.011,0.605,0.047,2.113,0.008,0.36,0.0,9e-05
54,0.013,0.573,0.047,1.796,0.007,0.249,0.0,0.00021,0.01,0.725,0.044,2.399,0.007,0.335,0.0,8e-05
55,0.013,0.602,0.046,2.084,0.007,0.283,0.0,0.00019,0.01,0.769,0.044,2.52,0.007,0.3,0.0,8e-05
56,0.012,0.484,0.046,2.195,0.007,0.276,0.0,0.00018,0.011,0.756,0.043,2.269,0.007,0.299,0.0,8e-05
57,0.012,0.449,0.046,2.238,0.006,0.332,0.0,0.00017,0.011,0.786,0.042,1.769,0.007,0.309,0.0,8e-05
58,0.012,0.43,0.046,2.168,0.006,0.34,0.0,0.00018,0.01,0.75,0.042,1.681,0.007,0.341,0.0,9e-05
59,0.012,0.445,0.045,2.549,0.006,0.323,0.0,0.00021,0.01,0.74,0.042,1.074,0.007,0.332,0.0,0.0001
60,0.012,0.38,0.044,2.607,0.006,0.323,0.0,0.00018,0.01,0.753,0.037,0.94,0.007,0.368,0.0,0.00012
61,0.011,0.375,0.043,2.021,0.006,0.283,0.0,0.0002,0.011,0.752,0.036,1.371,0.006,0.372,0.0,0.00011
62,0.011,0.365,0.043,1.707,0.006,0.296,0.0,0.00021,0.01,0.824,0.035,1.539,0.006,0.378,0.0,0.00011
63,0.011,0.365,0.041,1.71,0.006,0.296,0.0,0.00021,0.01,0.745,0.034,1.528,0.006,0.396,0.0,0.00011
64,0.01,0.33,0.04,1.502,0.005,0.224,0.0,0.00021,0.01,0.654,0.034,1.331,0.006,0.303,0.0,0.00012
65,0.009,0.403,0.038,1.463,0.005,0.211,0.0,0.00024,0.01,0.728,0.034,1.298,0.006,0.331,0.0,0.00011
66,0.008,0.365,0.037,2.038,0.005,0.184,0.0,0.00023,0.01,0.692,0.032,1.38,0.006,0.342,0.0,0.00013
67,0.008,0.401,0.035,1.587,0.004,0.157,0.0,0.00024,0.009,0.65,0.031,1.38,0.005,0.345,0.0,0.00014
68,0.008,0.473,0.033,1.781,0.004,0.141,0.0,0.00023,0.008,0.567,0.031,1.361,0.005,0.362,0.0,0.00013
69,0.008,0.49,0.033,1.696,0.004,0.141,0.0,0.00022,0.008,0.557,0.031,1.304,0.005,0.362,0.0,0.00013
70,0.008,0.479,0.032,1.32,0.004,0.136,0.0,0.00021,0.007,0.534,0.029,0.697,0.005,0.393,0.0,0.00013
71,0.008,0.506,0.031,1.637,0.004,0.153,0.0,0.00018,0.007,0.483,0.027,0.661,0.005,0.371,0.0,0.00013
72,0.007,0.5,0.025,1.555,0.004,0.166,0.0,0.00019,0.007,0.47,0.025,0.75,0.005,0.372,0.0,0.00013
73,0.007,0.517,0.023,1.756,0.004,0.178,0.0,0.00019,0.007,0.457,0.024,0.604,0.005,0.363,0.0,0.00016
74,0.007,0.49,0.025,1.601,0.003,0.172,0.0,0.00019,0.006,0.474,0.024,0.682,0.005,0.358,0.0,0.00017
75,0.007,0.521,0.025,1.907,0.003,0.145,0.0,0.0002,0.006,0.446,0.023,0.594,0.004,0.345,0.0,0.00016
76,0.007,0.425,0.023,1.662,0.002,0.148,0.0,0.00022,0.006,0.403,0.022,0.679,0.004,0.329,0.0,0.00015
77,0.006,0.404,0.022,1.523,0.002,0.153,0.0,0.00022,0.005,0.484,0.022,0.5,0.004,0.351,0.0,0.00016
78,0.006,0.432,0.021,1.546,0.002,0.157,0.0,0.00019,0.005,0.513,0.02,0.622,0.004,0.359,0.0,0.00016
79,0.006,0.395,0.016,0.856,0.002,0.154,0.0,0.00021,0.005,0.513,0.02,0.687,0.003,0.325,0.0,0.00015
80,0.006,0.354,0.015,0.736,0.002,0.183,0.0,0.00021,0.005,0.487,0.019,0.802,0.003,0.264,0.0,0.00015
81,0.005,0.405,0.013,1.132,0.002,0.199,0.0,0.00019,0.004,0.454,0.019,0.695,0.003,0.255,0.0,0.00016
82,0.005,0.437,0.01,1.559,0.002,0.199,0.0,0.00019,0.004,0.435,0.019,0.606,0.003,0.263,0.0,0.00016
83,0.005,0.355,0.013,1.484,0.002,0.215,0.0,0.00016,0.004,0.438,0.017,1.042,0.003,0.175,0.0,0.00016
84,0.004,0.304,0.008,1.613,0.002,0.221,0.0,0.00018,0.003,0.44,0.016,1.043,0.002,0.18,0.0,0.00017
85,0.004,0.299,0.007,1.267,0.002,0.278,0.0,0.00019,0.003,0.409,0.014,1.127,0.002,0.177,0.0,0.00018
86,0.004,0.299,0.004,1.419,0.002,0.249,0.0,0.00017,0.003,0.403,0.013,0.934,0.002,0.218,0.0,0.00016
87,0.004,0.279,0.006,0.966,0.001,0.241,0.0,0.00015,0.002,0.456,0.011,1.043,0.002,0.238,0.0,0.00016
88,0.003,0.242,0.006,0.966,0.001,0.232,0.0,0.00017,0.002,0.477,0.011,1.105,0.002,0.323,0.0,0.00015
89,0.003,0.204,0.006,1.005,0.001,0.232,0.0,0.00017,0.002,0.457,0.009,1.105,0.002,0.324,0.0,0.00016
90,0.003,0.177,0.006,1.194,0.001,0.228,0.0,0.00016,0.002,0.458,0.01,1.089,0.002,0.294,0.0,0.00016
91,0.003,0.169,0.004,1.095,0.001,0.234,0.0,0.00017,0.002,0.413,0.01,1.047,0.001,0.263,0.0,0.00017
92,0.003,0.166,0.004,0.885,0.001,0.242,0.0,0.00017,0.002,0.424,0.008,0.893,0.001,0.25,0.0,0.00016
