Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.576,0.0,0.639,0.0,0.779,0.0,0.581,0.0
1,0.697,4.94,0.537,5.961,0.351,23.481,0.00206,0.00794,0.478,0.993,0.472,3.424,0.362,26.009,0.00215,0.01056
2,0.49,2.537,0.35,10.391,0.285,12.373,0.00169,0.013,0.41,0.759,0.371,4.529,0.112,28.578,0.00214,0.01555
3,0.376,1.768,0.274,6.158,0.216,14.226,0.00151,0.01398,0.363,2.409,0.325,2.833,0.057,28.86,0.00203,0.02148
4,0.315,4.902,0.231,5.982,0.186,24.541,0.00118,0.00608,0.335,1.663,0.264,1.444,0.0,5.886,0.00188,0.02793
5,0.268,4.832,0.181,3.888,0.066,16.352,0.00103,0.01082,0.301,3.239,0.268,4.602,0.0,5.591,0.00181,0.03904
6,0.228,3.728,0.166,8.738,0.0,18.782,0.00091,0.0088,0.279,3.21,0.223,4.848,0.0,0.0,0.00159,0.0473
7,0.195,2.264,0.166,10.695,0.01,22.304,0.00075,0.02088,0.237,2.189,0.207,5.157,0.0,0.0,0.00141,0.04119
8,0.174,2.923,0.136,6.412,0.0,11.529,0.00067,0.00674,0.215,3.6,0.189,7.704,0.0,0.0,0.00129,0.04526
9,0.153,2.447,0.11,3.992,0.0,0.0,0.00053,0.00912,0.202,3.513,0.193,9.691,0.0,0.0,0.00112,0.03428
10,0.139,2.235,0.088,1.563,0.0,0.0,0.00053,0.01884,0.176,2.676,0.178,9.233,0.0,0.0,0.00092,0.03839
11,0.135,1.833,0.083,1.932,0.0,4.066,0.0005,0.02093,0.164,2.868,0.157,11.03,0.0,0.0,0.00088,0.02284
12,0.125,2.07,0.082,4.443,0.0,0.0,0.00043,0.02203,0.157,2.732,0.168,10.186,0.0,0.0,0.00075,0.02789
13,0.119,2.109,0.062,2.466,0.0,0.0,0.00042,0.02225,0.149,3.688,0.16,12.949,0.0,0.0,0.00071,0.01287
14,0.112,2.482,0.063,2.531,0.0,0.0,0.00035,0.02905,0.139,3.164,0.127,9.067,0.0,0.0,0.00064,0.00927
15,0.1,1.736,0.059,3.131,0.0,0.0,0.00032,0.02667,0.134,3.383,0.105,8.936,0.0,0.0,0.00058,0.0247
16,0.094,2.049,0.049,2.643,0.0,0.0,0.00032,0.02685,0.124,1.966,0.095,7.333,0.0,0.0,0.00055,0.0269
17,0.09,1.905,0.047,3.348,0.0,0.0,0.00025,0.01957,0.117,1.284,0.086,4.836,0.0,0.0,0.00056,0.02421
18,0.084,1.94,0.053,4.412,0.0,0.0,0.00024,0.02464,0.112,2.027,0.074,5.58,0.0,0.0,0.0005,0.02467
19,0.085,2.078,0.048,3.497,0.0,0.0,0.00023,0.02354,0.102,1.242,0.071,3.866,0.0,0.0,0.00047,0.02017
20,0.082,2.53,0.043,3.951,0.0,0.0,0.00019,0.01716,0.098,2.335,0.078,2.784,0.0,0.0,0.00039,0.02248
21,0.08,1.814,0.04,2.556,0.0,0.0,0.00019,0.01913,0.09,1.941,0.067,4.023,0.0,0.0,0.00039,0.01136
22,0.076,2.414,0.038,4.133,0.0,0.0,0.00019,0.02181,0.091,2.03,0.077,3.583,0.0,0.0,0.00037,0.01623
23,0.076,2.746,0.035,4.412,0.0,0.0,0.00019,0.02231,0.091,1.656,0.067,2.344,0.0,0.0,0.00037,0.01582
24,0.077,2.67,0.035,3.912,0.0,0.0,0.00016,0.02207,0.091,1.13,0.067,2.354,0.0,0.0,0.00036,0.01625
25,0.067,1.763,0.032,4.271,0.0,0.0,0.00014,0.01717,0.089,1.096,0.062,2.943,0.0,0.0,0.00033,0.01474
26,0.065,1.867,0.034,4.553,0.0,0.0,0.00014,0.01688,0.084,1.861,0.051,3.822,0.0,0.0,0.00032,0.01298
27,0.062,1.957,0.028,2.582,0.0,0.0,0.00014,0.01639,0.084,2.26,0.045,4.748,0.0,0.0,0.0003,0.00985
28,0.059,2.059,0.024,3.695,0.0,0.0,0.00012,0.01698,0.079,1.099,0.051,5.519,0.0,0.0,0.00027,0.01011
29,0.059,1.864,0.025,3.457,0.0,0.0,0.00012,0.01644,0.078,1.068,0.044,4.816,0.0,0.0,0.00027,0.01222
30,0.056,2.033,0.028,3.237,0.0,0.0,0.0001,0.01393,0.077,1.813,0.041,5.29,0.0,0.0,0.00026,0.01524
31,0.054,2.117,0.028,2.613,0.0,0.0,0.00011,0.01334,0.075,1.501,0.041,4.318,0.0,0.0,0.00025,0.01684
32,0.056,2.158,0.024,2.75,0.0,0.0,0.00011,0.01497,0.071,1.628,0.044,4.11,0.0,0.0,0.00025,0.01713
33,0.054,2.255,0.024,2.46,0.0,0.0,8e-05,0.00873,0.068,1.547,0.045,4.177,0.0,0.0,0.00024,0.01416
34,0.055,1.666,0.022,1.195,0.0,0.0,8e-05,0.00481,0.065,1.572,0.048,4.971,0.0,0.0,0.00023,0.01435
35,0.055,1.422,0.022,1.527,0.0,0.0,9e-05,0.00601,0.063,1.719,0.049,4.247,0.0,0.0,0.00023,0.01528
36,0.057,1.673,0.019,2.005,0.0,0.0,9e-05,0.00648,0.064,0.893,0.05,4.633,0.0,0.0,0.00022,0.0172
37,0.055,1.752,0.019,2.335,0.0,0.0,8e-05,0.00706,0.06,0.742,0.046,4.669,0.0,0.0,0.00022,0.01731
38,0.056,1.542,0.017,1.73,0.0,0.0,9e-05,0.00662,0.061,0.895,0.041,3.733,0.0,0.0,0.00021,0.01386
39,0.054,1.497,0.015,2.148,0.0,0.0,9e-05,0.00694,0.061,0.769,0.036,4.146,0.0,0.0,0.00022,0.01411
40,0.052,1.317,0.015,1.562,0.0,0.0,9e-05,0.00708,0.059,0.785,0.032,4.555,0.0,0.0,0.00021,0.01441
41,0.05,1.514,0.017,1.784,0.0,0.0,9e-05,0.00742,0.062,0.76,0.03,4.618,0.0,0.0,0.00021,0.01428
42,0.05,1.445,0.016,1.727,0.0,0.0,9e-05,0.0074,0.06,0.921,0.029,4.399,0.0,0.0,0.00021,0.01399
43,0.047,0.948,0.021,1.395,0.0,0.0,0.0001,0.00804,0.06,0.953,0.024,2.999,0.0,0.0,0.00021,0.01435
44,0.044,1.802,0.021,2.105,0.0,0.0,9e-05,0.00751,0.059,0.927,0.024,2.935,0.0,0.0,0.0002,0.01592
45,0.044,1.593,0.024,1.788,0.0,0.0,7e-05,0.00859,0.059,1.33,0.018,2.071,0.0,0.0,0.0002,0.01372
46,0.043,1.525,0.023,2.263,0.0,0.0,7e-05,0.00978,0.049,1.389,0.022,3.67,0.0,0.0,0.00019,0.01539
47,0.04,1.504,0.021,1.724,0.0,0.0,8e-05,0.00887,0.053,1.485,0.023,3.892,0.0,0.0,0.0002,0.01673
48,0.037,1.641,0.023,2.373,0.0,0.0,8e-05,0.00948,0.048,1.619,0.02,4.11,0.0,0.0,0.0002,0.01753
49,0.037,1.315,0.016,3.041,0.0,0.0,8e-05,0.00913,0.048,1.388,0.014,3.428,0.0,0.0,0.0002,0.01735
50,0.037,1.462,0.016,2.606,0.0,0.0,8e-05,0.00944,0.049,1.251,0.018,4.224,0.0,0.0,0.00019,0.01614
51,0.033,1.516,0.015,2.216,0.0,0.0,7e-05,0.00992,0.047,1.409,0.019,4.41,0.0,0.0,0.00019,0.015
52,0.033,1.765,0.021,1.663,0.0,0.0,7e-05,0.00983,0.045,1.3,0.025,4.319,0.0,0.0,0.00019,0.01164
53,0.033,2.106,0.018,1.426,0.0,0.0,6e-05,0.00972,0.046,1.299,0.024,4.244,0.0,0.0,0.00019,0.01118
54,0.034,2.37,0.016,1.897,0.0,0.0,5e-05,0.01105,0.048,1.221,0.013,3.62,0.0,0.0,0.00018,0.01113
55,0.033,2.441,0.017,3.934,0.0,0.0,6e-05,0.01088,0.045,1.306,0.01,4.126,0.0,0.0,0.00018,0.01412
56,0.035,2.042,0.02,3.249,0.0,0.0,4e-05,0.00933,0.045,1.276,0.013,3.128,0.0,0.0,0.00018,0.0138
57,0.034,2.3,0.026,3.782,0.0,0.0,5e-05,0.00534,0.044,2.26,0.002,2.842,0.0,0.0,0.00018,0.01098
58,0.034,1.893,0.026,3.301,0.0,0.0,5e-05,0.00527,0.043,2.543,0.002,3.209,0.0,0.0,0.00018,0.01149
59,0.031,1.572,0.024,2.518,0.0,0.0,5e-05,0.00594,0.041,2.354,0.003,3.066,0.0,0.0,0.00018,0.01058
60,0.034,1.849,0.027,3.088,0.0,0.0,4e-05,0.00604,0.041,2.134,0.003,2.805,0.0,0.0,0.00018,0.01164
61,0.032,1.799,0.027,3.261,0.0,0.0,4e-05,0.00652,0.041,2.25,0.003,2.947,0.0,0.0,0.00017,0.01109
62,0.027,1.37,0.024,3.508,0.0,0.0,2e-05,0.00821,0.043,1.926,0.0,3.266,0.0,0.0,0.00018,0.01244
63,0.026,1.403,0.024,3.267,0.0,0.0,2e-05,0.00858,0.041,1.593,0.004,3.132,0.0,0.0,0.00017,0.0133
64,0.024,1.738,0.01,3.259,0.0,0.0,2e-05,0.00878,0.04,1.558,0.005,3.132,0.0,0.0,0.00017,0.0135
65,0.025,1.998,0.009,3.252,0.0,0.0,2e-05,0.00972,0.04,1.558,0.005,3.208,0.0,0.0,0.00017,0.01397
66,0.025,2.037,0.009,3.032,0.0,0.0,2e-05,0.00942,0.04,0.985,0.006,3.377,0.0,0.0,0.00017,0.01342
67,0.024,2.264,0.01,3.218,0.0,0.0,2e-05,0.0099,0.04,1.088,0.008,3.372,0.0,0.0,0.00016,0.01288
68,0.024,2.047,0.015,2.966,0.0,0.0,1e-05,0.00957,0.034,1.051,0.009,3.447,0.0,0.0,0.00016,0.01328
69,0.021,2.028,0.013,3.363,0.0,0.0,1e-05,0.01004,0.034,1.209,0.013,3.447,0.0,0.0,0.00017,0.01292
70,0.021,1.871,0.013,3.151,0.0,0.0,1e-05,0.00984,0.031,1.037,0.008,3.632,0.0,0.0,0.00017,0.01278
71,0.021,1.819,0.02,3.095,0.0,0.0,0.0,0.00959,0.032,1.071,0.006,3.441,0.0,0.0,0.00017,0.01264
72,0.02,1.519,0.02,3.152,0.0,0.0,1e-05,0.0099,0.031,1.326,0.007,3.453,0.0,0.0,0.00017,0.01293
73,0.018,1.429,0.017,3.092,0.0,0.0,1e-05,0.00987,0.031,1.443,0.006,3.178,0.0,0.0,0.00017,0.01239
74,0.017,1.379,0.016,3.138,0.0,0.0,1e-05,0.01186,0.029,1.108,0.012,3.051,0.0,0.0,0.00016,0.01007
75,0.017,1.32,0.015,3.258,0.0,0.0,2e-05,0.01204,0.026,1.037,0.011,2.896,0.0,0.0,0.00016,0.01002
76,0.017,1.275,0.014,3.511,0.0,0.0,2e-05,0.0113,0.026,1.143,0.009,3.067,0.0,0.0,0.00016,0.01071
77,0.015,1.412,0.017,3.334,0.0,0.0,2e-05,0.00943,0.024,0.947,0.008,2.737,0.0,0.0,0.00017,0.00956
78,0.014,1.543,0.023,3.518,0.0,0.0,1e-05,0.01087,0.024,1.672,0.01,2.863,0.0,0.0,0.00017,0.00917
79,0.015,1.816,0.021,3.658,0.0,0.0,1e-05,0.00983,0.024,1.603,0.01,2.727,0.0,0.0,0.00017,0.0091
80,0.014,1.887,0.014,3.281,0.0,0.0,2e-05,0.00995,0.022,1.961,0.009,2.987,0.0,0.0,0.00015,0.00942
81,0.011,1.917,0.018,4.258,0.0,0.0,2e-05,0.01003,0.022,2.18,0.01,3.196,0.0,0.0,0.00015,0.01174
82,0.01,1.895,0.017,4.324,0.0,0.0,2e-05,0.00996,0.021,2.247,0.01,3.196,0.0,0.0,0.00015,0.01238
83,0.01,1.895,0.017,5.162,0.0,0.0,3e-05,0.00979,0.021,2.144,0.01,2.712,0.0,0.0,0.00017,0.01234
84,0.01,1.894,0.015,4.878,0.0,0.0,3e-05,0.00985,0.021,2.162,0.01,2.757,0.0,0.0,0.00017,0.01229
85,0.011,1.624,0.014,4.305,0.0,0.0,2e-05,0.01023,0.022,2.119,0.008,3.477,0.0,0.0,0.00018,0.01259
86,0.011,1.664,0.018,4.429,0.0,0.0,2e-05,0.00995,0.022,2.173,0.008,3.796,0.0,0.0,0.00018,0.01266
87,0.009,1.615,0.017,4.497,0.0,0.0,2e-05,0.01035,0.023,2.466,0.008,4.026,0.0,0.0,0.00017,0.01208
88,0.009,1.478,0.018,3.924,0.0,0.0,2e-05,0.01028,0.023,2.427,0.008,4.303,0.0,0.0,0.00017,0.01027
89,0.008,1.454,0.02,3.706,0.0,0.0,2e-05,0.00816,0.023,2.209,0.008,4.303,0.0,0.0,0.00016,0.01031
90,0.008,1.517,0.018,3.706,0.0,0.0,2e-05,0.01044,0.024,1.987,0.008,3.999,0.0,0.0,0.00016,0.0105
91,0.008,1.404,0.022,3.894,0.0,0.0,2e-05,0.01092,0.022,1.966,0.008,4.109,0.0,0.0,0.00016,0.01026
92,0.008,1.442,0.024,4.107,0.0,0.0,2e-05,0.01124,0.02,1.766,0.01,4.13,0.0,0.0,0.00016,0.0111
93,0.005,1.564,0.022,4.366,0.0,0.0,2e-05,0.0112,0.012,1.778,0.017,4.25,0.0,0.0,0.00016,0.01113
94,0.005,1.885,0.021,4.77,0.0,0.0,2e-05,0.01062,0.012,1.91,0.021,4.508,0.0,0.0,0.00015,0.01108
95,0.005,1.936,0.021,5.0,0.0,0.0,2e-05,0.01062,0.01,1.705,0.017,4.487,0.0,0.0,0.00015,0.00923
96,0.004,1.845,0.022,4.97,0.0,0.0,0.0,0.00857,0.01,1.658,0.017,4.699,0.0,0.0,0.00015,0.00906
97,0.003,1.845,0.021,5.256,0.0,0.0,0.0,0.00852,0.01,1.733,0.019,5.129,0.0,0.0,0.00015,0.00866
98,0.001,1.601,0.022,5.107,0.0,0.0,0.0,0.00854,0.009,1.558,0.019,5.129,0.0,0.0,0.00015,0.00942
99,0.001,1.348,0.018,5.103,0.0,0.0,0.0,0.0084,0.009,1.76,0.021,4.642,0.0,0.0,0.00015,0.00841
100,0.0,1.443,0.016,4.118,0.0,0.0,0.0,0.00852,0.008,1.679,0.021,3.907,0.0,0.0,0.00015,0.00845
