Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,0.993,0.0,0.851,0.0,1.0,0.0,0.923,0.0,1.0,0.0,1.0,0.0,0.86952,0.0
1,0.409,2.134,0.714,5.109,0.307,4.535,0.0,5e-05,0.418,3.481,0.716,4.052,0.293,4.367,0.0,4e-05
2,0.281,4.574,0.595,5.735,0.187,3.738,0.0,3e-05,0.289,1.987,0.612,3.281,0.193,3.974,0.0,5e-05
3,0.203,3.238,0.501,4.394,0.134,2.29,0.0,5e-05,0.224,2.901,0.524,3.459,0.142,1.805,0.0,4e-05
4,0.156,3.55,0.466,5.006,0.098,2.309,0.0,5e-05,0.168,1.064,0.46,2.69,0.112,0.937,0.0,4e-05
5,0.138,3.403,0.405,4.294,0.086,1.869,0.0,6e-05,0.148,1.698,0.423,1.349,0.096,1.366,0.0,3e-05
6,0.113,2.982,0.369,2.454,0.073,2.117,0.0,4e-05,0.127,1.383,0.383,2.866,0.084,1.95,0.0,8e-05
7,0.103,1.758,0.341,2.843,0.067,1.386,0.0,9e-05,0.112,1.306,0.354,2.031,0.071,0.5,0.0,8e-05
8,0.093,1.609,0.319,3.309,0.056,1.653,0.0,6e-05,0.097,0.857,0.331,3.316,0.059,0.449,0.0,0.0001
9,0.086,1.158,0.301,2.54,0.052,1.146,0.0,5e-05,0.081,1.176,0.301,2.414,0.052,0.356,0.0,0.0001
10,0.08,1.034,0.294,4.405,0.049,0.804,0.0,8e-05,0.075,1.37,0.285,2.942,0.046,0.329,0.0,8e-05
11,0.076,1.291,0.266,2.726,0.046,0.879,0.0,4e-05,0.073,1.729,0.26,3.738,0.044,0.751,0.0,8e-05
12,0.069,1.317,0.257,3.733,0.038,0.691,0.0,2e-05,0.068,1.267,0.25,2.457,0.039,0.912,0.0,8e-05
13,0.061,1.202,0.245,3.739,0.037,0.545,0.0,3e-05,0.061,0.851,0.232,1.453,0.033,0.567,0.0,8e-05
14,0.058,1.057,0.237,2.38,0.036,0.392,0.0,7e-05,0.054,1.008,0.222,1.599,0.03,0.564,0.0,7e-05
15,0.052,1.212,0.228,2.086,0.031,0.614,0.0,8e-05,0.05,1.045,0.216,1.718,0.029,0.63,0.0,6e-05
16,0.049,0.823,0.224,2.079,0.03,0.35,0.0,0.0001,0.048,0.98,0.21,1.667,0.027,0.528,0.0,5e-05
17,0.046,0.822,0.205,2.721,0.027,0.511,0.0,7e-05,0.044,0.938,0.202,1.34,0.026,0.381,0.0,5e-05
18,0.042,0.961,0.199,2.47,0.024,0.561,0.0,4e-05,0.043,0.611,0.195,1.678,0.024,0.263,0.0,7e-05
19,0.041,0.634,0.189,1.73,0.023,0.553,0.0,5e-05,0.042,0.767,0.191,2.211,0.023,0.341,0.0,6e-05
20,0.036,0.506,0.187,1.623,0.021,0.337,0.0,4e-05,0.038,0.873,0.181,2.04,0.021,0.328,0.0,6e-05
21,0.035,0.386,0.184,1.895,0.02,0.336,0.0,6e-05,0.036,0.915,0.176,2.91,0.02,0.34,0.0,6e-05
22,0.034,0.238,0.174,3.131,0.02,0.278,0.0,5e-05,0.034,1.107,0.167,2.812,0.019,0.558,0.0,6e-05
23,0.033,0.368,0.172,3.738,0.02,0.41,0.0,5e-05,0.034,1.017,0.161,2.061,0.018,0.492,0.0,5e-05
24,0.032,0.556,0.161,2.907,0.019,0.509,0.0,5e-05,0.032,0.946,0.15,1.824,0.017,0.537,0.0,5e-05
25,0.03,0.609,0.147,3.407,0.018,0.43,0.0,3e-05,0.031,0.991,0.147,1.977,0.016,0.542,0.0,4e-05
26,0.028,0.767,0.145,3.083,0.016,0.55,0.0,2e-05,0.029,0.916,0.146,1.808,0.016,0.469,0.0,3e-05
27,0.027,0.695,0.144,2.154,0.015,0.438,0.0,3e-05,0.028,0.793,0.142,2.822,0.016,0.51,0.0,4e-05
28,0.025,0.691,0.142,3.005,0.015,0.491,0.0,4e-05,0.026,0.63,0.14,3.096,0.014,0.503,0.0,3e-05
29,0.024,0.623,0.136,3.718,0.014,0.586,0.0,6e-05,0.025,0.595,0.131,2.974,0.013,0.474,0.0,4e-05
30,0.023,0.607,0.123,3.776,0.014,0.538,0.0,6e-05,0.025,0.456,0.13,2.5,0.013,0.447,0.0,5e-05
31,0.022,0.598,0.117,3.308,0.013,0.457,0.0,8e-05,0.024,0.455,0.125,2.541,0.012,0.46,0.0,6e-05
32,0.022,0.78,0.117,3.837,0.013,0.457,0.0,9e-05,0.023,0.553,0.122,2.523,0.012,0.343,0.0,4e-05
33,0.021,0.683,0.116,3.313,0.013,0.382,0.0,7e-05,0.022,0.567,0.119,1.947,0.011,0.307,0.0,6e-05
34,0.021,0.7,0.114,3.253,0.012,0.406,0.0,7e-05,0.02,0.635,0.119,2.316,0.01,0.33,0.0,6e-05
35,0.02,0.643,0.112,2.299,0.011,0.337,0.0,6e-05,0.019,0.538,0.113,2.359,0.01,0.316,0.0,6e-05
36,0.02,0.638,0.109,2.714,0.011,0.383,0.0,7e-05,0.018,0.404,0.113,1.929,0.009,0.348,0.0,5e-05
37,0.019,0.624,0.101,2.823,0.01,0.395,0.0,7e-05,0.018,0.393,0.107,0.798,0.009,0.325,0.0,5e-05
38,0.019,0.93,0.104,3.574,0.01,0.347,0.0,6e-05,0.016,0.458,0.105,0.682,0.009,0.293,0.0,6e-05
39,0.018,0.848,0.101,3.15,0.009,0.332,0.0,7e-05,0.015,0.325,0.102,1.435,0.009,0.296,0.0,6e-05
40,0.017,0.754,0.099,3.157,0.009,0.287,0.0,6e-05,0.015,0.264,0.096,1.289,0.008,0.302,0.0,6e-05
41,0.016,0.693,0.094,3.284,0.009,0.224,0.0,6e-05,0.014,0.248,0.096,1.332,0.008,0.312,0.0,5e-05
42,0.016,0.693,0.091,2.803,0.009,0.209,0.0,9e-05,0.014,0.26,0.09,1.586,0.008,0.17,0.0,7e-05
43,0.016,0.628,0.085,2.172,0.008,0.21,0.0,9e-05,0.013,0.416,0.086,1.672,0.008,0.199,0.0,6e-05
44,0.015,0.594,0.083,2.815,0.008,0.214,0.0,0.00011,0.012,0.431,0.085,1.708,0.008,0.238,0.0,5e-05
45,0.015,0.624,0.083,2.742,0.008,0.181,0.0,0.00012,0.012,0.47,0.085,2.023,0.007,0.305,0.0,5e-05
46,0.014,0.676,0.073,2.834,0.007,0.116,0.0,0.00011,0.011,0.486,0.085,1.888,0.007,0.315,0.0,5e-05
47,0.014,0.676,0.077,3.376,0.007,0.116,0.0,0.00011,0.01,0.509,0.088,2.112,0.007,0.308,0.0,6e-05
48,0.013,0.517,0.065,3.981,0.007,0.086,0.0,0.00011,0.01,0.474,0.079,2.462,0.006,0.313,0.0,8e-05
49,0.012,0.556,0.062,4.609,0.007,0.067,0.0,9e-05,0.009,0.467,0.075,2.234,0.006,0.357,0.0,8e-05
50,0.012,0.514,0.06,4.771,0.006,0.078,0.0,9e-05,0.009,0.431,0.074,2.005,0.006,0.356,0.0,8e-05
51,0.011,0.509,0.058,4.138,0.006,0.13,0.0,0.00011,0.008,0.278,0.07,1.934,0.006,0.381,0.0,0.0001
52,0.011,0.492,0.058,3.174,0.006,0.157,0.0,9e-05,0.008,0.192,0.067,2.708,0.006,0.338,0.0,0.0001
53,0.011,0.484,0.057,4.459,0.006,0.171,0.0,0.00011,0.008,0.203,0.067,3.259,0.005,0.384,0.0,0.0001
54,0.011,0.428,0.058,4.003,0.006,0.152,0.0,0.00012,0.007,0.173,0.067,2.61,0.006,0.38,0.0,0.00011
55,0.01,0.414,0.057,3.428,0.005,0.167,0.0,0.00011,0.007,0.239,0.066,2.049,0.005,0.378,0.0,0.00011
56,0.009,0.332,0.057,2.935,0.005,0.116,0.0,0.00011,0.007,0.241,0.063,2.098,0.005,0.388,0.0,0.0001
57,0.009,0.317,0.057,2.685,0.005,0.133,0.0,0.00012,0.006,0.259,0.058,1.836,0.005,0.341,0.0,0.00011
58,0.009,0.291,0.054,2.497,0.004,0.155,0.0,0.00011,0.006,0.291,0.057,2.262,0.004,0.354,0.0,0.0001
59,0.009,0.28,0.054,2.497,0.004,0.125,0.0,0.00011,0.005,0.281,0.054,2.395,0.003,0.363,0.0,0.0001
60,0.009,0.35,0.052,3.271,0.004,0.142,0.0,0.00011,0.005,0.294,0.05,2.164,0.003,0.359,0.0,0.0001
61,0.008,0.336,0.052,3.16,0.004,0.139,0.0,0.0001,0.005,0.301,0.046,2.26,0.003,0.328,0.0,9e-05
62,0.007,0.248,0.051,2.648,0.003,0.126,0.0,0.00012,0.004,0.242,0.046,1.95,0.003,0.329,0.0,0.0001
63,0.007,0.287,0.05,2.688,0.003,0.136,0.0,0.00013,0.004,0.242,0.046,2.209,0.003,0.331,0.0,0.0001
64,0.006,0.249,0.048,2.688,0.003,0.168,0.0,0.00014,0.004,0.266,0.046,2.113,0.003,0.307,0.0,0.0001
65,0.006,0.296,0.048,3.014,0.003,0.154,0.0,0.00015,0.004,0.249,0.044,2.113,0.003,0.327,0.0,9e-05
66,0.006,0.242,0.047,2.694,0.003,0.15,0.0,0.00016,0.004,0.32,0.041,2.341,0.003,0.321,0.0,0.0001
67,0.006,0.183,0.046,2.929,0.003,0.144,0.0,0.00015,0.004,0.32,0.038,2.549,0.003,0.321,0.0,0.0001
68,0.006,0.179,0.046,2.268,0.003,0.131,0.0,0.00014,0.004,0.276,0.037,2.544,0.002,0.325,0.0,0.0001
69,0.006,0.131,0.045,1.98,0.002,0.129,0.0,0.00013,0.004,0.234,0.034,2.906,0.002,0.324,0.0,8e-05
