Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.798,0.0,0.984,0.0,0.772,0.0,0.92121,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,0.421,4.286,0.695,3.864,0.36,6.314,0.0,5e-05,0.454,5.964,0.711,6.076,0.394,6.704,0.0,4e-05
2,0.279,6.246,0.574,3.658,0.231,4.691,0.0,6e-05,0.305,6.64,0.589,4.968,0.264,6.034,0.0,4e-05
3,0.227,2.206,0.504,3.642,0.17,2.695,0.0,6e-05,0.232,5.419,0.525,8.465,0.188,4.315,0.0,6e-05
4,0.196,1.443,0.463,4.326,0.142,2.72,0.0,8e-05,0.195,6.364,0.47,8.241,0.151,1.25,0.0,4e-05
5,0.169,0.989,0.415,5.295,0.115,1.087,0.0,7e-05,0.172,4.05,0.421,5.146,0.126,1.913,0.0,5e-05
6,0.146,1.717,0.396,2.724,0.1,0.928,0.0,8e-05,0.148,4.268,0.384,4.018,0.102,2.479,0.0,7e-05
7,0.141,1.421,0.379,3.372,0.095,0.975,0.0,0.0001,0.128,3.238,0.348,2.513,0.086,1.625,0.0,7e-05
8,0.126,1.634,0.352,2.798,0.088,0.959,0.0,0.00011,0.113,3.323,0.325,1.562,0.072,1.215,0.0,6e-05
9,0.108,1.059,0.328,2.186,0.074,1.681,0.0,0.00013,0.101,2.476,0.297,2.627,0.069,0.796,0.0,5e-05
10,0.1,1.052,0.311,2.63,0.064,1.925,0.0,0.0001,0.089,1.406,0.289,2.174,0.059,0.925,0.0,6e-05
11,0.09,0.566,0.287,2.673,0.055,1.555,0.0,9e-05,0.082,0.679,0.276,1.832,0.052,0.649,0.0,5e-05
12,0.083,0.57,0.275,1.656,0.053,1.367,0.0,5e-05,0.075,0.783,0.267,3.317,0.049,1.018,0.0,4e-05
13,0.073,1.113,0.259,2.964,0.047,1.172,0.0,9e-05,0.069,0.517,0.249,2.223,0.042,0.852,0.0,9e-05
14,0.067,0.823,0.252,2.348,0.043,1.249,0.0,6e-05,0.065,0.72,0.245,2.691,0.039,0.593,0.0,9e-05
15,0.062,1.367,0.232,2.453,0.04,1.019,0.0,8e-05,0.062,0.587,0.233,3.96,0.037,0.698,0.0,8e-05
16,0.056,1.55,0.216,3.502,0.038,0.898,0.0,6e-05,0.057,0.85,0.218,2.589,0.035,0.573,0.0,5e-05
17,0.052,1.722,0.211,3.572,0.036,0.917,0.0,7e-05,0.054,0.655,0.202,2.208,0.032,0.571,0.0,4e-05
18,0.05,1.634,0.2,3.234,0.034,0.74,0.0,0.0001,0.052,0.951,0.183,3.268,0.03,0.622,0.0,5e-05
19,0.046,1.364,0.192,2.813,0.03,0.764,0.0,9e-05,0.047,0.918,0.175,2.983,0.03,0.72,0.0,7e-05
20,0.044,1.282,0.175,4.408,0.029,0.55,0.0,0.0001,0.045,0.655,0.175,2.188,0.027,0.693,0.0,8e-05
21,0.042,1.382,0.169,4.933,0.026,0.756,0.0,9e-05,0.042,0.942,0.168,1.777,0.025,0.719,0.0,8e-05
22,0.041,1.388,0.166,4.996,0.025,0.798,0.0,8e-05,0.039,0.926,0.165,1.912,0.025,0.391,0.0,8e-05
23,0.038,1.404,0.167,4.612,0.024,0.832,0.0,0.0001,0.039,1.184,0.162,1.902,0.024,0.353,0.0,7e-05
24,0.036,0.971,0.157,4.035,0.024,0.711,0.0,0.0001,0.037,1.06,0.155,2.735,0.022,0.264,0.0,6e-05
25,0.034,1.032,0.155,3.156,0.022,0.646,0.0,8e-05,0.034,1.046,0.143,2.297,0.021,0.337,0.0,9e-05
26,0.032,0.925,0.147,2.152,0.02,0.629,0.0,8e-05,0.033,0.793,0.138,3.32,0.02,0.245,0.0,8e-05
27,0.03,0.921,0.144,0.846,0.02,0.614,0.0,9e-05,0.032,0.662,0.13,2.923,0.019,0.323,0.0,7e-05
28,0.028,0.884,0.14,1.587,0.019,0.647,0.0,7e-05,0.03,0.554,0.126,2.62,0.019,0.378,0.0,8e-05
29,0.027,0.872,0.137,1.493,0.019,0.67,0.0,8e-05,0.029,0.33,0.124,2.559,0.017,0.353,0.0,7e-05
30,0.025,0.895,0.132,2.419,0.018,0.623,0.0,0.00012,0.028,0.314,0.12,2.985,0.017,0.24,0.0,8e-05
31,0.024,0.882,0.124,1.493,0.017,0.721,0.0,0.00011,0.027,0.468,0.12,2.803,0.017,0.278,0.0,9e-05
32,0.023,0.841,0.121,1.151,0.017,0.613,0.0,0.0001,0.025,0.489,0.116,2.987,0.016,0.374,0.0,8e-05
33,0.022,0.78,0.117,0.964,0.015,0.424,0.0,0.00011,0.024,0.456,0.115,2.604,0.015,0.433,0.0,8e-05
34,0.021,0.484,0.11,1.194,0.015,0.434,0.0,0.00012,0.023,0.355,0.116,2.579,0.015,0.4,0.0,0.0001
35,0.021,0.499,0.108,0.871,0.014,0.359,0.0,8e-05,0.023,0.389,0.112,2.569,0.015,0.485,0.0,9e-05
36,0.021,0.477,0.105,1.937,0.014,0.314,0.0,0.0001,0.021,0.453,0.111,2.064,0.013,0.492,0.0,9e-05
