Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.807,0.0,0.865,0.0,0.792,0.0,0.9423,0.0
1,0.392,5.829,0.602,4.12,0.345,3.47,0.0,4e-05,0.416,3.118,0.619,4.516,0.404,7.033,0.0,3e-05
2,0.28,4.904,0.506,4.047,0.223,2.077,0.0,4e-05,0.302,3.716,0.492,4.386,0.247,1.848,0.0,4e-05
3,0.224,4.516,0.439,3.811,0.171,1.924,0.0,5e-05,0.225,4.653,0.426,2.483,0.184,2.248,0.0,6e-05
4,0.179,2.44,0.388,1.831,0.145,2.115,0.0,5e-05,0.186,1.476,0.382,1.306,0.143,1.895,0.0,7e-05
5,0.152,2.364,0.355,1.648,0.123,1.314,0.0,4e-05,0.154,1.669,0.343,3.157,0.119,1.329,0.0,8e-05
6,0.127,1.643,0.32,1.951,0.107,1.084,0.0,5e-05,0.138,1.107,0.319,3.331,0.104,1.955,0.0,8e-05
7,0.11,1.903,0.307,1.66,0.09,1.564,0.0,0.00012,0.118,0.973,0.305,3.431,0.089,1.4,0.0,0.00011
8,0.102,0.353,0.281,1.733,0.078,1.776,0.0,9e-05,0.106,1.491,0.298,2.809,0.073,1.029,0.0,0.00012
9,0.091,0.966,0.272,1.718,0.068,1.092,0.0,0.0001,0.1,2.419,0.275,1.491,0.069,1.041,0.0,0.00012
10,0.082,0.969,0.255,2.551,0.058,1.325,0.0,8e-05,0.082,2.104,0.259,2.031,0.063,0.974,0.0,0.00012
11,0.076,0.778,0.24,3.039,0.053,0.839,0.0,0.00012,0.07,1.016,0.25,3.061,0.059,1.723,0.0,0.00013
12,0.072,0.698,0.224,1.925,0.049,0.843,0.0,0.00011,0.065,0.751,0.226,2.657,0.055,1.251,0.0,0.00015
13,0.065,0.948,0.213,2.196,0.045,0.685,0.0,0.0001,0.062,0.806,0.213,2.323,0.049,1.637,0.0,0.00012
14,0.06,1.267,0.207,2.211,0.042,0.822,0.0,0.0001,0.056,1.066,0.204,3.296,0.047,1.514,0.0,0.00013
15,0.052,1.165,0.198,1.635,0.038,0.693,0.0,0.0001,0.053,1.153,0.196,2.968,0.044,1.564,0.0,0.00014
16,0.049,0.697,0.189,1.248,0.037,0.7,0.0,0.0001,0.052,1.552,0.19,2.886,0.038,1.567,0.0,0.00016
17,0.046,0.374,0.177,1.601,0.034,0.472,0.0,0.00011,0.051,1.624,0.187,2.977,0.034,1.43,0.0,0.00016
18,0.044,0.749,0.166,1.728,0.034,0.614,0.0,0.00011,0.046,1.525,0.177,2.948,0.031,1.297,0.0,0.00017
19,0.042,1.01,0.16,2.237,0.031,0.646,0.0,0.00014,0.043,1.328,0.172,2.163,0.028,1.1,0.0,0.00016
20,0.039,0.459,0.154,1.655,0.029,0.741,0.0,0.00012,0.041,1.282,0.164,2.181,0.028,0.886,0.0,0.00015
21,0.035,0.467,0.15,1.272,0.027,0.69,0.0,0.00012,0.041,1.227,0.16,1.291,0.027,0.927,0.0,0.00016
