Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,0.229,0.0,1.0,0.0,0.693,0.0,0.97,0.0,0.826,0.0,0.68436,0.0
1,0.769,4.289,0.8,6.71,0.0,39.674,0.00258,0.01346,0.561,1.806,0.778,2.633,0.52,43.266,0.00183,0.00851
2,0.651,5.581,0.649,4.809,0.313,68.038,0.00233,0.01949,0.518,3.321,0.673,9.3,0.664,46.272,0.00172,0.00635
3,0.558,10.631,0.508,6.281,0.834,81.506,0.00193,0.01861,0.463,2.904,0.613,10.208,0.653,57.805,0.00155,0.01449
4,0.48,11.217,0.484,10.047,0.819,63.52,0.00183,0.02166,0.423,5.076,0.531,9.424,0.835,34.886,0.00143,0.00749
5,0.368,20.342,0.426,10.996,0.767,39.393,0.00173,0.03484,0.409,4.91,0.478,9.806,0.995,29.288,0.00131,0.01324
6,0.309,9.665,0.409,6.285,0.643,24.961,0.00143,0.03694,0.349,4.029,0.507,13.012,0.97,52.068,0.00112,0.01876
7,0.229,4.375,0.363,5.81,0.747,51.03,0.00125,0.02317,0.328,5.577,0.459,11.095,0.897,43.138,0.00102,0.01467
8,0.202,7.999,0.334,6.478,1.0,53.217,0.00105,0.02582,0.272,4.46,0.423,13.713,0.742,55.918,0.00095,0.01672
9,0.18,2.57,0.313,3.922,0.941,59.847,0.00099,0.01887,0.236,3.884,0.434,12.458,0.882,47.678,0.00087,0.01119
10,0.157,6.268,0.323,9.607,0.764,82.155,0.00084,0.02822,0.211,5.386,0.406,8.581,0.882,65.866,0.00079,0.01173
11,0.14,3.948,0.282,7.204,0.603,48.236,0.00072,0.02377,0.192,3.277,0.379,7.071,0.688,90.65,0.00073,0.01478
12,0.123,3.625,0.28,6.012,0.766,65.152,0.00064,0.02474,0.168,5.845,0.383,10.177,0.331,122.381,0.00069,0.01513
13,0.113,6.309,0.253,5.036,0.896,42.479,0.00059,0.01991,0.162,4.974,0.364,6.034,0.619,95.744,0.0006,0.01267
14,0.109,4.631,0.238,4.151,0.865,57.493,0.00054,0.0296,0.145,2.923,0.337,8.178,0.476,71.067,0.00051,0.01877
15,0.1,3.467,0.234,5.93,0.96,45.844,0.00051,0.02772,0.13,2.571,0.333,6.315,0.388,70.518,0.00045,0.0254
16,0.087,3.648,0.246,7.033,0.7,67.139,0.00045,0.03241,0.116,2.413,0.3,9.116,0.737,76.915,0.00041,0.01882
17,0.081,2.177,0.238,4.735,0.549,47.814,0.00042,0.03317,0.112,2.326,0.31,9.024,0.868,94.008,0.00039,0.01669
18,0.076,2.332,0.237,3.349,0.788,42.263,0.0004,0.02709,0.103,2.744,0.279,7.298,0.777,65.388,0.00034,0.01694
19,0.079,3.506,0.224,3.803,0.731,54.681,0.00038,0.02652,0.103,2.626,0.272,10.444,0.783,91.65,0.0003,0.01867
20,0.08,3.176,0.201,3.448,0.558,55.385,0.00029,0.03307,0.088,2.712,0.254,7.517,0.579,91.344,0.0003,0.02301
21,0.078,3.559,0.192,5.745,0.637,45.154,0.00027,0.03992,0.086,3.371,0.253,5.402,0.629,86.48,0.00027,0.01667
22,0.075,2.714,0.196,3.37,0.53,26.474,0.0003,0.0315,0.073,1.748,0.252,3.523,0.562,59.492,0.00022,0.02016
23,0.067,3.593,0.204,4.961,0.458,28.237,0.00025,0.03893,0.067,1.775,0.249,5.608,0.605,50.331,0.00019,0.01856
24,0.063,4.02,0.194,3.078,0.465,34.575,0.00022,0.043,0.071,1.465,0.25,5.266,0.357,66.069,0.00018,0.01621
25,0.059,3.831,0.191,6.108,0.432,35.455,0.00022,0.04754,0.063,1.658,0.252,6.504,0.453,59.52,0.00016,0.01411
26,0.058,4.039,0.184,5.413,0.478,28.948,0.00022,0.04629,0.065,3.059,0.241,9.418,0.429,48.111,0.00017,0.01296
27,0.06,3.421,0.172,4.105,0.488,26.11,0.00022,0.04859,0.058,2.778,0.206,10.613,0.448,51.221,0.00015,0.00692
28,0.057,2.72,0.149,5.417,0.46,20.691,0.00022,0.03683,0.05,2.369,0.224,11.085,0.491,53.476,0.00014,0.01
29,0.048,2.649,0.159,4.559,0.52,25.82,0.00021,0.02443,0.048,2.596,0.238,13.428,0.335,53.5,0.00013,0.00467
30,0.045,1.404,0.138,3.566,0.657,34.164,0.00015,0.02622,0.045,2.469,0.211,13.342,0.521,68.655,0.00012,0.00501
31,0.039,1.294,0.136,6.225,0.46,39.954,0.00016,0.025,0.045,3.39,0.22,14.117,0.376,40.536,0.00011,0.00572
32,0.036,2.438,0.143,5.658,0.57,26.612,0.00016,0.02661,0.046,3.194,0.202,11.561,0.403,56.653,0.00012,0.00632
33,0.047,2.94,0.15,6.731,0.673,52.381,0.00014,0.02174,0.035,2.462,0.18,10.022,0.44,50.534,0.00012,0.00699
34,0.042,3.111,0.147,4.706,0.53,20.015,0.00012,0.0237,0.032,2.382,0.183,12.174,0.452,74.328,9e-05,0.00676
35,0.044,3.637,0.133,7.52,0.431,62.539,4e-05,0.02283,0.026,2.204,0.175,9.218,0.494,46.702,9e-05,0.00689
36,0.04,3.182,0.143,6.539,0.587,98.87,6e-05,0.02103,0.032,2.344,0.157,8.339,0.427,41.505,8e-05,0.00791
37,0.038,3.028,0.139,6.577,0.658,96.701,6e-05,0.02199,0.032,2.471,0.151,10.14,0.484,20.636,7e-05,0.00955
38,0.027,2.761,0.133,6.112,0.61,97.693,5e-05,0.02234,0.038,2.757,0.143,9.767,0.588,47.322,7e-05,0.00861
39,0.027,3.024,0.123,8.279,0.67,105.816,5e-05,0.02247,0.036,2.836,0.145,7.838,0.44,24.608,9e-05,0.00973
40,0.028,2.273,0.133,6.546,0.55,104.251,4e-05,0.02145,0.036,3.116,0.135,6.934,0.42,42.063,8e-05,0.00745
41,0.03,2.773,0.11,5.328,0.655,73.282,4e-05,0.02091,0.037,2.631,0.133,2.525,0.534,37.828,8e-05,0.00813
42,0.024,2.718,0.1,4.99,0.664,97.382,4e-05,0.02034,0.038,2.542,0.122,4.351,0.435,26.807,8e-05,0.00633
43,0.024,2.356,0.095,2.473,0.562,92.324,4e-05,0.02335,0.038,2.434,0.121,3.894,0.5,24.027,7e-05,0.00736
44,0.023,2.358,0.088,7.789,0.547,78.529,3e-05,0.02347,0.034,2.99,0.125,4.44,0.55,19.017,7e-05,0.01046
45,0.022,2.481,0.085,6.42,0.581,61.851,3e-05,0.02361,0.031,2.526,0.119,3.982,0.449,32.702,7e-05,0.01102
46,0.028,2.469,0.068,4.583,0.496,55.428,3e-05,0.0236,0.036,2.835,0.118,4.179,0.557,29.711,7e-05,0.01063
47,0.026,3.081,0.074,4.818,0.522,67.99,2e-05,0.02655,0.034,3.066,0.111,4.663,0.494,50.139,9e-05,0.01109
48,0.026,2.514,0.087,7.76,0.591,75.42,1e-05,0.0213,0.032,2.801,0.092,4.773,0.57,53.78,9e-05,0.01112
49,0.021,1.842,0.087,5.377,0.512,91.772,1e-05,0.0231,0.035,2.658,0.103,5.995,0.642,60.182,9e-05,0.01143
50,0.02,1.814,0.07,4.252,0.453,77.728,1e-05,0.02314,0.034,2.617,0.086,7.092,0.615,66.681,9e-05,0.01093
51,0.016,2.211,0.08,3.196,0.456,64.803,1e-05,0.02353,0.033,2.108,0.089,5.998,0.629,53.108,8e-05,0.01148
52,0.016,2.264,0.077,5.16,0.497,70.195,1e-05,0.02348,0.033,3.071,0.092,7.313,0.585,71.462,8e-05,0.01271
53,0.017,2.797,0.073,6.171,0.555,66.785,3e-05,0.02343,0.031,1.004,0.098,9.368,0.436,69.209,6e-05,0.01143
54,0.017,2.498,0.072,4.988,0.541,55.542,3e-05,0.02031,0.029,1.595,0.087,9.152,0.565,69.784,5e-05,0.01187
55,0.014,2.564,0.079,4.668,0.455,64.237,2e-05,0.02026,0.031,1.901,0.077,9.767,0.51,49.042,5e-05,0.00933
56,0.012,2.717,0.091,6.266,0.404,63.896,5e-05,0.01752,0.028,2.518,0.089,8.966,0.565,45.775,4e-05,0.00955
57,0.009,2.681,0.099,7.057,0.357,41.261,6e-05,0.01694,0.028,2.574,0.075,8.187,0.591,36.454,4e-05,0.01146
58,0.01,2.892,0.092,5.255,0.394,35.478,4e-05,0.01901,0.031,2.221,0.067,7.82,0.57,30.967,6e-05,0.01151
59,0.011,3.336,0.079,5.731,0.313,37.858,5e-05,0.01899,0.029,0.751,0.076,7.994,0.585,65.297,7e-05,0.0123
60,0.007,3.094,0.089,7.023,0.414,42.167,3e-05,0.01547,0.027,1.087,0.073,7.819,0.524,71.605,7e-05,0.01237
61,0.012,3.019,0.067,4.955,0.369,49.713,3e-05,0.01564,0.028,1.776,0.051,8.557,0.566,43.466,8e-05,0.01331
62,0.014,3.303,0.059,6.148,0.274,51.552,2e-05,0.01638,0.029,2.366,0.071,6.713,0.446,79.74,8e-05,0.01332
63,0.014,3.543,0.053,3.487,0.386,42.062,2e-05,0.01871,0.028,2.167,0.059,7.654,0.336,56.175,8e-05,0.01169
64,0.017,3.601,0.048,4.753,0.416,41.688,2e-05,0.01867,0.025,2.027,0.063,6.682,0.348,60.184,8e-05,0.0112
65,0.016,2.724,0.045,5.016,0.644,30.831,2e-05,0.01733,0.027,1.347,0.07,7.23,0.332,45.561,7e-05,0.01144
