Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,0.975,0.0,0.88245,0.0,0.849,0.0,0.902,0.0,1.0,0.0,1.0,0.0
1,0.499,11.409,0.63,3.767,0.406,3.432,0.0,5e-05,0.456,4.371,0.607,2.357,0.388,4.615,0.0,5e-05
2,0.306,5.847,0.516,2.076,0.258,2.814,0.0,6e-05,0.319,2.682,0.509,3.088,0.252,3.554,0.0,3e-05
3,0.247,6.623,0.45,5.647,0.189,3.765,0.0,0.00016,0.241,2.328,0.431,2.391,0.188,1.14,0.0,4e-05
4,0.211,6.45,0.411,5.214,0.145,3.672,0.0,0.00019,0.187,1.927,0.386,3.17,0.142,2.776,0.0,7e-05
5,0.181,6.202,0.38,4.899,0.12,3.562,0.0,0.00021,0.156,1.814,0.345,3.94,0.117,3.359,0.0,3e-05
6,0.138,3.962,0.359,4.852,0.096,3.657,0.0,0.00025,0.132,1.128,0.324,2.315,0.095,2.316,0.0,7e-05
7,0.124,3.591,0.332,5.597,0.085,3.023,0.0,0.00024,0.12,1.083,0.296,2.43,0.084,2.947,0.0,0.0001
8,0.11,4.357,0.304,4.531,0.077,2.554,0.0,0.00022,0.108,1.473,0.278,1.528,0.078,1.948,0.0,9e-05
9,0.104,2.102,0.291,3.297,0.071,2.331,0.0,0.0002,0.096,0.807,0.261,1.345,0.071,1.542,0.0,0.00011
10,0.093,2.238,0.272,3.257,0.061,2.511,0.0,0.00021,0.088,0.955,0.252,1.967,0.064,1.456,0.0,0.00012
11,0.089,2.001,0.258,3.143,0.055,2.342,0.0,0.0002,0.076,1.037,0.239,1.83,0.052,1.48,0.0,0.00012
12,0.081,1.161,0.251,2.496,0.05,2.141,0.0,0.0002,0.072,0.667,0.223,0.664,0.048,1.144,0.0,0.00012
13,0.074,0.978,0.241,2.977,0.047,1.642,0.0,0.00019,0.063,0.793,0.21,0.964,0.043,1.037,0.0,8e-05
14,0.067,1.555,0.232,2.557,0.043,1.533,0.0,0.00021,0.059,0.614,0.201,0.888,0.043,0.753,0.0,9e-05
15,0.062,1.851,0.224,2.446,0.042,1.174,0.0,0.00019,0.055,1.035,0.197,1.763,0.04,0.809,0.0,0.0001
16,0.058,1.468,0.208,1.665,0.038,0.732,0.0,0.00018,0.052,1.209,0.193,1.132,0.037,0.577,0.0,9e-05
17,0.053,1.441,0.206,3.49,0.034,0.409,0.0,0.0002,0.048,1.276,0.18,1.672,0.036,0.456,0.0,7e-05
18,0.051,0.847,0.199,3.713,0.033,0.303,0.0,0.00022,0.047,1.619,0.173,2.816,0.034,0.865,0.0,5e-05
19,0.05,0.948,0.195,4.611,0.031,0.421,0.0,0.00023,0.045,1.355,0.171,3.006,0.033,0.798,0.0,6e-05
20,0.047,1.454,0.176,3.133,0.028,0.416,0.0,0.00022,0.044,1.248,0.155,2.651,0.031,0.794,0.0,7e-05
21,0.042,1.366,0.164,2.574,0.026,0.715,0.0,0.00022,0.04,1.137,0.154,2.556,0.029,0.667,0.0,7e-05
22,0.041,1.473,0.156,2.39,0.024,0.809,0.0,0.0002,0.038,1.368,0.153,3.085,0.028,0.909,0.0,6e-05
23,0.041,1.004,0.146,3.121,0.023,0.587,0.0,0.0002,0.038,1.372,0.148,3.148,0.027,0.831,0.0,8e-05
24,0.039,0.904,0.142,3.758,0.022,0.692,0.0,0.00024,0.037,1.319,0.143,3.65,0.026,0.777,0.0,6e-05
25,0.037,0.973,0.138,3.62,0.022,0.724,0.0,0.00026,0.032,1.068,0.135,2.967,0.023,0.672,0.0,7e-05
26,0.035,0.99,0.129,3.08,0.021,0.562,0.0,0.00024,0.031,1.107,0.129,3.081,0.02,0.71,0.0,5e-05
27,0.034,0.829,0.126,2.843,0.019,0.62,0.0,0.00024,0.028,1.122,0.123,3.074,0.019,0.731,0.0,7e-05
28,0.033,0.947,0.124,2.364,0.019,0.502,0.0,0.00023,0.026,0.919,0.113,3.723,0.019,0.64,0.0,7e-05
29,0.03,0.966,0.123,2.353,0.018,0.535,0.0,0.00025,0.025,0.884,0.108,3.791,0.019,0.584,0.0,8e-05
30,0.03,0.81,0.115,2.57,0.017,0.376,0.0,0.00028,0.025,0.718,0.103,3.23,0.018,0.488,0.0,0.0001
31,0.029,0.815,0.115,2.314,0.016,0.365,0.0,0.00027,0.024,0.755,0.102,2.973,0.017,0.498,0.0,0.00011
32,0.028,0.764,0.113,2.001,0.016,0.337,0.0,0.00029,0.024,0.515,0.1,2.55,0.016,0.293,0.0,0.00011
33,0.026,0.74,0.111,1.72,0.016,0.318,0.0,0.00029,0.022,0.386,0.098,2.09,0.016,0.266,0.0,0.00011
34,0.025,0.59,0.108,1.632,0.014,0.386,0.0,0.00028,0.021,0.338,0.096,2.171,0.014,0.418,0.0,0.00011
35,0.024,0.57,0.102,1.472,0.014,0.39,0.0,0.00028,0.02,0.46,0.095,2.582,0.014,0.539,0.0,0.0001
36,0.023,0.347,0.098,1.752,0.014,0.339,0.0,0.00029,0.019,0.476,0.095,2.564,0.013,0.528,0.0,0.00011
37,0.021,0.336,0.093,1.836,0.013,0.271,0.0,0.00029,0.019,0.434,0.095,3.043,0.012,0.457,0.0,9e-05
38,0.02,0.179,0.086,2.102,0.012,0.374,0.0,0.00027,0.018,0.522,0.091,2.534,0.012,0.413,0.0,0.0001
39,0.019,0.236,0.086,1.914,0.011,0.309,0.0,0.00025,0.017,0.433,0.082,2.404,0.011,0.334,0.0,0.0001
40,0.018,0.328,0.085,1.914,0.011,0.325,0.0,0.00025,0.017,0.433,0.078,2.14,0.01,0.215,0.0,8e-05
41,0.017,0.445,0.083,0.996,0.01,0.21,0.0,0.00027,0.016,0.445,0.078,2.026,0.01,0.317,0.0,9e-05
42,0.016,0.4,0.08,1.017,0.01,0.167,0.0,0.00026,0.016,0.393,0.076,1.764,0.009,0.257,0.0,9e-05
43,0.015,0.201,0.08,1.087,0.01,0.222,0.0,0.00026,0.016,0.475,0.073,1.881,0.009,0.266,0.0,9e-05
44,0.014,0.245,0.075,1.193,0.01,0.145,0.0,0.00027,0.015,0.384,0.072,1.798,0.009,0.242,0.0,9e-05
45,0.014,0.126,0.071,0.83,0.01,0.211,0.0,0.00027,0.014,0.227,0.069,1.895,0.008,0.171,0.0,8e-05
46,0.013,0.197,0.07,0.666,0.009,0.212,0.0,0.00026,0.013,0.26,0.069,1.577,0.008,0.171,0.0,9e-05
47,0.013,0.213,0.071,1.087,0.009,0.125,0.0,0.00027,0.012,0.213,0.067,1.389,0.007,0.207,0.0,8e-05
48,0.012,0.267,0.063,1.404,0.008,0.166,0.0,0.00028,0.012,0.28,0.062,1.318,0.007,0.233,0.0,9e-05
49,0.012,0.271,0.061,1.185,0.008,0.135,0.0,0.00029,0.011,0.378,0.061,1.485,0.006,0.272,0.0,9e-05
50,0.011,0.231,0.059,1.38,0.007,0.117,0.0,0.00028,0.011,0.343,0.061,1.306,0.006,0.229,0.0,9e-05
51,0.011,0.275,0.058,1.552,0.007,0.114,0.0,0.00028,0.011,0.305,0.06,1.709,0.006,0.187,0.0,0.0001
52,0.011,0.317,0.057,1.64,0.007,0.116,0.0,0.00025,0.011,0.27,0.058,1.353,0.006,0.211,0.0,8e-05
