Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.829,0.0,0.885,0.0,0.847,0.0,0.81678,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,0.442,4.888,0.666,5.311,0.378,6.893,0.0,5e-05,0.399,6.462,0.612,4.946,0.309,1.962,0.0,4e-05
2,0.298,3.08,0.545,2.644,0.243,2.372,0.0,0.0001,0.283,3.542,0.51,3.838,0.192,1.932,0.0,2e-05
3,0.218,3.156,0.456,3.812,0.17,3.017,0.0,8e-05,0.202,2.564,0.447,2.005,0.139,2.767,0.0,3e-05
4,0.185,3.117,0.422,2.883,0.13,2.278,0.0,0.00012,0.171,2.052,0.402,3.108,0.117,2.362,0.0,7e-05
5,0.155,2.849,0.388,2.604,0.113,1.315,0.0,0.00016,0.141,1.866,0.369,2.409,0.099,2.683,0.0,9e-05
6,0.136,2.36,0.364,4.419,0.102,1.645,0.0,0.00015,0.13,2.103,0.337,2.481,0.085,1.955,0.0,7e-05
7,0.118,2.654,0.328,5.362,0.076,2.904,0.0,0.00015,0.112,2.179,0.319,1.494,0.071,1.53,0.0,0.0001
8,0.105,2.664,0.315,3.91,0.066,1.779,0.0,0.00016,0.104,1.741,0.293,1.331,0.063,1.482,0.0,0.00012
9,0.096,2.747,0.296,4.459,0.058,1.095,0.0,0.00014,0.089,2.114,0.266,2.265,0.057,0.824,0.0,0.0001
10,0.09,2.583,0.282,5.551,0.053,0.923,0.0,0.00013,0.084,1.678,0.249,2.291,0.051,1.019,0.0,0.00013
11,0.085,1.525,0.264,4.701,0.049,0.548,0.0,9e-05,0.075,1.549,0.244,1.775,0.047,0.86,0.0,0.00011
12,0.076,1.195,0.253,4.469,0.046,0.6,0.0,9e-05,0.067,1.061,0.237,2.511,0.044,0.565,0.0,0.00014
13,0.072,1.12,0.237,5.294,0.044,0.667,0.0,9e-05,0.064,1.02,0.226,3.007,0.04,0.726,0.0,0.00011
14,0.064,0.895,0.222,3.662,0.04,0.705,0.0,0.00011,0.06,1.197,0.218,2.023,0.038,0.658,0.0,0.00012
15,0.062,0.936,0.213,4.329,0.037,0.75,0.0,0.00013,0.059,1.105,0.201,2.332,0.036,0.464,0.0,0.00011
16,0.058,0.971,0.204,3.81,0.033,0.984,0.0,0.00015,0.054,1.317,0.196,2.597,0.033,0.613,0.0,0.0001
17,0.053,1.084,0.19,3.72,0.03,0.838,0.0,8e-05,0.051,1.235,0.182,2.704,0.031,0.666,0.0,0.00013
18,0.05,0.472,0.188,4.2,0.029,0.971,0.0,0.00011,0.046,1.124,0.18,1.861,0.029,0.585,0.0,0.00017
19,0.049,0.893,0.174,3.341,0.028,0.78,0.0,0.0001,0.043,0.726,0.174,1.506,0.027,0.307,0.0,0.00013
20,0.045,1.002,0.165,2.926,0.025,0.661,0.0,0.0001,0.04,0.752,0.171,1.574,0.026,0.508,0.0,0.00012
21,0.043,0.765,0.161,2.875,0.024,0.509,0.0,9e-05,0.039,0.624,0.165,1.357,0.025,0.693,0.0,0.00011
22,0.041,0.665,0.153,3.147,0.022,0.596,0.0,0.00011,0.037,0.636,0.155,1.05,0.023,0.63,0.0,0.00011
23,0.04,0.538,0.149,3.233,0.022,0.585,0.0,0.00012,0.033,0.774,0.152,1.907,0.022,0.559,0.0,0.00017
24,0.038,0.586,0.145,3.404,0.021,0.593,0.0,0.00013,0.033,0.689,0.144,1.789,0.021,0.602,0.0,0.00015
25,0.037,0.608,0.138,2.889,0.02,0.638,0.0,0.00012,0.029,0.635,0.132,2.084,0.018,0.494,0.0,0.00015
