Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.847,0.0,0.93,0.0,0.84,0.0,0.82899,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,0.468,8.157,0.694,6.701,0.383,6.682,0.0,4e-05,0.437,6.818,0.685,7.028,0.384,6.896,0.0,6e-05
2,0.31,5.916,0.542,6.389,0.243,4.28,0.0,7e-05,0.326,5.717,0.561,3.23,0.249,4.086,0.0,6e-05
3,0.241,3.09,0.462,5.481,0.187,4.142,0.0,0.00016,0.247,4.257,0.496,2.684,0.177,4.259,0.0,7e-05
4,0.196,1.396,0.435,3.12,0.142,2.15,0.0,0.00012,0.213,4.673,0.453,4.729,0.149,3.367,0.0,5e-05
5,0.163,2.113,0.402,2.303,0.119,2.119,0.0,0.00015,0.179,3.271,0.407,5.637,0.12,3.401,0.0,7e-05
6,0.139,2.235,0.372,2.441,0.099,2.909,0.0,0.00015,0.154,2.795,0.361,5.29,0.098,2.063,0.0,6e-05
7,0.122,1.3,0.349,2.264,0.084,1.334,0.0,0.00015,0.127,2.429,0.329,3.763,0.08,1.797,0.0,8e-05
8,0.107,1.032,0.316,4.343,0.071,1.107,0.0,0.00017,0.113,1.871,0.307,3.625,0.07,2.088,0.0,0.00012
9,0.099,1.755,0.298,3.053,0.062,1.318,0.0,0.00016,0.099,2.416,0.289,4.422,0.066,1.426,0.0,0.0001
10,0.092,1.546,0.267,5.148,0.052,1.346,0.0,0.00022,0.09,1.754,0.27,4.037,0.057,1.039,0.0,9e-05
11,0.082,2.37,0.264,4.959,0.048,1.567,0.0,0.00027,0.086,1.571,0.253,2.955,0.053,0.369,0.0,0.0001
12,0.072,2.425,0.258,5.614,0.047,1.098,0.0,0.00029,0.08,1.284,0.245,3.299,0.048,0.405,0.0,9e-05
13,0.065,2.427,0.227,3.741,0.044,1.281,0.0,0.00029,0.072,1.056,0.226,3.955,0.044,0.398,0.0,7e-05
14,0.057,1.93,0.219,4.533,0.041,1.345,0.0,0.00024,0.066,1.112,0.211,3.038,0.041,0.468,0.0,5e-05
15,0.056,1.621,0.212,3.445,0.037,1.254,0.0,0.00029,0.062,1.022,0.198,4.009,0.039,0.542,0.0,6e-05
16,0.052,1.546,0.209,3.705,0.035,1.092,0.0,0.00029,0.059,1.046,0.19,3.718,0.038,0.579,0.0,9e-05
17,0.051,1.685,0.198,4.721,0.033,1.125,0.0,0.00017,0.054,0.473,0.185,3.393,0.036,0.645,0.0,0.0001
18,0.047,1.438,0.2,4.268,0.032,0.89,0.0,0.00022,0.053,0.764,0.183,2.514,0.032,0.606,0.0,7e-05
19,0.045,1.24,0.18,4.663,0.029,0.812,0.0,0.0002,0.044,0.819,0.171,2.472,0.03,0.49,0.0,8e-05
20,0.041,1.033,0.175,5.013,0.028,0.772,0.0,0.00018,0.044,0.66,0.167,2.861,0.028,0.484,0.0,0.0001
21,0.04,1.035,0.161,4.159,0.027,0.651,0.0,0.0002,0.041,0.515,0.16,2.825,0.027,0.404,0.0,0.0001
22,0.035,0.566,0.153,3.654,0.024,0.502,0.0,0.00023,0.038,0.7,0.149,1.902,0.024,0.493,0.0,7e-05
23,0.033,0.583,0.147,3.859,0.023,0.609,0.0,0.00024,0.034,0.765,0.14,2.001,0.023,0.495,0.0,7e-05
24,0.031,0.425,0.14,2.593,0.022,1.0,0.0,0.00023,0.032,0.965,0.135,2.558,0.022,0.578,0.0,5e-05
25,0.031,0.708,0.133,3.825,0.021,1.058,0.0,0.00025,0.031,0.725,0.126,2.404,0.021,0.416,0.0,7e-05
26,0.028,0.764,0.127,4.002,0.019,0.713,0.0,0.00021,0.03,0.789,0.121,1.749,0.021,0.466,0.0,5e-05
27,0.027,0.791,0.129,4.642,0.017,0.702,0.0,0.00021,0.03,0.819,0.12,1.822,0.02,0.543,0.0,3e-05
28,0.026,0.794,0.125,4.943,0.016,0.69,0.0,0.00024,0.027,0.702,0.112,2.18,0.018,0.377,0.0,6e-05
29,0.026,0.921,0.125,4.757,0.014,0.775,0.0,0.00024,0.026,0.641,0.11,1.743,0.017,0.288,0.0,4e-05
30,0.026,0.791,0.122,4.814,0.014,0.802,0.0,0.00025,0.025,0.537,0.111,2.356,0.017,0.329,0.0,7e-05
31,0.024,0.943,0.118,4.855,0.013,0.88,0.0,0.00029,0.025,0.592,0.111,2.13,0.017,0.335,0.0,8e-05
32,0.024,0.867,0.119,4.366,0.013,0.924,0.0,0.00027,0.024,0.64,0.108,1.821,0.016,0.347,0.0,9e-05
33,0.023,0.84,0.114,4.006,0.013,0.904,0.0,0.00027,0.022,0.567,0.103,1.819,0.015,0.317,0.0,8e-05
34,0.021,0.714,0.111,4.335,0.012,0.949,0.0,0.00026,0.022,0.561,0.103,1.655,0.015,0.211,0.0,8e-05
35,0.02,0.634,0.112,3.861,0.011,0.805,0.0,0.00028,0.02,0.488,0.102,2.29,0.014,0.261,0.0,8e-05
36,0.019,0.676,0.108,3.827,0.011,0.817,0.0,0.00026,0.019,0.627,0.101,1.807,0.013,0.209,0.0,8e-05
37,0.018,0.598,0.104,3.554,0.011,0.791,0.0,0.00026,0.019,0.828,0.099,1.889,0.012,0.332,0.0,0.0001
38,0.017,0.645,0.104,3.293,0.011,0.788,0.0,0.00024,0.019,0.709,0.095,1.766,0.011,0.343,0.0,0.0001
39,0.016,0.495,0.093,3.032,0.01,0.727,0.0,0.00023,0.019,0.769,0.088,1.447,0.011,0.432,0.0,9e-05
40,0.016,0.482,0.091,3.251,0.01,0.674,0.0,0.00024,0.018,0.803,0.092,1.562,0.011,0.423,0.0,4e-05
