Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.995,0.0,1.0,0.0,0.776,0.0,1.0,0.0,1.0,0.0,0.863,0.0,1.0,0.0,0.96193,0.0
1,0.551,7.542,0.602,5.662,0.325,6.729,0.0,5e-05,0.595,5.402,0.647,3.16,0.387,2.353,0.0,4e-05
2,0.388,6.535,0.506,2.173,0.207,3.605,0.0,5e-05,0.412,5.854,0.519,3.994,0.242,2.79,0.0,4e-05
3,0.309,5.38,0.442,1.921,0.161,3.206,0.0,7e-05,0.315,5.977,0.438,1.1,0.168,2.26,0.0,5e-05
4,0.251,4.28,0.404,3.015,0.121,2.012,0.0,8e-05,0.236,5.809,0.392,3.309,0.136,4.093,0.0,6e-05
5,0.205,4.385,0.365,2.982,0.103,0.859,0.0,7e-05,0.211,3.753,0.365,1.726,0.105,3.393,0.0,7e-05
6,0.182,3.506,0.339,3.966,0.094,1.026,0.0,9e-05,0.172,2.148,0.329,3.023,0.091,1.824,0.0,5e-05
7,0.166,2.269,0.319,2.602,0.08,1.402,0.0,0.0001,0.145,2.873,0.3,1.718,0.077,2.231,0.0,3e-05
8,0.151,1.439,0.304,1.905,0.07,1.308,0.0,0.0001,0.129,2.125,0.286,2.12,0.071,1.739,0.0,4e-05
9,0.13,1.297,0.27,2.48,0.06,0.873,0.0,0.0001,0.122,1.678,0.272,1.622,0.063,1.775,0.0,3e-05
10,0.116,1.388,0.259,2.78,0.054,0.481,0.0,9e-05,0.114,2.329,0.261,2.707,0.055,1.49,0.0,3e-05
11,0.105,1.656,0.244,2.645,0.049,0.497,0.0,0.00011,0.107,2.611,0.251,3.176,0.054,1.382,0.0,4e-05
12,0.097,1.434,0.235,3.155,0.045,0.801,0.0,0.00014,0.095,1.786,0.223,3.44,0.046,1.335,0.0,4e-05
13,0.09,1.255,0.227,2.477,0.043,0.828,0.0,0.00013,0.088,1.332,0.213,2.448,0.043,1.109,0.0,5e-05
14,0.082,0.834,0.215,1.731,0.038,0.772,0.0,0.00011,0.086,1.364,0.212,2.717,0.039,0.783,0.0,4e-05
15,0.077,0.937,0.205,1.852,0.036,0.681,0.0,0.0001,0.077,1.215,0.203,2.574,0.038,0.811,0.0,4e-05
16,0.072,1.014,0.197,3.169,0.034,0.882,0.0,0.0001,0.075,1.285,0.194,2.307,0.034,0.665,0.0,3e-05
17,0.067,0.763,0.194,3.455,0.032,1.048,0.0,0.00014,0.072,2.188,0.185,2.269,0.031,0.431,0.0,5e-05
18,0.063,0.826,0.181,2.382,0.029,0.72,0.0,0.00015,0.063,1.984,0.18,2.402,0.03,0.569,0.0,5e-05
19,0.056,0.923,0.165,1.733,0.027,0.71,0.0,0.00014,0.057,1.835,0.174,2.456,0.029,0.552,0.0,5e-05
20,0.051,0.834,0.16,2.457,0.024,0.575,0.0,0.00013,0.053,1.502,0.161,2.844,0.027,0.791,0.0,6e-05
21,0.051,0.65,0.158,2.514,0.023,0.56,0.0,0.00013,0.049,1.689,0.155,2.336,0.026,0.774,0.0,7e-05
22,0.047,0.541,0.157,3.212,0.022,0.412,0.0,0.00012,0.047,1.514,0.153,2.093,0.025,0.823,0.0,6e-05
23,0.044,0.613,0.154,2.648,0.021,0.32,0.0,0.00014,0.044,1.571,0.148,2.214,0.023,0.657,0.0,7e-05
24,0.041,0.453,0.149,2.41,0.02,0.293,0.0,0.00014,0.044,1.66,0.145,2.559,0.023,0.629,0.0,5e-05
25,0.04,0.769,0.136,2.61,0.019,0.209,0.0,0.00015,0.043,1.41,0.144,2.643,0.021,0.542,0.0,6e-05
26,0.039,0.681,0.132,2.134,0.018,0.321,0.0,0.00014,0.041,1.213,0.14,2.531,0.02,0.557,0.0,5e-05
