Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,0.742,0.0,1.0,0.0,0.527,0.0,0.984,0.0,1.0,0.0,0.50852,0.0
1,0.583,5.819,0.625,4.287,0.55,16.846,0.00342,0.02078,0.407,1.883,0.867,4.324,0.495,22.71,0.0026,0.0151
2,0.413,5.962,0.431,3.101,0.444,11.664,0.00302,0.01754,0.342,1.528,0.779,4.676,0.558,12.937,0.00229,0.01193
3,0.341,5.889,0.298,2.706,0.403,19.096,0.00266,0.01407,0.29,6.651,0.68,8.051,0.465,6.402,0.00214,0.01677
4,0.221,4.05,0.256,4.653,0.533,27.77,0.00205,0.02929,0.263,2.046,0.61,7.469,0.494,16.828,0.00197,0.01922
5,0.173,2.322,0.204,8.741,0.514,11.989,0.00157,0.0473,0.233,4.007,0.572,7.079,0.519,26.5,0.0018,0.02938
6,0.138,2.044,0.165,8.5,0.604,13.898,0.00107,0.05153,0.217,1.54,0.438,12.036,0.488,26.818,0.00163,0.01705
7,0.118,2.054,0.166,8.684,0.523,17.696,0.00099,0.0365,0.18,3.823,0.418,5.996,0.495,10.806,0.0014,0.0254
8,0.097,1.598,0.102,12.493,0.531,15.396,0.00057,0.04696,0.159,3.148,0.332,10.92,0.536,11.15,0.00122,0.02017
9,0.093,1.371,0.07,8.485,0.442,12.9,0.00049,0.05355,0.138,3.926,0.267,11.994,0.528,11.838,0.0011,0.03156
10,0.082,0.584,0.086,3.749,0.464,9.048,0.00047,0.01097,0.13,2.784,0.181,4.046,0.488,21.838,0.00108,0.02697
11,0.08,0.784,0.064,3.094,0.44,23.902,0.00041,0.02665,0.119,1.77,0.148,8.285,0.431,19.881,0.00088,0.01779
12,0.074,0.637,0.052,3.338,0.475,16.887,0.00023,0.02502,0.111,1.984,0.151,6.364,0.38,20.52,0.00077,0.01703
13,0.069,0.527,0.042,3.149,0.466,24.709,0.00026,0.01803,0.099,2.195,0.138,1.615,0.447,17.785,0.00065,0.03341
14,0.067,0.928,0.035,1.827,0.373,25.884,0.0002,0.01415,0.094,1.842,0.112,4.423,0.491,16.486,0.00055,0.02239
15,0.064,0.633,0.032,2.213,0.407,22.91,0.00018,0.01598,0.086,2.011,0.102,5.861,0.488,10.341,0.00046,0.02335
16,0.061,0.539,0.025,3.223,0.488,35.539,0.00011,0.01136,0.078,2.525,0.077,3.285,0.514,18.21,0.00043,0.0159
17,0.058,0.555,0.024,2.289,0.461,23.427,9e-05,0.01126,0.073,1.869,0.061,2.741,0.531,14.091,0.00039,0.01312
18,0.055,0.496,0.018,1.721,0.474,29.125,0.0001,0.01266,0.071,1.967,0.045,2.525,0.558,25.084,0.00039,0.01189
19,0.051,0.568,0.023,1.996,0.505,10.007,7e-05,0.00954,0.064,1.926,0.043,2.992,0.671,23.732,0.00037,0.01538
20,0.05,0.86,0.022,2.061,0.529,25.401,9e-05,0.01208,0.062,1.537,0.042,2.547,0.558,15.192,0.00036,0.0139
21,0.047,0.715,0.017,2.069,0.638,17.661,7e-05,0.01096,0.059,1.808,0.032,2.196,0.568,17.015,0.00034,0.02368
22,0.048,0.412,0.014,1.849,0.488,12.24,4e-05,0.01131,0.06,1.761,0.034,2.209,0.548,3.486,0.00032,0.0175
23,0.047,0.327,0.012,1.412,0.488,2.711,4e-05,0.01279,0.057,1.766,0.028,1.527,0.496,14.117,0.00026,0.01556
24,0.045,0.339,0.013,1.618,0.488,8.516,4e-05,0.01222,0.052,1.066,0.026,1.417,0.54,29.348,0.00021,0.01412
25,0.044,0.37,0.011,1.367,0.454,14.436,7e-05,0.01151,0.054,1.039,0.021,1.033,0.54,31.313,0.0002,0.01361
26,0.042,0.395,0.01,1.696,0.505,14.087,8e-05,0.01212,0.05,1.058,0.02,0.794,0.592,29.078,0.00019,0.01708
27,0.042,0.482,0.009,1.366,0.488,9.344,8e-05,0.01338,0.046,1.111,0.018,1.058,0.671,27.452,0.00019,0.00964
28,0.04,0.715,0.009,1.553,0.481,12.456,5e-05,0.01099,0.044,1.086,0.018,1.193,0.604,27.537,0.00019,0.01022
29,0.038,0.668,0.007,1.31,0.474,9.973,5e-05,0.01086,0.044,1.094,0.013,1.006,0.671,28.409,0.00018,0.01014
30,0.037,0.74,0.006,1.749,0.54,15.976,5e-05,0.01108,0.043,1.231,0.013,0.975,0.615,23.85,0.00018,0.00895
31,0.036,0.914,0.006,2.022,0.54,27.77,3e-05,0.01116,0.043,1.418,0.012,1.57,0.554,21.42,0.00018,0.00855
32,0.036,0.915,0.005,1.282,0.461,25.736,6e-05,0.01148,0.043,1.425,0.01,0.965,0.558,31.53,0.00017,0.00871
33,0.036,0.677,0.005,1.16,0.474,19.365,8e-05,0.01145,0.041,1.354,0.01,1.342,0.615,34.298,0.00016,0.01057
34,0.035,0.638,0.004,1.166,0.474,22.909,8e-05,0.01015,0.04,1.26,0.009,1.245,0.604,13.098,0.00015,0.0083
35,0.033,0.964,0.004,0.824,0.488,21.17,0.0001,0.00958,0.04,1.131,0.006,1.151,0.568,22.1,0.00014,0.0064
36,0.033,0.803,0.004,0.755,0.505,9.76,0.0001,0.00982,0.04,1.206,0.006,1.444,0.558,19.298,0.00014,0.00681
37,0.033,0.844,0.004,0.698,0.505,9.005,6e-05,0.00854,0.04,1.233,0.006,1.132,0.54,12.966,0.00014,0.00635
38,0.032,1.046,0.004,0.938,0.505,12.258,7e-05,0.00787,0.037,1.319,0.006,1.2,0.523,42.348,0.00014,0.00935
39,0.032,1.098,0.003,1.118,0.523,10.457,7e-05,0.00766,0.036,1.197,0.005,1.02,0.505,28.99,0.00014,0.01092
40,0.032,1.114,0.003,1.148,0.488,6.1,6e-05,0.00835,0.033,1.169,0.008,0.786,0.558,42.277,0.00014,0.00927
41,0.032,1.187,0.003,1.237,0.488,11.038,6e-05,0.00882,0.033,1.186,0.006,0.822,0.558,18.416,0.00014,0.00925
42,0.032,1.379,0.003,1.397,0.474,14.795,4e-05,0.00844,0.032,1.052,0.006,0.75,0.568,24.53,0.00013,0.00657
43,0.031,1.307,0.003,1.391,0.505,9.586,4e-05,0.00895,0.032,1.155,0.008,0.709,0.558,25.401,0.00013,0.0081
44,0.03,1.378,0.004,1.065,0.505,6.1,4e-05,0.00882,0.032,1.136,0.007,1.003,0.568,24.53,0.00013,0.00858
45,0.028,1.368,0.004,1.083,0.488,6.971,4e-05,0.00802,0.03,0.979,0.008,0.822,0.652,46.573,0.00013,0.00883
46,0.026,1.156,0.004,0.879,0.505,9.005,4e-05,0.00823,0.03,1.06,0.006,1.062,0.579,56.745,0.00013,0.01
47,0.026,1.014,0.004,0.697,0.523,6.971,4e-05,0.00691,0.029,1.293,0.006,1.032,0.68,51.485,0.00011,0.00997
48,0.026,0.968,0.004,0.478,0.505,6.971,1e-05,0.00515,0.03,1.107,0.005,0.988,0.669,51.485,0.00011,0.00994
49,0.026,0.987,0.004,0.634,0.488,6.971,1e-05,0.00501,0.028,0.972,0.006,1.177,0.69,55.054,0.00011,0.01043
50,0.024,0.85,0.003,0.601,0.505,6.971,1e-05,0.00482,0.028,1.21,0.007,1.136,0.752,47.501,0.00011,0.01093
51,0.024,0.951,0.003,0.525,0.488,6.1,1e-05,0.00466,0.028,1.173,0.006,1.128,0.828,54.377,0.00011,0.00781
52,0.024,1.113,0.003,0.463,0.488,10.167,1e-05,0.00435,0.028,1.246,0.006,1.087,0.782,48.219,0.00011,0.0055
53,0.023,1.106,0.004,0.513,0.488,9.295,3e-05,0.00511,0.028,1.269,0.006,0.97,0.635,49.029,0.0001,0.00605
54,0.022,1.12,0.004,0.5,0.488,9.295,3e-05,0.00437,0.027,1.289,0.005,0.982,0.624,28.176,0.0001,0.00697
55,0.022,1.161,0.003,0.577,0.488,4.067,3e-05,0.00435,0.026,1.341,0.005,1.01,0.707,29.629,0.0001,0.0066
56,0.021,1.077,0.005,0.726,0.488,10.167,2e-05,0.00411,0.026,1.132,0.005,1.219,0.707,42.877,0.0001,0.00399
57,0.021,1.087,0.004,0.774,0.488,13.802,1e-05,0.00346,0.025,1.145,0.005,1.124,0.63,34.16,0.0001,0.00387
58,0.021,1.036,0.004,0.606,0.488,28.467,1e-05,0.00345,0.025,1.22,0.005,1.224,0.813,41.829,0.0001,0.00387
59,0.021,0.911,0.004,0.653,0.488,9.973,1e-05,0.00369,0.027,1.239,0.005,1.315,0.698,29.581,0.0001,0.00527
60,0.021,0.801,0.002,0.664,0.488,7.262,3e-05,0.00336,0.025,1.175,0.005,1.363,0.669,29.629,0.0001,0.00543
61,0.021,0.814,0.002,0.681,0.488,8.133,2e-05,0.00343,0.023,1.282,0.005,1.387,0.652,22.309,0.0001,0.00603
62,0.021,0.766,0.002,0.634,0.488,7.262,2e-05,0.00342,0.023,1.207,0.004,1.234,0.592,42.874,9e-05,0.006
63,0.021,0.699,0.003,0.54,0.488,6.934,2e-05,0.00388,0.022,1.149,0.004,1.292,0.637,52.527,9e-05,0.00928
64,0.02,0.728,0.003,0.59,0.488,4.067,1e-05,0.00466,0.022,1.124,0.005,1.109,0.592,53.215,9e-05,0.00786
65,0.02,0.776,0.003,0.707,0.488,4.067,2e-05,0.0048,0.023,1.158,0.004,1.098,0.568,48.751,9e-05,0.00769
66,0.019,0.661,0.003,0.679,0.488,4.744,2e-05,0.00497,0.021,1.263,0.004,1.044,0.592,57.451,9e-05,0.00781
67,0.018,0.678,0.002,0.716,0.474,5.669,2e-05,0.00707,0.022,1.26,0.004,1.087,0.558,59.891,9e-05,0.00776
68,0.017,0.841,0.003,0.611,0.488,7.357,2e-05,0.00408,0.02,1.225,0.005,1.068,0.66,57.18,8e-05,0.00683
69,0.015,0.891,0.002,0.489,0.436,18.029,1e-05,0.00409,0.02,1.22,0.005,1.177,0.642,56.609,9e-05,0.00685
