Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,0.411,0.0,1.0,0.0,1.0,0.0,0.444,0.0,0.419,0.0,0.87,0.0,0.43955,0.0
1,0.516,3.991,0.279,1.686,0.521,14.057,7e-05,0.0005,0.366,1.568,0.342,2.599,0.532,13.953,3e-05,0.00036
2,0.367,1.041,0.212,3.882,0.547,13.935,7e-05,0.00065,0.332,1.868,0.309,2.748,0.41,27.001,3e-05,0.00054
3,0.289,1.545,0.138,4.365,0.534,19.236,5e-05,0.00238,0.299,0.929,0.265,2.609,0.409,18.283,3e-05,0.00041
4,0.256,0.502,0.078,3.307,0.521,26.116,4e-05,0.00126,0.283,1.286,0.225,3.243,0.421,6.949,4e-05,0.00064
5,0.243,1.264,0.048,0.923,0.561,17.071,3e-05,0.00155,0.269,1.955,0.2,4.564,0.424,10.011,3e-05,0.00068
6,0.219,1.47,0.043,2.898,0.561,25.278,3e-05,0.00144,0.261,1.856,0.199,8.182,0.397,16.286,3e-05,0.00079
7,0.21,1.212,0.028,1.534,0.543,12.933,3e-05,0.00234,0.235,1.653,0.149,9.837,0.47,13.867,4e-05,0.00141
8,0.204,1.36,0.022,1.486,0.466,7.399,3e-05,0.00281,0.219,2.406,0.114,5.112,0.434,7.626,4e-05,0.00105
9,0.193,1.434,0.019,1.68,0.499,7.649,2e-05,0.00292,0.209,1.058,0.096,2.813,0.441,11.338,3e-05,0.00129
10,0.188,0.943,0.014,1.358,0.421,6.612,2e-05,0.00294,0.201,1.778,0.09,3.972,0.409,6.304,3e-05,0.00155
11,0.183,0.703,0.009,0.35,0.428,5.738,2e-05,0.00311,0.2,1.668,0.068,6.684,0.431,7.013,3e-05,0.00213
12,0.181,0.386,0.01,0.341,0.421,6.011,2e-05,0.00192,0.197,1.605,0.047,5.371,0.428,3.006,3e-05,0.0018
13,0.178,0.488,0.008,0.443,0.436,5.611,2e-05,0.00202,0.189,1.468,0.034,3.664,0.421,6.772,3e-05,0.00155
14,0.175,0.339,0.009,0.782,0.421,8.6,2e-05,0.00203,0.186,0.852,0.035,2.949,0.451,5.26,3e-05,0.00103
15,0.173,0.826,0.006,0.451,0.421,16.286,1e-05,0.00188,0.179,0.881,0.03,2.841,0.481,10.481,2e-05,0.00136
16,0.166,0.996,0.006,0.711,0.421,4.008,1e-05,0.00196,0.177,0.843,0.02,2.105,0.445,19.543,2e-05,0.00112
17,0.164,0.811,0.004,0.558,0.436,8.349,1e-05,0.00227,0.175,0.783,0.017,2.165,0.436,10.687,2e-05,0.00134
18,0.162,0.947,0.005,0.881,0.436,13.354,1e-05,0.00173,0.17,0.335,0.016,1.48,0.451,9.251,2e-05,0.00147
19,0.159,0.699,0.004,0.839,0.421,9.184,1e-05,0.00186,0.164,0.481,0.02,1.025,0.409,10.57,2e-05,0.00143
20,0.155,0.692,0.003,0.51,0.409,9.184,1e-05,0.00226,0.163,0.557,0.011,1.309,0.436,18.131,2e-05,0.00125
21,0.152,0.539,0.003,0.455,0.415,11.734,1e-05,0.00231,0.159,0.797,0.009,1.858,0.481,18.11,2e-05,0.00121
22,0.149,0.522,0.003,0.366,0.421,6.499,1e-05,0.0024,0.16,0.76,0.01,1.527,0.481,15.151,2e-05,0.001
