Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.801,0.0,0.766,0.0,0.549,0.0,0.83598,0.0
1,0.44,7.007,0.642,6.946,0.304,3.991,0.0,9e-05,0.471,4.918,0.67,2.107,0.31,4.433,0.0,5e-05
2,0.3,2.858,0.544,4.421,0.189,5.374,0.0,8e-05,0.307,4.445,0.542,2.348,0.192,2.176,0.0,7e-05
3,0.232,4.688,0.476,1.162,0.14,2.72,0.0,8e-05,0.241,3.897,0.473,2.967,0.139,3.165,0.0,9e-05
4,0.191,2.836,0.427,2.731,0.112,0.921,0.0,6e-05,0.196,1.347,0.43,3.007,0.109,1.121,0.0,0.00011
5,0.164,3.73,0.392,3.454,0.091,1.872,0.0,0.00012,0.164,2.421,0.397,4.519,0.091,0.543,0.0,0.00012
6,0.136,1.931,0.358,3.217,0.081,1.827,0.0,0.0001,0.138,2.775,0.357,1.865,0.079,0.699,0.0,0.00014
7,0.12,1.867,0.333,5.341,0.067,1.948,0.0,9e-05,0.127,1.985,0.333,3.219,0.066,1.203,0.0,0.00012
8,0.112,1.682,0.302,3.699,0.06,1.449,0.0,0.00011,0.113,2.536,0.317,3.253,0.059,0.966,0.0,0.0001
9,0.101,1.802,0.283,2.64,0.055,1.536,0.0,0.0001,0.098,2.42,0.292,1.447,0.052,1.251,0.0,9e-05
10,0.096,1.779,0.257,3.259,0.047,1.406,0.0,0.00016,0.094,1.649,0.277,2.49,0.05,0.87,0.0,6e-05
11,0.091,1.335,0.246,3.319,0.044,0.845,0.0,0.00016,0.091,1.648,0.264,3.692,0.045,0.642,0.0,7e-05
12,0.083,1.406,0.239,4.301,0.04,1.104,0.0,0.00017,0.085,1.694,0.254,4.935,0.042,0.607,0.0,6e-05
13,0.075,1.269,0.227,2.717,0.038,1.12,0.0,0.00015,0.08,1.364,0.243,5.345,0.037,0.503,0.0,7e-05
