Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.046,0.0,0.453,0.0,0.027,0.0,0.00794334,0.0,0.50163644,0.0,0.70567551,0.0,0.17,0.0,0.729,0.0,0.047,0.0,0.03265969,0.0,0.0,0.0,0.63276208,0.0
1,0.579,110.375,0.718,80.593,0.523,116.719,0.55001146,113.66268931,0.54534977,47.40903745,0.82622624,61.0512855,1.0,79.656,1.0,47.788,1.0,76.697,1.0,86.34847224,0.66409656,25.17330084,0.8723197,44.91373642
2,0.087,68.939,0.338,71.965,0.06,79.476,0.05629619,72.87981093,0.72003182,20.4484608,0.90446735,55.60073825,0.723,10.873,0.859,11.823,0.642,14.197,0.67668198,11.27498912,0.72471958,24.31102837,1.0,55.10004632
3,0.292,55.743,0.579,62.952,0.27,50.571,0.29333253,59.08815072,0.75187819,15.37434103,0.91651959,12.3625901,0.527,10.085,0.78,8.485,0.457,7.932,0.44322483,7.40882749,0.76082381,6.95790977,0.772084,32.52233963
4,0.045,32.115,0.268,45.851,0.036,29.58,0.0268,32.66581293,0.75189566,15.13952172,0.95913932,64.15542845,0.463,5.181,0.729,4.389,0.402,7.686,0.41581305,6.05072463,0.76082381,6.95790977,0.89086789,32.23677235
5,0.044,27.75,0.268,42.153,0.033,23.879,0.0268,28.45212628,0.75189566,13.19138204,0.65154704,63.52521912,0.358,30.735,0.678,44.857,0.31,25.492,0.32093153,27.1638318,0.79095257,8.49373148,0.76220675,16.929044
6,0.046,24.646,0.202,48.395,0.035,18.915,0.0268,20.64840249,0.76254869,6.89483455,0.56753779,75.22635191,0.302,26.98,0.633,40.009,0.274,24.411,0.27284503,24.53280665,0.81556813,9.03624017,0.72148693,30.20563983
7,0.038,22.683,0.159,38.644,0.027,17.591,0.01975132,16.84316935,0.79998141,8.98088743,0.35349615,60.74990432,0.15,30.355,0.352,54.13,0.106,26.403,0.11486618,23.85850444,0.85350391,5.37824471,0.67019102,49.80316908
8,0.038,19.822,0.169,37.358,0.027,16.23,0.01959205,15.20779835,0.82340289,9.79987361,0.2300558,78.10015831,0.016,24.24,0.127,49.774,0.014,17.918,0.00587131,19.96089628,0.85559106,9.13197442,0.62273515,74.23187061
9,0.037,15.721,0.169,35.18,0.027,12.315,0.02085095,13.12892359,0.82340289,8.6475246,0.31586024,74.82828542,0.012,15.868,0.096,34.802,0.01,12.346,0.00416052,13.31730436,0.85559106,9.13197442,0.75401588,57.75830825
10,0.032,15.075,0.169,35.447,0.025,11.124,0.01931732,12.31874129,0.82405005,6.98138814,0.36384482,80.43393831,0.012,14.295,0.084,32.242,0.01,10.631,0.0038147,11.70085886,0.87053708,9.01613398,0.80892813,76.41234104
11,0.032,18.808,0.19,40.277,0.027,14.484,0.02633581,14.71376907,0.88236774,11.65167824,0.85400957,65.12580686,0.012,13.787,0.084,31.462,0.01,9.173,0.0038147,9.76441022,0.87053708,9.01613398,0.83746173,74.27284163
12,0.032,18.433,0.19,37.804,0.027,14.244,0.02633581,13.8807181,0.88236774,11.65167824,0.82466313,71.50258606,0.012,12.755,0.084,29.344,0.01,8.278,0.0038147,9.38574468,0.89216513,9.36150865,0.82774531,75.95464657
13,0.037,17.601,0.19,36.147,0.027,12.77,0.02337119,12.68801454,0.88237857,11.65167592,0.9024513,59.54639152,0.014,12.781,0.102,28.118,0.011,7.992,0.00489569,8.41726006,0.89960924,6.05119753,0.2646681,64.93438668
14,0.037,16.069,0.183,35.44,0.027,10.091,0.02337119,11.6409094,0.88237857,11.65133107,0.82468177,52.19991459,0.011,11.983,0.084,27.955,0.011,8.01,0.00489569,7.73141478,0.89960924,6.05119753,0.2646681,67.89781636
15,0.107,15.52,0.275,33.359,0.066,11.039,0.069902,11.5577348,0.90441141,6.6720659,0.87747299,49.66839119,0.011,11.35,0.106,26.491,0.01,7.24,0.00489569,7.26771843,0.89961421,6.05119753,0.2646681,63.01131984
16,0.16,14.402,0.419,33.581,0.101,9.51,0.10394701,10.5308632,0.92643157,5.93084406,0.85803108,27.8824689,0.011,10.683,0.106,25.604,0.01,6.99,0.00489569,6.60039754,0.89961421,6.05119753,0.2646681,64.93298187
17,0.149,12.852,0.409,31.738,0.093,8.938,0.09897241,9.4095645,0.92643157,8.45804681,0.84931844,25.24437325,0.011,10.363,0.106,25.341,0.01,6.752,0.00489569,6.30577769,0.89961421,6.05119753,0.2646681,65.83768667
18,0.145,12.383,0.399,31.234,0.086,8.536,0.09492846,8.8837382,0.92643157,6.93302734,0.82935149,12.24759862,0.01,10.038,0.113,25.109,0.01,6.411,0.00229223,6.24171464,0.89961421,6.60058094,0.37932121,98.48689681
19,0.14,12.06,0.389,29.48,0.084,8.328,0.08851689,8.12160925,0.92643157,6.03541647,0.82443844,24.00776661,0.004,1.809,0.089,8.201,0.008,0.921,0.00162604,0.41094315,0.92081758,4.26747044,0.2224177,77.44106111
20,0.082,11.442,0.252,28.637,0.051,8.03,0.05062493,8.74182963,0.92643157,6.03554176,0.86531444,35.49952727,0.004,1.809,0.089,8.201,0.008,0.921,0.00162604,0.41094315,0.92081758,4.26747044,0.15793577,68.74801692
21,0.078,11.146,0.245,27.103,0.047,7.88,0.050305,8.26588804,0.92643157,6.03553287,0.8457042,39.39655513,0.002,0.769,0.07,7.02,0.007,0.758,0.00107784,0.4164284,0.92493755,4.40664765,0.23185926,78.57899173
22,0.075,11.264,0.242,25.678,0.046,7.422,0.04949085,7.82937661,0.92643157,6.03549627,0.86703806,30.24336555,0.002,0.769,0.061,6.318,0.007,0.736,0.00107784,0.4164284,0.92774233,4.72235597,0.32490324,75.09398713
23,0.075,11.227,0.239,23.825,0.046,7.183,0.0481702,7.93648734,0.92643157,6.03549627,0.90592712,30.67021996,0.002,0.637,0.058,4.691,0.007,0.545,0.00107784,0.15214716,0.92774233,4.72235597,0.18603785,76.53076515
24,0.072,11.06,0.238,23.297,0.045,7.051,0.04662757,7.78174137,0.92643157,6.03549627,0.84416118,16.71372499,0.002,0.66,0.064,2.508,0.005,0.568,0.00107784,0.15174171,0.92774233,4.68791098,0.18603785,58.60307269
25,0.07,10.686,0.254,22.521,0.038,6.927,0.04268471,7.97529416,0.9364668,5.2059098,0.82949905,19.27509013,0.002,0.586,0.051,4.87,0.006,0.572,0.00079692,0.18512351,0.95417706,5.69205915,0.101694,62.51248278
26,0.069,10.577,0.252,22.153,0.038,6.927,0.04127607,7.87065636,0.9364668,5.2059098,0.86459883,28.59350075,0.002,0.586,0.051,4.87,0.004,0.595,0.00050621,0.18512351,0.95417706,5.69205915,0.31874759,63.23215498
27,0.068,10.537,0.251,22.052,0.038,6.799,0.03800963,7.75339119,0.9364668,5.2059098,0.89865633,31.48896807,0.002,0.586,0.052,5.526,0.004,0.599,0.00050621,0.14755623,0.95417706,5.31471062,0.37033675,61.77935131
28,0.068,9.859,0.248,21.475,0.037,6.591,0.0376901,7.16574899,0.9364668,5.2059098,0.8769068,32.51213094,0.002,0.586,0.052,5.526,0.004,0.599,0.00050621,0.14755623,0.95417706,6.57150686,0.37033675,67.67799503
29,0.066,9.377,0.246,21.322,0.037,6.119,0.03608538,6.95035852,0.9364668,5.2059098,0.80635013,43.6911428,0.002,0.586,0.052,6.333,0.004,0.472,0.00048008,0.14928194,0.95417706,6.57150686,0.37022653,67.67799503
30,0.062,9.129,0.237,21.24,0.036,6.014,0.03843477,6.69003606,0.95437368,8.81844963,0.82858871,28.98299675,0.003,0.575,0.038,5.75,0.006,0.554,0.00048919,0.43041681,0.95417706,6.11689118,0.17924265,62.0428841
31,0.061,9.157,0.234,20.135,0.035,5.962,0.03452489,6.47199535,0.95693002,7.70155333,0.80973292,28.4144005,0.003,0.568,0.037,6.502,0.006,0.598,0.00033686,0.43841664,0.95417706,5.10807946,0.0,66.47621619
32,0.058,8.523,0.233,19.487,0.034,5.701,0.0338964,6.48209493,0.95693002,7.70155333,0.77756222,33.49284146,0.003,0.568,0.037,6.502,0.006,0.598,0.00033686,0.43841664,0.95417706,5.26383088,0.0,66.47621619
33,0.056,8.523,0.231,19.455,0.034,5.714,0.03551254,5.86650238,0.95693002,7.70155333,0.74115189,35.04986122,0.003,0.568,0.037,6.502,0.006,0.598,0.00033686,0.43841664,0.95417706,5.26383088,0.0,66.47621619
34,0.055,8.51,0.228,19.395,0.034,5.32,0.03506466,5.80731061,0.95693002,7.70155333,0.76519049,47.8323426,0.003,0.568,0.037,6.502,0.006,0.598,0.00033686,0.43841664,0.95417706,5.26383088,0.0,66.47621619
35,0.055,8.656,0.227,19.706,0.032,5.122,0.03429296,5.46809301,0.95693002,7.70155333,0.77756222,25.75711274,0.001,0.572,0.037,6.487,0.004,0.556,0.00023451,0.43925621,0.95515258,4.89514855,0.06528378,61.33166251
36,0.055,8.342,0.227,19.474,0.032,5.017,0.03384796,5.52489452,0.95693002,7.70155333,0.79243057,27.85403618,0.001,0.567,0.037,6.36,0.004,0.31,0.00023451,0.4072076,0.95515258,5.15647444,0.25913967,69.61356594
37,0.055,8.138,0.226,19.056,0.032,4.794,0.0328665,5.01652414,0.95693002,7.70155333,0.74818568,25.69579321,0.004,0.639,0.045,8.603,0.005,0.549,0.00066137,0.81433173,0.96738656,6.15298408,0.45470585,82.51743954
38,0.053,7.846,0.223,18.7,0.031,4.774,0.03191675,4.92889412,0.95693002,7.70155333,0.7884587,23.26813253,0.004,0.639,0.045,8.603,0.005,0.549,0.00066137,0.81433173,0.96738656,6.15298408,0.45470585,81.47031441
39,0.053,7.732,0.223,18.116,0.031,4.755,0.02677599,5.05226894,0.95693002,7.70155333,0.69520868,28.43096132,0.004,0.639,0.045,8.603,0.005,0.549,0.00066137,0.81433173,0.96738656,6.15298408,0.45470585,77.14110425
40,0.021,7.241,0.186,17.281,0.01,4.676,0.00872136,4.41334575,0.95693002,7.49398678,0.67751814,32.99239032,0.004,0.57,0.045,8.603,0.004,0.562,0.00066137,0.80359385,0.96738656,6.34363995,0.52610962,79.14215613
41,0.01,6.383,0.146,19.606,0.005,3.847,0.00250699,3.65392423,0.95693002,7.49398678,0.68996987,60.92902953,0.004,0.57,0.045,8.603,0.004,0.562,0.00066137,0.80359385,0.96738656,6.34363995,0.52610962,81.40905602
42,0.01,6.385,0.146,19.785,0.006,3.797,0.00239715,3.61290612,0.95693002,6.94841807,0.69249452,60.83667349,0.003,0.668,0.034,9.347,0.002,0.403,0.00023451,0.36988956,0.97423471,4.31423981,0.52610962,85.90070952
43,0.01,5.849,0.146,19.197,0.006,3.747,0.00239715,3.62238317,0.95693002,6.94841807,0.70868637,62.82172227,0.003,0.668,0.044,12.178,0.002,0.403,0.00036708,0.34960101,0.97423471,4.31423981,0.52148737,71.61009653
44,0.01,5.548,0.146,18.732,0.005,3.747,0.00225425,3.58119331,0.9625305,6.06845121,0.69394108,64.96789687,0.003,0.668,0.044,12.178,0.002,0.403,0.00036708,0.34960101,0.97423471,4.31423981,0.50144051,70.87346902
45,0.009,5.548,0.146,14.836,0.005,3.602,0.00225425,3.57103129,0.9625305,5.64112418,0.6083252,80.9791994,0.003,0.668,0.044,12.178,0.002,0.403,0.00036708,0.34960101,0.97423471,4.31423981,0.47874914,71.61009653
46,0.009,5.548,0.146,14.594,0.005,3.602,0.00225425,3.57103129,0.9625305,5.64112418,0.6083252,82.20992552,0.001,0.649,0.009,8.474,0.002,0.453,0.00023451,0.14050429,0.97423479,4.31423981,0.38872158,70.76970401
47,0.009,5.476,0.144,18.491,0.007,3.62,0.00225425,3.41240413,0.9664472,5.40497677,0.57797307,64.881181,0.001,0.664,0.009,8.015,0.002,0.545,0.00040157,0.14050429,0.97891757,4.31423981,0.36210329,67.64002483
48,0.008,5.434,0.146,19.706,0.005,3.503,0.00193814,3.01915984,0.9664472,5.40478361,0.5527313,64.74785057,0.001,0.664,0.009,8.015,0.002,0.545,0.00040157,0.14050429,0.97891757,4.31423981,0.36210329,67.64002483
49,0.008,5.442,0.146,19.605,0.005,3.503,0.00193814,2.82283695,0.96645324,5.40478361,0.58864643,55.13125404,0.0,0.68,0.0,8.706,0.003,0.406,0.00040157,0.12500418,0.97891757,4.16310679,0.19972056,59.3477102
50,0.007,5.386,0.146,19.405,0.005,3.513,0.00166602,2.85566114,0.96645324,5.08539143,0.61102528,59.58775768,0.0,0.68,0.0,8.706,0.003,0.406,0.00040157,0.12500418,0.97891757,4.16310679,0.19972056,59.3477102
51,0.007,4.998,0.146,19.665,0.005,3.217,0.00166602,2.67984098,0.96645324,5.08539143,0.57642653,43.26665032,0.0,0.665,0.0,8.787,0.003,0.406,0.00028543,0.10893298,0.9838588,3.0287959,0.22824312,62.79344122
52,0.008,4.998,0.11,18.703,0.005,3.341,0.00171012,2.72975806,0.96645324,4.66924024,0.57642653,47.1172485,0.0,0.665,0.023,11.233,0.003,0.425,0.00028543,0.32811236,0.9838588,3.0287959,0.28166796,68.30493249
53,0.008,6.196,0.131,21.804,0.005,4.173,0.00171012,3.55301169,0.97923739,5.78743808,0.64547092,52.37616193,0.0,0.649,0.023,9.927,0.004,0.425,0.00030436,0.32811236,0.9838588,3.0287959,0.27841478,73.28713622
54,0.008,6.196,0.131,21.5,0.005,4.119,0.00171012,3.65437382,0.97923739,5.78743808,0.65963183,60.80729132,0.0,0.649,0.023,9.927,0.004,0.425,0.00030436,0.32811236,0.9838588,3.0287959,0.27841478,79.98815785
55,0.008,6.196,0.131,23.753,0.004,4.252,0.00152304,3.6604822,0.97923739,5.32109766,0.73172663,46.4433559,0.0,0.649,0.023,9.927,0.004,0.425,0.00030436,0.32811236,0.9838588,3.0287959,0.27841478,78.02022481
56,0.008,6.165,0.107,23.975,0.004,4.124,0.00152304,3.60792941,0.98156287,4.97240108,0.56270882,49.18609507,0.0,0.649,0.023,9.927,0.004,0.425,0.00030436,0.32811236,0.9838588,3.0287959,0.27841478,84.77646054
57,0.008,5.98,0.107,23.639,0.004,4.025,0.00152304,3.55867782,0.98156287,4.97240108,0.56270882,49.83509196,0.0,0.649,0.023,9.927,0.004,0.425,0.00030436,0.32811236,0.9838588,3.0287959,0.27841478,89.30578017
58,0.008,5.923,0.107,23.534,0.004,3.961,0.00152304,3.53489,0.98156287,4.97240108,0.56270882,52.09824863,0.0,0.698,0.023,9.846,0.004,0.425,0.00030436,0.35561573,0.9838588,4.51337602,0.27841478,81.60705589
59,0.007,5.885,0.108,23.51,0.004,3.873,0.00158652,3.182213,0.98156287,4.97240108,0.53437466,47.97009464,0.0,0.605,0.023,8.774,0.004,0.425,5.224e-05,0.36241772,0.9838588,3.72757927,0.43725715,75.91295391
60,0.007,5.697,0.108,23.385,0.004,3.869,0.00155502,3.10782482,0.98156287,4.97240108,0.53481987,41.92479262,0.0,0.605,0.023,8.774,0.004,0.425,5.224e-05,0.36241772,0.9838588,3.72757927,0.43725715,69.85973351
