Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.213,0.0,0.386,0.0,0.294,0.0,0.44960111,0.0,1.0,0.0,0.17417531,0.0,0.722,0.0,0.488,0.0,0.0,0.0,0.38345542,0.0,0.55706129,0.0,0.45588024,0.0
1,0.171,38.454,0.417,78.508,0.603,69.375,0.65397527,58.33599788,0.40553806,49.35577702,0.56571436,58.82668403,0.867,17.96,0.587,20.238,0.149,10.949,0.68842995,8.41666787,0.0,15.56527305,0.79646998,39.00447465
2,0.16,50.717,0.153,53.675,0.637,64.077,0.34404147,41.53418379,0.49591219,35.68434715,0.45821632,40.41114927,0.141,46.383,0.115,42.73,0.664,72.72,0.54275765,51.7615305,0.39224728,28.76430564,0.59847812,40.18031026
3,0.421,100.656,0.541,45.488,0.095,80.518,0.47678098,51.98870681,0.35892789,49.38337066,0.39993366,59.13347959,0.18,59.703,0.259,76.005,0.708,39.504,0.57008485,58.96649902,0.51271188,36.60312534,0.36447637,65.74644912
4,0.244,33.345,0.245,58.53,0.723,87.42,0.37400117,46.43000366,0.41309707,34.12957287,0.44187024,30.52329617,0.016,9.68,0.218,49.055,0.577,49.324,0.41306942,71.57554128,0.5188372,21.47692061,0.27019746,65.26376237
5,0.314,62.155,0.299,92.557,0.632,41.086,0.52361864,66.57565497,0.34976941,18.9648307,0.33698922,34.9816366,0.224,54.365,0.367,56.591,0.542,87.744,0.38792744,31.54460796,0.27568924,38.15599965,0.49800753,42.49262943
6,0.189,25.969,0.303,54.521,0.484,65.719,0.39725223,48.06167511,0.44220611,25.51268368,0.38458448,37.61173204,0.198,68.846,0.207,25.129,0.891,54.136,0.19467371,63.70289969,0.49594433,49.3720897,0.52324509,89.05930114
7,0.074,6.232,0.078,25.251,0.822,61.696,0.12328719,43.10303187,0.61507548,50.47599281,0.3182972,115.52583171,0.255,27.043,0.215,79.031,0.385,64.202,0.31016786,18.02643684,0.54536626,21.56490583,0.35529664,78.4777618
8,0.193,17.542,0.214,26.493,0.867,41.278,0.32245247,51.7472579,0.44981439,19.48292714,0.40292856,48.94742251,0.045,41.304,0.46,99.203,0.81,82.976,0.51543229,38.63831313,0.385145,32.47830927,0.35562777,86.39537494
9,0.157,73.092,0.282,80.804,0.57,41.907,0.63718134,31.1622728,0.41355221,13.90617983,0.69890694,61.41797453,0.269,44.639,0.374,47.264,0.713,108.967,0.52907506,36.76005409,0.40531335,30.63104784,0.57848841,74.02447087
10,0.196,46.325,0.322,44.339,0.5,62.341,0.34318135,36.83983591,0.61231023,15.85126942,0.32775319,53.44287459,0.058,12.078,0.166,63.839,0.946,74.179,0.40727294,27.98770074,0.32772718,38.2574462,0.92723664,81.32456698
11,0.415,86.112,0.533,71.512,0.556,59.668,0.67739859,75.71568736,0.44306817,39.78142978,0.67370325,41.26760616,0.142,51.615,0.228,40.283,0.833,64.796,0.27123024,58.88326505,0.44016561,27.5359351,0.42654075,50.041601
12,1.0,127.47,0.123,26.985,0.501,13.93,0.67983316,77.53442054,0.3664609,38.09477538,0.72635092,65.55680793,0.31,70.643,0.379,47.913,0.729,30.824,0.47365285,48.32372829,0.44531135,24.01326434,0.15519317,51.53883514
13,0.252,59.353,0.152,46.107,0.33,87.717,0.48737955,54.46578741,0.43212895,43.74686253,0.65172874,43.93205318,0.198,54.742,0.078,19.218,0.651,28.257,0.20469453,27.25111258,0.52833177,22.4570242,0.38867514,73.50323887
14,0.189,31.949,0.567,86.906,0.453,77.691,0.41634286,36.61381008,0.4060605,31.57184648,0.56633679,60.53522564,0.114,21.105,0.424,69.897,0.789,34.921,0.36392526,62.65923781,0.40589332,19.54409464,0.51338266,75.72045293
15,0.184,43.256,0.2,48.146,0.746,27.43,0.1852767,54.88780816,0.31906754,23.2919288,0.6160666,56.29739078,0.017,45.802,0.064,40.867,0.781,32.375,0.22529276,32.60020434,0.47075802,31.5773199,0.60483557,22.43524175
16,0.228,44.937,0.295,26.288,0.883,27.176,0.43029805,42.38584353,0.3257792,32.10985207,0.7426233,31.2120042,0.851,57.179,0.489,52.309,0.482,110.614,0.85676423,23.66709774,0.3140355,24.60662342,0.56743277,75.37586973
17,0.464,55.651,0.075,74.786,0.662,44.373,0.44788152,86.33559392,0.42956949,20.4622403,0.52452601,72.06837741,0.123,37.326,0.456,77.035,0.447,101.369,0.52314624,56.05335804,0.32415239,53.58691678,0.52218327,39.23803351
18,0.524,38.349,0.184,54.133,0.784,36.459,0.51717158,49.19094326,0.42210658,31.04767514,0.62908957,87.52556582,0.31,64.261,0.319,84.812,0.525,46.196,0.41865673,37.68543386,0.4377164,19.68904174,0.33131094,31.50942404
19,0.037,41.042,0.075,20.598,0.761,34.025,0.26553024,26.85180905,0.40372249,38.61392082,0.64969041,35.63316753,0.008,25.404,0.019,26.161,0.681,28.71,0.19855984,48.30198328,0.53716938,11.79067556,0.56587849,90.54466667
20,0.083,14.85,0.309,31.301,0.715,40.144,0.31063672,39.24837627,0.352336,15.18903237,0.2783746,51.68137532,0.0,32.93,0.025,37.625,0.613,26.102,0.06286186,46.00345207,0.42309619,35.01534449,0.63613547,101.29973934
21,0.242,56.497,0.295,48.96,0.883,76.063,0.31398115,57.2712013,0.35275328,28.22608067,0.29134673,104.97417386,0.286,53.922,0.129,49.126,0.656,44.253,0.42756263,45.17004044,0.61729639,31.74375288,0.19854608,87.71724786
22,0.25,23.31,0.322,44.655,0.548,13.384,0.30548461,42.88487428,0.50352228,37.20834811,0.18087891,44.80601913,0.528,68.442,0.34,50.559,0.632,45.185,0.75467272,25.8547077,0.40551087,18.77022899,0.34408298,30.45200044
