Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.855,0.0,0.511,0.0,0.47,0.0,1.0,0.0,0.90599812,0.0,0.11842857,0.0,0.341,0.0,0.759,0.0,1.0,0.0,0.44467297,0.0,0.0,0.0,0.79982607,0.0
1,0.943,38.234,0.557,69.521,0.518,23.767,0.99346329,6.87525532,0.91633464,1.08989963,0.18023679,46.59399911,0.304,6.557,0.76,13.189,0.834,20.507,0.43909167,3.50923143,0.45820933,20.35803463,1.0,49.95861924
2,0.905,43.662,0.961,71.97,0.162,73.116,0.94347901,13.88825057,0.93040469,1.74944536,0.45151204,33.44716197,0.299,14.644,0.693,10.557,0.774,28.89,0.42395248,1.20236518,0.72576743,15.34569402,0.93719938,55.75981062
3,1.0,48.6,0.742,88.794,0.303,93.346,0.80378222,2.79655611,0.95019608,1.18364567,0.64350339,60.94188813,0.281,3.764,0.727,11.724,0.828,9.785,0.38555635,2.30121506,0.82393866,14.85790107,0.78272462,29.57759513
4,0.958,75.991,1.0,164.012,0.196,69.231,0.7029521,6.57873923,0.96325281,0.87055271,0.39207977,51.71330565,0.318,28.661,0.751,8.651,0.75,20.962,0.35419142,3.05719846,0.83816737,7.06842019,0.72367342,35.96881057
5,0.63,49.33,0.472,104.163,0.354,108.4,0.62286992,10.02472792,0.96922433,0.82048166,0.56843866,44.52755997,0.244,30.557,0.759,5.804,0.632,14.465,0.31625823,3.00292053,0.89562084,5.84802857,0.93954701,33.38527809
6,0.222,64.142,0.663,80.022,0.411,38.997,0.52971272,11.6964472,0.9753752,0.83067145,0.79483932,49.11898635,0.278,14.315,0.762,19.972,0.602,5.871,0.2976666,2.70944041,0.91799573,5.34412009,0.76746367,24.87781908
7,0.399,79.832,0.587,67.229,0.514,67.433,0.521342,13.79268442,0.97960851,0.4779794,0.35919322,27.03753552,0.319,22.002,0.637,31.516,0.541,23.888,0.28106373,3.74936687,0.93544315,3.92325617,0.66183659,34.06286684
8,0.375,30.012,0.459,22.043,0.539,38.204,0.46122233,9.21777181,0.98282786,0.51751577,0.49606805,13.22191696,0.227,17.767,0.585,24.966,0.523,24.215,0.24847315,3.14255499,0.94921598,2.85549189,0.5417297,15.45369924
9,0.508,10.539,0.39,61.083,0.498,22.947,0.378959,6.28033959,0.98473225,0.50553885,0.52736613,26.64112007,0.27,7.964,0.62,32.975,0.368,19.931,0.23648644,3.32064756,0.96434703,2.64567633,0.6492147,26.9950651
10,0.464,57.008,0.307,56.016,0.261,22.379,0.3498407,12.41517904,0.98712262,0.4106641,0.40763746,60.32060381,0.256,15.271,0.639,21.075,0.293,32.594,0.2248779,2.37238376,0.97093935,1.73100969,0.48062384,27.8255663
11,0.428,25.997,0.198,33.231,0.367,51.465,0.30809347,10.05988296,0.99081038,0.52817586,0.69610814,62.77475358,0.293,18.548,0.703,11.596,0.23,26.134,0.2079813,3.99275665,0.9725622,1.61845173,0.48853713,33.88808419
12,0.452,28.426,0.17,25.917,0.499,18.542,0.28071559,12.47656624,0.9918883,0.28170842,0.34523245,45.39851397,0.259,18.247,0.719,7.446,0.238,6.688,0.19248769,2.18358756,0.97556834,1.4108936,0.38565424,41.76528071
13,0.437,35.643,0.042,86.005,0.49,22.539,0.24378719,9.33904437,0.99283141,0.15055802,0.28628241,51.07191174,0.142,24.439,0.664,16.745,0.232,28.578,0.17467827,2.51291448,0.98275136,0.92792905,0.37032301,20.24107914
