Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.55702287,0.0,0.74132876,0.0,1.0,0.0,0.986,0.0,0.983,0.0,0.9987859,0.0,0.0,0.0,0.77685125,0.0
1,0.423,7.857,0.69,7.461,0.319,4.727,0.29300601,10.46758084,0.5396472,12.81609838,1.0,49.01836469,0.426,34.114,0.711,35.845,0.308,25.646,0.3067617,24.28019224,0.57778606,35.94697328,0.98290135,39.38464117
2,0.273,28.804,0.601,38.213,0.176,22.529,0.18161025,18.98176043,0.58788672,21.25923113,0.88358469,123.50181202,0.285,18.754,0.608,23.94,0.215,16.374,0.20157702,14.69946051,0.70363533,30.09479353,0.95779097,75.1965185
3,0.016,12.827,0.211,30.419,0.007,9.523,0.00393363,12.08441104,0.59187068,21.97381031,0.37450814,115.98007016,0.211,19.578,0.532,27.044,0.147,12.112,0.13579853,13.49714069,0.71960259,22.67069004,0.86367059,51.14685126
4,0.012,1.168,0.177,12.693,0.007,1.019,0.00291845,0.47707604,0.59725091,21.97381031,0.0,91.34176115,0.161,18.023,0.464,34.071,0.105,10.759,0.09699787,11.22541144,0.75388709,18.55597884,0.85187751,61.32462635
5,0.015,1.437,0.17,7.959,0.006,1.101,0.00539936,0.66263323,0.63632398,18.69161901,0.39334729,74.95204008,0.145,15.06,0.44,31.223,0.094,8.607,0.08031487,9.80276361,0.7649946,17.79410068,0.80006121,76.83675564
6,0.011,1.47,0.125,7.933,0.007,0.737,0.00432407,0.63611376,0.66662996,22.04345593,0.35081664,50.72335103,0.121,12.116,0.422,28.99,0.079,7.493,0.0720113,8.04208168,0.7649946,17.79410068,0.81786715,71.49830473
7,0.008,8.663,0.116,23.96,0.007,4.552,0.00327946,4.5506339,0.78401138,21.39968741,0.15968311,104.24375293,0.016,10.468,0.172,32.392,0.014,6.553,0.01185241,6.46044221,0.7649946,14.79414782,0.55500249,95.34812429
8,0.011,10.823,0.116,29.288,0.008,6.408,0.00511346,5.94659115,0.82780572,22.29066693,0.15375996,121.35841795,0.009,7.507,0.128,25.955,0.008,4.73,0.00326842,4.73516615,0.76499733,14.79413463,0.40039031,75.78344648
9,0.01,6.303,0.097,20.79,0.007,3.426,0.00352014,3.49621306,0.86035112,22.64945856,0.15375996,109.90657137,0.009,1.176,0.115,11.221,0.005,1.571,0.00250202,1.67472387,0.76684539,14.79413463,0.19362923,73.77545407
10,0.009,7.08,0.092,21.701,0.006,4.383,0.00339147,4.03171289,0.86667622,12.06302757,0.31565352,108.61568391,0.009,6.524,0.115,25.791,0.005,3.708,0.00250202,3.6637913,0.79083856,18.46198,0.28731573,99.86490947
11,0.009,6.997,0.092,19.792,0.006,3.988,0.00311359,3.76618978,0.86667622,12.06302757,0.43547739,110.69651795,0.009,6.16,0.115,24.648,0.004,3.41,0.00222613,3.24819003,0.79083856,18.39565408,0.40039031,87.54277098
12,0.009,6.609,0.092,19.209,0.006,3.803,0.00311359,3.58506129,0.86667622,12.06311252,0.43547739,67.91446313,0.006,0.671,0.114,14.902,0.004,0.687,0.00175686,0.178988,0.79084518,18.07133577,0.55500249,73.97963891
13,0.008,1.2,0.081,5.956,0.004,0.962,0.00220613,0.5058494,0.86668235,12.06311252,0.25415859,116.03576984,0.006,0.608,0.108,14.324,0.003,0.312,0.00163314,0.13147481,0.82051158,17.0358734,0.61431464,62.4490848
14,0.008,1.2,0.082,5.956,0.004,0.971,0.00220613,0.52091596,0.86668235,12.15545526,0.39734529,113.59497121,0.008,1.203,0.076,7.741,0.003,0.384,0.00160641,0.1359927,0.82051158,17.03567978,0.6874156,41.62104302
15,0.006,0.824,0.082,2.468,0.003,0.584,0.00124594,0.37344459,0.86668245,12.25083541,0.27311968,77.03231553,0.008,1.203,0.076,7.741,0.003,0.384,0.00160641,0.1359927,0.82051158,18.46146221,0.6874156,40.70685331
16,0.006,1.237,0.087,4.455,0.003,0.584,0.00124594,0.37344459,0.86668245,7.10512867,0.40557106,80.16858604,0.006,0.796,0.076,8.098,0.003,0.323,0.00160641,0.0942574,0.82051158,18.42651504,0.6874156,45.08142427
17,0.006,1.324,0.087,2.395,0.003,0.594,0.00124594,0.36601804,0.86668245,7.10512867,0.52585732,100.97002214,0.006,0.844,0.076,8.098,0.003,0.323,0.00153547,0.0942574,0.82051158,18.37503608,0.63433962,57.90686295
18,0.006,1.232,0.087,2.395,0.003,0.544,0.00113536,0.36195522,0.86669204,7.10512867,0.52585732,52.49503553,0.006,0.821,0.076,8.171,0.003,0.323,0.00153547,0.10345181,0.82051194,18.37503608,0.63433962,54.82049057
19,0.006,1.232,0.087,2.395,0.003,0.544,0.00113536,0.36195522,0.86669204,7.10512867,0.52585732,52.1420364,0.006,0.821,0.076,8.171,0.003,0.323,0.00153547,0.10345181,0.82051194,18.43512761,0.63433962,57.90686295
20,0.004,0.711,0.082,6.005,0.002,0.347,0.00052092,0.20649846,0.88759198,7.07549114,0.52585732,43.01203529,0.006,0.755,0.083,8.171,0.003,0.312,0.00153547,0.09785029,0.82051194,18.43512761,0.63433962,52.35796295
21,0.004,0.451,0.086,6.603,0.002,0.17,0.00052092,0.12898311,0.88759198,7.12110837,0.53740186,66.22052543,0.006,0.664,0.075,8.171,0.003,0.312,0.00145776,0.09785029,0.82051194,18.43512761,0.65587001,59.29720211
22,0.004,0.451,0.086,6.603,0.002,0.17,0.00052092,0.12898311,0.88759198,7.12110837,0.53740186,66.22052543,0.006,0.732,0.074,7.679,0.002,0.251,0.00144003,0.0620885,0.8233257,18.43410816,0.55273713,45.74013121
23,0.004,0.451,0.086,6.603,0.002,0.17,0.00052092,0.12898311,0.88759198,7.12110837,0.53740186,66.22052543,0.006,0.702,0.054,5.199,0.003,0.32,0.00144003,0.06435698,0.82437201,18.43410816,0.55273713,49.25297344
24,0.004,0.45,0.086,7.133,0.002,0.174,0.00097541,0.13225603,0.88759256,7.12110837,0.53740186,57.1775161,0.006,0.702,0.054,5.199,0.003,0.32,0.00144003,0.06435698,0.82437201,18.43410816,0.55273713,49.25297344
25,0.004,0.45,0.086,6.591,0.002,0.196,0.00104087,0.17739112,0.88759256,7.12390814,0.56502468,73.43491763,0.006,0.699,0.047,5.199,0.003,0.301,0.00137392,0.06435698,0.82437201,18.34952981,0.55273713,68.13602726
26,0.004,0.482,0.095,7.025,0.002,0.196,0.00104087,0.18494783,0.88772051,7.12390814,0.75811877,77.53879418,0.005,0.844,0.049,6.54,0.002,0.38,0.00121286,0.14810861,0.87449325,19.33015613,0.59590602,74.78393556
27,0.004,0.482,0.092,7.241,0.002,0.222,0.00108333,0.18533183,0.88772051,7.12426362,0.45618669,76.29082885,0.005,0.844,0.049,6.54,0.002,0.38,0.00121286,0.14810861,0.87449325,19.33015613,0.59590602,76.06358303
28,0.003,0.518,0.092,7.241,0.002,0.2,0.00108333,0.17676886,0.88772051,7.12426362,0.29445536,75.86394519,0.004,0.809,0.054,6.54,0.002,0.381,0.00111141,0.14810861,0.87449325,19.32992706,0.59590602,74.13029564
29,0.003,0.482,0.089,7.173,0.002,0.2,0.00108333,0.17661818,0.88772051,6.85183557,0.34046078,59.23504416,0.004,0.809,0.054,6.54,0.002,0.381,0.00111141,0.14810861,0.87449325,19.32992706,0.59590602,74.13029564
