Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.016,0.0,0.0,0.0,0.0,0.0,0.74510906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.322,0.0,0.0,0.0,0.953703,0.0,0.30022891,0.0
1,0.196,29.433,0.42,64.847,0.309,16.023,0.16499952,38.63958776,0.43234357,41.73582381,0.44768922,41.67059879,0.192,16.401,0.747,27.535,0.56,52.104,0.10426886,15.21421115,0.11152145,47.94160045,0.55286246,28.50559494
2,0.411,30.906,0.595,27.968,0.523,49.464,0.39292911,34.6960241,0.11849177,45.62686797,0.3426441,34.88079005,0.354,38.957,0.52,25.95,0.19,70.429,0.27660318,49.10014741,0.21328487,28.98015205,0.50120826,30.95210916
3,0.209,38.264,0.614,55.806,0.322,33.412,0.08982986,43.02724643,0.17988799,76.28794083,0.40158432,22.56815999,0.316,30.556,0.522,27.375,0.325,24.715,0.2509937,42.76049182,0.50062114,53.81646515,0.51248531,16.93368466
4,0.23,87.912,0.478,41.316,0.264,39.331,0.10487132,100.81459526,0.50416781,36.67903642,0.24124446,48.62048491,0.302,22.347,0.431,20.588,0.399,51.716,0.18237395,44.85560773,0.47786102,40.23000104,0.44619524,34.7839429
5,0.378,60.122,0.536,25.879,0.313,68.854,0.32956702,59.51308358,0.48953008,70.94620143,0.36604821,35.61739112,0.296,42.085,0.703,32.501,0.053,20.093,0.24773854,45.65524841,0.39761036,63.15772194,0.55642657,36.59718001
6,0.234,39.286,0.612,37.831,0.44,48.856,0.14787343,71.0476997,0.36509185,36.8843626,0.32210749,28.21377335,0.252,52.404,0.479,26.052,0.403,53.62,0.16224606,55.29550022,0.42254607,45.23095313,0.27300519,37.31227757
7,0.494,56.901,0.497,33.461,0.334,70.216,0.47768524,70.312848,0.54201616,19.06701773,0.50050848,14.36701509,0.425,45.121,0.289,44.301,0.384,34.688,0.36829173,59.51900219,0.35515964,62.12490262,0.57370735,27.14413627
8,0.645,84.882,0.536,27.263,0.374,61.83,0.69617762,82.80747428,0.53079632,54.9731987,0.53868431,37.56207801,0.445,57.199,0.463,36.727,0.323,42.088,0.36062858,53.26869555,0.42023607,28.956812,0.48718805,35.9724418
9,0.487,90.154,0.554,32.804,0.35,36.423,0.4362161,107.14025075,0.20716577,71.80169431,0.41973722,45.8739096,0.252,38.307,0.654,41.677,0.319,45.135,0.39724344,43.1896407,0.38840188,30.68609967,0.39647165,52.84305492
