Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1850.98,0.0,33.892,0.0,13526.58,0.0,20741.09650881,0.0,28291080535815.844,0.0,0.76688217,0.0,2061.394,0.0,33.526,0.0,13299.793,0.0,20715.93184728,0.0,27982175002598.082,0.0,0.7812574,0.0
1,1387.627,1439.054,29.247,7.939,6014.741,9425.49,9689.40806248,9663.74154987,26991980846893.227,1138224211426.8438,0.83995657,0.12130287,1634.98,1029.871,31.462,9.351,9239.082,9946.337,15880.27041431,7019.53278818,26815856222284.63,1164405567364.8594,0.34957309,0.49474035
2,970.511,909.232,26.976,8.145,4842.304,2335.756,13819.93186279,12626.37872554,27053364539719.477,711981473717.8906,0.85883373,0.39234589,1670.548,1413.571,31.643,9.479,7264.688,9045.695,8844.70336539,10339.53729972,26814283116665.04,578996839504.5312,0.46675905,0.45429035
3,1778.512,1410.671,28.934,3.037,7020.56,7299.014,11384.74264989,6459.24169311,26587823704772.4,662907543773.3789,0.45966336,0.42814398,2007.466,1100.154,32.677,14.56,12697.936,5575.834,14320.61727806,6068.96370519,26986827556344.277,1828227751834.0586,0.52093394,0.30827657
4,1281.018,1223.043,27.328,7.923,9892.578,13046.531,11554.54072443,13162.22833179,27020317106987.83,652790150702.6836,0.53132803,0.2914478,1027.081,875.295,27.612,6.793,7282.144,6265.724,7809.65973767,6715.00788648,27178816097290.867,607972568705.0352,0.48338663,0.50947608
5,1545.049,1116.968,31.713,11.437,8412.116,13298.629,14421.54496736,9382.89635096,27158814569885.93,959452839953.4453,0.43282353,0.3141282,1523.082,1097.276,33.848,12.369,11184.423,9082.446,12632.02505172,13531.80673994,26517814309580.18,910353129480.2305,0.63743099,0.34618614
6,1165.381,501.959,29.048,8.463,5844.88,5076.739,7144.72896318,6574.77638793,26887052403304.586,752571167520.3984,0.64670485,0.3028517,1297.263,1422.026,26.635,12.305,6728.351,13280.982,11092.0889498,13996.42816624,27438851209634.3,1249527454885.4844,0.63857923,0.24635549
7,1112.022,575.997,27.597,8.582,5583.222,5482.714,9215.98263478,5494.98228844,27637876288885.977,1177420478837.8164,0.65784086,0.31503504,1790.741,952.267,29.261,8.768,13344.662,12148.521,17342.80130122,14351.11858138,26523958022169.625,977087392537.0898,0.49917948,0.35928848
8,1656.72,886.527,31.749,6.948,7345.372,16448.333,8664.11421829,16659.53007931,26912985399217.688,553617888206.418,0.46224556,0.3816756,1899.756,1044.244,36.69,13.211,8508.575,9514.809,10484.28218196,4928.02731047,27588208709902.46,1383313821422.8281,0.56285801,0.31618074
9,1791.748,1269.346,31.367,9.566,12766.604,14715.424,12930.36252945,14794.00104943,26780294430793.43,1450858835538.5234,0.56015408,0.34779504,1096.888,739.904,35.008,10.876,6046.354,9657.587,15077.08094006,10260.42162999,26422775330836.324,924279123888.2383,0.77287677,0.30701176
