Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.786,0.0,0.61,0.0,0.624,0.0,0.51190369,0.0,807.0064,0.0,0.39979391,0.0,0.603,0.0,0.673,0.0,0.78,0.0,0.28304508,0.0,734.7651,0.0,0.47531213,0.0
1,0.848,0.236,0.588,0.087,0.596,0.169,0.49797032,0.01548792,808.1419,1.079275,0.43147438,0.05811027,0.603,0.018,0.677,0.034,0.72,0.059,0.27763561,0.01038258,772.3774,26.446525,0.48807403,0.05157331
2,0.801,0.298,0.625,0.288,0.634,0.096,0.46373711,0.02845191,809.3928,0.9838,0.41830424,0.06289846,0.6,0.031,0.706,0.053,0.673,0.04,0.26288367,0.01806653,793.34865,18.93445,0.46598008,0.04099706
3,0.592,0.4,0.656,0.274,0.62,0.052,0.41588321,0.04270177,811.0139,0.932075,0.4216561,0.04563944,0.602,0.101,0.69,0.055,0.663,0.025,0.25514892,0.01660873,800.8788,7.7475,0.47935784,0.05584258
4,0.727,0.192,0.595,0.242,0.607,0.198,0.38973096,0.04174422,811.5793,0.65445,0.43224558,0.08138671,0.593,0.09,0.671,0.061,0.69,0.065,0.24740135,0.01403899,804.11205,6.04845,0.47442894,0.02758487
5,0.642,0.373,0.482,0.382,0.677,0.155,0.35056162,0.0225225,812.19705,0.795625,0.43111425,0.03775684,0.602,0.06,0.699,0.069,0.604,0.114,0.23786579,0.01245521,806.1695,4.646575,0.49523244,0.01789975
6,0.628,0.344,0.443,0.347,0.699,0.117,0.3322066,0.02895372,812.45775,0.37635,0.43917056,0.05379581,0.563,0.07,0.687,0.059,0.593,0.142,0.22542167,0.01021909,807.2409,4.059175,0.47439533,0.04292797
7,0.71,0.144,0.443,0.182,0.652,0.102,0.31460504,0.02071026,813.031,0.54915,0.41934398,0.02950246,0.566,0.087,0.655,0.052,0.616,0.088,0.21680437,0.01500352,809.3283,1.799375,0.46821997,0.05147276
8,0.711,0.126,0.456,0.262,0.628,0.135,0.29433747,0.040695,813.271,0.370725,0.46505787,0.04621655,0.58,0.059,0.653,0.036,0.591,0.1,0.20755313,0.00760816,809.67005,2.742825,0.45323791,0.05349723
9,0.672,0.161,0.463,0.157,0.609,0.153,0.27217803,0.03350574,813.5317,0.270475,0.45490847,0.0618753,0.571,0.055,0.654,0.041,0.576,0.071,0.1986525,0.01270207,810.99705,1.931975,0.45167166,0.02479096
10,0.563,0.212,0.434,0.285,0.567,0.137,0.26520258,0.01091997,813.7295,0.105675,0.43304358,0.0225552,0.576,0.067,0.613,0.044,0.559,0.074,0.18450095,0.01308095,812.20345,1.1469,0.43809365,0.02758182
11,0.634,0.309,0.469,0.121,0.551,0.112,0.24931973,0.01509332,813.7942,0.07425,0.47159179,0.05311435,0.526,0.103,0.605,0.036,0.563,0.043,0.17747092,0.01441076,812.7888,1.047,0.4569641,0.03074229
