Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.82394463,0.0,0.962,0.0,0.841,0.0,0.924,0.0,0.83680799,0.0,0.0239908,0.0,0.53196611,0.0
1,0.45,37.192,0.651,35.688,0.4,22.905,0.34820668,27.69311881,0.37907502,64.27990252,0.80798164,57.53133716,0.486,36.653,0.666,38.036,0.423,38.056,0.36065209,29.76872387,0.41537114,55.83052104,0.93195437,21.5198607
2,0.181,32.252,0.437,47.158,0.183,24.828,0.13689059,21.32396105,0.53349046,44.6322329,0.80573331,98.00968717,0.036,33.502,0.199,46.273,0.03,26.391,0.02102156,23.5113503,0.50903316,44.10039072,0.86112294,70.95260099
3,0.026,22.738,0.198,43.107,0.013,17.647,0.00875252,16.23354565,0.59854649,39.84286554,0.69876162,54.44492262,0.242,23.638,0.477,37.675,0.178,19.158,0.16936633,17.00562017,0.51231102,29.9664523,1.0,21.69849386
4,0.115,21.112,0.328,39.165,0.083,16.487,0.07131183,14.62661197,0.60802332,38.58241062,0.79157978,66.6659935,0.129,20.412,0.334,35.515,0.08,15.986,0.07495825,14.03702156,0.59644614,24.75050995,0.9768447,51.68499046
5,0.101,18.488,0.269,35.315,0.071,14.344,0.0591704,11.46402051,0.60802332,37.89596658,0.62017797,72.36115665,0.104,17.642,0.252,35.08,0.071,14.077,0.07045415,13.57195682,0.67363458,27.00226658,0.65002251,76.6661887
6,0.015,16.022,0.095,31.694,0.008,12.489,0.00549701,10.20102437,0.60802332,35.43267696,0.48522549,42.80183832,0.091,16.236,0.251,31.254,0.059,12.52,0.05538963,11.27355423,0.77867342,18.25794786,0.59687927,74.8660269
7,0.011,10.456,0.095,22.897,0.006,7.977,0.00268117,6.92735944,0.61739273,33.56663326,0.3912895,52.81972109,0.083,13.981,0.282,28.158,0.053,10.499,0.04592183,10.00335654,0.78096496,18.25807941,0.61824738,47.91526348
8,0.015,12.615,0.087,31.187,0.006,9.11,0.00427871,7.46792347,0.71299795,29.23976489,0.63557383,35.06822677,0.074,12.994,0.279,29.707,0.048,9.273,0.03996402,8.11233038,0.78096496,18.23903175,0.62098371,43.21920709
9,0.015,10.87,0.08,28.131,0.006,6.675,0.00494524,6.3681668,0.80205785,34.48004227,0.52514531,73.1804175,0.016,11.617,0.144,27.518,0.008,8.283,0.00467653,7.37326575,0.78096496,18.24088366,0.54639475,44.90642828
10,0.016,9.622,0.076,26.58,0.006,6.3,0.00539679,6.54609355,0.82886034,34.47987386,0.20245986,105.32826574,0.012,10.781,0.136,28.131,0.008,7.65,0.00434418,6.43616133,0.78096496,15.32413912,0.52782094,44.67101206
11,0.016,9.329,0.081,24.417,0.006,5.8,0.00539679,5.62074975,0.83056267,34.47987386,0.20245986,97.8245054,0.011,6.914,0.069,25.411,0.006,5.663,0.00428672,4.40756935,0.79642952,17.90744348,0.40543552,69.86836722
12,0.014,8.883,0.061,24.212,0.006,5.068,0.00539679,5.47855585,0.83056712,34.47176999,0.2078489,110.66807007,0.011,8.345,0.107,28.403,0.006,6.601,0.00213179,5.70192851,0.79774351,17.93110707,0.55877271,75.41015557
13,0.005,6.195,0.049,18.711,0.005,3.011,0.00539679,4.00418435,0.83056712,34.47176999,0.0288987,90.94966987,0.011,8.079,0.107,26.489,0.005,5.744,0.00204018,5.30981523,0.79774351,22.87511086,0.55877271,78.90789797
14,0.005,5.845,0.049,19.695,0.004,3.012,0.00426822,3.89643912,0.8305678,31.74814072,0.0288987,79.61878977,0.041,7.832,0.183,25.497,0.022,5.421,0.02263712,5.09558219,0.82083009,24.32484619,0.61243548,101.253294
15,0.007,5.546,0.047,19.833,0.004,2.941,0.00453431,3.02739671,0.8305678,28.72933179,0.0,99.503507,0.043,7.75,0.195,24.1,0.027,5.542,0.02404212,5.01062514,0.89279183,18.25796893,0.67942986,48.12463055
16,0.007,5.079,0.046,18.964,0.004,3.06,0.00453431,3.05562476,0.8305678,28.83494384,0.16209056,102.9627969,0.067,7.325,0.259,23.976,0.038,5.124,0.03845792,4.73289135,0.89279183,18.03047742,0.71772058,23.96365932
