Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.629,0.0,0.686,0.0,0.507,0.0,0.56215987,0.0,0.9944921,0.0,0.9365879,0.0,0.585,0.0,0.42,0.0,0.447,0.0,0.42808106,0.0,1.0,0.0,0.7312735,0.0
1,0.249,46.766,0.264,40.647,0.501,43.366,0.26949897,24.91954728,0.30592749,34.38446138,0.3007902,47.291591,0.44,56.632,0.425,71.284,0.564,39.101,0.3741916,64.41134772,0.33402388,21.90949373,0.44526965,54.78388018
2,0.86,55.66,0.632,33.166,0.629,75.012,0.3632776,56.85273925,0.08763036,72.00991619,0.51861104,78.70577983,0.187,53.761,0.621,63.411,0.307,71.613,0.30701984,79.4271464,0.58558261,77.59847258,0.28852398,57.61286248
3,0.7,89.359,0.263,24.084,0.347,80.571,0.36456585,77.44596358,0.44742347,23.56391029,0.49912677,93.20634144,0.387,51.526,0.346,42.301,0.499,63.773,0.28759821,40.93592938,0.54791643,37.10313656,0.37612451,55.25188614
4,0.177,40.667,0.452,44.867,0.24,42.757,0.23276359,30.45581387,0.53987437,17.66230128,0.68284542,28.42921751,0.45,55.692,0.587,86.626,0.195,21.609,0.09663021,44.65093295,0.56315267,35.15974292,0.62240941,83.29386974
5,0.209,78.861,0.239,47.597,0.132,40.916,0.05819118,17.47718325,0.43207516,45.97491565,0.57324993,73.18248768,0.053,29.199,0.343,45.127,0.087,30.379,0.06601428,38.63368773,0.48686566,31.25885223,0.50509952,44.00496346
6,0.167,38.819,0.177,33.925,0.238,98.818,0.22592099,54.6142065,0.63376242,30.18782564,0.16546818,52.59908748,0.6,53.111,0.484,25.833,0.604,115.965,0.48664126,92.84616551,0.43632837,43.08000608,0.5455582,51.88764018
7,0.136,83.057,0.337,42.758,0.354,37.094,0.21494611,17.31431868,0.37357288,28.4012528,0.7747391,38.06155194,0.159,64.263,0.387,38.718,0.506,44.868,0.25521841,48.95581264,0.48983977,26.72992722,0.35523555,79.43247638
8,0.179,59.257,0.254,35.256,0.26,62.918,0.14775564,21.69820668,0.4372176,33.98225629,0.29815798,56.37579284,0.569,102.873,0.149,40.794,0.448,90.12,0.37869594,86.64167691,0.3454306,53.150902,0.59115069,39.9028005
9,0.111,57.245,0.27,56.5,0.087,31.62,0.07249932,14.75821478,0.42260483,29.84119498,0.53816834,29.02805322,0.626,125.78,0.346,56.357,0.261,59.512,0.09848317,58.47175722,0.41943427,39.33398737,0.32551991,43.29703564
10,0.529,102.655,0.558,36.561,0.629,87.359,0.49390513,88.20054494,0.30787882,69.67205449,0.32283118,51.41550859,0.624,58.368,0.308,26.015,0.505,57.396,0.34064349,30.52439167,0.46339389,64.15172671,0.28890179,96.19952136
11,0.349,59.197,0.363,27.053,0.142,25.514,0.38469372,115.23501395,0.61147445,65.15263259,0.8605267,59.96514408,0.469,63.489,0.494,10.558,0.582,86.053,0.34963028,84.13371612,0.48722338,68.38515544,0.70893579,30.33718769
12,0.278,61.182,0.443,27.132,0.689,81.583,0.5516195,20.40433192,0.48881371,34.09815845,0.24282996,70.25001346,0.34,41.969,0.21,32.115,0.473,42.78,0.2519261,29.98595077,0.44014205,53.70403504,0.64736375,24.96027152
