Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,126.998,0.0,248.185,0.0,571.46,0.0,535.54744282,0.0,197455757814.6689,0.0,0.51655879,0.0,386.075,0.0,302.183,0.0,409.248,0.0,503.97832929,0.0,182626600529.1359,0.0,0.61194464,0.0
1,147.668,56.071,204.209,85.821,478.174,70.125,487.64190939,49.42225411,197613191331.52615,93557257.90353394,0.49113193,0.04540745,319.757,123.188,227.282,87.485,434.741,159.064,472.7682503,125.23464475,187497840221.61383,3909907963.7164,0.52108146,0.08849005
2,158.099,26.306,212.555,172.904,427.773,100.465,488.84511822,70.74093743,197960595764.24704,201154176.85031128,0.48167237,0.1140087,267.844,67.344,215.643,39.587,454.647,173.782,415.03351001,66.46116288,193408466801.70294,2493576804.509552,0.53623476,0.10458029
3,156.193,46.554,69.482,170.501,332.359,152.852,425.44337214,34.30621536,198155900743.2901,233984821.13848877,0.47664632,0.05994984,269.715,44.891,194.081,77.206,381.128,73.119,409.25108391,41.73787208,194756198166.24255,1044089111.4503479,0.52063617,0.10239611
4,149.512,40.843,245.546,252.215,268.991,152.871,417.56386813,64.581757,198365119016.5255,166962361.53909302,0.48781392,0.11951575,226.941,122.704,151.352,120.122,335.178,34.962,397.76105639,87.51788002,196296689981.2495,845574451.4140015,0.49747633,0.09359048
5,162.595,50.946,61.029,176.892,179.271,142.27,369.83211559,52.34238928,198476512656.41965,112861944.42022705,0.494176,0.06949925,197.333,69.542,138.53,107.296,297.046,62.745,329.0003923,76.78687302,197090120471.51315,813514226.6295166,0.51429632,0.06766027
6,139.699,81.331,61.029,127.745,167.403,124.804,322.75887039,63.83348282,198541714880.4957,94708493.99398804,0.5019703,0.14638274,133.829,121.845,141.705,86.66,274.733,75.092,299.51636088,45.7457742,197721594867.8596,687577414.3439636,0.49492345,0.07917802
7,139.884,28.065,79.917,72.629,73.466,65.144,331.10720994,45.18235141,198645467095.9184,80157543.97991943,0.51850633,0.08933984,153.13,47.306,88.158,44.258,195.948,83.538,292.07181473,79.50532313,198045919081.83865,317089730.2088318,0.48252632,0.13651364
8,132.05,63.069,72.466,99.96,66.205,72.375,294.89297375,47.02794998,198715399715.2063,39069919.18322754,0.49195079,0.08351917,91.31,115.872,81.876,52.549,209.295,81.838,266.86884966,73.92707179,198325626777.20905,361095231.03393555,0.50090848,0.08284894
9,82.312,76.165,146.671,108.03,81.868,68.926,244.4309834,20.75933599,198753915209.3866,23565511.79528809,0.51522593,0.07328612,100.835,53.561,93.073,92.116,175.653,90.674,248.96779372,13.27337305,198501558069.7766,163812113.08078003,0.48759638,0.06965946
10,98.313,59.646,70.037,115.501,83.726,70.074,231.74640244,74.15799216,198762077071.66327,37732097.415802,0.47488365,0.09661021,78.181,54.729,90.507,50.389,180.177,89.71,240.90447536,57.92732034,198589520860.84265,119083361.0697937,0.51096546,0.06330535
11,59.133,70.002,56.35,55.434,37.84,52.802,214.65328408,42.28773265,198771790177.13123,24496092.84567261,0.51611355,0.03574081,71.376,79.714,64.8,58.917,163.529,92.892,214.30191598,59.98655581,198637595407.5317,87452110.34405518,0.56070864,0.08938038
12,35.039,67.029,50.116,96.777,74.344,55.206,205.33478873,72.53076027,198780496344.40247,18562144.9732666,0.53917579,0.09937747,78.731,75.697,48.886,56.513,155.605,86.817,202.41019434,50.92073731,198695312098.23706,59996958.81430054,0.52203175,0.11549643
13,23.2,69.228,17.569,32.908,61.227,148.97,195.03549198,76.16118045,198790350774.5483,20019340.78018188,0.53604898,0.06099575,66.544,64.681,23.256,77.742,116.619,100.577,183.46182154,51.25648071,198726708089.7364,43475179.93618774,0.56687693,0.06498447
14,23.657,168.283,12.57,17.379,60.256,56.024,183.19051122,50.51528813,198795540609.02875,15931788.27282715,0.58912548,0.15555867,56.009,52.755,30.527,70.632,98.77,82.051,165.69085192,51.57847777,198751502323.50006,32962989.82537842,0.5241638,0.1191624
