Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.93563174,0.0,0.045,0.0,0.208,0.0,0.005,0.0,0.00571021,0.0,0.84296832,0.0,0.88640316,0.0
1,0.544,78.749,0.655,44.637,0.653,46.45,0.64920649,52.91570786,0.0,37.14973505,0.6705752,76.34963136,0.7,63.051,0.728,62.446,0.503,68.132,0.43740796,38.67250287,0.0,20.82685256,0.67699271,36.54005355
2,0.551,39.251,0.579,44.644,0.463,35.674,0.33234737,41.05081696,0.10588434,30.40948974,0.60336865,39.57458634,0.683,55.649,0.616,27.181,0.737,66.942,0.53459621,29.22890013,0.0,0.0,0.76426819,55.00125623
3,0.507,26.824,0.551,38.956,0.497,14.443,0.32468082,10.38070213,0.0,0.0,0.52296199,47.39162933,0.448,34.021,0.565,33.053,0.409,27.816,0.33282286,14.4886255,0.0,0.0,0.60318523,46.045902
4,0.456,62.53,0.498,47.067,0.347,45.515,0.36279842,31.1256043,0.0,10.95576736,0.28495083,96.84969701,0.696,51.939,0.625,48.932,0.531,67.54,0.43413409,45.38226297,0.0,0.0,0.42436311,50.67763077
5,0.679,74.539,0.807,32.83,0.469,75.334,0.40224789,36.28024406,0.0,0.0,0.52048652,43.67091703,0.417,23.708,0.631,16.191,0.456,30.655,0.48078925,29.91572363,0.0,0.0,0.52714284,67.90359231
6,0.615,40.283,0.497,21.331,0.802,70.184,0.62858064,17.58558776,0.0,31.31296991,0.45404253,56.37781668,0.535,19.773,0.635,29.041,0.536,47.586,0.3571326,29.66411881,0.0,0.0,0.29372519,60.22060686
7,0.469,40.169,0.418,26.994,0.273,26.819,0.1787992,21.08214611,0.37586117,68.12116717,0.1498624,43.69307252,0.537,49.095,0.532,35.53,0.696,72.478,0.84106187,81.0285075,0.0,34.31004016,0.71215457,44.21075684
8,0.62,47.391,0.554,50.751,0.46,17.733,0.38038176,29.22907543,0.0,0.0,0.49199963,54.8527301,0.54,19.726,0.698,34.395,0.512,47.707,0.41074854,32.70782382,0.0,16.25939527,0.32759699,24.33602038
9,0.765,35.515,1.0,49.916,0.566,71.104,0.43901423,41.7399855,0.0,2.91334352,0.94301469,44.84369091,0.464,55.023,0.601,15.752,0.286,37.077,0.33112666,18.32854559,0.0,10.27690936,0.89459217,64.10086166
10,0.733,26.368,0.581,39.749,0.698,52.223,0.49865575,51.98025719,0.0,0.0,0.64726409,65.54045929,0.629,47.063,0.691,16.155,0.427,56.921,0.46898298,37.60513003,0.0,0.78566419,0.87472321,25.66160146
11,0.689,47.777,0.762,43.498,0.319,19.143,0.25531244,17.61549034,0.0,0.0,0.6358666,82.17907572,0.593,34.0,0.488,15.947,0.519,71.489,0.45679109,57.13062661,0.0,0.0,0.66635993,65.16856462
12,0.451,20.948,0.392,25.281,0.378,32.513,0.44885409,30.34282308,0.33323039,59.56124991,0.52426849,109.29213015,0.504,38.435,0.597,46.487,0.278,37.429,0.47575942,37.52535059,0.0,7.88136414,0.89640096,83.08510251
13,0.678,42.007,0.658,31.87,0.564,30.188,0.46491666,21.74187246,0.117858,25.52922271,0.45794547,77.92353772,0.697,52.985,0.587,39.487,0.519,36.392,0.7877873,63.02252431,0.0,18.73292271,0.97626441,83.44341787
14,0.733,62.953,0.634,19.768,0.752,50.874,0.63475858,39.22931312,0.0,3.13393104,0.82263999,41.04629497,0.429,22.653,0.464,26.5,0.378,36.593,0.56649287,48.39219206,0.10111977,32.18464558,0.42684452,55.76073338
15,0.726,71.474,0.587,24.201,0.636,85.045,0.58846053,57.88728262,0.0,0.07778643,0.42920077,50.7342431,0.621,31.379,0.52,43.249,0.342,30.773,0.24132517,24.27491727,0.0,6.97202176,0.46364892,47.94086793
16,0.6,41.437,0.662,30.349,0.491,29.272,0.50335059,24.68221815,0.0,0.0,0.45116747,42.29284451,0.746,15.868,0.773,42.177,0.818,35.305,0.63666964,24.13694463,0.0,0.0,0.68188717,35.6872311
17,0.763,63.714,0.65,17.397,0.439,85.82,0.35063531,69.14208014,0.0,6.94023554,0.0007107,42.23270072,0.671,82.471,0.54,36.002,0.339,19.382,0.50192295,45.59550534,0.0,60.67047342,0.30949279,76.24304813
18,0.513,21.181,0.599,19.092,0.321,33.639,0.33714093,23.63067984,0.26994118,49.86238121,0.58322764,37.70918904,0.478,18.685,0.588,20.223,0.399,27.903,0.33854418,14.81179864,0.0,0.0,0.46247767,30.57834274
19,0.579,60.59,0.512,20.982,0.716,48.458,0.69191192,42.10163165,0.0,0.0,0.54813597,42.66139503,0.839,48.968,0.716,30.71,0.557,40.83,0.42415183,47.40961567,0.0,0.0,0.66966388,50.00830917
20,0.669,38.343,0.644,28.872,0.556,41.969,0.4658441,32.00746276,0.0,19.90406774,0.54190563,38.75153568,0.695,116.903,0.765,34.927,0.661,48.062,0.5395514,26.89815112,0.0,50.60388838,0.39077397,48.21014833
21,0.457,34.896,0.766,57.307,0.423,20.304,0.30678273,14.17420429,0.0,16.23675513,0.68259476,66.62229615,0.405,64.216,0.456,36.485,0.483,44.626,0.26051886,20.46232926,0.22736126,51.82693609,0.51121292,28.83238785
22,0.619,49.252,0.862,32.614,0.63,27.972,0.46744609,11.73443332,0.0,12.28078784,0.09918875,18.98242815,0.525,24.472,0.536,19.783,0.74,42.779,0.52601482,28.75588135,0.0,12.15797138,0.36432784,65.19741431
23,0.677,32.082,0.615,25.218,0.646,24.627,0.4585467,18.79397506,0.0,0.0,0.4938467,65.60444738,0.719,37.659,0.623,41.839,0.67,56.366,0.72368328,42.89876134,0.0,0.0,0.62916093,64.23639128
24,0.709,27.518,0.692,46.04,0.541,36.21,0.49405235,17.93902354,0.0,0.0,0.42251673,54.67172164,0.434,31.29,0.46,25.229,0.494,31.146,0.35731143,35.59905243,0.0,0.0,0.75946107,48.73585507
25,0.59,39.997,0.451,46.594,0.443,19.506,0.40630579,50.20376731,0.0,53.39011419,0.6003896,51.64056998,0.652,45.87,0.626,47.836,0.689,39.523,0.64644918,37.90167271,0.0,18.71830689,0.51976279,85.16695682
26,0.543,41.539,0.579,35.941,0.452,35.124,0.49558972,51.87413131,0.0,0.0,0.47049055,93.68801829,0.718,24.079,0.756,36.125,0.501,51.266,0.43008326,43.18832241,0.0,0.0,0.46140735,63.55916992
27,0.632,46.126,0.603,39.369,0.401,34.049,0.38801594,38.62312471,0.0,23.85243103,0.57394029,40.50850987,0.695,77.012,0.656,45.415,1.0,122.686,1.0,79.29801946,0.0,28.26676468,0.61457227,38.64350518
28,0.474,23.164,0.804,43.556,0.506,35.464,0.46695449,20.61771041,0.0,38.5087853,0.61446801,39.29808905,0.692,41.866,0.474,29.404,0.832,55.646,0.66221229,47.55803736,0.0,52.1855077,0.28482066,73.17248894
29,0.472,41.269,0.667,35.818,0.599,51.589,0.46900844,25.20737673,0.0,0.0,0.24436673,66.22151457,0.627,51.356,0.886,42.824,0.413,39.543,0.35313894,26.63331181,0.0,0.0,0.70303893,37.22570468
30,0.772,54.281,0.635,20.712,0.654,57.527,0.68412438,41.90997312,0.0,0.0,0.3996087,67.77022177,0.441,39.16,0.627,18.664,0.448,32.706,0.47317904,36.5551054,0.0,6.91303818,0.53700461,54.65309635
31,0.44,45.906,0.384,64.877,0.383,47.929,0.29989617,52.76706903,0.0,0.0,0.58494041,44.20150482,0.539,66.975,0.656,35.299,0.795,60.748,0.69154863,44.4443463,0.0,0.0,0.56813755,46.53222777
32,0.473,43.709,0.616,43.445,0.431,39.496,0.47815927,31.97855136,0.05572782,34.81097956,0.78992229,88.77129953,0.5,66.819,0.537,46.019,0.452,50.854,0.50843164,60.24709998,0.0,0.0,0.97529326,30.88631296
33,0.472,24.332,0.438,20.629,0.325,46.135,0.42440218,22.71491813,0.06666341,23.40202177,0.71257222,55.22632091,0.43,44.593,0.545,28.326,0.449,26.478,0.35737394,15.90674197,0.0,0.0,0.42841961,54.07958405
34,0.624,40.033,0.74,50.994,0.698,41.848,0.47180095,33.02800809,0.0,0.0,0.55281386,84.7817339,0.599,48.885,0.596,26.569,0.482,24.991,0.423867,49.52784871,0.0,0.0,0.35817534,78.22604673
35,0.396,23.523,0.515,43.565,0.228,9.27,0.20521058,15.53673615,0.0,0.0,0.75207491,47.97015128,0.71,54.352,0.617,40.676,0.804,42.443,0.53645001,24.36561722,0.0,14.03522889,0.58222471,49.67026057
36,0.726,31.568,0.592,13.841,0.62,42.674,0.45717507,22.59086813,0.0,8.22631738,0.50539718,78.72919317,0.894,32.042,0.629,35.978,0.714,86.681,0.77927877,49.61125355,0.0,12.24783124,0.44193281,76.10659509
37,0.593,32.976,0.721,17.376,0.589,64.079,0.55133118,67.92347032,0.0,27.10639052,0.28839906,70.56822114,0.433,39.348,0.645,46.397,0.482,60.351,0.39785691,31.17971596,0.0,43.99206223,0.35419733,37.48812227
38,0.707,70.642,0.706,27.906,0.474,55.548,0.4514704,44.74161535,0.0,0.0,0.58338322,50.88662827,0.537,38.798,0.649,23.648,0.346,40.092,0.4796023,23.66101853,0.0,21.21382903,0.84836974,63.11902636
39,0.81,53.61,0.718,46.588,0.581,36.873,0.47119304,76.89183841,0.0,0.0,0.74473516,66.72850935,0.745,49.371,0.789,45.089,0.616,77.458,0.41933765,54.06093845,0.0,0.0,0.33599674,64.05526119
40,0.575,41.562,0.73,39.3,0.399,48.27,0.40942171,43.98565958,0.0,8.13656288,0.65236579,63.02378354,0.504,85.16,0.569,31.705,0.399,56.818,0.54267634,117.43263032,0.0,37.31624422,0.6812499,62.95694975
41,0.721,40.101,0.728,76.284,0.586,27.94,0.37899768,31.25950962,0.0,0.0,0.49191164,80.03572461,0.536,36.319,0.729,30.04,0.409,17.721,0.32184627,43.09550507,0.0,0.0,0.79653276,82.88479225
42,0.761,19.645,0.677,45.9,0.783,89.648,0.6570547,42.36795516,0.0,0.60121123,0.77069833,38.54316721,0.801,66.425,0.594,17.752,0.565,77.316,0.46908825,33.0513286,0.0,6.72267539,0.05939584,111.66712674
43,0.96,57.155,0.752,52.479,0.477,62.309,0.62305262,65.68927374,0.0,0.0,0.6201741,41.25059385,0.365,34.744,0.47,29.592,0.325,49.006,0.24954717,55.43934389,0.0,22.52866417,0.57272768,46.45855992
44,0.584,57.796,0.569,31.894,0.579,75.449,0.4332702,63.79124151,0.19910839,28.69607167,0.52472794,69.07588934,0.758,48.628,0.661,24.943,0.516,51.852,0.56681984,60.58422171,0.0,0.0,0.42588729,61.44338326
45,0.463,15.309,0.567,42.515,0.466,38.488,0.41480258,31.08899198,0.00871167,26.50810861,0.7148284,44.31184039,0.606,37.919,0.735,56.009,0.423,73.751,0.76668048,47.1798307,0.0,46.49448591,1.0,89.94067238
46,0.56,56.084,0.609,36.388,0.479,106.452,0.57780402,44.20063272,0.0,1.98292835,0.84746763,74.04643946,0.478,54.097,0.619,33.9,0.329,57.771,0.32320775,50.32708624,0.0,4.0504684,0.67361005,32.08846175
