Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,2245.479,0.0,38.493,0.0,10855.215,0.0,26976.46924389,0.0,60259498705584.69,0.0,1.00025795,0.0,1632.264,0.0,34.838,0.0,9787.553,0.0,21426.08068219,0.0,60353397873621.766,0.0,0.87500356,0.0
1,161.286,845.759,18.027,12.909,609.698,4095.131,698.39464435,6539.89718352,60118663471384.99,436799852219.46875,0.66529895,0.36105039,924.322,687.063,26.619,9.636,3948.243,3471.166,5586.02196787,4851.25588555,60247741767737.04,241891446322.5625,0.91386035,0.14311143
2,524.149,579.089,22.136,9.301,2362.902,2540.6,3439.92218569,4451.83456796,60304502650000.71,400064682749.375,0.90558181,0.46575522,650.182,621.186,23.728,13.028,2481.51,2675.701,3819.17176402,4473.49342732,60356066943582.2,242693666191.67188,0.91406819,0.14971361
3,223.74,436.276,19.467,10.235,926.104,1575.594,1428.93240369,2823.15525673,60452593641543.734,338266988468.5781,0.88956939,0.25260342,244.093,480.666,17.47,13.139,1044.035,2124.82,1384.82681282,2912.96952444,60383464839139.984,258420995313.8125,0.88824996,0.20158857
4,200.682,303.646,17.461,9.42,741.904,1324.798,1128.54393373,2183.52226644,60452593641543.734,338124866204.4531,0.90387009,0.18400951,41.118,367.682,10.069,12.506,166.947,1697.471,145.85383256,2165.14861734,60449236134095.04,221546164849.4375,0.74790239,0.5875014
5,181.336,311.538,15.919,8.91,654.488,1138.268,912.81116266,1800.73582483,60464017471602.5,424300063341.3047,0.87927971,0.26989397,33.919,216.196,8.556,9.553,106.362,993.782,105.35064804,1223.04083403,60458654779886.42,194650533083.8125,0.5695629,0.36873936
6,270.99,247.414,18.317,7.501,1026.207,1133.285,1475.27198895,1642.8524076,60464017471602.5,225583919488.92188,0.85913244,0.29503121,33.919,198.533,8.556,8.701,106.362,831.374,105.8229186,1090.37173629,60458656720008.3,194650533083.8125,0.58821577,0.37353593
7,158.541,231.798,14.922,8.364,523.717,879.656,671.83294008,1214.51791291,60471876459509.734,230586498477.09375,0.79322389,0.30912939,33.919,173.453,8.834,8.07,106.362,741.817,105.8229186,941.32645642,60458656720008.3,204431948247.76562,0.65591149,0.26888457
8,224.438,186.181,16.851,6.292,841.039,731.048,1144.61847849,1135.74433465,60481881617486.08,260427112415.08594,0.77490569,0.33270872,31.399,169.049,9.0,7.413,93.972,669.96,88.10541988,958.18122899,60522065903781.82,226320325313.71094,0.70007624,0.26834662
9,221.996,134.658,16.813,5.258,835.643,548.021,1155.33895959,741.7164978,60481881617486.08,260427112415.08594,0.85020398,0.20668777,31.399,140.864,9.0,6.68,93.972,563.774,81.7285519,804.82995038,60555977323293.11,221611002418.02344,0.6406259,0.25385947
10,207.792,123.437,16.103,5.313,753.864,508.293,1082.90939446,683.30079408,60481881617486.08,260427112415.0703,0.82727499,0.21884026,41.754,165.898,10.365,7.734,112.651,671.643,151.95763807,1005.81377156,60555977323293.11,225801549905.0,0.70007624,0.35687734
11,174.204,149.577,15.779,5.065,672.703,619.54,905.81543663,891.78042321,60481881617486.08,237066743768.04688,0.77809829,0.22507831,41.754,141.557,10.365,7.096,112.651,586.699,151.95763807,938.71741314,60555977323293.11,225801549905.0,0.70007624,0.28509455
12,164.508,162.014,15.399,6.497,647.682,549.102,873.78656281,803.37706349,60501410396094.31,153436400318.85938,0.84088317,0.29210782,38.808,139.449,10.365,6.901,112.651,523.758,151.95763807,876.37646806,60556095752709.914,225801549905.0078,0.72687693,0.22130747
13,157.919,147.045,15.376,6.677,598.564,539.209,803.80102179,770.5626448,60502989224710.48,153436400318.85938,0.83373758,0.1234335,43.139,129.186,9.529,6.558,102.058,501.816,147.12787628,766.9863656,60556095752709.914,225385152548.5625,0.70007624,0.34365951
14,157.377,149.743,15.03,8.154,602.288,557.134,757.18812185,850.70849969,60565649316884.375,145420552151.73438,0.80381814,0.09763892,43.139,115.407,9.529,6.414,102.058,437.583,147.12787628,730.88420334,60556095752709.914,225385152548.5625,0.72687693,0.23972124
15,142.091,144.789,14.954,7.906,540.376,497.402,710.95383171,751.57006427,60565649316884.39,147450181777.52344,0.82929957,0.13613413,35.304,92.078,8.999,5.697,65.593,353.584,67.95343079,467.32117215,60556095752709.914,224757528510.20312,0.73146665,0.15864074
16,136.678,132.211,14.768,7.743,536.733,477.056,680.23015062,719.43329041,60565649316884.375,147450181777.52344,0.85227124,0.14165801,35.304,87.086,8.999,5.488,65.593,340.881,67.95343079,437.10170158,60556095752709.914,224757528510.20312,0.70554171,0.17281657
17,124.793,125.848,14.502,7.244,483.091,459.232,641.9307738,668.89046251,60565975779284.64,146821252035.125,0.87660443,0.30085262,35.304,85.443,8.999,4.965,59.581,335.484,67.95343079,438.22686813,60556095752709.914,211409385004.7578,0.70657052,0.2600395
18,68.067,105.644,11.458,7.103,262.198,385.935,331.81967835,632.73930346,60567396993936.23,146969454971.90625,0.81022514,0.32596998,29.197,85.993,9.529,5.012,53.408,320.832,48.71645254,413.14656985,60581253099546.69,110116237343.32031,0.71154676,0.32276978
19,21.0,103.18,7.894,6.555,82.487,380.669,68.37181737,563.44376322,60567400595599.5,146969454971.90625,0.71350897,0.32590792,26.758,80.144,9.529,4.898,51.205,310.18,48.71645254,405.33502332,60581459590489.734,110116237343.32031,0.71154676,0.30877774
20,20.673,74.059,7.894,4.934,75.346,252.383,53.29916455,368.8393655,60567400635766.31,151503501715.23438,0.60647559,0.29853973,24.238,73.14,8.924,4.763,50.118,300.136,48.39602406,402.28515476,60581459590489.734,110116237343.32031,0.74595783,0.32560762
21,21.582,70.918,7.894,5.161,72.575,246.427,53.29916455,345.37912769,60574874889552.29,146383325584.64062,0.60647559,0.29690258,24.238,69.852,9.38,4.877,50.118,285.05,46.56077458,389.29319784,60581459590489.734,110116237343.32031,0.74595783,0.29155395
22,21.582,70.396,7.894,4.838,72.575,229.403,53.29916455,337.02144783,60574874889552.29,146681783831.10156,0.60647559,0.3090359,24.238,65.88,9.38,4.796,50.118,287.513,46.56077458,393.06531174,60581459590489.734,110116237343.32031,0.74136811,0.28933326
23,20.673,10.76,7.732,1.24,61.813,30.113,42.10593814,45.63691868,60575250097368.7,146681783831.10156,0.60321445,0.23026362,24.238,64.98,9.56,4.579,44.902,276.797,38.77718332,363.28732311,60581460110064.18,110116237343.32031,0.70134354,0.40682125
24,20.673,10.76,7.732,1.24,61.813,30.113,42.10593814,45.63691868,60575250097368.7,146681783831.10156,0.60321445,0.23026362,24.238,64.582,9.56,4.505,44.902,263.278,38.77718332,356.9141098,60581460110064.18,110116237343.32031,0.74136811,0.3073712
25,20.673,11.052,7.521,1.221,61.813,26.832,39.43989682,37.428026,60575250097368.7,146450050134.07812,0.55741434,0.17740626,23.855,58.525,9.324,4.499,49.507,257.865,39.66558052,342.66034773,60581460110068.06,110116237343.32031,0.61956087,0.27405377
26,20.673,10.2,7.521,1.221,61.813,26.506,39.84305322,36.54933839,60575250097368.7,146450054473.89062,0.55741434,0.17740626,19.236,21.872,8.635,2.246,41.641,23.01,29.59650907,43.67508902,60581460110068.06,110116237343.32031,0.54519296,0.26143796
27,20.673,10.2,7.521,1.221,61.813,26.506,39.84305322,36.54933839,60575250097368.7,146450054473.89062,0.55741434,0.17740626,19.236,21.872,8.635,2.246,41.641,23.01,29.59650907,43.67508902,60581460110068.06,110116237343.32031,0.4907932,0.21446831
