Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,377.118,0.0,0.09,0.0,0.06,0.0,527.82398873,0.0,48679.1527,0.0,0.65875775,0.0,250.082,0.0,0.295,0.0,0.012,0.0,198.43203836,0.0,47033.1304,0.0,0.61354026,0.0
1,205.407,124.403,0.078,0.063,0.06,0.117,358.13032589,248.39119747,49209.0733,125.895175,0.68738569,0.22048557,203.641,33.597,0.24,0.127,0.0,0.038,156.36910896,22.73875366,48230.99835,1651.72265,0.72174694,0.20244685
2,202.851,114.202,0.113,0.064,0.083,0.088,258.17015251,233.33421555,49338.0608,276.442075,0.64742055,0.25905135,187.645,44.007,0.28,0.147,0.0,0.211,154.1229698,35.83964085,48418.6481,1096.6617,0.63344124,0.11413337
3,153.709,68.534,0.084,0.071,0.092,0.141,238.65075685,216.63362165,49508.3553,270.7938,0.82130221,0.19105457,189.349,43.589,0.176,0.089,0.0,0.0,157.14387422,52.31672109,48637.81195,670.998375,0.73867043,0.28114945
4,126.391,60.129,0.083,0.061,0.068,0.08,95.29766692,134.29746201,49698.58075,170.86375,0.66730811,0.2221854,150.944,28.355,0.184,0.094,0.093,0.14,120.52788648,63.64091828,49200.4483,464.0612,0.73446223,0.30427074
5,104.186,21.019,0.065,0.089,0.061,0.198,57.37094552,76.62553805,49749.8114,191.760725,0.80210001,0.42798956,155.906,29.745,0.151,0.074,0.01,0.125,118.53417104,21.63410253,49457.4495,202.135775,0.79130721,0.17175091
6,105.585,38.318,0.035,0.038,0.038,0.067,78.18381085,61.14990972,49828.56055,98.51765,0.87800047,0.25797826,130.693,49.448,0.128,0.082,0.0,0.034,108.20608087,47.82010073,49594.2858,206.5428,0.87340884,0.18940983
7,98.346,47.883,0.049,0.069,0.009,0.082,73.92936008,66.0344233,49927.15895,72.168375,0.79934516,0.31966861,118.661,81.177,0.074,0.105,0.0,0.031,96.64340973,69.50056871,49618.4816,353.65285,0.72851865,0.20819312
8,86.723,18.041,0.02,0.035,0.0,0.0,41.20614507,23.82470607,49949.42265,66.960925,0.76839794,0.28806449,131.676,69.547,0.041,0.033,0.0,0.031,91.01058634,66.19879174,49748.15505,244.331075,0.69909847,0.28434666
9,84.404,16.289,0.019,0.018,0.0,0.088,37.49686994,13.60636985,49990.82115,101.3835,0.77996875,0.2072381,115.784,47.636,0.054,0.036,0.014,0.068,68.21522971,61.15651758,49755.50935,201.8281,0.79295318,0.24386199
10,85.418,19.727,0.015,0.02,0.068,0.097,39.96044714,20.26943919,50010.61595,99.900025,0.84265478,0.21355022,109.114,29.635,0.044,0.046,0.0,0.108,67.23548347,41.54469524,49832.10165,144.761,0.73499718,0.17045715
11,82.124,19.531,0.012,0.023,0.08,0.09,32.509315,18.89122915,50012.1906,110.064725,0.81499558,0.30426259,101.036,24.096,0.046,0.035,0.023,0.094,46.09566539,45.21598757,49877.3488,123.714825,0.89247058,0.25345045
12,72.144,17.891,0.013,0.015,0.062,0.106,26.47255422,19.65311948,50012.44105,99.242175,0.8349085,0.23277701,90.172,24.773,0.037,0.046,0.042,0.104,36.13066712,36.3338333,49928.39,96.263125,0.8109894,0.21720345
13,71.748,18.403,0.011,0.014,0.107,0.047,30.68198068,24.28437699,50019.9944,99.0101,0.78657028,0.23113839,85.068,14.078,0.038,0.053,0.101,0.113,33.76945143,21.11918088,49942.1735,94.541725,0.82815815,0.14261386
14,64.91,20.952,0.012,0.007,0.101,0.125,24.61257163,21.91143561,50032.39095,73.330775,0.76068446,0.1426739,78.184,19.342,0.032,0.054,0.085,0.102,38.18109878,25.57408961,49946.1305,89.502225,0.88331833,0.29883418
15,65.671,20.885,0.01,0.005,0.084,0.079,23.3755006,24.77553822,50037.18645,57.349075,0.82435083,0.10718186,73.882,13.373,0.024,0.067,0.028,0.115,26.40581571,35.35350663,49951.39785,75.83715,0.72613333,0.30037114
16,65.454,13.783,0.009,0.008,0.098,0.051,22.22102473,22.09941706,50038.8914,58.027425,0.77978599,0.1445163,70.295,8.905,0.022,0.032,0.05,0.098,24.91990747,29.65125603,49965.0276,45.104625,0.74699509,0.25976681
17,65.666,13.217,0.009,0.006,0.101,0.075,20.7259638,18.77667193,50038.9164,57.9602,0.82405093,0.11712649,64.813,14.014,0.016,0.03,0.075,0.132,22.66159743,20.85269246,49997.77465,83.636975,0.91736539,0.15889613
18,62.48,9.618,0.008,0.011,0.129,0.13,16.62262099,19.77046923,50056.18105,73.1689,0.80530503,0.08875012,68.038,16.333,0.011,0.013,0.1,0.113,27.491688,23.79549832,50037.4337,93.9777,0.83476522,0.29037265
