Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,2245.479,0.0,38.493,0.0,10855.215,0.0,26976.46924389,0.0,60259498705584.69,0.0,1.00025795,0.0,1632.264,0.0,34.838,0.0,9787.553,0.0,21426.08068219,0.0,60353397873621.766,0.0,0.87500356,0.0
1,806.985,796.841,24.652,11.777,3820.913,3975.518,5826.15008715,5848.0020472,60076155801516.8,374497522056.375,0.91130491,0.10368786,954.411,137.268,27.192,1.266,4928.807,595.09,7262.13544686,1057.31240556,60136299539245.56,382862335313.83594,0.92997821,0.09775572
2,298.119,565.018,17.906,11.541,1282.731,2356.283,2006.60986178,3907.80935134,60138891835513.516,356886313238.02344,0.79227783,0.28885725,685.005,91.826,23.762,1.07,3193.156,354.924,4438.68744949,742.60905514,60270694325054.91,206490503828.96875,0.90521211,0.0977799
3,266.708,457.387,17.389,9.481,1139.531,2027.354,1429.36725527,2798.17131516,60208423785471.28,356899560936.8672,0.73575539,0.23627033,465.086,382.04,21.557,5.245,2127.389,1763.88,2810.38135317,2214.02273853,60348991060913.4,171593579194.29688,0.91603132,0.12353199
4,49.287,41.964,11.6,3.121,141.334,138.114,162.05383085,164.40926605,60230230418198.17,360290857283.1875,0.71540533,0.26190467,358.551,284.123,19.985,4.278,1444.182,1463.332,2191.33021469,1890.60889194,60361836654071.59,275089539683.96094,0.90452427,0.1841944
5,36.333,29.519,11.32,1.727,118.534,121.242,135.91069565,212.84180293,60319924431373.98,233205137754.08594,0.7011155,0.19178997,296.694,293.356,18.599,9.188,1100.858,1138.042,1570.13989927,1831.04893058,60365696960420.65,257582566687.4922,0.80770828,0.26725438
6,39.856,194.797,11.65,7.264,149.938,747.743,217.82365741,1035.97229299,60320425310671.67,251490364058.39062,0.71665041,0.26985488,272.895,267.869,18.008,8.039,924.237,1086.005,1414.22408062,1589.12353015,60365696960420.64,247182972876.04688,0.86232896,0.26334671
7,37.808,188.592,12.871,7.901,178.374,704.508,192.21404057,952.68523221,60320425310671.67,254994577117.1875,0.72747874,0.39814891,145.612,219.384,15.55,8.609,468.736,818.207,766.74378021,1246.75539408,60365696960420.64,247184485834.2422,0.8102921,0.36080763
8,37.808,240.146,12.871,9.081,178.374,824.91,227.42990486,1271.43034756,60373718637679.0,150395081047.85938,0.83841162,0.33002057,122.51,203.482,15.124,7.892,446.947,730.902,687.57532681,1129.03206243,60366793703868.59,247184485834.25,0.81148625,0.27184795
9,133.735,208.184,13.781,8.394,453.211,730.098,597.71566994,1247.3627014,60373718637679.0,149192581228.0703,0.83998698,0.3833885,120.281,190.904,14.977,7.571,417.267,663.466,624.15219891,1096.60469862,60366793703868.59,247785635474.17188,0.88212161,0.34625157
