Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,126.998,0.0,248.185,0.0,571.46,0.0,535.54744282,0.0,197455757814.6689,0.0,0.51655879,0.0,386.075,0.0,302.183,0.0,409.248,0.0,503.97832929,0.0,182626600529.1359,0.0,0.61194464,0.0
1,106.12,195.591,264.425,417.564,741.656,382.579,633.08836355,278.41811227,177553750284.6221,16523834160.611664,0.64913469,0.19918832,460.096,91.349,355.124,107.64,491.346,60.381,649.53242427,40.16992707,163976730315.85382,5211102045.212341,0.727269,0.13206992
2,100.121,257.962,124.137,285.482,760.543,353.364,485.16737448,198.22870038,180579388311.14307,11946772395.83371,0.61273564,0.13683295,90.498,235.921,104.111,227.267,775.576,401.025,580.00793155,247.04038901,177108787662.8178,9630009794.333008,0.66022856,0.13605133
3,232.951,511.971,330.545,241.94,461.516,444.031,548.51948202,248.12462521,175993287122.42065,16533072242.316345,0.59300102,0.20022713,110.688,303.671,180.68,404.252,799.885,217.853,593.05028386,281.42728232,181141825556.40005,12254370399.046997,0.58099511,0.22261878
4,143.114,169.605,173.331,311.305,807.9,482.093,499.46613117,221.59480326,177806818316.3579,11426249087.82785,0.60720083,0.10335248,27.153,49.237,158.942,260.91,727.362,272.004,518.11209805,341.60600336,181346895174.97916,7190264155.988953,0.54907208,0.22098439
5,178.413,316.142,201.951,492.285,757.582,226.573,570.87352502,317.7432264,175686670161.1562,6349240883.745911,0.5716879,0.11844851,133.002,276.52,238.076,300.993,708.302,483.878,506.11267628,150.55181227,173206537943.25824,12774257614.461609,0.62620902,0.14388088
6,115.247,132.084,203.85,289.985,676.176,362.416,510.56308262,229.38222269,178781360669.96606,8541398383.969391,0.58780375,0.12735407,119.545,350.172,152.823,133.655,900.545,298.54,413.87916248,304.03253091,180580464118.2208,16529295487.836914,0.63475451,0.30155656
7,56.316,31.7,84.468,134.303,862.658,340.233,379.80877626,205.71628504,184568859216.39124,16898871514.785004,0.56535875,0.39117275,148.84,137.551,157.067,420.348,621.692,354.052,469.00064029,86.03412471,182235062483.50122,7219720751.56488,0.57788683,0.26572725
8,117.152,89.226,156.521,140.91,887.532,227.635,474.86367001,246.97227073,179036078518.2934,6522694534.709503,0.59401509,0.16573694,42.002,210.087,287.684,527.638,855.722,457.587,566.96645502,184.40768297,176871010508.53995,10873422091.309692,0.57799895,0.29253645
9,98.789,371.771,193.05,429.778,723.848,231.102,625.07318202,148.72705503,177822056290.4217,4655653770.696533,0.69423396,0.20796248,155.949,227.048,241.929,251.384,802.18,600.918,573.47769138,175.44338381,177546227052.4906,10254976927.928314,0.65346001,0.25064832
