Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,2188.101,0.0,32.926,0.0,12796.187,0.0,19826.9826313,0.0,1.36578819546e+13,0.0,0.75548596,0.0,1694.222,0.0,31.607,0.0,10428.178,0.0,15353.2825937,0.0,1.38035007859e+13,0.0,0.69001475,0.0,0.0,0.0
1,1127.978,1223.956,31.319,9.182,5044.071,6553.806,7093.13892062,12756.7279894,1.33712006627e+13,6.27259198732e+11,0.67094756,0.29318263,1478.024,1468.697,27.711,8.969,8051.617,25552.702,16274.0225306,27256.1941042,1.31452356206e+13,8.20688281744e+11,0.64648459,0.08787807,3.4,3.2
2,1271.981,1227.364,26.363,7.465,7669.813,5307.593,9429.70456411,5854.90411921,1.29814834428e+13,3.30963079532e+11,0.66304486,0.28138321,1829.592,889.563,30.165,5.544,7448.546,4474.008,13805.5897167,6380.02896183,1.2907001313e+13,5.81494650902e+11,0.78973806,0.16267757,6.3,6.5
3,1111.882,674.869,31.784,12.521,5447.477,8636.196,9638.89167562,5513.5632802,1.32006326038e+13,5.25913992875e+11,0.42491651,0.31965866,1400.574,260.218,31.106,6.593,8697.748,5824.718,11003.5993821,6846.36135814,1.30527801994e+13,2.4971726888e+11,0.66336509,0.25363261,9.3,9.7
4,1853.704,855.532,32.707,5.575,11062.43,5444.763,12660.4791921,7972.90964477,1.28218774086e+13,3.47611997113e+11,0.60003428,0.61695711,1169.746,836.788,31.701,7.336,9825.147,14593.304,11016.0192386,10099.408744,1.31303963201e+13,3.85541207631e+11,0.66411241,0.62443762,12.1,13.3
5,1210.098,939.517,33.543,10.16,6942.129,6307.587,9757.09003553,10372.4677108,1.3265601293e+13,4.81826285339e+11,0.74244123,0.48225967,1606.606,660.535,34.528,13.406,10973.983,12009.776,11630.7354698,13735.4677713,1.31323551525e+13,6.02546673696e+11,0.3637703,0.314049,15.5,15.9
6,1369.164,761.308,30.395,5.28,9478.152,5095.679,14037.076053,8994.65578603,1.29998506295e+13,3.67346441029e+11,0.70572895,0.3902526,1625.278,717.531,35.252,11.048,9733.984,7842.626,11626.2615046,11568.0571151,1.28818394128e+13,4.24955618505e+11,0.4164323,0.37864589,18.6,19.1
7,1453.4,887.727,29.205,4.447,8894.405,3573.126,11303.9680649,9902.71377185,1.30881387388e+13,3.53650486691e+11,0.61081072,0.21562875,1799.188,1605.031,32.429,8.926,10408.742,3041.974,14240.8389296,6044.07843078,1.29469688633e+13,4.06911389103e+11,0.59666491,0.40933891,21.8,22.2
8,1667.459,1590.179,30.327,9.395,8316.215,5504.89,13442.7955849,16911.2163998,1.30106928887e+13,5.04936347062e+11,0.63919288,0.47809183,1603.473,1183.634,29.673,5.45,6972.944,4590.015,8688.00339893,10301.8852793,1.31427585817e+13,2.70251951352e+11,0.72718231,0.31963816,24.9,25.4
9,1868.547,1347.449,30.257,13.081,10712.938,6767.154,20723.2196229,8346.53177859,1.31210603532e+13,4.59854302532e+11,0.68094917,0.1774417,1104.501,595.339,25.934,7.117,6336.471,4969.07,8705.96017067,4705.02657315,1.32750368335e+13,4.22576748789e+11,0.72805131,0.17651847,28.3,28.5
10,1671.859,769.721,31.672,6.731,9450.042,4098.256,12247.5752676,8485.92417358,1.30369818151e+13,5.35588649585e+11,0.57753816,0.54614551,2321.446,1722.401,33.842,6.153,11180.722,7157.282,14360.2761564,5604.03092247,1.30683743719e+13,2.34563173774e+11,0.55726698,0.36600769,31.0,31.9
11,1066.651,592.776,27.459,4.295,7131.242,5921.576,7401.94756041,12119.4391147,1.31836264449e+13,3.60928106667e+11,0.65567275,0.22266959,2270.738,1699.236,33.308,7.374,11781.763,9481.544,14169.6784783,14487.6903654,1.28210569895e+13,4.16434910121e+11,0.6793999,0.26759162,33.9,35.3
