Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,1866.541,0.0,35.46,0.0,10508.191,0.0,17370.1028388,0.0,1.50929925135e+13,0.0,0.86574052,0.0,1795.571,0.0,31.063,0.0,9716.958,0.0,14537.6612381,0.0,1.50987651704e+13,0.0,0.74373847,0.0,0.0,0.0
1,847.165,689.309,25.776,9.894,4220.493,2398.988,6057.2542174,4806.55528988,1.51842053795e+13,1.54670023063e+11,0.85907045,0.24039239,914.715,679.309,26.206,10.544,4465.92,3985.915,6273.26286155,5166.80761593,1.51929389365e+13,1.34339157939e+11,0.91087196,0.08991987,92.0,92.0
2,349.547,597.753,19.86,13.073,1954.155,2600.388,2389.54715434,3701.09262406,1.52213607575e+13,1.07393885503e+11,0.85813099,0.40952955,80.761,620.912,13.245,12.828,344.513,2764.128,378.46656174,4080.74677117,1.52154758509e+13,1.06114169163e+11,0.88127533,0.2964726,184.0,184.0
3,62.202,421.413,13.214,11.95,171.304,1848.306,165.51906407,2817.57483719,1.52370145114e+13,95869730515.9,0.8134333,0.22749593,462.302,438.095,20.956,10.444,1895.663,2006.516,2953.21215321,2951.57992714,1.52162645696e+13,72105147742.4,0.93930455,0.09066629,276.0,276.0
4,226.166,391.289,16.828,10.857,906.758,1726.838,1251.32953735,2538.66744326,1.52392948224e+13,92836829340.0,0.852217,0.27856118,252.675,378.307,17.0,9.846,877.473,1674.357,1314.61869722,2436.33520363,1.52365091252e+13,59554569861.4,0.9296292,0.21596366,368.0,368.0
5,200.067,342.645,15.208,9.79,781.275,1502.369,1040.59689594,1989.75235627,1.52392948224e+13,91185110652.3,0.78059744,0.30235819,205.388,326.981,14.723,9.725,779.838,1474.372,1236.44317898,2355.61625578,1.52550821739e+13,64972736897.7,0.79306786,0.3203466,460.0,460.0
6,41.522,296.946,10.365,8.786,114.051,1308.021,109.01490804,1770.54047174,1.52392948224e+13,85257953852.4,0.72420809,0.17884577,182.562,300.912,14.685,8.664,648.894,1311.35,974.97588687,1956.69408296,1.52803565735e+13,43932195057.4,0.77086217,0.31282469,552.0,552.0
7,33.614,193.795,10.365,6.347,92.175,835.517,60.14163634,1202.3469227,1.52415492848e+13,80767887571.8,0.68495731,0.22070509,166.555,259.124,15.553,7.806,589.231,1099.584,810.64803144,1736.23226101,1.5280907963e+13,43932511605.4,0.77979075,0.20021201,644.0,644.0
8,41.032,233.81,10.148,8.646,94.618,954.162,87.86935974,1296.16990042,1.52645537719e+13,70356595641.7,0.78703054,0.14653118,150.532,240.835,15.468,8.235,535.61,971.177,707.24142891,1408.01636613,1.5280907963e+13,43886679206.0,0.78093412,0.18058972,736.0,736.0
9,41.032,201.462,9.964,7.799,95.153,699.124,99.43796705,1105.29066906,1.52859833249e+13,82965728378.4,0.74088842,0.30578144,42.838,215.311,11.742,7.629,115.202,867.581,94.77418626,1279.74063683,1.5280907963e+13,43891135269.7,0.74976742,0.18763971,828.0,828.0
10,43.529,178.333,9.842,7.369,96.661,659.893,107.27542053,1136.17251901,1.52924325284e+13,82965323152.2,0.6060556,0.44010993,35.418,199.819,11.505,7.799,113.591,801.241,89.00578334,1117.09213818,1.5280907963e+13,36872877193.4,0.74200643,0.18665603,920.0,920.0
11,43.529,172.896,9.98,6.769,96.661,607.517,107.27542053,975.56525288,1.52928421431e+13,82965323152.2,0.6060556,0.40875577,33.424,128.147,9.639,7.044,94.908,593.137,88.00836816,764.99963499,1.52846290394e+13,43088812955.0,0.69086817,0.29194217,1012.0,1012.0
12,39.01,164.638,9.418,6.712,94.301,530.783,107.27542053,950.88537301,1.52928432148e+13,82945823650.6,0.60830739,0.46242209,32.674,154.665,10.698,7.874,94.908,691.402,50.60648056,989.65504142,1.52849452112e+13,43145752165.0,0.7549395,0.31509831,1104.0,1104.0
13,21.793,114.823,9.095,5.187,83.104,315.369,107.27542053,694.98613046,1.52928432148e+13,82945823650.6,0.53353377,0.38002955,32.851,149.726,10.698,7.343,84.794,601.634,49.01635781,921.59791161,1.52849452112e+13,55041992689.5,0.7549395,0.32971349,1196.0,1196.0
14,21.713,108.335,9.095,5.46,73.658,315.478,87.68737835,676.28533285,1.52928433777e+13,76392238707.4,0.53353377,0.33268392,89.728,145.159,12.803,7.068,266.582,567.742,406.50718861,884.41456114,1.52905002951e+13,58530339553.2,0.77736227,0.42308283,1288.0,1288.0
15,26.733,102.793,9.049,5.498,80.736,308.037,92.3058146,525.45001433,1.52928433777e+13,69128393734.7,0.52145856,0.41577141,93.224,143.645,13.143,6.681,320.468,580.465,430.89295369,869.66899406,1.5307815698e+13,43932245779.0,0.8053556,0.20108684,1380.0,1380.0
16,26.733,94.135,9.007,5.257,80.539,320.448,92.3058146,530.34941497,1.52928433777e+13,69382516994.6,0.58918745,0.43022592,137.358,135.766,14.927,6.647,433.811,536.655,681.10082373,821.46413656,1.5307815698e+13,43384856685.9,0.82135523,0.10013119,1472.0,1472.0
17,26.733,84.26,9.049,5.084,80.539,311.005,92.3058146,475.47971807,1.52928433777e+13,69382516994.6,0.618004,0.41958526,134.978,127.898,14.718,6.534,399.322,517.4,678.88829437,742.52792014,1.5307815698e+13,43384856685.9,0.8300808,0.10882739,1564.0,1564.0
18,26.733,77.093,9.007,4.382,78.191,268.907,92.3058146,348.38565086,1.52928436426e+13,61175382230.6,0.64888519,0.31052351,130.251,122.519,14.596,6.308,396.997,475.169,622.10893457,702.41299989,1.5307815698e+13,43384856685.9,0.83417754,0.09167365,1656.0,1656.0
19,28.836,111.067,9.128,5.354,78.191,403.86,98.56523373,494.39782176,1.52928436426e+13,61175382230.6,0.64888519,0.25383332,125.077,120.852,14.555,6.14,373.899,435.758,591.71321124,672.47251921,1.5307815698e+13,43384856685.9,0.83497798,0.09689045,1748.0,1748.0
20,35.643,100.939,9.128,5.213,78.191,335.021,97.9435488,497.0408845,1.52928436426e+13,61175382230.6,0.64888519,0.21590088,121.384,119.517,14.416,5.882,364.915,399.224,547.05335494,664.83245051,1.5307815698e+13,43384856685.9,0.86312123,0.11861325,1840.0,1840.0
21,73.379,93.522,11.407,5.138,207.913,329.276,264.98403672,510.63436343,1.52928436426e+13,56263478084.2,0.70147838,0.23668467,116.669,110.915,14.206,5.561,360.311,392.405,526.94256366,623.52585996,1.5307815698e+13,43384856685.9,0.85578389,0.09176829,1932.0,1932.0
22,72.358,90.211,11.383,5.227,207.617,314.077,267.20295206,492.62888506,1.52928436426e+13,56263478083.1,0.70308447,0.20965607,83.287,114.231,11.969,5.893,241.559,391.446,317.21529907,637.73154729,1.5307815698e+13,43382478258.0,0.86123821,0.16013986,2024.0,2024.0
23,64.3,89.491,11.332,5.113,207.617,300.966,261.29271844,456.71276054,1.53015045915e+13,35670919437.3,0.79078556,0.24382819,34.851,104.543,9.339,5.425,68.911,367.68,53.55094006,552.2677558,1.5307815698e+13,43382449383.9,0.84845297,0.22884346,2116.0,2116.0
24,60.821,87.518,11.146,5.044,203.002,298.27,261.29271844,438.86124197,1.53015045915e+13,35670919437.3,0.80216859,0.25830763,34.336,96.672,9.717,5.552,72.302,342.047,53.55094006,537.91027764,1.5307815698e+13,43372183794.5,0.83162321,0.26495592,2208.0,2208.0
25,60.821,83.541,11.146,5.065,201.494,288.048,257.35111016,423.25984517,1.53015045915e+13,35670919437.3,0.76607426,0.24277997,34.336,88.608,9.717,5.485,72.302,325.049,53.55094006,473.20666625,1.5307815698e+13,43372183794.5,0.80967484,0.27307359,2300.0,2300.0
26,60.821,83.185,11.146,5.364,195.973,279.19,233.95608449,418.54348709,1.53018365956e+13,35481688565.9,0.74911226,0.29535322,34.336,87.787,9.717,5.431,72.302,312.684,53.55094006,450.86106489,1.5307815698e+13,43372183794.5,0.82800505,0.27012626,2392.0,2392.0
27,26.476,82.434,8.814,5.623,61.663,267.662,48.97339127,397.83729938,1.53021618223e+13,35481688565.9,0.66664265,0.34323111,34.336,86.062,9.717,5.075,72.302,295.978,53.55094006,441.31311076,1.5307815698e+13,43372183794.5,0.82499101,0.25428498,2484.0,2484.0
28,22.471,78.347,9.007,5.456,53.044,261.367,46.36802834,358.3123486,1.53021618223e+13,35481688565.9,0.70766432,0.33952536,67.316,86.065,10.583,5.212,191.568,274.6,217.71196666,406.27483695,1.53156931974e+13,38245963840.2,0.78222125,0.25264013,2576.0,2576.0
29,21.793,77.503,9.092,5.324,59.237,257.458,38.11034985,356.02949532,1.53049321749e+13,17951442673.4,0.6805664,0.3060221,64.517,86.224,10.494,5.074,186.921,267.86,209.10659076,407.35439358,1.53156931974e+13,38244143146.7,0.77648984,0.29960284,2668.0,2668.0
30,21.793,72.697,9.092,5.298,59.237,248.567,38.11034985,351.4262188,1.53049321749e+13,17951442673.4,0.68890843,0.22811805,63.806,81.463,10.476,5.015,177.947,259.301,208.61991964,386.21380161,1.53156931974e+13,38213933933.8,0.76707685,0.29311174,2760.0,2760.0
31,21.793,69.453,9.092,5.214,59.237,246.817,38.11034985,345.55548068,1.53049321749e+13,17951442673.4,0.68463965,0.3486263,63.119,77.324,10.451,4.977,175.817,251.939,202.12141923,362.06649589,1.53156931974e+13,38213933933.8,0.77972979,0.29818496,2852.0,2852.0
32,18.249,52.974,9.092,4.604,47.35,182.838,35.09343057,212.34270804,1.53049321749e+13,17951442673.4,0.61431152,0.44490603,63.119,72.311,10.421,4.979,167.271,242.02,200.78571474,349.40861204,1.53156931974e+13,38213933933.8,0.77744969,0.29030161,2944.0,2944.0
33,18.249,49.898,9.092,4.596,47.35,182.838,35.09343057,214.83056864,1.53049321749e+13,17951442673.4,0.61431152,0.45250884,60.619,70.781,10.392,4.883,164.008,229.37,197.56160905,347.59278484,1.53156931974e+13,38213842950.2,0.79116225,0.28970086,3036.0,3036.0
34,18.937,45.673,8.994,4.093,59.237,169.466,35.02019452,227.43543822,1.53105061751e+13,16721223113.7,0.61431152,0.35154639,58.726,66.264,10.371,4.768,161.906,216.953,185.93780285,336.30488443,1.53156931974e+13,38213842950.2,0.80838766,0.31439434,3128.0,3128.0
35,18.937,58.371,9.032,5.01,70.919,228.875,35.02019452,300.04006251,1.53114109326e+13,17126400894.4,0.61431152,0.31952166,57.726,65.122,10.34,4.605,155.163,198.47,182.25542571,323.29239779,1.53156931974e+13,38213842950.2,0.76882333,0.29083289,3220.0,3220.0
36,18.937,57.578,9.032,4.965,70.919,214.414,35.02019452,286.97851745,1.53114109326e+13,17126400894.4,0.61431152,0.35234436,56.964,65.122,10.317,4.507,152.819,188.138,176.59439343,315.11052596,1.53156931974e+13,38213842950.2,0.78899302,0.29418429,3312.0,3312.0
37,19.276,55.107,8.989,4.901,70.919,212.146,35.02019452,288.65956357,1.53114109326e+13,17126219692.5,0.62153692,0.28326745,56.964,64.858,10.295,4.006,143.938,185.041,168.81220477,303.69822628,1.53156931974e+13,38213842950.2,0.79418238,0.23862731,3404.0,3404.0
38,19.276,56.013,8.989,4.901,70.919,199.773,35.02019452,285.57205663,1.53122972272e+13,18663992103.6,0.62153692,0.29404139,56.197,62.086,10.274,3.988,142.938,183.398,166.50225256,285.59759092,1.53156931974e+13,38213842950.2,0.79027515,0.24647903,3496.0,3496.0
39,19.276,56.013,8.989,4.81,70.919,199.262,35.02019452,284.54366519,1.53122972272e+13,18663992103.6,0.62153692,0.31064494,33.7,54.556,8.641,4.477,74.063,172.047,57.01573228,275.4965123,1.53156931974e+13,38774721175.7,0.68080365,0.28169575,3588.0,3588.0
