Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
0,1866.541,0.0,35.46,0.0,10508.191,0.0,17370.1028388,0.0,1.50929925135e+13,0.0,0.86574052,0.0,1795.571,0.0,31.063,0.0,9716.958,0.0,14537.6612381,0.0,1.50987651704e+13,0.0,0.74373847,0.0,0.0,0.0
1,1253.584,753.032,28.483,6.718,10424.311,5646.422,11187.5827203,5264.30427559,1.43713294267e+13,3.60372810865e+11,0.48793642,0.28101639,1561.573,911.904,31.14,11.782,11238.027,5091.138,13399.235622,13607.0262166,1.44007763815e+13,2.29626567427e+11,0.57378909,0.32553711,3.3,3.2
2,2238.619,896.253,34.575,5.482,12093.348,9766.947,13168.6752205,12010.2550381,1.41425390227e+13,7.54713462609e+11,0.61737005,0.46768598,1154.468,865.67,34.393,10.481,7903.319,9324.334,11980.2187357,16779.1437637,1.46644272365e+13,8.13285378351e+11,0.48064757,0.34234751,6.2,6.8
3,1980.501,1438.888,28.468,3.981,8414.127,10490.685,13195.8895647,16360.6149243,1.45196269557e+13,2.46965991182e+11,0.6057921,0.5538513,1476.775,829.692,29.845,6.992,10392.438,8303.49,11569.9329192,8647.79707208,1.46249504871e+13,3.88866397112e+11,0.53270162,0.3283181,9.1,9.6
4,1138.988,654.83,31.599,7.416,7021.997,5567.151,10411.5404971,6433.85168088,1.4616521854e+13,1.85113068639e+11,0.71496151,0.16893227,1578.064,896.762,33.828,14.318,6434.713,2813.543,7535.69565552,9432.599018,1.46409191095e+13,3.68498294801e+11,0.67904918,0.49494935,12.4,12.6
5,1189.559,1269.847,28.067,7.867,5618.158,5327.459,6723.66341887,3692.08996673,1.45035408676e+13,4.81848745569e+11,0.6498376,0.43486543,938.682,470.175,29.796,7.459,5027.665,3955.485,6888.92801034,8161.44391248,1.45609650832e+13,3.27614276691e+11,0.60934123,0.26148657,15.3,15.6
6,1121.938,625.071,27.044,5.607,6996.378,12866.5,10266.9892997,11537.3605118,1.47149229896e+13,3.16389181114e+11,0.40752528,0.31255463,1819.429,855.203,32.124,4.27,11762.457,15099.177,15774.7571246,19613.9384274,1.45079985245e+13,4.51508101595e+11,0.63338261,0.30832706,18.6,18.9
7,1072.831,1337.4,29.698,7.067,8512.708,4829.857,10035.14267,3657.68450041,1.44422264552e+13,2.97664668709e+11,0.76956662,0.22616959,1109.796,1034.777,30.514,6.399,10491.903,5841.967,10885.9031787,10342.0134756,1.45640821496e+13,2.80148026719e+11,0.52028897,0.47200416,22.0,22.1
8,1142.171,954.179,28.317,5.827,7280.981,8192.236,8615.73049506,4583.78962139,1.45089304947e+13,3.56157424858e+11,0.4863723,0.33499659,1769.517,1656.482,26.579,6.743,9729.884,11734.049,13494.3906726,18303.2277832,1.44127314088e+13,5.57058019439e+11,0.6604746,0.23711067,25.1,25.2
9,1032.656,921.778,28.587,9.339,5033.857,4117.038,7025.92561252,3117.70243282,1.44936153107e+13,3.1275625339e+11,0.6289914,0.17249068,1860.945,2025.342,29.845,9.315,7294.157,7748.8,7574.83981147,12352.2758261,1.44902923423e+13,4.12247248407e+11,0.50263132,0.25727991,28.5,28.5
10,1705.144,1652.973,33.35,6.043,12089.413,11374.496,15928.207851,18632.541777,1.43733745575e+13,7.30211063617e+11,0.50103362,0.30552156,1858.753,939.855,29.211,4.3,10470.797,7473.164,12690.5249441,6448.33887851,1.45363650515e+13,6.72354230622e+11,0.48087208,0.5716374,31.4,31.4
11,1414.754,953.211,30.128,4.471,5744.813,3322.042,13621.0949096,24343.6275044,1.46915636679e+13,6.82844412829e+11,0.82054339,0.35632525,1608.534,1022.314,32.292,1.745,11475.611,11204.448,12880.3727016,17773.4160445,1.45613399979e+13,7.16723476218e+11,0.73046494,0.18026983,34.4,34.6
