Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.301,0.0,0.0,0.0,0.165,0.0,0.71429051,0.0,1.0,0.0,0.49832303,0.0,0.006,0.0,0.722,0.0,0.0,0.0,0.00809888,0.0,0.75792248,0.0,0.39976265,0.0
1,0.146,60.653,0.747,65.225,0.809,33.477,0.11268294,56.06327312,0.0,62.23830162,0.05918718,113.74928414,0.284,39.821,0.703,44.505,0.187,41.616,0.26759384,30.81289748,0.2722756,37.12034319,0.78183417,58.45193892
2,0.486,44.443,0.314,25.671,0.125,75.063,0.42072704,55.25090881,0.66053964,6.1309795,0.51208384,65.27863523,0.246,31.025,0.862,46.049,0.718,92.588,0.15962374,23.1258562,0.32673024,40.07179332,0.42407955,57.1578412
3,0.406,38.384,0.901,62.681,0.582,38.654,0.50573415,29.01403458,0.28426736,50.11001546,0.23787526,57.57312231,0.215,31.093,0.413,62.579,0.418,60.01,0.20395175,26.67723735,0.29206546,41.10995026,0.40216011,57.25980331
4,0.443,60.624,0.566,43.571,0.336,73.185,0.38053066,46.06648082,0.42738264,42.86716293,0.27120514,36.42156354,0.452,60.412,0.346,50.826,0.704,85.102,0.46006683,59.6196222,0.50851769,77.10918601,0.41928172,82.24626795
5,0.171,41.363,0.655,23.262,0.381,29.586,0.1570564,34.77007467,0.53803979,55.51594474,0.63165575,43.62892044,0.56,103.61,0.414,32.438,0.131,66.019,0.66773382,80.45988952,0.48219298,18.96259024,0.0,92.95502755
6,0.358,96.302,0.391,96.104,0.675,60.235,0.38490867,110.59108969,0.30931943,62.819157,0.25302302,62.0061702,0.505,65.493,0.247,47.618,0.347,73.509,0.43770743,54.54727918,0.5810714,37.03728275,0.579348,57.57038796
7,0.297,37.216,0.747,42.931,0.484,47.089,0.31737086,32.5731372,0.24522986,33.91045784,0.60009165,66.11321761,0.405,58.483,0.456,61.494,0.753,56.811,0.59877663,41.27574322,0.28777433,29.35204505,0.49903046,67.00988435
8,0.317,37.904,0.621,38.725,0.851,90.174,0.3176488,44.49635248,0.32101033,26.07211333,0.30868209,59.23315674,0.214,65.157,0.681,34.925,0.101,71.775,0.27047151,100.4622834,0.52746131,60.45832868,0.4782553,22.72116429
9,0.473,49.099,0.925,56.039,0.583,48.665,0.41482993,40.88106959,0.04360367,64.39299696,0.60231673,54.39739618,0.469,61.813,0.355,79.293,0.621,42.536,0.38824416,60.57492739,0.47334428,53.51410987,0.81771266,40.41240918
10,0.445,29.886,0.686,37.144,0.584,104.155,0.49876095,38.47666968,0.43471521,56.15663151,0.52031018,29.17870301,0.555,59.11,0.467,43.836,0.288,19.312,0.63837064,43.44667015,0.67789761,29.83918895,0.21336694,78.98233732
11,0.578,92.213,0.311,34.714,0.63,69.086,0.55933601,76.85173128,0.44140326,28.67056561,0.6416972,64.33265223,0.29,51.849,0.553,23.35,0.513,55.44,0.29207131,57.09204093,0.49534197,24.10643591,0.57239589,73.66517277
12,0.296,36.036,0.841,50.771,0.786,91.383,0.27414705,80.74068372,0.21782929,28.90779065,1.0,59.89321598,0.362,42.405,0.819,73.449,0.708,68.823,0.30600916,33.46975133,0.10200959,55.93818377,0.87466693,58.46090129
13,0.318,31.85,0.453,50.733,0.572,28.385,0.27845727,21.48781911,0.59888893,35.28887763,0.54299451,42.42920322,0.213,49.3,0.174,45.931,0.432,72.178,0.17808991,41.89362509,0.47613525,26.92109903,0.6662202,35.96802074
14,0.233,25.915,0.523,39.793,0.423,75.781,0.18682922,27.98370911,0.71742424,36.90801018,0.68650309,52.19907461,0.299,41.149,0.693,58.741,0.132,38.541,0.41118765,61.39811765,0.65883217,55.61756408,0.74822407,35.20940479
15,0.268,28.326,0.452,48.98,0.579,77.76,0.35508142,31.71881009,0.36497017,60.17279799,0.58365701,31.16156628,0.324,53.656,0.809,79.002,0.716,27.917,0.30085054,63.03907929,0.53601502,69.66503462,0.83630407,23.29959721
16,0.401,58.618,0.526,46.002,0.753,50.208,0.3417961,59.7930315,0.48041596,89.93147152,0.77371331,86.36339552,0.433,49.143,0.411,52.008,0.535,49.837,0.37008915,52.62537318,0.6453692,40.18858973,0.46760032,62.19745776
17,0.258,38.518,0.429,51.294,0.724,54.889,0.182169,59.21563277,0.64110773,47.0633111,0.37615413,55.7370689,0.185,78.0,0.601,62.829,0.343,51.133,0.17473518,73.47900889,0.55689911,66.93029755,0.58639327,47.18021894
18,0.267,42.723,0.859,70.242,0.616,92.208,0.21818572,40.3670704,0.40721822,75.64152524,0.85075852,16.29860357,0.198,31.123,0.71,58.718,0.505,62.813,0.06361224,22.95288081,0.42388931,42.85445955,0.38676975,57.34683158
19,0.307,51.394,0.495,33.03,0.497,44.001,0.26476677,42.54181078,0.4753172,8.69084256,0.48054242,33.89668032,0.643,24.787,0.649,57.194,0.639,54.775,0.61527393,56.05160441,0.14511882,46.71044928,0.81010815,65.93349195
20,0.327,80.109,0.47,52.704,0.673,82.843,0.25039039,54.16577219,0.24082092,21.96292731,0.64585927,66.71698913,0.087,44.155,0.322,37.563,0.518,54.508,0.0840873,47.26394106,0.51369394,31.09030026,0.48510938,55.77869532
21,0.127,27.057,0.404,28.614,0.321,49.775,0.09755108,25.01238854,0.70377459,57.54795616,0.65380893,27.71149949,0.234,48.431,0.703,40.117,0.398,79.542,0.32461509,55.67568994,0.55373402,51.09218134,0.57008977,76.0987018
22,0.439,85.793,0.983,74.516,0.601,29.818,0.37736728,78.51675953,0.35060117,33.12072224,0.77899974,77.00950727,0.243,42.357,0.499,90.179,0.232,48.451,0.21515665,39.26929977,0.60463743,31.01554329,0.34265075,72.19256097
23,0.558,31.085,0.652,62.935,0.322,51.552,0.42254292,30.73875499,0.28197598,85.34136296,0.71387784,43.96876409,0.117,43.944,0.543,24.964,0.246,83.244,0.2668359,54.34209053,0.54782553,7.55132071,0.54299957,81.99297893
24,0.398,58.352,0.354,33.28,0.575,75.356,0.45283522,49.41856516,0.3966668,63.29399718,0.45445104,83.3043933,0.479,49.081,0.734,60.748,0.414,64.362,0.41416052,42.65904775,0.37773144,66.82723033,0.40696561,81.93085823
25,0.205,28.7,0.579,63.995,0.483,48.514,0.15991475,27.95784484,0.5481375,58.10710832,0.29507162,79.16536902,0.336,56.792,0.427,33.076,0.48,97.593,0.38222584,48.37509345,0.29594673,88.32829881,0.43243991,72.05323999
26,0.324,25.744,0.741,34.608,0.484,23.373,0.42927298,51.46053708,0.39533363,25.48681208,0.68756697,58.77762681,0.295,38.767,0.579,64.553,0.444,78.792,0.31854292,34.67143492,0.22498115,61.65417177,0.76048457,49.9250925
27,0.26,33.799,0.354,75.757,0.23,59.188,0.25223335,30.23702665,0.62606676,47.86405291,0.70647759,71.46238706,0.202,44.617,0.468,43.611,0.524,56.43,0.09068396,50.70683962,0.4707722,30.74089822,0.34773597,47.42746531
28,0.412,29.645,0.508,83.717,0.634,59.126,0.30451378,22.13676506,0.67329549,36.81860963,0.30749789,34.20184113,0.424,80.216,0.616,36.669,0.556,45.0,0.57727822,74.59359887,0.45615036,71.89512557,0.53656988,75.29490209
29,0.59,90.411,0.648,59.138,0.308,43.217,0.64722977,76.12294999,0.53712684,36.94701781,0.79060812,68.5542625,0.212,52.851,0.579,50.91,0.808,53.502,0.40840805,42.78096751,0.5233217,37.53210765,0.50265454,38.4747749
