Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.85,0.0,0.733,0.0,0.588,0.0,0.71207713,0.0,0.87672366,0.0,0.79493948,0.0,0.589,0.0,0.629,0.0,0.44,0.0,0.49334267,0.0,1.0,0.0,0.69502307,0.0
1,0.289,64.766,0.607,72.277,0.101,41.181,0.08947604,62.37199791,0.63402826,53.10179841,0.6659244,44.74295524,0.475,77.716,0.323,70.596,0.29,160.56,0.53836078,133.26483743,0.44273334,69.47689852,0.62859116,13.41117831
2,0.366,64.946,0.216,58.757,0.266,33.35,0.20371871,28.62662493,0.30410587,28.01829733,0.65386398,42.94223179,0.661,47.071,0.516,43.638,0.252,28.112,0.41767068,31.19413955,0.24105164,49.22751518,0.84721201,24.82642015
3,0.281,35.711,0.643,98.557,0.127,54.265,0.21394659,26.95769304,0.48963069,44.52223082,0.29045343,48.78349526,0.434,13.769,0.59,51.897,0.331,36.599,0.2806718,33.47419782,0.36446347,21.14028156,0.6543527,38.7071788
4,0.673,45.27,0.716,43.88,0.479,34.212,0.36168231,38.98227697,0.16898841,29.42774252,0.55770278,94.15457051,0.312,44.279,0.637,57.743,0.402,91.697,0.28127905,49.37945699,0.43017085,32.63871064,0.65549319,95.29618029
5,0.333,49.715,0.782,79.977,0.221,39.634,0.21972571,50.71453549,0.54463114,40.78990364,0.77503176,73.5982316,0.543,34.952,0.859,105.523,0.474,75.463,0.31133463,67.15739082,0.43182914,51.00971347,0.19713747,47.92739729
6,0.417,40.285,0.534,41.559,0.38,32.019,0.42898883,43.97794265,0.31965496,31.09839871,0.71900471,59.55692193,0.553,37.968,0.916,86.961,0.396,49.279,0.31111588,56.56018023,0.21975036,35.97541117,0.27750558,57.78560787
7,0.462,46.974,0.44,35.007,0.343,22.452,0.29535785,48.41774812,0.3943969,29.93894213,0.57414883,32.90736482,0.645,84.93,0.694,70.258,0.438,19.114,0.4389515,29.55156272,0.27488691,34.44784325,0.55256075,62.46970568
8,0.575,84.144,0.528,73.953,0.307,34.59,0.39993243,82.68470997,0.32883367,42.74632906,0.6174632,72.9621724,0.541,62.632,0.477,42.901,0.222,28.841,0.16745441,50.36943389,0.44063635,22.87868344,0.75174494,48.78036613
9,0.681,71.3,0.523,102.963,0.457,42.521,0.75589722,40.80904312,0.42226731,38.92982442,0.68118798,27.07959211,0.277,31.502,0.183,56.023,0.182,31.223,0.16833238,23.00448107,0.55261898,35.77402352,0.75307113,26.93869776
10,0.577,40.73,0.634,52.983,0.378,25.751,0.34149403,41.49058013,0.35108906,45.34125695,0.52337119,83.34792677,0.921,91.141,0.805,48.435,0.487,44.973,0.44479119,27.40002023,0.37766501,19.85738335,0.49243509,55.856877
11,0.257,31.367,0.303,33.808,0.232,37.208,0.10457475,59.25607505,0.47523381,30.55504264,0.64261332,33.9818762,0.894,89.915,0.763,58.041,0.525,59.577,0.43547222,70.83526386,0.16829386,35.2540747,0.67882361,40.83748136
12,0.319,64.918,0.469,29.29,0.196,34.741,0.25791129,37.02518309,0.42830087,49.92895783,0.55912265,54.3988725,0.585,90.865,0.457,63.065,0.622,192.935,0.45738603,124.29207791,0.27524884,21.67626851,0.63154547,53.28871436
13,0.338,68.94,0.202,37.647,0.189,23.553,0.12074603,27.61730938,0.54419087,24.13335422,0.61225875,53.37246618,0.338,48.913,0.283,85.069,0.198,42.042,0.22173522,69.53647676,0.46544348,13.69002119,0.30506167,83.71856434
14,0.159,30.853,0.261,64.695,0.067,20.997,0.15818,26.00313082,0.4420339,27.06597674,0.55665801,72.80514644,0.201,26.926,0.449,53.162,0.161,37.814,0.12109545,57.056422,0.43799335,43.50657062,0.68118646,24.9246698
15,0.275,32.201,0.238,86.805,0.373,56.054,0.16213784,54.63790974,0.40213213,39.97159467,0.59347938,78.17283422,0.945,81.14,0.744,63.346,0.389,29.689,0.22737403,74.64848847,0.07080774,12.6919249,0.73409589,36.3539056
16,0.571,44.305,0.539,63.534,0.229,26.679,0.22396122,34.63312767,0.39632953,39.14697868,0.6259601,50.85152216,0.557,53.571,0.444,64.018,0.318,27.124,0.25936818,41.89854106,0.4512712,28.75614372,0.24938155,60.64107677
17,0.151,62.617,0.848,41.138,0.179,54.222,0.12146983,26.01293416,0.53482328,37.53795225,0.70167773,77.19246761,0.28,28.961,0.21,60.676,0.539,71.6,0.28680311,65.17332394,0.43137796,59.82316631,0.31981935,38.85764895
18,0.447,72.738,0.532,67.039,0.374,73.567,0.52079158,61.81791302,0.41169089,47.6075629,0.73529689,70.37166282,0.464,58.478,0.655,46.949,0.493,53.938,0.41810021,53.42845283,0.42782992,40.59068212,0.45171542,71.32555186
