Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,769.831,0.0,0.573,0.0,0.271,0.0,279.57437506,0.0,109947.5224,0.0,0.82397454,0.0,582.363,0.0,0.565,0.0,0.294,0.0,57.37430272,0.0,109232.9486,0.0,0.80724443,0.0
1,667.015,25.509,0.536,0.011,0.231,0.046,212.38459988,32.11844778,110668.6642,436.2223,0.81851347,0.08106133,543.11,10.739,0.532,0.004,0.292,0.051,62.0807155,10.18785488,110128.9244,400.25625,0.73663397,0.11137771
2,596.909,33.191,0.511,0.008,0.268,0.08,195.88014045,40.64137868,111130.7383,353.3447,0.8539394,0.08076863,517.531,19.751,0.515,0.015,0.309,0.054,50.55133852,13.5670151,110600.8435,340.3953,0.74826507,0.07912394
3,541.092,63.226,0.488,0.01,0.329,0.095,185.4237211,35.9518606,111206.35975,704.874,0.82524863,0.06118274,485.023,17.273,0.505,0.017,0.308,0.068,50.56900285,15.35935983,111056.93765,490.461875,0.7778553,0.08336584
4,494.923,66.709,0.484,0.016,0.327,0.074,137.19500214,33.64344087,111825.24525,718.656875,0.84259419,0.05772094,460.952,30.19,0.492,0.015,0.329,0.041,47.13396792,13.98913453,111196.3538,431.7806,0.76752715,0.10410859
5,428.417,120.978,0.474,0.018,0.321,0.046,140.44990348,21.25214217,112088.7774,551.529825,0.872423,0.13636187,452.542,29.203,0.483,0.016,0.348,0.034,43.72199372,13.28756409,111633.80425,385.361275,0.76752659,0.05291661
6,393.523,57.479,0.472,0.01,0.307,0.029,116.27476535,28.11196579,112129.62485,449.699525,0.91749634,0.14898121,417.121,23.964,0.488,0.021,0.345,0.061,38.01326422,8.91557653,111802.49195,287.807575,0.73766732,0.06435306
7,345.896,26.021,0.464,0.01,0.319,0.06,102.47268849,36.95667385,112293.784,462.7313,0.97714654,0.11394743,404.425,33.167,0.48,0.018,0.336,0.05,37.74292188,8.28797869,111869.9931,246.125975,0.75232264,0.09638756
8,329.799,47.575,0.459,0.011,0.348,0.062,74.31186262,51.23442096,112605.0236,711.391325,0.98181086,0.08063266,370.973,26.522,0.474,0.023,0.318,0.065,34.41664459,13.32456411,112106.4858,266.5919,0.75626452,0.07880328
9,316.63,15.283,0.456,0.006,0.342,0.07,75.55997681,51.53874356,112836.89655,423.84005,1.03025318,0.08380331,350.117,23.098,0.476,0.02,0.335,0.056,30.06380067,10.09277001,112181.86915,156.34955,0.77033637,0.10481127
10,302.613,37.278,0.458,0.016,0.321,0.096,64.94957331,43.75009262,112894.2112,612.7948,1.07715447,0.0712819,335.21,32.03,0.471,0.014,0.335,0.077,28.03559614,8.7396551,112281.17435,179.0529,0.79625878,0.13747108
11,292.486,23.48,0.451,0.012,0.302,0.056,62.59311707,41.18229028,112952.51385,694.6633,1.12172954,0.10592823,323.676,19.491,0.467,0.012,0.312,0.106,26.04562688,7.46701616,112305.83345,278.09885,0.82551369,0.15048821
12,282.386,21.556,0.45,0.01,0.321,0.076,53.52467778,32.5339447,113001.45735,693.73345,1.08508387,0.13759021,309.441,34.764,0.467,0.017,0.27,0.143,24.16513874,5.13264631,112733.60355,476.18145,0.80243786,0.1315968
13,276.631,37.524,0.446,0.008,0.336,0.05,46.39029131,32.77945829,113024.6317,715.735675,1.02585498,0.08922769,306.12,29.584,0.464,0.01,0.304,0.112,24.69661845,6.42002076,112778.13845,474.546975,0.86472306,0.1986719
14,274.238,27.542,0.444,0.007,0.333,0.067,35.1579323,27.92349985,113098.84625,596.22355,1.02226788,0.13797117,295.894,17.382,0.46,0.013,0.287,0.083,20.2033137,7.75718557,112804.4261,342.16185,0.88952767,0.19340157
15,268.934,20.619,0.443,0.01,0.344,0.054,34.78019274,20.20139817,113194.05455,734.340175,1.03542195,0.14552209,286.562,15.29,0.459,0.01,0.277,0.083,17.95607023,8.25613853,112935.67965,341.318,0.88082849,0.06158516
16,261.0,21.694,0.445,0.012,0.313,0.079,27.8988135,28.51792861,113228.00885,773.43895,1.05779529,0.19844141,278.186,14.353,0.454,0.015,0.318,0.09,18.0209856,6.60099526,112961.1729,356.125125,0.82732094,0.14365773
17,257.92,12.949,0.444,0.008,0.296,0.056,24.30583657,24.11382244,113261.4665,802.2145,1.10734703,0.24395512,276.247,13.835,0.455,0.015,0.333,0.11,17.22889746,5.70134324,113013.01315,381.71205,0.83018882,0.12051346
18,254.927,13.87,0.443,0.005,0.324,0.049,21.60302786,21.3350326,113262.8733,814.12085,1.05762841,0.18083587,270.554,16.318,0.45,0.012,0.322,0.077,16.56180111,7.23658262,113039.6838,313.920725,0.83396912,0.12561439
19,256.747,20.852,0.441,0.006,0.317,0.064,19.58342275,24.06695928,113328.7149,843.95375,1.01566623,0.19506195,270.988,15.614,0.449,0.017,0.323,0.107,14.95056236,6.09791502,113119.35815,322.057775,0.83483252,0.09407866
20,257.066,18.89,0.437,0.006,0.297,0.065,15.60215187,14.46544126,113435.3994,854.06125,1.02410584,0.12108482,261.685,16.129,0.446,0.012,0.299,0.107,14.178091,6.49990163,113302.22475,480.110975,0.8149341,0.11082113
21,256.029,21.166,0.436,0.009,0.306,0.053,15.46576466,16.308884,113612.2543,736.466825,1.01984847,0.17171128,260.868,20.05,0.446,0.009,0.305,0.101,11.37746019,6.34587664,113358.63895,409.2212,0.82452611,0.08340572
22,253.954,16.141,0.437,0.006,0.293,0.031,11.43531218,18.0462229,113632.6287,524.497875,1.02378801,0.1069271,253.095,10.398,0.446,0.006,0.297,0.07,10.05496284,7.5698581,113362.44455,539.486025,0.84535539,0.07916261
23,249.349,21.367,0.438,0.008,0.285,0.033,11.45044795,25.97071258,113635.41595,703.397075,0.96303262,0.15851204,249.165,10.557,0.445,0.009,0.302,0.059,9.88157995,5.06245243,113604.82335,466.016425,0.83929231,0.09214121
24,246.935,23.909,0.436,0.005,0.286,0.04,11.44904808,20.19609794,113646.26415,689.30995,0.95949245,0.10551212,251.572,8.712,0.445,0.009,0.273,0.077,9.15708677,4.6418822,113614.96195,508.397925,0.83439223,0.112777
25,244.463,22.785,0.436,0.01,0.282,0.041,11.62541323,20.17046042,113647.49695,720.2969,0.96616948,0.15642773,246.748,9.858,0.446,0.011,0.284,0.07,8.23066518,4.62266232,113615.52795,478.4249,0.84769224,0.18034685
26,243.853,24.022,0.435,0.009,0.287,0.034,11.57162696,20.1456967,113648.91085,851.282275,0.95248386,0.12516708,248.373,18.192,0.444,0.015,0.282,0.056,8.34131788,4.20941864,113635.07745,505.40685,0.82172357,0.12847841
27,245.252,20.343,0.433,0.007,0.289,0.031,11.56631203,20.11385458,113650.5729,851.39365,0.91905997,0.16025305,244.1,16.519,0.438,0.017,0.284,0.06,7.2054375,2.41904858,113673.59725,449.275825,0.82179841,0.12504923
28,243.139,16.174,0.429,0.009,0.285,0.024,11.62645074,19.95774473,113779.00655,722.5311,0.93300432,0.07774409,239.062,14.086,0.441,0.018,0.289,0.063,7.59305646,2.4693431,113719.00825,463.353925,0.86268453,0.16960436
29,237.976,15.751,0.431,0.007,0.292,0.03,10.3637453,19.59674807,113798.17095,717.3514,0.95019635,0.10675206,238.243,15.441,0.444,0.022,0.271,0.063,6.92688293,1.95325473,113722.28895,462.820675,0.84897782,0.22066177
30,236.054,8.352,0.427,0.006,0.308,0.04,10.09488055,16.35779511,113798.4537,731.863625,0.98903689,0.19304394,235.986,14.686,0.439,0.022,0.292,0.08,5.66456869,1.94630611,113734.46835,738.410225,0.85355806,0.14615621
31,232.555,7.696,0.427,0.01,0.285,0.047,9.55989395,16.70104772,113798.53415,670.3701,1.03859632,0.24602452,236.37,20.158,0.441,0.023,0.275,0.047,5.81354375,2.80192374,113763.3995,671.947825,0.86727032,0.14892882
32,230.989,14.499,0.428,0.009,0.298,0.031,9.77310649,18.73098048,113799.35245,676.9308,1.02184506,0.20738608,236.567,18.997,0.438,0.019,0.279,0.066,5.12307114,3.04480782,113797.5252,672.063,0.85321318,0.17895947
33,237.313,17.487,0.429,0.011,0.31,0.061,9.75511345,18.24257514,113902.03145,615.616575,0.97869118,0.13153321,230.122,14.644,0.434,0.016,0.283,0.059,5.09363803,2.67356145,113863.612,719.619975,0.89554296,0.15702288
