Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,1.0,0.0,0.236,0.0,1.0,0.0,0.10410113,0.0,0.16919373,0.0,0.665,0.0,0.964,0.0,0.558,0.0,0.22926888,0.0,0.0,0.0,0.05830922,0.0
1,0.783,7.079,0.818,5.871,0.0,26.731,0.88927462,18.17181167,0.15490997,8.74505343,0.27260243,20.70743731,0.579,2.312,0.834,6.477,0.244,17.086,0.21061484,0.93563612,0.11538185,17.05692163,0.02120727,8.34193688
2,0.724,12.901,0.619,4.746,0.673,46.656,0.96531471,35.07181527,0.24693395,8.71725417,0.04720422,18.29715485,0.545,3.09,0.675,4.56,0.519,24.064,0.19792447,3.06589037,0.27724794,11.22735343,0.05887206,19.67060344
3,0.61,8.198,0.549,15.088,0.66,81.647,0.73129587,24.88267379,0.33347691,16.66064874,0.18419149,14.08499846,0.493,4.123,0.585,5.879,0.624,22.585,0.18198948,3.15070199,0.35341171,8.6078147,0.02314683,25.95364983
4,0.448,13.097,0.502,16.902,0.721,66.761,0.50771239,20.49233137,0.40548702,13.14715596,0.4060317,19.82522087,0.448,7.725,0.533,3.852,0.667,26.422,0.16878784,4.38744817,0.37321646,5.74470366,0.0,13.98249935
5,0.37,13.604,0.466,9.316,0.626,34.399,0.51834113,25.22393298,0.45812769,6.86004991,0.42825987,44.25228177,0.399,3.422,0.564,11.533,0.506,60.96,0.14771767,3.23915179,0.41972563,7.49962288,0.02522821,17.63788149
6,0.324,9.438,0.401,5.528,0.812,32.361,0.53982702,15.02827184,0.4981105,10.47928407,0.48699914,23.38897568,0.375,6.733,0.509,13.283,0.654,38.862,0.1433224,3.1698637,0.45026351,9.19392368,0.04542726,27.30484307
7,0.25,13.64,0.379,13.373,0.853,40.453,0.4741382,25.83882244,0.52348757,13.44605854,0.55612913,33.71127879,0.334,2.531,0.517,14.083,0.566,33.762,0.1079585,5.29546314,0.46514771,7.00802006,0.05518171,20.41102582
8,0.21,7.96,0.397,5.645,0.855,50.268,0.40233045,14.83656911,0.55629523,9.52211571,0.67014772,21.20088022,0.294,6.248,0.5,11.514,0.569,29.342,0.09198511,2.41813302,0.5006723,7.16951862,0.10760333,25.21084789
9,0.182,4.352,0.362,11.226,0.861,58.427,0.23674451,26.33486888,0.56409071,13.05279254,0.77177302,7.30227195,0.264,7.866,0.424,4.855,0.667,21.25,0.09319668,1.99063969,0.54248735,9.17496217,0.1301771,36.08342761
10,0.165,2.234,0.311,6.306,0.812,28.926,0.25529979,24.93591164,0.59031833,10.22443676,0.82312182,17.38105095,0.229,6.088,0.415,7.702,0.6,15.536,0.07224459,0.43978704,0.55630287,6.50309212,0.07479797,33.34119787
11,0.144,6.366,0.317,6.028,0.731,32.359,0.19820956,15.58742893,0.6850178,13.59659233,0.9492776,24.32563641,0.183,3.112,0.42,10.429,0.56,41.555,0.0628022,2.34336128,0.57612631,8.59879576,0.31612075,29.34745731
12,0.131,2.577,0.277,3.355,0.864,24.273,0.20254926,18.61506438,0.71978862,10.53521713,0.91159657,37.7620372,0.169,3.95,0.367,14.531,0.532,62.1,0.06490579,1.29207579,0.60887501,6.66085503,0.3356988,27.16019825
13,0.117,3.299,0.299,9.1,0.714,35.422,0.18876815,16.25462576,0.72149445,9.11420234,1.0,17.6795301,0.149,3.921,0.357,3.429,0.641,36.463,0.05635044,0.76877197,0.61185791,7.74878032,0.32543128,23.38858834
