Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,316.494,0.0,0.012,0.0,0.0,0.0,292.90506476,0.0,4231.0516,0.0,1.03633791,0.0,150.076,0.0,0.022,0.0,0.0,0.0,136.862052,0.0,4253.1992,0.0,0.77663773,0.0
1,333.018,161.685,0.05,0.013,0.142,0.212,306.14660573,145.23851183,3806.6278,365.71225,0.66807709,0.35026007,217.218,28.433,0.044,0.027,0.171,0.121,177.53828302,28.72855203,3796.9026,472.68255,0.8367822,0.20156218
2,289.025,171.545,0.049,0.022,0.06,0.115,278.64557137,155.47963171,3867.4518,351.8441,0.73863224,0.25640643,237.503,137.031,0.046,0.034,0.197,0.262,200.26413195,161.54093161,3874.2985,340.62745,0.79336168,0.22998072
3,261.739,132.853,0.038,0.028,0.09,0.152,245.39427761,146.8867826,3765.9689,293.76025,0.7935524,0.17909629,173.516,132.336,0.022,0.033,0.182,0.198,184.61423075,130.32059115,3926.42185,355.394275,0.79041756,0.28250843
4,253.452,98.866,0.04,0.033,0.171,0.219,232.9203068,94.14447688,3891.24325,363.03005,0.69823893,0.20466255,233.691,101.616,0.044,0.035,0.119,0.17,212.95674271,101.61602708,3800.282,625.838675,0.68572889,0.26325736
5,231.651,102.769,0.055,0.037,0.18,0.157,207.34569375,104.64642974,3760.6648,390.165925,0.74409076,0.4475166,219.915,70.969,0.046,0.045,0.211,0.137,211.40357269,60.55507173,3902.82025,216.79285,0.84193812,0.3138456
6,243.453,150.713,0.044,0.039,0.235,0.233,229.17053644,127.38517299,3803.40505,518.398925,0.77711788,0.2000956,281.352,168.794,0.048,0.043,0.205,0.275,305.86212702,144.39486681,3771.6699,337.247,0.71541677,0.37299681
7,239.021,93.517,0.049,0.041,0.171,0.403,225.07124091,109.29424095,3654.4768,653.304225,0.71666737,0.17826363,185.276,54.11,0.038,0.019,0.143,0.141,165.57710507,72.51192026,4072.2852,273.8212,0.71968205,0.3721067
8,186.955,65.563,0.043,0.031,0.077,0.224,205.53551276,100.09402917,3990.60885,388.95375,0.8891344,0.32519982,220.905,24.666,0.048,0.025,0.214,0.058,202.26789915,42.45461615,3900.5705,309.842525,0.67504302,0.27146898
9,255.238,111.451,0.046,0.017,0.113,0.27,238.89246634,151.27243376,3852.2382,303.377375,0.70819239,0.20824519,224.625,111.905,0.042,0.026,0.142,0.211,197.26479818,97.73484003,3855.9989,339.16875,0.791531,0.26003055
10,222.772,70.539,0.05,0.045,0.207,0.215,191.16125975,78.12566404,3827.67025,281.043075,0.87441757,0.14217574,257.31,89.775,0.034,0.042,0.213,0.089,223.9008096,75.9193903,3976.86235,214.19005,0.72582268,0.31584988
11,179.423,67.694,0.054,0.026,0.141,0.182,174.1064951,79.72017432,3929.6937,226.305525,0.81177037,0.28575313,233.394,86.57,0.056,0.045,0.107,0.063,188.22088636,82.83712817,3803.1277,380.9135,0.69284619,0.33894851
12,315.649,96.962,0.043,0.037,0.117,0.135,296.33614044,107.2450376,3921.4469,224.468375,0.68341295,0.31427159,308.007,123.709,0.059,0.024,0.123,0.28,276.25524185,98.28635995,3656.33185,336.644225,0.74105876,0.07376362
13,234.506,106.929,0.033,0.038,0.111,0.138,208.74825554,77.50049877,3885.7142,307.608125,0.78630016,0.33582315,296.44,141.713,0.044,0.039,0.19,0.252,264.82928502,128.81119015,3804.002,156.452025,0.82779115,0.21393463
14,248.981,94.444,0.044,0.048,0.127,0.196,239.33856634,57.24754002,3826.79165,277.925175,0.71599418,0.18130583,228.908,119.463,0.038,0.013,0.051,0.194,212.58268235,115.18277707,3937.39405,209.0256,0.63824671,0.36879619
15,231.392,196.781,0.053,0.024,0.08,0.122,222.27346015,183.60838945,3863.75965,222.689825,0.84568819,0.14947172,225.519,155.23,0.042,0.031,0.18,0.1,240.25759681,150.87765243,3802.2863,348.99265,0.74632514,0.17122268
16,185.66,75.521,0.065,0.048,0.205,0.175,184.63600732,86.10996824,3808.2762,446.510025,0.88248632,0.31854499,265.452,101.35,0.045,0.026,0.171,0.118,241.16318214,115.68784262,3952.5206,217.11315,0.69539624,0.12973122
17,188.138,87.639,0.046,0.025,0.091,0.12,163.38499353,89.3725685,3978.4014,271.00125,0.81022508,0.20433718,260.997,121.642,0.041,0.02,0.155,0.048,231.63482356,166.39175758,3839.4371,279.286925,0.82571625,0.40716933
18,269.342,136.466,0.043,0.053,0.27,0.369,243.89113902,129.80282932,3848.47955,325.011775,0.63153045,0.12017456,288.991,105.104,0.037,0.047,0.111,0.154,255.16592428,89.34975197,3935.901,368.1091,0.59933015,0.1143143
19,274.977,103.14,0.033,0.019,0.024,0.13,276.56586203,111.64867508,3851.54635,377.247375,0.86415599,0.21618821,205.477,47.235,0.048,0.023,0.242,0.224,186.98820089,32.88579285,3976.47535,322.302075,0.72331601,0.26198205
20,279.787,90.873,0.058,0.028,0.129,0.236,256.37787637,91.83232479,3718.94735,435.70215,0.75532076,0.18609028,200.708,147.756,0.049,0.039,0.07,0.123,192.84792671,142.64362752,3889.25125,425.8106,0.60406694,0.1309042
21,303.765,158.855,0.035,0.029,0.088,0.062,330.54568585,198.94183577,3804.88635,501.0563,0.70900713,0.24292884,245.117,77.574,0.033,0.017,0.161,0.205,211.86029301,64.53196747,3824.04345,219.546575,0.8168796,0.19408403
22,273.935,111.546,0.062,0.032,0.125,0.199,259.38596672,115.46361957,3984.50585,270.3599,0.74772923,0.1710891,234.025,69.735,0.039,0.029,0.107,0.096,207.09840951,53.92925312,3833.7168,281.467225,0.78316658,0.21931216
23,203.478,85.877,0.029,0.024,0.133,0.139,171.8669414,91.42828433,3993.6973,96.674375,0.87258508,0.19581581,219.961,65.506,0.043,0.028,0.091,0.149,188.34996784,58.21056049,3904.3437,257.65895,0.7524926,0.32328207
