Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1850.98,0.0,33.892,0.0,13526.58,0.0,20741.09650881,0.0,28291080535815.844,0.0,0.76688217,0.0,2061.394,0.0,33.526,0.0,13299.793,0.0,20715.93184728,0.0,27982175002598.082,0.0,0.7812574,0.0
1,513.099,843.743,23.966,13.981,2238.295,3995.577,3187.16839065,5796.9760933,28254300493586.312,276021684035.83203,0.86340559,0.35409647,218.154,775.918,17.169,12.839,415.894,4134.542,553.83580462,5717.76670202,28247674177021.008,180400367595.35547,0.90335429,0.2629307
2,319.782,613.328,17.343,12.763,1574.83,2955.575,2185.47780421,3935.09365732,28332671805638.945,246123672594.66797,0.79268066,0.28044413,95.708,643.062,15.229,11.84,447.367,2699.05,523.51918901,3877.14602978,28309716283396.086,164073838158.2578,0.76917293,0.37499368
3,268.154,466.681,16.02,11.591,1140.507,1942.809,1454.17489494,2888.25142208,28332671805638.945,246123672594.66797,0.80370939,0.31555746,61.941,309.035,13.732,8.546,319.849,1484.414,394.56683378,2031.06201282,28324718092628.97,163832833612.23438,0.70796628,0.28103365
4,381.987,307.421,20.203,7.488,1537.178,1233.457,2206.21182303,1760.84352247,28364906082359.78,212537114324.6172,0.86130718,0.25478305,73.537,377.869,14.226,8.9,327.806,1701.74,359.92171343,2088.86826349,28324718092628.97,162967720884.4375,0.70787495,0.34961514
5,312.773,239.034,19.131,6.699,1240.923,906.065,1728.58572865,1481.18001081,28397120769356.05,157471849485.39844,0.88384584,0.25698771,49.656,205.121,11.368,8.742,170.77,964.651,307.34691775,1250.60070886,28324750449989.516,162967720884.4375,0.74620183,0.32418146
6,286.094,89.008,19.118,1.578,1219.479,323.756,1686.12018296,428.91297418,28444937058757.82,126443957799.83984,0.90188933,0.107217,31.392,163.915,10.036,8.711,119.366,732.188,230.4106043,1021.88961494,28388285174755.766,148673178809.94922,0.74620183,0.34991618
7,248.585,64.336,18.358,1.607,1046.39,328.61,1468.9473246,338.21236225,28444937058757.82,126443957799.83594,0.89834372,0.13316713,36.734,153.371,10.414,6.922,112.569,632.543,189.61170589,852.73527804,28388285174755.766,148673899795.85156,0.74620183,0.33529314
8,227.158,46.672,17.326,1.54,930.298,338.209,1256.67379275,321.30686294,28444937058757.82,126369116061.72656,0.94462794,0.13856127,35.86,169.721,9.973,7.648,91.166,728.635,169.0123909,955.79777855,28407116987067.094,123984741168.0,0.67789993,0.3463598
9,213.277,53.992,17.154,1.095,850.731,316.629,1178.34502974,315.94145881,28444937058757.82,126369068424.78125,0.92216876,0.13597982,24.641,30.802,9.742,3.168,72.455,70.181,118.79046226,269.20899135,28413157058664.96,123797245481.28125,0.66120903,0.21611646
10,202.201,41.079,16.858,0.996,792.797,213.581,1045.38343264,208.19326877,28444937058757.82,126369068424.78125,0.83847565,0.20609092,24.641,29.693,9.755,3.096,72.455,78.671,118.79046226,269.20899135,28413157058664.96,123470317977.84766,0.66120903,0.21076169
