Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,377.118,0.0,0.09,0.0,0.06,0.0,527.82398873,0.0,48679.1527,0.0,0.65875775,0.0,250.082,0.0,0.295,0.0,0.012,0.0,198.43203836,0.0,47033.1304,0.0,0.61354026,0.0
1,246.108,36.359,0.093,0.054,0.093,0.079,373.0848854,111.72627917,49087.80835,322.115125,0.76104078,0.18074903,219.461,67.222,0.254,0.072,0.092,0.116,165.10594359,53.50888114,47588.59355,741.977925,0.8023885,0.12830863
2,191.633,111.264,0.105,0.084,0.096,0.065,343.19136162,184.56399936,49383.7928,171.715225,0.8708802,0.18234011,213.238,59.015,0.21,0.032,0.015,0.103,159.63674884,46.24776018,48265.43025,484.36915,0.72547848,0.11214726
3,136.354,30.583,0.09,0.045,0.057,0.122,208.48986765,177.26785774,49609.5542,226.05445,0.99465394,0.38458804,179.535,67.117,0.203,0.11,0.052,0.107,138.49946261,31.74307162,48866.46955,710.214475,0.78342226,0.17345958
4,128.276,50.432,0.086,0.056,0.126,0.054,112.08727037,130.78834373,49711.5012,184.41485,0.88905488,0.43424415,159.162,43.648,0.172,0.064,0.045,0.127,117.39034274,42.96948626,49167.0182,441.869375,0.7502597,0.17886551
5,133.373,53.567,0.061,0.065,0.033,0.119,107.63243874,112.45752532,49800.5136,224.198725,0.79391844,0.29551196,138.766,44.338,0.157,0.053,0.13,0.2,99.64928792,48.03926235,49371.33565,445.07775,0.74993522,0.264502
6,99.866,24.488,0.039,0.114,0.031,0.125,49.73486115,71.84484443,49864.5841,208.1823,0.81767618,0.18432409,132.811,40.586,0.113,0.111,0.125,0.103,104.51238315,54.19728997,49508.6521,380.4494,0.71300521,0.31370854
7,98.408,26.777,0.022,0.026,0.0,0.161,54.97108356,32.70668813,49909.5368,108.052975,0.81926694,0.11611744,116.937,39.898,0.112,0.084,0.134,0.19,74.92880879,47.53330063,49557.62185,305.431575,0.63895718,0.15585123
8,84.848,24.466,0.032,0.025,0.137,0.195,35.31884145,33.72340473,49973.74015,51.889275,0.82653286,0.1483253,109.239,24.521,0.098,0.12,0.138,0.207,56.52704798,36.074908,49795.46105,221.17055,0.75124209,0.21315191
9,80.624,19.492,0.025,0.015,0.059,0.168,33.52894551,38.83942623,49975.18765,35.9981,0.80843541,0.22875671,104.417,17.713,0.094,0.079,0.087,0.137,63.80937695,26.12878497,49809.06235,175.408875,0.82445891,0.10864061
10,85.871,14.173,0.019,0.019,0.056,0.107,28.77462294,16.06579132,49987.565,21.3005,0.82653286,0.20067512,109.546,18.758,0.037,0.054,0.032,0.115,59.50265742,24.85020537,49862.16485,188.732275,0.78802213,0.17418722
11,88.831,12.916,0.017,0.02,0.0,0.112,30.39868012,16.59437854,49997.7772,43.807175,0.74061124,0.09471788,102.614,19.45,0.052,0.05,0.021,0.074,55.25235939,22.42735817,49913.4938,174.868225,0.77845851,0.18544575
12,79.398,12.345,0.015,0.023,0.023,0.069,24.58731134,17.94969492,50011.8427,43.815575,0.73577753,0.15724544,91.41,25.55,0.035,0.039,0.081,0.045,39.12556883,27.82861569,49933.1771,107.417925,0.86009248,0.24115328
13,68.493,15.575,0.015,0.011,0.048,0.197,24.00319826,12.6450863,50020.9486,49.966275,0.74742895,0.1676028,95.71,34.334,0.036,0.033,0.112,0.131,55.87267103,35.71593281,49967.8274,114.038975,0.79323994,0.24719789
14,73.622,26.127,0.01,0.012,0.067,0.129,27.81191525,10.42500173,50047.7032,89.8863,0.7385638,0.21315869,92.389,20.848,0.023,0.028,0.119,0.056,47.39426947,20.7236221,50002.75,115.95005,0.77388929,0.21913063
15,69.411,23.093,0.009,0.011,0.049,0.126,24.71057069,14.67625236,50066.12555,74.34935,0.7385638,0.36789071,87.266,20.481,0.02,0.036,0.129,0.031,42.90386596,29.22487363,50003.41365,113.570875,0.80340105,0.11303631
16,68.441,14.708,0.012,0.012,0.042,0.114,22.90332525,10.19125661,50066.24395,66.53685,0.76600129,0.13610439,77.46,16.77,0.017,0.024,0.117,0.113,37.81876043,29.90278375,50014.1422,120.635075,0.78026599,0.26178762
17,62.92,14.704,0.01,0.013,0.078,0.116,19.95891157,9.12854568,50085.8243,77.0134,0.73627798,0.20179887,73.222,18.873,0.025,0.026,0.143,0.119,30.84920231,33.02954457,50016.7718,72.5832,0.72406472,0.31885092
18,66.636,17.249,0.01,0.009,0.0,0.085,19.8558604,8.09098487,50091.23865,76.977225,0.81366737,0.25339533,74.768,17.585,0.015,0.015,0.127,0.186,31.55241,36.69579938,50028.7081,71.6852,0.67693656,0.13528789
19,63.647,16.195,0.01,0.01,0.0,0.091,17.89648516,7.28258335,50091.24835,56.78025,0.65743174,0.31105779,72.418,13.809,0.015,0.01,0.134,0.175,24.49857045,17.86951036,50028.9561,72.102375,0.75252765,0.1124074
20,64.382,14.439,0.008,0.008,0.0,0.091,18.30213354,6.74458103,50091.2542,73.134075,0.60252642,0.29101645,69.588,9.958,0.017,0.01,0.155,0.206,22.56686189,11.50402601,50033.90685,47.078975,0.78671964,0.10839064
21,61.961,9.393,0.009,0.007,0.0,0.083,17.91273354,5.21765393,50096.2428,80.817725,0.74658548,0.19973613,73.949,11.007,0.011,0.007,0.134,0.134,23.1331988,12.96584926,50041.18735,55.52025,0.74209007,0.23554338
22,64.478,9.19,0.008,0.007,0.0,0.083,17.60664338,4.80336585,50096.25065,80.7955,0.75420433,0.18406874,73.899,9.393,0.01,0.007,0.073,0.128,21.97618715,14.85448022,50041.22695,56.92895,0.7758684,0.17532188
23,65.307,9.314,0.007,0.007,0.0,0.104,17.72572,7.44612001,50098.58925,79.881175,0.7976578,0.11755329,75.165,12.469,0.009,0.005,0.108,0.063,21.34754148,15.91110552,50056.7059,59.726925,0.79302775,0.16600904
24,63.461,17.299,0.007,0.006,0.0,0.108,16.44857895,6.29078981,50100.93615,79.838225,0.76325569,0.15992936,71.491,14.667,0.008,0.005,0.101,0.055,23.19438065,19.13069006,50056.92535,58.3376,0.76891312,0.22394136
25,67.321,18.832,0.005,0.006,0.0,0.075,17.28170031,6.867187,50128.55655,43.1905,0.68981451,0.15456274,71.293,21.109,0.006,0.004,0.107,0.089,21.23183364,18.26368,50056.938,53.198675,0.78539981,0.26761753
26,55.851,28.975,0.005,0.005,0.0,0.084,17.9590357,7.67249879,50138.1626,53.900675,0.69238682,0.23649441,69.088,15.397,0.007,0.008,0.131,0.085,15.47142462,16.3178115,50062.09395,49.59655,0.81785964,0.20254598
27,55.851,28.975,0.005,0.005,0.023,0.084,16.88736245,7.19283058,50138.17075,53.893225,0.69689948,0.15938988,69.182,16.438,0.007,0.007,0.123,0.122,16.61537052,10.16741024,50062.2936,55.71705,0.81563046,0.20417431
28,54.94,26.693,0.006,0.006,0.031,0.117,17.3995249,8.99526058,50138.17075,48.450925,0.73387548,0.21517681,68.911,17.998,0.007,0.007,0.127,0.138,15.39091583,9.15309982,50062.39725,55.8257,0.8119177,0.11764462
29,53.855,23.087,0.006,0.006,0.023,0.13,17.47213474,7.92625747,50138.2123,48.886275,0.73350312,0.18335903,65.915,15.349,0.006,0.001,0.155,0.17,16.63570504,8.28156878,50063.4478,64.4505,0.75031661,0.1485518
30,54.94,22.797,0.006,0.007,0.023,0.13,18.23927464,5.91652509,50138.89975,48.88095,0.70562275,0.15691548,65.677,15.927,0.007,0.003,0.155,0.195,14.82655085,7.22851294,50074.386,57.4775,0.83111188,0.24314653
31,54.385,23.737,0.005,0.006,0.023,0.122,17.98941255,5.01619937,50138.90005,48.8567,0.65888242,0.1811494,63.608,11.815,0.006,0.003,0.117,0.163,14.71716376,7.32009512,50079.49955,57.475525,0.68172703,0.21731676
32,55.019,23.284,0.005,0.006,0.0,0.091,17.80091782,5.69717903,50138.91115,48.868525,0.77596046,0.17966879,61.356,13.649,0.007,0.004,0.096,0.175,13.04837009,8.17132276,50103.46735,53.57795,0.76573546,0.16948896
33,54.39,24.77,0.006,0.007,0.031,0.13,17.5152149,3.88360209,50138.91335,48.398925,0.72387083,0.19876158,63.34,13.39,0.007,0.002,0.104,0.127,14.46210438,7.79302326,50103.4684,52.4065,0.76532728,0.19279106
34,54.926,26.264,0.006,0.008,0.048,0.153,17.88290338,4.14355963,50139.0067,69.979975,0.77035492,0.34080179,60.346,14.274,0.006,0.005,0.124,0.232,17.09692195,8.89919289,50103.7674,45.908625,0.74744978,0.21500415
35,51.472,26.893,0.006,0.008,0.0,0.091,17.95795669,2.62005976,50139.0067,69.979525,0.80475819,0.27644103,56.124,14.836,0.006,0.006,0.083,0.158,14.73356393,7.66592238,50109.6582,40.26415,0.74540573,0.0847189
36,47.999,24.831,0.007,0.007,0.054,0.176,16.17647014,4.25671798,50139.01015,69.93475,0.80475819,0.16670329,56.56,17.45,0.006,0.005,0.081,0.151,15.57761593,7.57918754,50111.045,40.13755,0.73165329,0.15119493
37,47.644,26.006,0.007,0.008,0.036,0.167,16.17647014,11.73687879,50139.01015,69.24205,0.71009407,0.15769285,55.526,16.255,0.007,0.006,0.056,0.149,15.13168499,6.55528949,50111.0782,62.452225,0.76125384,0.16272974
38,46.583,25.813,0.007,0.007,0.036,0.167,16.58701546,11.45084434,50139.01015,69.20395,0.72566137,0.13664328,56.174,12.445,0.006,0.007,0.042,0.115,14.72812595,7.70927197,50133.79875,114.70165,0.76583073,0.22043945
39,46.583,25.388,0.007,0.006,0.023,0.148,17.79173586,11.20771579,50139.0152,69.17335,0.75490607,0.08483867,54.587,12.278,0.006,0.007,0.091,0.109,14.74824071,4.41745176,50133.81,114.70435,0.80922308,0.11102209
40,44.331,25.388,0.007,0.006,0.023,0.148,15.94380727,5.45685493,50139.0416,69.17335,0.7578718,0.09721592,54.587,14.883,0.006,0.009,0.081,0.111,14.79843785,4.8132579,50133.8167,115.501225,0.80680313,0.13095846
41,39.614,22.041,0.007,0.005,0.023,0.143,16.31509107,5.25123266,50157.7116,99.592175,0.73040557,0.080687,54.587,15.727,0.006,0.009,0.091,0.107,14.79843785,6.50737501,50133.8167,115.854425,0.83106732,0.13533952
42,38.009,21.723,0.007,0.005,0.045,0.161,15.93570273,5.10120876,50174.3968,117.956875,0.76528595,0.09514452,52.506,17.037,0.006,0.01,0.087,0.139,15.55804005,6.26872345,50133.8267,116.768275,0.83767588,0.23387036
43,37.819,22.178,0.007,0.006,0.0,0.161,15.1919703,5.17022239,50218.4993,105.407375,0.78259212,0.17474911,52.506,17.895,0.006,0.01,0.087,0.158,15.55804005,5.94124551,50133.8493,118.610675,0.79844475,0.13454864
