Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,251.074,0.0,0.118,0.0,0.184,0.0,482.29661024,0.0,49651.2567,0.0,0.84712384,0.0,211.625,0.0,0.327,0.0,0.0,0.0,164.73469585,0.0,47412.6311,0.0,0.69637584,0.0
1,205.407,124.403,0.078,0.063,0.06,0.117,358.13032589,248.39119747,50309.5296,150.33255,0.68738569,0.22048557,203.641,33.597,0.24,0.127,0.0,0.038,156.36910896,22.73875366,49157.0652,1844.4734,0.72174694,0.20244685
2,202.851,114.202,0.113,0.064,0.083,0.088,258.17015251,233.33421555,50423.38965,339.8763,0.64742055,0.25905135,187.645,44.007,0.28,0.147,0.0,0.211,154.1229698,35.83964085,49398.0868,1213.028075,0.63344124,0.11413337
3,153.709,68.534,0.084,0.071,0.092,0.141,238.65075685,216.63362165,50631.39935,299.72195,0.82130221,0.19105457,189.349,43.589,0.176,0.089,0.0,0.0,157.14387422,52.31672109,49670.74655,710.99445,0.73867043,0.28114945
4,126.391,60.129,0.083,0.061,0.068,0.08,95.29766692,134.29746201,50882.56375,178.73875,0.66730811,0.2221854,150.944,28.355,0.184,0.094,0.093,0.14,120.52788648,63.64091828,50241.6824,471.3325,0.73446223,0.30427074
5,104.186,21.019,0.065,0.089,0.061,0.198,57.37094552,76.62553805,50922.9747,234.9679,0.80210001,0.42798956,155.906,29.745,0.151,0.074,0.01,0.125,118.53417104,21.63410253,50594.25465,152.7096,0.79130721,0.17175091
6,105.585,38.318,0.035,0.038,0.038,0.067,78.18381085,61.14990972,51040.20685,90.0213,0.87800047,0.25797826,130.693,49.448,0.128,0.082,0.0,0.034,108.20608087,47.82010073,50714.6509,267.363675,0.87340884,0.18940983
7,98.346,47.883,0.049,0.069,0.009,0.082,73.92936008,66.0344233,51153.0424,97.9594,0.79934516,0.31966861,118.661,81.177,0.074,0.105,0.0,0.031,96.64340973,69.50056871,50749.50015,393.510675,0.72851865,0.20819312
8,86.723,18.041,0.02,0.035,0.0,0.0,41.20614507,23.82470607,51183.86115,103.467025,0.76839794,0.28806449,131.676,69.547,0.041,0.033,0.0,0.031,91.01058634,66.19879174,50924.7309,315.723225,0.69909847,0.28434666
9,84.404,16.289,0.019,0.018,0.0,0.088,37.49686994,13.60636985,51252.15905,136.33045,0.77996875,0.2072381,115.784,47.636,0.054,0.036,0.014,0.068,68.21522971,61.15651758,50929.3574,249.14975,0.79295318,0.24386199
10,85.418,19.727,0.015,0.02,0.068,0.097,39.96044714,20.26943919,51268.1171,142.339625,0.84265478,0.21355022,109.114,29.635,0.044,0.046,0.0,0.108,67.23548347,41.54469524,51032.02115,179.1426,0.73499718,0.17045715
11,82.124,19.531,0.012,0.023,0.08,0.09,32.509315,18.89122915,51270.64525,147.487675,0.81499558,0.30426259,101.036,24.096,0.046,0.035,0.023,0.094,46.09566539,45.21598757,51108.425,149.480275,0.89247058,0.25345045
12,72.144,17.891,0.013,0.015,0.062,0.106,26.47255422,19.65311948,51271.04125,139.071625,0.8349085,0.23277701,90.172,24.773,0.037,0.046,0.042,0.104,36.13066712,36.3338333,51157.0592,117.91365,0.8109894,0.21720345
13,71.748,18.403,0.011,0.014,0.107,0.047,30.68198068,24.28437699,51279.5458,138.05655,0.78657028,0.23113839,85.068,14.078,0.038,0.053,0.101,0.113,33.76945143,21.11918088,51171.27285,118.20635,0.82815815,0.14261386
14,64.91,20.952,0.012,0.007,0.101,0.125,24.61257163,21.91143561,51298.74615,96.351275,0.76068446,0.1426739,78.184,19.342,0.032,0.054,0.085,0.102,38.18109878,25.57408961,51176.75665,113.77715,0.88331833,0.29883418
15,65.671,20.885,0.01,0.005,0.084,0.079,23.3755006,24.77553822,51301.7412,78.372475,0.82435083,0.10718186,73.882,13.373,0.024,0.067,0.028,0.115,26.40581571,35.35350663,51187.7062,105.96355,0.72613333,0.30037114
16,65.454,13.783,0.009,0.008,0.098,0.051,22.22102473,22.09941706,51304.18515,79.398,0.77978599,0.1445163,70.295,8.905,0.022,0.032,0.05,0.098,24.91990747,29.65125603,51208.57045,77.6302,0.74699509,0.25976681
17,65.666,13.217,0.009,0.006,0.101,0.075,20.7259638,18.77667193,51304.21185,79.3105,0.82405093,0.11712649,64.813,14.014,0.016,0.03,0.075,0.132,22.66159743,20.85269246,51277.59445,113.0053,0.91736539,0.15889613
