Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,0.455,0.0,0.651,0.0,1.0,0.0,1.0,0.0,0.90973323,0.0,0.484,0.0,0.409,0.0,0.696,0.0,0.14759505,0.0,0.98645479,0.0,0.59237813,0.0
1,0.55,59.641,0.619,50.685,0.434,96.02,0.14647687,20.05405192,0.5301494,23.60424512,0.19048552,71.92528134,0.128,28.256,0.539,33.361,0.504,83.457,0.12162942,13.54143553,0.5063393,21.03327122,0.80516972,47.80659301
2,0.266,23.734,0.511,91.935,0.29,81.014,0.2546226,30.41624495,0.53397984,18.89022739,0.59464614,54.44489344,0.373,80.172,0.435,51.07,0.449,84.867,0.15286937,36.01012372,0.33982554,56.36725917,0.38534737,98.99549028
3,0.606,78.137,0.481,150.023,0.702,70.056,0.1524874,51.51544329,0.35565774,26.75514798,0.46635739,37.7166149,0.323,43.13,0.702,59.247,0.455,89.955,0.06407926,23.71977393,0.39418042,38.71494863,0.24388118,54.96805026
4,0.477,74.909,0.268,92.537,0.342,47.966,0.3199579,53.79583138,0.47634249,38.73111422,0.63831843,50.34491225,0.724,67.245,1.0,44.158,0.879,67.053,0.24416824,44.65068293,0.30205452,42.05585521,0.34455006,85.85335786
5,0.556,43.64,0.622,40.516,0.229,51.825,0.13587856,24.5670623,0.52625479,12.44184403,0.09307836,69.82259129,0.143,37.767,0.517,31.401,0.259,43.503,0.24093851,50.86646371,0.4419622,33.54216754,0.93095449,45.28803321
6,0.385,43.127,0.676,71.758,0.673,58.83,0.07001948,16.40727923,0.50651157,22.74907531,0.40379484,65.42853633,0.354,27.067,0.664,22.596,0.523,45.18,0.15114535,38.26602284,0.50017238,20.57810885,0.4045779,99.56790331
7,0.613,40.674,0.583,59.332,0.427,58.031,0.18429477,42.26423364,0.5193154,20.43194676,0.32920204,63.31290938,0.523,23.815,0.909,58.91,0.529,66.094,0.22015978,52.60920505,0.29647159,37.83352022,0.4412756,71.37804749
8,0.584,98.467,0.674,50.213,0.0,50.903,0.23420122,28.3459715,0.40254773,47.86247313,0.57775204,89.37477961,0.422,51.522,0.157,91.303,0.653,43.721,0.08029587,10.22805286,0.31959955,28.05411068,0.50313634,61.59755459
9,0.227,60.256,0.49,55.868,0.625,52.944,0.05159298,7.45971061,0.13483759,46.30799135,0.57683641,59.37277499,0.201,31.396,0.272,133.946,0.395,79.593,0.068992,18.19486312,0.59444593,26.26853061,0.35754694,58.4940533
