Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,1.0,0.0,0.337,0.0,1.0,0.0,0.12775029,0.0,0.22916728,0.0,0.665,0.0,0.953,0.0,0.536,0.0,0.19770991,0.0,0.0,0.0,0.18585609,0.0
1,0.817,4.552,0.781,6.55,0.0,39.674,0.75740021,11.59689641,0.2566748,7.79870815,0.21502956,20.9852826,0.595,1.916,0.76,2.57,0.52,43.266,0.2147032,3.67849338,0.16018103,7.15571322,0.00305866,28.83363493
2,0.691,5.923,0.634,4.695,0.313,68.038,0.69780813,14.67424148,0.33928362,6.3170365,0.30674077,20.9095082,0.55,3.525,0.657,9.079,0.664,46.272,0.17307447,4.89859503,0.24454993,6.08552933,0.03316941,20.48372679
3,0.592,11.283,0.495,6.131,0.834,81.506,0.6600535,12.98101347,0.35280309,12.60161759,0.23246564,15.83908181,0.492,3.083,0.598,9.965,0.653,57.805,0.17313825,5.54575072,0.32608966,8.76839405,0.10977307,21.58187719
4,0.509,11.905,0.472,9.808,0.819,63.52,0.48591574,12.14752038,0.46344639,12.84802548,0.2773701,14.9428859,0.449,5.388,0.518,9.2,0.835,34.886,0.16073549,5.05100823,0.35101425,7.71930019,0.08303539,26.95179282
5,0.391,21.59,0.416,10.735,0.767,39.393,0.4976681,7.67343718,0.51056022,9.86015648,0.3545914,35.30157202,0.434,5.212,0.466,9.573,0.995,29.288,0.148416,4.79769463,0.42922089,6.88942339,0.08303393,13.6991346
6,0.328,10.258,0.399,6.135,0.643,24.961,0.41037977,10.15028988,0.51786286,8.03965169,0.47127796,38.56848541,0.371,4.277,0.495,12.703,0.97,52.068,0.12780368,3.21911626,0.45937859,5.14537492,0.00573379,16.65981942
7,0.243,4.644,0.354,5.672,0.747,51.03,0.36054509,13.3438179,0.54721095,8.27263155,0.62570132,29.49888574,0.348,5.919,0.448,10.831,0.897,43.138,0.12682757,2.99251169,0.47144633,4.40019835,0.04367372,24.95295932
8,0.215,8.49,0.326,6.324,1.0,53.217,0.25886577,18.49903448,0.60285384,12.71813321,0.63777637,20.87430861,0.288,4.733,0.413,13.387,0.742,55.918,0.1148175,4.8110541,0.5137261,4.76608468,0.05387852,20.40071538
9,0.191,2.727,0.306,3.829,0.941,59.847,0.2633723,18.60891518,0.64430769,7.57734039,0.76318461,21.69513124,0.251,4.122,0.424,12.162,0.882,47.678,0.09910083,3.64416142,0.527203,2.79519068,0.09030794,27.13370401
