Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.16,0.0,0.083,0.0,0.798,0.0,0.767,0.0,1.0,0.0,0.73999857,0.0,0.84604993,0.0,0.31667844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.964,0.0,0.01073483,0.0,0.0,0.0,0.94322704,0.0
1,0.191,4.377,0.07,3.66,0.798,26.46,0.876,38.082,0.926,20.077,0.70351157,8.97063893,0.86611898,1.13415099,0.34575041,26.13284244,0.006,0.92,0.004,5.309,0.022,5.287,0.694,11.209,0.938,8.398,0.0,19.4554166,0.49374808,20.6395655,1.0,18.12712066
2,0.191,6.544,0.082,8.264,0.761,13.99,0.829,27.39,0.687,19.541,0.66232575,19.09362054,0.89514925,2.97816292,0.29867186,9.69982674,0.025,3.539,0.028,1.986,0.061,3.734,0.758,9.243,0.87,5.785,0.12137922,13.83435536,0.71683076,21.16970934,0.95736056,11.00951881
3,0.209,5.556,0.085,19.074,0.819,11.497,0.888,32.517,0.44,19.111,0.59869514,50.14190175,0.92529471,3.32194166,0.22521614,6.78227521,0.044,2.273,0.06,5.057,0.121,6.234,0.845,13.955,0.806,7.528,0.22250549,19.50209219,0.78472888,12.77115428,0.80404647,13.06583043
4,0.299,19.717,0.21,10.855,1.0,17.283,0.789,30.761,0.332,21.564,0.89601147,57.9129005,0.93814542,2.98838935,0.24312542,4.95979695,0.052,3.422,0.084,3.873,0.233,15.066,0.984,19.633,0.742,7.028,0.25223334,15.88034767,0.83381434,4.81177142,0.77802953,12.98198302
5,0.58,41.607,0.338,17.383,0.911,28.47,0.734,48.431,0.192,7.897,0.92242698,18.88089638,0.9472209,1.99931055,0.1411562,9.67544388,0.075,5.415,0.102,5.136,0.283,23.272,1.0,18.131,0.707,8.146,0.35909702,27.8742369,0.85837188,4.12383728,0.6618725,16.84024814
6,0.686,39.107,0.365,23.47,0.889,38.936,0.615,37.818,0.142,10.963,0.89622146,31.45654679,0.94909552,2.22176339,0.16030883,12.47789523,0.108,5.908,0.148,11.182,0.335,20.327,0.941,21.159,0.639,11.279,0.43541843,24.80715214,0.88230058,6.13861416,0.60354062,10.27123816
7,0.66,29.365,0.454,30.647,0.861,27.698,0.541,39.853,0.129,9.136,0.84965049,25.35916182,0.95443436,1.74756912,0.10481558,11.56516414,0.131,9.71,0.158,10.534,0.38,19.492,0.938,26.302,0.584,13.163,0.60776441,33.434101,0.89980372,3.64882491,0.4907397,16.26261193
8,0.709,32.062,0.496,35.463,0.765,24.796,0.509,38.113,0.103,18.576,0.87954053,9.22988622,0.9685764,1.47468371,0.10678028,7.23172069,0.133,12.767,0.225,17.334,0.442,27.343,0.858,14.878,0.538,14.222,0.74526073,13.53124569,0.90985264,2.59753469,0.3655221,14.98459047
9,0.755,27.95,0.638,44.837,0.941,25.994,0.418,33.246,0.106,13.777,0.98144532,18.21018434,0.96789943,2.20416149,0.12340662,15.09221259,0.186,11.355,0.255,14.678,0.507,32.426,0.742,17.672,0.473,17.259,0.89089568,19.88401996,0.91880554,1.79379955,0.33950183,15.58191776
