Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.009,0.0,3.84,0.0,0.87,0.0,2.591,0.0,1.029,0.0,3.888,0.0,0.87,0.0,2.597,0.0
1,185.391,95.222,15.523,3.124,680.335,432.415,0.249,0.168,178.43,214.604,17.796,5.015,730.177,709.336,0.301,0.057
2,138.697,90.824,14.713,3.259,230.175,221.209,0.246,0.163,118.423,48.868,16.241,3.083,343.255,136.379,0.269,0.085
3,66.484,18.146,13.65,1.739,183.345,73.393,0.244,0.137,86.925,59.585,13.888,5.656,266.019,137.637,0.262,0.092
4,62.12,26.282,12.553,3.394,163.721,68.585,0.264,0.142,66.994,24.059,13.13,4.656,244.573,133.919,0.298,0.099
5,55.861,13.55,11.498,2.824,149.14,60.338,0.245,0.147,58.555,41.347,12.886,4.53,198.041,122.323,0.292,0.101
6,53.319,16.083,11.498,3.091,99.806,47.887,0.246,0.148,53.363,33.751,12.852,3.019,185.127,158.005,0.284,0.101
7,53.319,16.083,12.508,2.946,99.806,47.887,0.246,0.147,52.039,11.818,12.567,2.75,135.552,172.3,0.273,0.104
8,41.139,23.54,10.837,2.298,93.525,58.818,0.25,0.147,49.217,23.978,11.155,4.968,105.697,61.981,0.272,0.084
9,36.778,26.623,10.628,1.599,74.546,26.87,0.251,0.148,49.838,25.291,10.856,2.025,105.697,61.361,0.272,0.086
10,36.778,18.032,10.405,1.481,68.287,24.59,0.251,0.147,49.101,27.914,10.856,2.025,85.303,61.116,0.272,0.087
11,36.778,16.259,10.628,0.893,68.287,24.59,0.252,0.148,49.101,23.975,11.495,1.885,85.303,79.582,0.271,0.086
12,38.334,16.883,10.347,1.002,65.267,29.085,0.251,0.148,49.101,27.336,11.495,2.111,85.303,81.803,0.271,0.084
13,37.748,14.952,10.187,1.959,62.899,29.085,0.256,0.145,48.142,27.575,10.856,2.434,68.629,71.452,0.272,0.085
14,37.748,14.952,10.187,1.959,61.321,25.936,0.259,0.145,38.123,25.188,10.421,2.178,67.465,40.56,0.271,0.088
15,37.748,14.952,9.774,2.121,60.689,25.369,0.258,0.144,38.123,23.982,10.386,1.698,67.465,40.56,0.274,0.088
16,37.748,14.952,9.774,2.121,60.689,25.369,0.258,0.144,38.378,24.94,10.457,1.698,67.465,40.56,0.275,0.088
17,37.748,14.952,9.774,2.121,60.689,25.369,0.26,0.144,38.378,24.94,10.457,1.698,67.465,40.56,0.274,0.088
