Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,2.052,0.0,2.646,0.0,24.15,0.0,22.031,0.0,1.36,0.0,2.264,0.0,22.259,0.0,20.207,0.0
1,94.898,30.664,0.352,0.228,0.203,0.33,0.425,0.632,131.612,37.223,0.513,0.078,0.071,0.326,1.672,0.443
2,69.156,18.711,0.387,0.115,0.302,0.177,0.272,0.124,114.382,17.902,0.476,0.08,0.0,0.348,1.65,0.407
3,56.612,12.67,0.397,0.155,0.167,0.36,0.24,0.18,103.244,35.548,0.498,0.068,0.0,0.231,1.507,0.417
4,55.591,17.525,0.34,0.17,0.254,0.391,0.262,0.176,99.418,38.008,0.502,0.068,0.0,0.125,1.489,0.516
5,48.791,13.214,0.371,0.18,0.167,0.391,0.263,0.165,84.513,23.573,0.509,0.122,0.0,0.153,1.505,0.509
6,47.993,13.072,0.371,0.167,0.167,0.391,0.265,0.167,84.513,19.347,0.492,0.107,0.0,0.138,1.451,0.607
7,45.739,14.053,0.347,0.222,0.174,0.372,0.263,0.158,84.513,20.339,0.465,0.137,0.0,0.125,1.438,0.622
8,45.739,14.005,0.344,0.209,0.058,0.327,0.265,0.162,84.513,20.339,0.465,0.143,0.0,0.0,1.446,0.907
9,45.133,13.769,0.337,0.19,0.063,0.295,0.24,0.141,78.497,31.976,0.475,0.133,0.0,0.125,1.376,0.856
10,43.15,14.15,0.337,0.168,0.153,0.295,0.24,0.141,70.034,28.086,0.504,0.142,0.0,0.125,1.29,1.003
11,42.479,15.014,0.337,0.234,0.182,0.232,0.241,0.142,70.034,21.299,0.475,0.119,0.0,0.125,1.287,1.1
12,42.479,13.142,0.343,0.24,0.182,0.25,0.241,0.141,70.034,21.299,0.488,0.111,0.0,0.158,1.288,1.103
13,41.041,13.55,0.358,0.234,0.182,0.218,0.241,0.144,70.034,24.956,0.488,0.102,0.0,0.158,1.288,1.126
14,39.638,15.849,0.307,0.233,0.216,0.217,0.243,0.143,67.697,24.956,0.467,0.094,0.0,0.125,1.283,1.16
15,39.638,19.27,0.295,0.224,0.171,0.24,0.246,0.147,67.697,24.956,0.454,0.109,0.0,0.0,1.284,1.213
16,38.409,19.27,0.321,0.208,0.071,0.256,0.248,0.149,64.252,24.956,0.451,0.129,0.0,0.0,1.28,1.244
17,37.954,19.27,0.316,0.185,0.0,0.242,0.244,0.151,64.252,24.956,0.472,0.164,0.0,0.0,1.282,1.259
18,37.954,19.27,0.314,0.192,0.042,0.217,0.253,0.148,64.252,24.956,0.472,0.186,0.0,0.0,1.286,1.259
