Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.089,0.0,3.097,0.0,1.104,0.0,2.246,0.0,1.107,0.0,3.168,0.0,1.123,0.0,2.243,0.0
1,986.319,102.917,26.945,0.501,4891.26,1033.763,0.165,0.009,941.572,90.701,26.531,1.78,4626.724,1098.151,0.213,0.015
2,666.927,16.268,23.912,0.186,3248.752,403.701,0.163,0.016,662.905,47.172,23.907,0.711,2932.841,550.696,0.217,0.015
3,514.437,72.582,22.273,0.432,2294.518,225.12,0.167,0.02,518.21,68.381,22.291,0.533,2165.139,186.859,0.211,0.017
4,435.453,56.576,20.88,0.703,1957.071,122.683,0.176,0.016,415.941,99.918,21.188,1.318,1798.322,314.97,0.213,0.018
5,374.904,30.86,19.898,0.717,1612.606,261.272,0.172,0.016,368.935,73.324,19.973,1.043,1579.014,352.392,0.213,0.017
6,333.11,24.452,19.23,0.858,1407.283,154.517,0.174,0.008,330.747,54.761,18.996,1.521,1339.523,281.646,0.212,0.018
7,302.147,11.486,18.573,0.196,1181.612,79.419,0.171,0.02,276.348,62.028,18.143,1.145,1116.19,53.711,0.211,0.023
8,276.248,9.696,18.074,0.465,1106.649,59.453,0.168,0.016,247.189,36.628,17.641,1.235,1038.359,86.66,0.214,0.022
9,258.403,8.694,17.67,0.756,1017.971,87.257,0.17,0.02,233.03,11.011,17.413,1.076,902.52,126.576,0.214,0.028
10,238.277,13.11,17.359,1.153,951.846,142.179,0.167,0.016,214.042,11.197,17.008,0.587,844.811,108.046,0.218,0.024
11,218.106,22.487,17.099,0.74,867.938,162.195,0.172,0.012,199.293,25.931,16.669,0.746,766.871,72.466,0.22,0.027
12,206.303,20.924,16.739,1.022,781.187,139.659,0.167,0.009,178.051,20.17,16.32,0.842,680.257,112.655,0.215,0.015
13,193.373,33.205,16.163,0.707,710.77,89.441,0.168,0.015,173.441,9.198,16.009,0.805,634.323,76.026,0.22,0.015
14,175.709,20.514,15.776,0.479,629.19,52.975,0.166,0.017,163.594,19.398,15.835,0.677,602.918,61.462,0.221,0.015
15,174.003,19.442,15.647,0.505,605.777,55.991,0.166,0.017,154.277,21.015,15.484,0.602,583.844,43.08,0.223,0.017
16,164.073,10.824,15.462,0.463,599.657,54.148,0.167,0.012,149.962,16.009,15.272,0.472,569.227,50.837,0.224,0.021
17,158.909,14.214,15.236,0.183,557.448,54.192,0.17,0.018,142.5,16.011,15.015,0.59,546.585,38.337,0.219,0.021
18,154.594,15.411,15.096,0.127,516.395,80.6,0.175,0.02,138.6,15.553,14.925,0.543,514.335,44.931,0.216,0.021
19,147.398,10.376,14.857,0.28,494.117,41.888,0.173,0.025,132.776,6.693,14.778,0.441,512.876,74.036,0.217,0.023
20,142.2,16.45,14.683,0.382,469.033,87.46,0.171,0.032,129.6,9.636,14.585,0.569,483.858,68.624,0.218,0.021
21,138.253,22.575,14.626,0.248,452.887,75.713,0.169,0.038,122.76,9.689,14.283,0.65,463.123,61.588,0.214,0.024
22,124.016,20.472,14.365,0.563,433.385,83.782,0.169,0.032,117.748,6.803,14.236,0.532,420.918,37.809,0.216,0.027
23,121.708,16.193,14.268,0.529,402.48,52.167,0.169,0.026,112.145,3.33,14.166,0.607,409.247,37.602,0.215,0.027
24,117.154,22.002,13.944,0.298,393.31,54.25,0.17,0.028,109.346,3.715,14.029,0.644,388.158,44.966,0.212,0.022
25,111.595,15.795,13.908,0.458,369.037,64.003,0.17,0.021,106.339,5.755,13.788,0.523,373.146,41.374,0.215,0.024
26,108.199,19.278,13.74,0.472,366.114,61.324,0.168,0.019,103.597,8.736,13.733,0.536,355.083,57.106,0.218,0.026
27,108.199,23.657,13.518,0.625,347.427,57.523,0.161,0.014,100.82,10.981,13.668,0.5,349.003,50.852,0.217,0.022
28,101.54,22.36,13.569,0.514,343.073,61.351,0.163,0.024,96.755,7.179,13.314,0.507,333.33,47.528,0.22,0.016
29,101.54,21.666,13.333,0.501,345.777,57.574,0.161,0.025,94.887,8.691,13.36,0.621,324.65,54.478,0.22,0.019
30,98.869,21.969,13.224,0.618,329.85,58.211,0.159,0.023,93.56,7.896,13.18,0.57,315.101,42.394,0.218,0.016
31,94.35,16.972,13.034,0.675,311.199,74.678,0.16,0.023,88.736,9.488,13.074,0.714,309.967,31.965,0.215,0.02
32,92.838,17.719,13.052,0.543,303.133,70.368,0.159,0.022,85.363,9.33,12.855,0.723,295.765,19.334,0.219,0.022
33,88.88,15.409,12.935,0.542,287.832,77.792,0.16,0.021,83.403,8.826,12.784,0.642,290.726,31.86,0.221,0.019
34,83.639,11.509,12.838,0.55,279.714,82.372,0.161,0.027,83.288,9.891,12.765,0.597,276.783,30.854,0.22,0.017
35,80.229,14.037,12.801,0.781,270.766,69.31,0.16,0.035,80.974,11.057,12.679,0.513,264.672,31.821,0.218,0.016
36,79.128,14.742,12.71,0.653,270.095,68.596,0.158,0.038,80.045,11.281,12.603,0.51,263.555,22.629,0.217,0.018
37,76.751,12.339,12.645,0.703,270.766,62.777,0.156,0.036,76.676,8.733,12.552,0.692,256.349,22.482,0.218,0.015
38,74.021,13.646,12.413,0.633,261.706,74.043,0.16,0.034,75.071,8.014,12.552,0.721,254.894,25.616,0.22,0.022
