Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.013,0.0,3.29,0.0,1.0,0.0,2.196,0.0,1.009,0.0,3.29,0.0,1.0,0.0,2.196,0.0
1,944.212,118.139,26.598,0.5,4569.131,494.867,0.146,0.013,950.361,195.439,26.793,0.513,4563.281,581.285,0.152,0.005
2,674.611,69.432,23.981,0.657,3380.406,384.884,0.146,0.012,656.884,95.491,24.104,1.212,3042.325,536.392,0.153,0.008
3,497.885,81.219,21.609,1.586,2263.745,556.859,0.144,0.013,508.886,46.866,21.941,0.604,2187.598,290.861,0.156,0.008
4,419.219,42.217,20.631,0.638,1734.28,464.245,0.14,0.012,411.742,36.967,20.901,1.186,1785.459,190.667,0.153,0.008
5,350.019,55.729,19.711,0.853,1395.84,310.612,0.137,0.015,349.753,36.461,19.837,1.187,1524.789,237.579,0.154,0.011
6,313.093,37.569,19.103,0.515,1249.549,285.39,0.134,0.019,305.52,27.088,19.316,1.133,1287.983,188.318,0.155,0.014
7,284.46,31.438,18.472,0.607,1111.185,199.067,0.136,0.019,289.708,24.863,18.874,1.269,1120.381,241.085,0.153,0.013
8,252.01,28.522,17.82,0.485,910.589,184.266,0.136,0.016,249.254,40.863,17.995,0.996,1048.547,232.758,0.152,0.011
9,218.066,29.887,17.113,0.471,852.977,189.148,0.136,0.019,235.758,43.535,17.539,0.674,946.335,149.451,0.15,0.008
10,200.676,20.552,16.935,0.381,762.29,107.967,0.134,0.021,223.036,48.999,16.904,0.957,872.287,170.68,0.15,0.011
11,186.245,7.571,16.472,0.486,726.126,102.299,0.137,0.02,211.446,51.929,16.728,0.766,770.184,133.943,0.151,0.015
12,176.475,13.248,16.058,0.205,652.636,95.857,0.138,0.021,201.999,44.462,16.206,0.697,687.838,103.252,0.15,0.013
13,166.695,17.709,15.968,0.582,634.383,79.086,0.138,0.021,189.77,34.525,16.109,0.534,658.811,51.951,0.149,0.014
14,157.013,17.173,15.769,0.503,597.027,50.131,0.136,0.02,177.502,31.542,15.84,0.513,618.3,59.95,0.151,0.017
15,147.52,23.038,15.433,0.758,557.026,52.401,0.134,0.021,169.533,24.983,15.551,0.745,571.647,61.807,0.15,0.017
16,139.749,20.626,15.23,0.714,518.109,55.152,0.136,0.018,158.129,24.255,15.465,0.72,546.443,74.453,0.15,0.018
