Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.101,0.0,3.804,0.0,1.07,0.0,2.137,0.0,1.095,0.0,3.188,0.0,1.102,0.0,1.776,0.0
1,168.493,64.719,17.979,3.894,405.317,187.414,0.347,0.212,194.319,54.707,18.238,4.086,480.138,249.232,0.294,0.161
2,108.394,70.718,15.073,3.419,277.969,190.43,0.35,0.256,135.236,73.589,16.255,1.757,292.317,59.689,0.308,0.185
3,73.998,89.615,15.139,4.658,216.733,89.731,0.362,0.261,89.378,34.381,14.558,3.274,191.262,110.287,0.29,0.186
4,67.781,95.667,12.489,4.089,173.491,107.078,0.37,0.253,79.837,32.581,14.439,2.799,195.812,95.235,0.29,0.186
5,56.882,50.784,12.233,2.935,149.058,127.232,0.37,0.268,68.369,31.564,11.972,3.027,170.185,42.755,0.29,0.188
6,47.119,50.784,12.469,1.584,123.486,118.963,0.37,0.27,62.298,9.264,10.962,3.721,141.939,49.381,0.287,0.185
7,43.0,26.282,12.359,1.26,112.191,76.621,0.364,0.29,61.196,11.496,10.901,1.373,139.592,46.173,0.284,0.193
8,43.0,26.195,12.359,1.063,112.191,60.829,0.364,0.278,48.839,25.046,10.901,1.078,133.722,72.871,0.275,0.2
9,39.125,25.238,12.284,1.402,99.191,81.288,0.362,0.25,48.179,26.181,10.975,1.069,115.223,52.922,0.268,0.203
10,39.125,15.891,11.904,1.991,92.431,55.668,0.362,0.245,48.179,17.373,10.975,1.102,107.806,38.95,0.267,0.202
11,33.544,15.313,11.239,2.506,92.431,38.334,0.362,0.245,39.646,25.444,10.678,1.472,93.888,27.766,0.262,0.197
12,33.544,15.313,11.567,2.496,84.964,38.334,0.363,0.246,38.165,20.145,10.678,1.508,94.805,37.591,0.262,0.198
13,32.109,14.43,10.934,1.722,91.414,37.334,0.366,0.239,35.083,14.575,10.741,1.508,83.541,49.198,0.263,0.192
14,32.379,14.43,10.941,1.718,82.523,37.694,0.367,0.234,29.843,10.735,10.186,1.307,61.288,41.912,0.265,0.191
15,35.71,13.749,10.941,2.025,82.523,37.694,0.367,0.234,28.344,9.743,10.186,1.537,61.447,34.971,0.265,0.193
16,37.984,14.948,10.941,2.025,77.288,41.217,0.367,0.231,28.085,9.429,10.186,1.428,61.447,34.971,0.265,0.193
17,37.629,11.752,10.874,1.636,77.288,34.617,0.364,0.233,28.085,11.636,10.129,1.418,61.447,37.445,0.263,0.191
18,32.572,9.741,10.942,1.728,69.372,15.212,0.366,0.235,27.834,11.636,10.121,1.953,60.841,30.436,0.263,0.196
19,32.572,9.741,10.942,1.728,69.372,15.212,0.366,0.235,27.834,11.636,10.121,1.877,60.841,30.436,0.263,0.197
20,32.572,10.552,10.97,1.728,69.372,15.212,0.366,0.233,27.834,11.636,10.121,1.877,60.841,26.027,0.266,0.197
21,31.097,8.008,10.812,1.914,69.372,17.802,0.367,0.233,26.136,12.491,10.257,1.975,58.559,26.027,0.268,0.196
22,31.097,6.527,10.649,1.048,69.372,17.773,0.367,0.233,23.044,6.945,10.121,1.688,58.559,26.027,0.268,0.196
23,31.097,6.527,10.649,1.048,69.372,17.773,0.367,0.233,23.044,6.945,10.121,1.688,58.559,26.027,0.268,0.199
24,30.93,6.038,10.621,0.973,65.883,27.057,0.369,0.233,22.791,7.233,9.965,1.688,53.643,23.867,0.269,0.197
25,30.93,6.038,10.621,0.973,65.883,27.057,0.369,0.233,22.791,7.233,9.965,1.897,58.261,23.713,0.269,0.195
26,30.456,7.7,10.621,1.52,61.756,29.169,0.371,0.238,22.791,7.233,9.965,1.897,58.261,23.713,0.269,0.195
27,30.456,7.851,10.621,1.532,61.756,29.169,0.371,0.238,22.791,7.233,9.965,1.967,53.643,23.867,0.269,0.195
28,31.931,9.959,10.621,1.532,61.756,29.169,0.371,0.238,22.791,7.233,10.129,2.151,53.218,23.867,0.268,0.193
29,31.931,10.769,10.614,1.421,61.756,29.169,0.37,0.238,22.791,8.309,10.129,2.192,53.218,21.049,0.268,0.193
30,31.57,8.94,10.614,1.102,55.919,26.837,0.37,0.237,24.25,8.309,9.965,2.285,50.36,26.341,0.272,0.195
31,32.479,8.822,10.614,1.102,55.919,26.837,0.37,0.237,22.791,8.309,9.965,2.409,50.36,29.423,0.272,0.195
32,32.479,8.195,10.614,1.064,51.059,25.041,0.37,0.238,20.816,8.302,9.965,2.409,47.139,17.04,0.272,0.199
